ID,location,height,facing,err_y_vertical_mm,err_vertical_mm_official,truth_y_vertical_mm,aligned_y_vertical_mm,err_vertical_mm_revision2_dop,vdop,gdop,hdop,d3_std_mm,official_abs_minus_revision2_dop_abs_mm
ID01,edge,low,ABEF,-124.44853059982896,124.44853059982896,182.54280058407932,58.09426998425037,119.24147163042042,0.7780445287428565,1.1301924999663182,0.8197449592851563,60.0359164318706,5.207058969408536
ID02,edge,mid,ABEF,-52.307645692521874,52.307645692521874,1105.589,1053.281354307478,52.64506462304075,0.9023227973565884,1.1991697095238467,0.7898237535109259,58.44349840932413,-0.3374189305188793
ID03,edge,high,ABEF,171.80574819923368,171.80574819923368,1625.56145,1797.3671981992338,175.09205969843288,0.8096639563527042,1.1475712524595914,0.8132429263479405,88.83113908249949,-3.2863114991992006
ID04,edge,low,BCGF,-268.8580541337082,268.8580541337082,182.16379,-86.6942641337082,267.35153560981286,0.7703026918534334,1.1135202916442033,0.8040902951949774,56.35770667713553,1.5065185238953518
ID05,edge,mid,BCGF,-22.48239184045633,22.48239184045633,1103.586616559577,1081.1042247191203,17.46533837095467,0.8548230019269133,1.1576482637429706,0.7806581440834232,72.86934092333543,5.017053469501661
ID06,edge,high,BCGF,135.2845719367283,135.2845719367283,1684.95255,1820.2371219367285,139.04731849567997,0.7706553234286363,1.112855671655266,0.8028313137928773,72.10233371501555,-3.762746558951676
ID07,edge,low,CDHG,-159.6061129147213,159.6061129147213,211.565355,51.9592420852787,159.25788638428403,0.7929522427641523,1.1401236627365927,0.8192122478498501,85.65679919445276,0.34822653043727314
ID08,edge,mid,CDHG,-6.089525915362628,6.089525915362628,1132.2804,1126.1908740846377,8.8512224990086,0.8947189566471189,1.1940083448974914,0.7906541066111894,79.20686340221053,-2.7616965836459713
ID09,edge,high,CDHG,-7.097455393711243,7.097455393711243,1568.1853500000002,1561.087894606289,2.450049093791222,0.8214245318776284,1.1535613457412617,0.809916981435758,78.67230135053383,4.647406299920021
ID10,edge,low,ADHE,-106.8453076263593,106.8453076263593,238.64973,131.8044223736407,106.16028726782824,0.7835917763208287,1.1197906209476705,0.7999468500123855,46.82401496119348,0.6850203585310624
ID11,edge,mid,ADHE,15.912510332204649,15.912510332204649,1133.4998500000002,1149.4123603322048,16.294970113265208,0.8609221395604975,1.1607361288225375,0.7785380083004977,45.65476125618142,-0.3824597810605592
ID12,edge,high,ADHE,100.79662094767856,100.79662094767856,1590.1300500000002,1690.9266709476788,99.98581618993876,0.8045752524172659,1.1301165230218946,0.793613267785254,43.18138381706044,0.8108047577398025
ID13,center,mid,ABEF,-70.06438142690354,70.06438142690354,1139.0976,1069.0332185730963,67.31101513542603,0.9025482702528984,1.1963953275499384,0.7853460381556818,77.38646296953834,2.753366291477505
ID14,center,mid,BCGF,-53.67575520390369,53.67575520390369,1132.6278,1078.9520447960963,49.03738045735827,0.9031118113880076,1.1967929104330362,0.785303970825469,47.58811544357251,4.6383747465454235
ID15,center,mid,CDHG,-71.09717589289039,71.09717589289039,1132.2551,1061.1579241071097,72.70006612102839,0.9029567119397696,1.1966824981199018,0.7853140630788477,54.32740667309155,-1.6028902281379942
ID16,center,mid,ADHE,-0.7284899741646313,0.7284899741646313,1122.0572,1121.328710025835,7.244991666195119,0.9039982156247104,1.1973090955596268,0.7850708862626045,63.30120403397083,-6.516501692030488
ID17,center,low,ABEF,-43.84820087065435,43.84820087065435,209.458655,165.61045412934567,40.004659358452585,0.7813172893453005,1.1254116123043338,0.8099966607829643,71.57292833650713,3.8435415122017673
ID18,center,low,BCGF,-23.23370925121688,23.23370925121688,206.90585,183.6721407487831,23.29948080524696,0.7813757612058393,1.1266134216045611,0.8116093404708522,41.65857889561224,-0.06577155403008206
ID19,center,low,CDHG,-124.25037585383684,124.25037585383684,205.96057,81.71019414616318,119.13387242904142,0.7808709750782802,1.1253126083169718,0.8102894462582135,112.93744327773764,5.116503424795425
ID20,center,low,ADHE,-84.45375904916719,84.45375904916719,202.56013,118.10637095083284,77.43563733327096,0.7803725249175874,1.125360019230326,0.8108353070974581,80.5676492731219,7.018121715896228
ID21,center,high,ABEF,43.95649960476021,43.95649960476021,1598.6443,1642.60079960476,43.29038783562828,0.8083498414711818,1.1398698569869037,0.8036627555516427,56.10185162030345,0.6661117691319305
ID22,center,high,BCGF,-4.612623767232435,4.612623767232435,1599.3212,1594.7085762327674,6.140211373468446,0.8084970554400379,1.1401382002275464,0.803895283580453,39.523338211635,-1.5275876062360112
ID23,center,high,CDHG,83.9623753321016,83.9623753321016,1599.6642499999998,1683.6266253321014,81.98613135383857,0.8082558568836643,1.1399962876318248,0.8039365681616901,77.24205223425724,1.9762439782630281
ID24,center,high,ADHE,36.30723406575476,36.30723406575476,1599.5815,1635.8887340657548,36.75563289219349,0.8081468576246862,1.1398148068508027,0.8037888095934639,74.13541184431531,-0.4483988264387264
