experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,U,P,R
X_A0_L17_I0_T11,imu_only_diagnostic_screening,Phase4 L17 single-I T11.,34,17,40661,8752.56146213587,33838.53830566653,43567.06039218271,19747.134950520885,40661,6306.831141250644,27641.888732920394,35107.199207932055,16058.813856671219,40661,3561.2203991909055,19022.255807702448,26412.12780105584,11491.903074376669,9046.31759310224,32109.682811684936,16110.004252942002,29460.225419748178,15766.095463046298,43972.96844446894,42860.1654299515,4782.157719841922,40169.2775167902,457.76411141757046,823.383349888446,35357.17069993507,32915.213732940945,294.78562865023304,nan,nan,nan,nan,nan,17,107311.10993397592,63888.659269697884,190342.1038867573,A0,L17,I0,T11,imu_only,S01,X_A0_L17_I0_T11__S01,,,
X_A0_L17_I0_T12,imu_only_diagnostic_screening,Phase4 L17 single-I T12.,34,17,40661,8752.690518926844,33839.81342164244,43575.23721248727,19747.122423525278,40661,6308.3138719398075,27642.436703522617,35107.050711936485,16058.803360761513,40661,3561.3816618689452,19022.063341341982,26412.327846150714,11491.896215598608,9045.40349722291,32111.37853561793,16109.994689088624,29458.812454917934,15766.610030103438,44080.937602761725,42971.27182964866,4782.637112975326,40280.69173826719,455.9408722166538,820.39135932311,35357.17069993507,32915.213732940945,294.78562865023304,nan,nan,nan,nan,nan,17,107526.93429862628,64020.408935540254,191034.50070456765,A0,L17,I0,T12,imu_only,S01,X_A0_L17_I0_T12__S01,,,
X_A0_L17_I1_T11,imu_only_diagnostic_screening,Phase4 L17 single-I T11.,34,17,40661,3443.449629240859,15284.026373774519,20727.42121484006,9054.394636629937,40661,2286.1428069708304,12382.691982772434,17360.951274143026,7738.403328374721,40661,1422.7471038004578,7733.75998212892,10820.38679188854,4700.976086222095,3712.793834748031,14850.507256361809,6939.950218957738,10492.524695433956,6231.947820702646,9569.00573295497,9336.887558926843,1583.9283397758336,6663.82130768908,481.82882543661816,860.3082907443294,16822.468001335255,11931.759850120568,140.22755776253405,nan,nan,nan,nan,nan,17,29839.907052142808,5283.285785362459,62053.563866256474,A0,L17,I1,T11,imu_only,S01,X_A0_L17_I1_T11__S01,,,
X_A0_L17_I1_T12,imu_only_diagnostic_screening,Phase4 L17 single-I T12.,34,17,40661,3443.6664288279344,15282.294661400072,20727.102658442116,9054.388892091554,40661,2285.584811977439,12381.783090608911,17360.016460491115,7738.398401141366,40661,1422.541425402579,7732.596108920724,10822.317180381255,4700.973132708128,3713.294115265967,14849.761285903456,6939.943994014333,10490.456257371927,6231.896652193271,9586.99105014014,9355.15894125736,1583.45274372503,6664.48964769094,479.86523367642906,858.4509408525187,16822.468001335255,11931.759850120568,140.22755776253405,nan,nan,nan,nan,nan,17,29944.850206685427,5258.1068436975365,62205.00960113208,A0,L17,I1,T12,imu_only,S01,X_A0_L17_I1_T12__S01,,,
X_A0_L17_I2_T11,imu_only_diagnostic_screening,Phase4 L17 single-I T11.,34,17,40661,4383.190056800177,18447.84743094719,22761.234979865618,10398.450459648728,40661,3193.9986972005,14681.001019608002,18841.902309949164,8353.906460390968,40661,1846.2983857040808,10629.122863091241,14114.064908012379,6191.931751304021,4678.113993085115,19997.740628045838,9577.995898851452,14852.944194666126,9755.780918149649,13216.63416141243,12832.074680994388,2412.0252159057454,9559.931742091954,489.87157659505453,886.7736595639471,22631.722483743586,17062.551693687925,188.76649111206973,nan,nan,nan,nan,nan,17,28109.062852331623,13536.878507033533,65429.358911767,A0,L17,I2,T11,imu_only,S01,X_A0_L17_I2_T11__S01,,,
X_A0_L17_I2_T12,imu_only_diagnostic_screening,Phase4 L17 single-I T12.,34,17,40661,4383.752142393107,18450.00823742174,22760.620381713805,10398.44375741848,40661,3193.563414601475,14683.254456794255,18842.943969641652,8353.900969853596,40661,1846.8823328062797,10632.635520916261,14115.429587550865,6191.927903494558,4677.375912308704,19997.70752061063,9577.987701794105,14854.28807662704,9754.180820860627,13235.697596865724,12851.933970255337,2410.574158153023,9581.549533880787,487.5631047760062,881.8364414781195,22631.722483743586,17062.551693687925,188.76649111206973,nan,nan,nan,nan,nan,17,28180.785659414618,13635.299806870415,65639.00476328484,A0,L17,I2,T12,imu_only,S01,X_A0_L17_I2_T12__S01,,,
X_A0_L17_I3_T11,imu_only_diagnostic_screening,Phase4 L17 single-I T11.,34,17,40661,3244.8924946668144,12113.250924442378,14766.738543966288,6914.841304993431,40661,2342.667335548994,9865.284987530931,12343.62607611063,5741.741117686132,40661,1382.765478952503,6806.389127341298,9104.5979751113,3853.2374973151673,3393.819843969789,12582.273617641005,6382.644203487317,11074.685445193312,6706.662595261263,9129.812164822188,9069.225895570518,1806.8344595031845,7739.410957455026,478.29422964493784,906.4443797754643,14321.491271274783,12402.470476935838,119.40086459643133,nan,nan,nan,nan,nan,17,11090.558537355702,7423.351739125374,18565.786374285784,A0,L17,I3,T11,imu_only,S01,X_A0_L17_I3_T11__S01,,,
X_A0_L17_I3_T12,imu_only_diagnostic_screening,Phase4 L17 single-I T12.,34,17,40661,3243.9104791364534,12111.938689184688,14766.135071625016,6914.837196518567,40661,2342.0122202420866,9865.83907292512,12344.106172327043,5741.7379476692595,40661,1382.1751030954488,6806.370907224824,9104.537538147963,3853.2348481051044,3393.560335883284,12581.959957293697,6382.643135719529,11074.988705802756,6706.951078776725,9143.079511445398,9082.531367509235,1806.4838446615013,7749.113063551873,477.4168287205045,905.0295080486943,14321.491271274783,12402.470476935838,119.40086459643133,nan,nan,nan,nan,nan,17,11133.818531084564,7432.964734627928,18653.88578766665,A0,L17,I3,T12,imu_only,S01,X_A0_L17_I3_T12__S01,,,
X_A0_L17_I4_T11,imu_only_diagnostic_screening,Phase4 L17 single-I T11.,34,17,40661,3614.705477457203,13554.23354407209,16997.285415405768,7846.887632468759,40661,2573.209128895121,10791.254537878034,13574.547030982256,6216.0572072327,40661,1311.9235505949086,8197.58228698472,11308.245633029182,4788.974661971135,3572.207983799195,14259.36310238529,6860.469484609939,11435.669974069533,7439.8916612244875,9084.443183962161,8768.426834957929,1991.392817007015,6915.65633911989,534.9833822830511,996.5463444575871,15801.671562821102,12502.643976567015,131.74171510963032,nan,nan,nan,nan,nan,17,8235.621244530372,4103.927154195726,15097.580435238779,A0,L17,I4,T11,imu_only,S01,X_A0_L17_I4_T11__S01,,,
X_A0_L17_I4_T12,imu_only_diagnostic_screening,Phase4 L17 single-I T12.,34,17,40661,3614.7387488027325,13551.617817350014,16996.987242423984,7846.883102477938,40661,2573.0580594725357,10792.68086086797,13576.655511710509,6216.053901910956,40661,1311.8854756068995,8197.25759144888,11308.62294015716,4788.9715297223665,3572.2730119677753,14258.296183658282,6860.463551526386,11435.992446447768,7440.187050081346,9087.672107569477,8780.822535917312,1991.343637665187,6937.986778850137,533.3099472546337,991.2559493744302,15801.671562821102,12502.643976567015,131.74171510963032,nan,nan,nan,nan,nan,17,8260.611122972477,4102.469657950943,15149.24021646718,A0,L17,I4,T12,imu_only,S01,X_A0_L17_I4_T12__S01,,,
