experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L2_I0_T11,imu_only_diagnostic_screening,Phase4 L2 single-I T11.,34,17,40661,10348.491429639123,43168.928316073674,53846.84260882162,24561.629230810504,40661,7114.298035845502,36683.6705699545,46468.81406634423,20804.135691735395,40661,4053.1407282882283,21337.372086768875,27061.32700016889,13056.093159581325,11912.29242112225,43518.54027886705,21906.322718875763,37305.977588151196,22020.98098578648,66942.3049357745,66905.68091547024,6276.203946109177,66453.87460521818,490.69441566362707,906.4627941825374,48486.845181691904,41851.08529805086,404.1889415371222,nan,nan,nan,nan,nan,17,161659.9315689373,78876.8932928023,342065.9055992571,A0,L2,I0,T11,imu_only,S00,X_A0_L2_I0_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,173532.6709195909,1376,,,
X_A0_L2_I0_T12,imu_only_diagnostic_screening,Phase4 L2 single-I T12.,34,17,40661,10348.515706192688,43169.6540434387,53849.5337812581,24561.61391267112,40661,7115.405420543431,36683.864226754216,46472.62460651414,20804.12257007188,40661,4053.963507804594,21335.62812365705,27060.22726303231,13056.085251121232,11912.401261483777,43516.5480528744,21906.314784773043,37305.34291411759,22020.29469654101,67018.5526214814,66981.95967065735,6276.674808628214,66531.29679006306,488.5029948250549,902.4611354623295,48486.845181691904,41851.08529805086,404.1889415371222,nan,nan,nan,nan,nan,17,161846.71476244438,79105.71624168607,342377.10512620665,A0,L2,I0,T12,imu_only,S00,X_A0_L2_I0_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,173701.54180873238,1377,,,
X_A0_L2_I1_T11,imu_only_diagnostic_screening,Phase4 L2 single-I T11.,34,17,40661,5139.542610009935,22813.27936979027,28769.92275907458,12945.562941924634,40661,3732.2030578961608,19741.212034660828,26317.592717957636,11100.44766633947,40661,2484.9746640960675,10786.879459235515,13930.579463476717,6660.905455731298,5976.347648083435,22978.74182278391,11405.054654956126,17078.213838981545,11121.962824953796,19058.1237195199,18684.354936187632,2930.634972945764,17756.35707951121,473.3222585344753,872.8345688067977,25803.934730677473,19081.92594296718,215.135971103943,nan,nan,nan,nan,nan,17,39716.75477687341,14448.484365658514,81718.575507636,A0,L2,I1,T11,imu_only,S00,X_A0_L2_I1_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,50698.81416962479,1348,,,
X_A0_L2_I1_T12,imu_only_diagnostic_screening,Phase4 L2 single-I T12.,34,17,40661,5140.507327283943,22813.954724543415,28768.429961131445,12945.554646093968,40661,3731.5025093658687,19739.766262957768,26315.31923136652,11100.440352301555,40661,2484.782865122459,10788.353264005333,13928.239030338827,6660.90152156601,5975.924900933651,22978.756716770986,11405.048246824237,17077.301040861836,11122.18152399635,19119.644318135845,18747.05355943322,2931.579887318588,17821.93755896214,471.9977361617413,871.3841288113555,25803.934730677473,19081.92594296718,215.135971103943,nan,nan,nan,nan,nan,17,39805.45101479494,14475.649131410304,81704.30168844076,A0,L2,I1,T12,imu_only,S00,X_A0_L2_I1_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,50793.27424164102,1349,,,
X_A0_L2_I2_T11,imu_only_diagnostic_screening,Phase4 L2 single-I T11.,34,17,40661,5709.2627706903695,23928.7488532149,30134.47119069347,13451.07578727843,40661,4372.052168265505,19599.470238706377,25199.455690010094,11214.678640458105,40661,1979.5622192479698,11913.909899261296,17222.425914456053,7427.14095910134,6850.420415626835,25175.09975708449,12285.46394926314,20361.465678843,8761.656232204521,24555.143713393212,24287.251555933326,2447.6395342844617,23085.242595458512,501.8422631710057,929.6945559231951,27917.50852264811,22733.185390196217,232.771319402965,nan,nan,nan,nan,nan,17,63411.00315118419,19000.606475953835,107222.14435211633,A0,L2,I2,T11,imu_only,S00,X_A0_L2_I2_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,71592.0288341646,1366,,,
X_A0_L2_I2_T12,imu_only_diagnostic_screening,Phase4 L2 single-I T12.,34,17,40661,5709.652450049351,23927.476585840825,30135.82431252279,13451.066549657222,40661,4371.017793376904,19597.748513255436,25201.193241218494,11214.670881425847,40661,1979.9212802628258,11913.098890799562,17223.265114039314,7427.1359449391175,6849.709581168865,25173.54386236659,12285.453748565405,20358.308672907006,8761.943787630029,24585.986682332623,24319.074182800716,2446.705858315764,23176.729191865288,500.56310527663925,927.8881133811674,27917.50852264811,22733.185390196217,232.771319402965,nan,nan,nan,nan,nan,17,63547.54250792271,18921.38557257653,107468.38780684625,A0,L2,I2,T12,imu_only,S00,X_A0_L2_I2_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,71732.09428447571,1367,,,
X_A0_L2_I3_T11,imu_only_diagnostic_screening,Phase4 L2 single-I T11.,34,17,40661,2965.6319330642855,13181.012154189571,17067.599990679362,7814.504492102204,40661,2107.5297595053808,9357.036576394306,12882.251356800762,5646.136273889567,40661,928.4516926109986,8004.452489488721,11956.708917898532,5402.557323504671,3628.4836528393907,13264.185665364324,6520.817335540511,8622.295755051155,6994.571749161736,6898.707898764045,6681.382427842171,1325.7986489209966,5067.4772544614525,443.4202873869358,813.6463537787808,14954.529877147805,9644.521780438481,124.68399155018525,nan,nan,nan,nan,nan,17,24795.607188201844,7572.668828335488,50561.39949927366,A0,L2,I3,T11,imu_only,S00,X_A0_L2_I3_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,28161.61229468892,1320,,,
X_A0_L2_I3_T12,imu_only_diagnostic_screening,Phase4 L2 single-I T12.,34,17,40661,2966.0227644609445,13180.954912429135,17067.17059263374,7814.499555925768,40661,2107.339309696276,9357.596781544855,12883.622661974656,5646.132533066135,40661,928.4751749797226,8004.6572694603765,11961.018175464133,5402.554093076368,3629.6436872127206,13267.320103655446,6520.811943123068,8623.239881828518,6996.4986906712775,6913.558035430369,6696.4577226457795,1325.7187287873385,5078.575381227331,442.1989156727002,810.7851328617176,14954.529877147805,9644.521780438481,124.68399155018525,nan,nan,nan,nan,nan,17,24836.65934223624,7580.390302134463,50613.51965763647,A0,L2,I3,T12,imu_only,S00,X_A0_L2_I3_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,28198.154953671157,1321,,,
X_A0_L2_I4_T11,imu_only_diagnostic_screening,Phase4 L2 single-I T11.,34,17,40661,3693.7252749306335,15113.810591518859,19490.07577854422,8806.472935894119,40661,2640.829767440206,12099.087739535593,15545.636183063045,7034.390514305573,40661,1544.6117886449783,8778.847550249895,11727.447424216716,5298.237033474752,3681.607860585128,15395.392950407506,7472.721943769225,12589.128686555285,8395.70003772304,12174.327255824168,12132.271935320208,2337.82743838353,9796.419156752261,588.6492340084646,1183.1346407925112,17402.55499223937,13987.576879977005,145.0818507889971,nan,nan,nan,nan,nan,17,27758.990988924696,4112.820005312056,54208.72360498769,A0,L2,I4,T11,imu_only,S00,X_A0_L2_I4_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,33399.49866385118,1330,,,
X_A0_L2_I4_T12,imu_only_diagnostic_screening,Phase4 L2 single-I T12.,34,17,40661,3694.060444714149,15112.95360782807,19490.603758917652,8806.467391290256,40661,2641.484500081995,12100.570623012265,15546.623060457348,7034.386015180263,40661,1544.36264001928,8780.450495898795,11728.840439869766,5298.233790924571,3682.1184466311515,15393.827735066714,7472.719392498822,12589.856367561857,8395.209920398642,12184.727412285118,12154.2238481202,2336.641355902269,9841.176482883606,586.4556294032857,1181.3518155557408,17402.55499223937,13987.576879977005,145.0818507889971,nan,nan,nan,nan,nan,17,27813.47767556828,4118.119919238937,54353.657037698766,A0,L2,I4,T12,imu_only,S00,X_A0_L2_I4_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,33459.980768244095,1332,,,
