experiment_id,seed_id,wall_time_s,status
X_A0_L2_I0_T11,S00,0.9361208100162912,ok
X_A0_L2_I0_T12,S00,1.0735117589938454,ok
X_A0_L2_I1_T11,S00,0.948167636001017,ok
X_A0_L2_I1_T12,S00,1.0733947200060356,ok
X_A0_L2_I2_T11,S00,0.8204255210002884,ok
X_A0_L2_I2_T12,S00,0.9883588509983383,ok
X_A0_L2_I3_T11,S00,0.798259177012369,ok
X_A0_L2_I3_T12,S00,0.9375706190185156,ok
X_A0_L2_I4_T11,S00,0.709477786993375,ok
X_A0_L2_I4_T12,S00,0.8697244559880346,ok
X_A0_L2_I5_T11,S00,0.701591143006226,ok
X_A0_L2_I5_T12,S00,0.8466369509987999,ok
X_A0_L2_I6_T11,S00,0.7349425090069417,ok
X_A0_L2_I6_T12,S00,0.8378060879767872,ok
X_A0_L2_I7_T11,S00,0.6906475379946642,ok
X_A0_L2_I7_T12,S00,0.8715631160011981,ok
X_A0_L2_I8_T11,S00,0.7022205399989616,ok
X_A0_L2_I8_T12,S00,0.8493605039839167,ok
X_A1_L2_I0_T11,S00,0.6910306409990881,ok
X_A1_L2_I0_T12,S00,0.8741965049994178,ok
X_A1_L2_I1_T11,S00,0.7257432070036884,ok
X_A1_L2_I1_T12,S00,0.8396605140005704,ok
X_A1_L2_I2_T11,S00,0.6721469160111155,ok
X_A1_L2_I2_T12,S00,0.8372872030013241,ok
X_A1_L2_I3_T11,S00,0.7192651280201972,ok
X_A1_L2_I3_T12,S00,0.975922379991971,ok
X_A1_L2_I4_T11,S00,0.6827500470099039,ok
X_A1_L2_I4_T12,S00,0.9699880850093905,ok
X_A1_L2_I5_T11,S00,0.8326410360168666,ok
X_A1_L2_I5_T12,S00,0.8679132670222316,ok
X_A1_L2_I6_T11,S00,0.7321384729875717,ok
X_A1_L2_I6_T12,S00,0.8563525509962346,ok
X_A1_L2_I7_T11,S00,0.7112932550080586,ok
X_A1_L2_I7_T12,S00,0.9295472780067939,ok
X_A1_L2_I8_T11,S00,0.7139705939916894,ok
X_A1_L2_I8_T12,S00,0.9161374490067828,ok
X_A2_L2_I0_T11,S00,0.6907442419906147,ok
X_A2_L2_I0_T12,S00,0.856459108996205,ok
X_A2_L2_I1_T11,S00,0.7009985670156311,ok
X_A2_L2_I1_T12,S00,0.8968611359887291,ok
X_A2_L2_I2_T11,S00,0.6867119650123641,ok
X_A2_L2_I2_T12,S00,0.8501044959994033,ok
X_A2_L2_I3_T11,S00,0.671436104021268,ok
X_A2_L2_I3_T12,S00,0.8534572080243379,ok
X_A2_L2_I4_T11,S00,0.7123707860009745,ok
X_A2_L2_I4_T12,S00,0.8521177439833991,ok
X_A2_L2_I5_T11,S00,0.7099360600113869,ok
