row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L15:I3:T6,simulate_imu_prior,0.6391167730034795,,,,
R4:L15:I3:T6,cpu_golden,21.225857430996257,,,,
R4:L15:I3:T6,torch_gpu,2.278787999995984,0,1,2.278787999995984,2.278787999995984
R4:L15:I3:T8,simulate_imu_prior,0.6006811129918788,,,,
R4:L15:I3:T8,cpu_golden,20.44746132400178,,,,
R4:L15:I3:T8,torch_gpu,2.01531988599163,0,1,2.01531988599163,2.01531988599163
R4:L15:I4:T6,simulate_imu_prior,0.5717918829905102,,,,
R4:L15:I4:T6,cpu_golden,20.450193429991486,,,,
R4:L15:I4:T6,torch_gpu,1.9892343670071568,0,1,1.9892343670071568,1.9892343670071568
R4:L15:I4:T8,simulate_imu_prior,0.557134053990012,,,,
R4:L15:I4:T8,cpu_golden,20.134654624998802,,,,
R4:L15:I4:T8,torch_gpu,2.018897621994256,0,1,2.018897621994256,2.018897621994256
