cycle,timestamp,phase,prefix,state,attempts,target,ok,timeout,latest_mm,latest_ant_center_mm,median_mm,median_ant_center_mm,mean_mm,mean_ant_center_mm,min_mm,min_ant_center_mm,max_mm,max_ant_center_mm,ant_center_offset_mm,echo_us,trig,echo,raw
1,,before,US,IDLE,,,,,,,,,,,,,,,126,,P0.06,P0.07,US;IDLE;enabled=1;trig=P0.06;echo=P0.07;period_ms=100
1,,on,OK USON duration_s=30,,,,,,,,,,,,,,,,126,,,,OK USON duration_s=30
1,2026-05-28T14:45:41,poll,US,RUNNING,42,300,42,0,1403,1529,1512,1638,1507,1633,,,,,126,,,,US;RUNNING;attempts=42;target=300;ok=42;timeout=0;latest_mm=1403;median_mm=1512;mean_mm=1507;echo_us
1,2026-05-28T14:45:47,poll,US,RUNNING,97,300,97,0,1518,1644,1518,1644,1504,1630,,,,,126,,,,US;RUNNING;attempts=97;target=300;ok=97;timeout=0;latest_mm=1518;median_mm=1518;mean_mm=1504;echo_us
1,2026-05-28T14:45:53,poll,US,RUNNING,151,300,151,0,1512,1638,1518,1644,1503,1629,,,,,126,,,,US;RUNNING;attempts=151;target=300;ok=151;timeout=0;latest_mm=1512;median_mm=1518;mean_mm=1503;echo_
1,2026-05-28T14:45:59,poll,US,RUNNING,206,300,206,0,1518,1644,1518,1644,1502,1628,,,,,126,,,,US;RUNNING;attempts=206;target=300;ok=206;timeout=0;latest_mm=1518;median_mm=1518;mean_mm=1502;echo_
1,2026-05-28T14:46:05,poll,US,RUNNING,261,300,261,0,1518,1644,1512,1638,1503,1629,,,,,126,,,,US;RUNNING;attempts=261;target=300;ok=261;timeout=0;latest_mm=1518;median_mm=1512;mean_mm=1503;echo_
1,2026-05-28T14:46:11,poll,US,DONE,300,300,300,0,1512,1638,1512,1638,1503,1629,,,,,126,,,,US;DONE;attempts=300;target=300;ok=300;timeout=0;latest_mm=1512;median_mm=1512;mean_mm=1503;echo_us=
1,,off,OK USOFF,,,,,,,,,,,,,,,,126,,,,OK USOFF
