cycle,timestamp,phase,prefix,state,attempts,target,ok,timeout,latest_mm,latest_ant_center_mm,median_mm,median_ant_center_mm,mean_mm,mean_ant_center_mm,min_mm,min_ant_center_mm,max_mm,max_ant_center_mm,ant_center_offset_mm,echo_us,trig,echo,raw
1,,before,US,IDLE,,,,,,,,,,,,,,,107,,P0.06,P0.07,US;IDLE;enabled=1;trig=P0.06;echo=P0.07;period_ms=100
1,,on,OK USON duration_s=30,,,,,,,,,,,,,,,,107,,,,OK USON duration_s=30
1,2026-05-28T14:46:28,poll,US,RUNNING,41,300,38,3,1554,1661,1554,1661,1607,1714,,,,,107,,,,US;RUNNING;attempts=41;target=300;ok=38;timeout=3;latest_mm=1554;median_mm=1554;mean_mm=1607;echo_us
1,2026-05-28T14:46:34,poll,US,RUNNING,96,300,89,7,1554,1661,1554,1661,1606,1713,,,,,107,,,,US;RUNNING;attempts=96;target=300;ok=89;timeout=7;latest_mm=1554;median_mm=1554;mean_mm=1606;echo_us
1,2026-05-28T14:46:40,poll,US,RUNNING,151,300,138,13,2161,2268,1554,1661,1615,1722,,,,,107,,,,US;RUNNING;attempts=151;target=300;ok=138;timeout=13;latest_mm=2161;median_mm=1554;mean_mm=1615;echo
1,2026-05-28T14:46:47,poll,US,RUNNING,205,300,188,17,1549,1656,1554,1661,1612,1719,,,,,107,,,,US;RUNNING;attempts=205;target=300;ok=188;timeout=17;latest_mm=1549;median_mm=1554;mean_mm=1612;echo
1,2026-05-28T14:46:53,poll,US,RUNNING,260,300,239,21,1560,1667,1554,1661,1611,1718,,,,,107,,,,US;RUNNING;attempts=260;target=300;ok=239;timeout=21;latest_mm=1560;median_mm=1554;mean_mm=1611;echo
1,2026-05-28T14:46:59,poll,US,DONE,300,300,275,25,1549,1656,1554,1661,1612,1719,,,,,107,,,,US;DONE;attempts=300;target=300;ok=275;timeout=25;latest_mm=1549;median_mm=1554;mean_mm=1612;echo_us
1,,off,OK USOFF,,,,,,,,,,,,,,,,107,,,,OK USOFF
