version,solver,solver_family,eval_set,median_radial_signed_mm,median_tangential_mm,radially_outward_fraction,radial_slope_mm_per_m,radial_r2
v2,T4+F2,external_position_filter,noG,29.627267101917592,56.03898333370174,0.625,184.4980806622362,0.37740253087837183
v2,T4+F3,external_position_filter,all8,51.663052531119874,40.735998502654496,0.7916666666666666,189.33039260001217,0.6594793255091647
v2,T4+F3,external_position_filter,noG,29.787093654832987,55.947381850561584,0.625,186.50839121743672,0.38132430459503674
v2,T4+F4,external_position_filter,all8,51.885583229652276,40.19831057452012,0.7916666666666666,187.42479272968916,0.6605430797809573
v2,T4+F4,external_position_filter,noG,29.75567403303341,55.670728964114225,0.625,185.1162670795584,0.3758617290068891
v2,T4+F5,external_position_filter,all8,51.7808566183635,39.46917941837896,0.75,186.68078185937424,0.6597052353011938
v2,T4+F5,external_position_filter,noG,29.925595439850532,55.641783483192235,0.625,184.51356845880815,0.3772319358673628
v2,T5a,native_range_filter,all8,106.25892211729251,45.36281695076952,0.7916666666666666,196.75982727991635,0.4017390016041257
v2,T5a,native_range_filter,noG,96.1042254187457,67.77354085869652,0.7916666666666666,190.54543568276216,0.36950088818833626
v2,T5b,native_range_filter,all8,50.251251078391554,37.06888190755621,0.8333333333333334,191.66534144320642,0.4386535169761572
v2,T5b,native_range_filter,noG,43.259417683239626,59.19001281073084,0.7916666666666666,196.99785809370127,0.281847713184457
v2,T5c,native_range_filter,all8,50.251251078391554,37.06888190755621,0.8333333333333334,191.66534144320642,0.4386535169761572
v2,T5c,native_range_filter,noG,43.259417683239626,59.19001281073084,0.7916666666666666,196.99785809370127,0.281847713184457
v2,T5d,native_range_filter,all8,105.94308374368097,45.255440617338365,0.7916666666666666,196.46769396433277,0.40132190290890446
v2,T5d,native_range_filter,noG,95.72165038316938,67.7469378520561,0.7916666666666666,190.3781392376869,0.36941148897423215
v2,T5e,native_range_filter,all8,39.470330875640016,40.54542220412603,0.7083333333333334,163.04303301247722,0.23680963577188285
v2,T5e,native_range_filter,noG,38.8453115732966,55.784553199417495,0.6666666666666666,152.76488964135854,0.2309035563325489
v3-full,T1+F0,external_position_filter,all8,91.12198688522939,64.76940122912833,0.8333333333333334,223.47636519395644,0.4671994289201653
v3-full,T1+F0,external_position_filter,noG,86.33075608828756,83.05002141125539,0.8333333333333334,218.48661937103978,0.47798140652740495
v3-full,T1+F1,external_position_filter,all8,96.52318616527234,65.83771105275765,0.8333333333333334,219.9271789476031,0.46049873511070016
v3-full,T1+F1,external_position_filter,noG,90.92327826215727,82.18172493087529,0.8333333333333334,210.5249883320992,0.4797762522404836
v3-full,T1+F2,external_position_filter,all8,96.52318616527234,65.83771105275765,0.8333333333333334,219.9271789476031,0.46049873511070016
v3-full,T1+F2,external_position_filter,noG,90.92327826215727,82.18172493087529,0.8333333333333334,210.47897442938478,0.4796849114178122
v3-full,T1+F3,external_position_filter,all8,96.18342507172792,65.97999050930306,0.8333333333333334,219.7229502581612,0.4604068995471915
v3-full,T1+F3,external_position_filter,noG,89.8092331113496,82.3249967285046,0.8333333333333334,212.31417465909811,0.48158798162773553
v3-full,T1+F4,external_position_filter,all8,96.74459050966112,64.54361034798919,0.8333333333333334,219.80675038232994,0.46113384378448685
v3-full,T1+F4,external_position_filter,noG,91.46472244350429,81.99171401252119,0.8333333333333334,209.32538085978987,0.47628550823218196
v3-full,T1+F5,external_position_filter,all8,97.11504824038472,62.941582473192966,0.8333333333333334,219.73031925620745,0.46194012981846433
v3-full,T1+F5,external_position_filter,noG,91.91289626669214,82.10431776374294,0.8333333333333334,208.8914334752371,0.4766051510999897
v3-full,T2+F0,external_position_filter,all8,90.79889028676357,65.1070264284294,0.8333333333333334,222.3895620565632,0.46757502890239366
v3-full,T2+F0,external_position_filter,noG,86.33891605313241,83.27198258390226,0.8333333333333334,217.85928706722132,0.4765853625533025
v3-full,T2+F1,external_position_filter,all8,96.6839369843424,65.8587096243743,0.8333333333333334,219.24525791203283,0.46003467092205985
v3-full,T2+F1,external_position_filter,noG,90.9067954842858,82.16294240314598,0.8333333333333334,210.27312543225824,0.47812693697440256
v3-full,T2+F2,external_position_filter,all8,96.6839369843424,65.8587096243743,0.8333333333333334,219.24525791203283,0.46003467092205985
v3-full,T2+F2,external_position_filter,noG,90.9067954842858,82.16294240314598,0.8333333333333334,210.21892861156937,0.47802251084606007
v3-full,T2+F3,external_position_filter,all8,96.2707157552071,66.60065376430683,0.8333333333333334,219.2093342692375,0.4599693463267118
v3-full,T2+F3,external_position_filter,noG,89.80093362050077,82.36652225182144,0.8333333333333334,211.88308241506758,0.47927805821815617
v3-full,T2+F4,external_position_filter,all8,96.7593737101476,64.39068991866417,0.8333333333333334,219.2324149158458,0.46063943371934823
v3-full,T2+F4,external_position_filter,noG,91.44863845658153,82.12146256878034,0.8333333333333334,209.01151304155252,0.4746965101205374
v3-full,T2+F5,external_position_filter,all8,97.22756682530209,63.33021952184114,0.8333333333333334,219.1351824122723,0.4616525767146936
v3-full,T2+F5,external_position_filter,noG,92.01662664959721,82.16615224316652,0.8333333333333334,208.6134703506129,0.47544332462812156
v3-full,T3+F0,external_position_filter,all8,39.18407097794244,66.91176641245372,0.8333333333333334,202.61722602188843,0.6404453816706106
v3-full,T3+F0,external_position_filter,noG,58.029467108160745,88.99055658097258,0.8333333333333334,200.00191120760346,0.4154213108094774
v3-full,T3+F1,external_position_filter,all8,42.5428051491741,67.07500717638112,0.8333333333333334,199.2314491159779,0.6288485464047786
v3-full,T3+F1,external_position_filter,noG,60.84844399682342,88.84789287776417,0.8333333333333334,192.738821965864,0.4160486195469816
v3-full,T3+F2,external_position_filter,all8,42.5428051491741,67.07500717638112,0.8333333333333334,199.2314491159779,0.6288485464047786
v3-full,T3+F2,external_position_filter,noG,60.84844399682342,88.84789287776417,0.8333333333333334,192.74105171550747,0.41605294382150326
v3-full,T3+F3,external_position_filter,all8,42.41961930377417,67.03639207642449,0.8333333333333334,199.9647507656569,0.6335747340338415
v3-full,T3+F3,external_position_filter,noG,60.870015679720595,88.82963206840967,0.8333333333333334,194.01857890464854,0.41702511432193634
v3-full,T3+F4,external_position_filter,all8,42.495980664483994,66.42077363350765,0.8333333333333334,199.08780018624498,0.6261613211465624
v3-full,T3+F4,external_position_filter,noG,60.578758633903234,88.77989340882644,0.8333333333333334,191.4257082131169,0.4116586837417354
v3-full,T3+F5,external_position_filter,all8,43.06141974611924,66.14676975539705,0.8333333333333334,199.01726774621287,0.6265898295315655
v3-full,T3+F5,external_position_filter,noG,61.07998567074801,88.80065879358057,0.8333333333333334,191.1121839272592,0.41277073222871785
v3-full,T4+F0,external_position_filter,all8,75.62744814826006,57.72308141321102,0.8333333333333334,209.9486676332642,0.6704344247289892
v3-full,T4+F0,external_position_filter,noG,58.029467108160745,88.99055658097258,0.8333333333333334,200.00191120760346,0.4154213108094774
v3-full,T4+F1,external_position_filter,all8,80.26206422355784,57.28314792633981,0.8333333333333334,207.7078735543764,0.666807985455073
v3-full,T4+F1,external_position_filter,noG,60.84844399682342,88.84789287776417,0.8333333333333334,192.738821965864,0.4160486195469816
v3-full,T4+F2,external_position_filter,all8,80.26206422355784,57.28314792633981,0.8333333333333334,207.7078735543764,0.666807985455073
v3-full,T4+F2,external_position_filter,noG,60.84844399682342,88.84789287776417,0.8333333333333334,192.74105171550747,0.41605294382150326
v3-full,T4+F3,external_position_filter,all8,79.85989062166638,56.27349629127933,0.8333333333333334,207.0989378206262,0.6671561905982839
v3-full,T4+F3,external_position_filter,noG,60.870015679720595,88.82963206840967,0.8333333333333334,194.01857890464854,0.41702511432193634
v3-full,T4+F4,external_position_filter,all8,79.86315544348682,57.18501158550514,0.8333333333333334,207.61825663637893,0.6670980307847965
v3-full,T4+F4,external_position_filter,noG,60.578758633903234,88.77989340882644,0.8333333333333334,191.4257082131169,0.4116586837417354
v3-full,T4+F5,external_position_filter,all8,80.63908639490612,57.617797025771345,0.8333333333333334,207.18403584147754,0.6673373511913567
v3-full,T4+F5,external_position_filter,noG,61.07998567074801,88.80065879358057,0.8333333333333334,191.1121839272592,0.41277073222871785
v3-full,T5a,native_range_filter,all8,138.8719513062564,70.36020833879964,0.875,211.46998582118792,0.40161799735111336
v3-full,T5a,native_range_filter,noG,133.72853544051762,76.21572822877161,0.7916666666666666,200.15241345808553,0.38366454055795673
v3-full,T5b,native_range_filter,all8,76.11735015759737,74.42326409891274,0.8333333333333334,205.3312637040763,0.516200280740272
v3-full,T5b,native_range_filter,noG,83.56670032158385,87.40122919604283,0.8333333333333334,204.3164967626635,0.5678891550250041
v3-full,T5c,native_range_filter,all8,76.11735015759737,74.42326409891274,0.8333333333333334,205.3312637040763,0.516200280740272
v3-full,T5c,native_range_filter,noG,83.56670032158385,87.40122919604283,0.8333333333333334,204.3164967626635,0.5678891550250041
v3-full,T5d,native_range_filter,all8,138.7282964203307,70.24506405561405,0.875,211.23330880059757,0.4015380860264808
v3-full,T5d,native_range_filter,noG,133.3725646030905,76.07472674592287,0.7916666666666666,200.1069691448762,0.3839129717851273
v3-full,T5e,native_range_filter,all8,62.919535554036834,58.202825873665994,0.7083333333333334,209.78870968344538,0.255505813369741
v3-full,T5e,native_range_filter,noG,98.26927451997776,69.11940316250667,0.7083333333333334,207.09985433057784,0.2973691447938799
v3-lite,T1+F0,external_position_filter,all8,52.48455360539201,44.934982166261996,0.7916666666666666,217.49685790417755,0.44551744485113054
v3-lite,T1+F0,external_position_filter,noG,60.38147686938472,60.091828267930126,0.7916666666666666,211.53467928119724,0.3503571703411882
v3-lite,T1+F1,external_position_filter,all8,54.18174764760093,42.21549899683528,0.8333333333333334,208.71912491917234,0.43382163686796404
v3-lite,T1+F1,external_position_filter,noG,65.5325113261278,56.12678335626954,0.7916666666666666,202.7854367558512,0.35114940640204606
v3-lite,T1+F2,external_position_filter,all8,54.18174764760093,42.21549899683528,0.8333333333333334,208.71912491917234,0.43382163686796404
v3-lite,T1+F2,external_position_filter,noG,65.5325113261278,56.12678335626954,0.7916666666666666,202.79249045703094,0.3508903422227537
v3-lite,T1+F3,external_position_filter,all8,53.8518525564399,42.761297466209015,0.8333333333333334,210.45236137032424,0.43702147628154253
v3-lite,T1+F3,external_position_filter,noG,64.99206158598842,57.12189475307201,0.7916666666666666,204.61554818421942,0.3520934141591334
v3-lite,T1+F4,external_position_filter,all8,53.89414252890501,42.51689502324175,0.8333333333333334,208.07903290966033,0.43337348301722134
v3-lite,T1+F4,external_position_filter,noG,65.98858640315973,56.16549527302038,0.7916666666666666,202.89378013235452,0.3492991808348279
v3-lite,T1+F5,external_position_filter,all8,53.950777178370245,42.22584801125317,0.8333333333333334,206.9299903459997,0.43239108485315625
v3-lite,T1+F5,external_position_filter,noG,66.34054109352047,55.78536488953175,0.7916666666666666,202.1679474576466,0.3510610431696455
v3-lite,T2+F0,external_position_filter,all8,52.5729352477394,44.59024324183167,0.7916666666666666,216.8476511586159,0.4452883093228257
v3-lite,T2+F0,external_position_filter,noG,61.18037301637142,60.19827443438014,0.7916666666666666,211.68592921219667,0.35112858318757445
v3-lite,T2+F1,external_position_filter,all8,54.465612473193886,41.0055811604265,0.8333333333333334,207.8694536705898,0.4319654897301657
v3-lite,T2+F1,external_position_filter,noG,65.67489498057193,56.21794381240343,0.7916666666666666,202.7797237147401,0.3512328954213575
v3-lite,T2+F2,external_position_filter,all8,54.465612473193886,41.0055811604265,0.8333333333333334,207.8694536705898,0.4319654897301657
v3-lite,T2+F2,external_position_filter,noG,65.67489498057193,56.224210278301555,0.7916666666666666,202.76838839242166,0.3510917912633037
v3-lite,T2+F3,external_position_filter,all8,54.13364835673143,41.533511618392794,0.8333333333333334,209.76572334009794,0.4358793927715304
v3-lite,T2+F3,external_position_filter,noG,65.1153568891979,57.34730013912431,0.7916666666666666,204.61677532170117,0.35249607603775135
v3-lite,T2+F4,external_position_filter,all8,54.41289809799855,41.59719901867401,0.8333333333333334,207.27698158238482,0.4305366313483432
v3-lite,T2+F4,external_position_filter,noG,66.09656002183971,56.57687372544554,0.7916666666666666,202.8584598597922,0.34937632397613483
v3-lite,T2+F5,external_position_filter,all8,54.33582072304483,41.50790741070111,0.8333333333333334,206.12311776734003,0.4295356924244845
v3-lite,T2+F5,external_position_filter,noG,66.63573079862584,56.20366468803051,0.7916666666666666,202.09338309161933,0.35062094780152653
v3-lite,T3+F0,external_position_filter,all8,27.61005610809447,35.19190030868077,0.7083333333333334,199.24394866463422,0.6752416281303331
v3-lite,T3+F0,external_position_filter,noG,30.81803792822896,55.57201007390772,0.625,194.03155018706903,0.38385663238631984
v3-lite,T3+F1,external_position_filter,all8,30.422601195091517,35.06676837630717,0.7083333333333334,190.90981235386184,0.6674871296429021
v3-lite,T3+F1,external_position_filter,noG,29.985261391470463,56.02382155140886,0.625,185.08816166538404,0.3759911957814329
v3-lite,T3+F2,external_position_filter,all8,30.422601195091517,35.06676837630717,0.7083333333333334,190.90981235386184,0.6674871296429021
v3-lite,T3+F2,external_position_filter,noG,29.985261391470463,56.04898539836687,0.625,185.10302287835674,0.3759568400975555
v3-lite,T3+F3,external_position_filter,all8,29.499203509372308,34.77874081406712,0.7083333333333334,192.02045155787863,0.6660503126924213
v3-lite,T3+F3,external_position_filter,noG,30.18165069060619,55.95488906171819,0.625,187.17864384631827,0.380585166143549
v3-lite,T3+F4,external_position_filter,all8,30.432905063746716,34.525654306757815,0.7083333333333334,189.76210254243514,0.6644726572369919
v3-lite,T3+F4,external_position_filter,noG,30.108797658338286,55.69927804532004,0.625,185.80053812326162,0.3752270066616197
v3-lite,T3+F5,external_position_filter,all8,30.894677001482364,34.56093270618711,0.6666666666666666,189.1288992846572,0.6612294772085767
v3-lite,T3+F5,external_position_filter,noG,30.321937577896684,55.65305819919353,0.625,185.0986739009123,0.37578731777754193
v3-lite,T4+F0,external_position_filter,all8,50.37935403906737,45.136123748942914,0.7916666666666666,194.5556036193194,0.669549535000008
v3-lite,T4+F0,external_position_filter,noG,30.81803792822896,55.57201007390772,0.625,194.03155018706903,0.38385663238631984
v3-lite,T4+F1,external_position_filter,all8,51.93461166337079,40.43261378774375,0.8333333333333334,188.5272724867177,0.6615088503468508
v3-lite,T4+F1,external_position_filter,noG,29.985261391470463,56.02382155140886,0.625,185.08816166538404,0.3759911957814329
v3-lite,T4+F2,external_position_filter,all8,51.93461166337079,40.43261378774375,0.8333333333333334,188.5272724867177,0.6615088503468508
v3-lite,T4+F2,external_position_filter,noG,29.985261391470463,56.04898539836687,0.625,185.10302287835674,0.3759568400975555
v3-lite,T4+F3,external_position_filter,all8,51.72609907089487,40.91498305675047,0.7916666666666666,189.56245322827002,0.6606246089985782
v3-lite,T4+F3,external_position_filter,noG,30.18165069060619,55.95488906171819,0.625,187.17864384631827,0.380585166143549
v3-lite,T4+F4,external_position_filter,all8,51.97861103908977,40.33650956640803,0.8333333333333334,187.6956593421697,0.6623332793723583
v3-lite,T4+F4,external_position_filter,noG,30.108797658338286,55.69927804532004,0.625,185.80053812326162,0.3752270066616197
v3-lite,T4+F5,external_position_filter,all8,51.81409988904019,39.62001801042258,0.7916666666666666,186.9469548579558,0.6614528524354704
v3-lite,T4+F5,external_position_filter,noG,30.321937577896684,55.65305819919353,0.625,185.0986739009123,0.37578731777754193
v3-lite,T5a,native_range_filter,all8,106.21241085889253,45.14225919444988,0.7916666666666666,196.94200512544515,0.40221279629189766
v3-lite,T5a,native_range_filter,noG,96.33040488609714,67.77732788642236,0.7916666666666666,191.08460880986382,0.37078598714852495
v3-lite,T5b,native_range_filter,all8,50.82682010314072,36.950991207429084,0.8333333333333334,191.84756971427677,0.43910766615397634
v3-lite,T5b,native_range_filter,noG,43.49570971076981,58.803429132502245,0.7916666666666666,197.94105465918074,0.2808702273574868
v3-lite,T5c,native_range_filter,all8,50.82682010314072,36.950991207429084,0.8333333333333334,191.84756971427677,0.43910766615397634
v3-lite,T5c,native_range_filter,noG,43.49570971076981,58.803429132502245,0.7916666666666666,197.94105465918074,0.2808702273574868
