version,ID,status,N,X_std,Y_std,Z_std,D3_std,path
v1,ID20,ok,150,24.53498824647405,14.654139382340096,52.98357446437122,60.199407076093706,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID20_20260513_160806
v1,ID21,ok,150,23.069872705759053,15.469006781965717,32.73973295525529,42.934826323881374,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID21_20260513_155713
v1,ID22,ok,150,24.824119417747024,15.082635050818539,24.74687584843845,38.15927998797633,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID22_20260513_160059
v1,ID23,ok,150,29.93183204700762,14.31626399360932,25.05202247096823,41.574918091451295,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID23_20260513_160315
v1,ID24,ok,150,22.741496345556794,14.113224974122726,26.131336730075212,37.4059558694301,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID24_20260513_155348
v2,ID01,ok,150,25.854289469468014,20.408861097875846,36.00370095007296,48.797872672747935,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID01_20260513_152958
v2,ID02,ok,150,18.829972820210997,16.319679015191436,36.580563699485616,44.26101490183985,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID02_20260513_153316
v2,ID03,ok,150,24.558461922353413,16.42242804699699,24.559103847728885,38.418273994988475,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID03_20260513_154008
v2,ID04,ok,150,20.205163589997156,13.197593231232407,40.548650533352195,47.1870550349515,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID04_20260513_163638
v2,ID05,ok,150,27.12024964605313,14.345145883923763,40.31869684005186,50.664469465053195,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID05_20260513_163117
v2,ID06,ok,150,23.011965074600422,14.26807452685268,20.096076679527282,33.71914567731354,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID06_20260513_154321
v2,ID07,ok,150,28.633146030882987,17.59277900555556,64.30374173801208,72.55573117454708,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID07_20260513_164048
v2,ID08,ok,150,44.7872617183021,28.172979042561913,77.7808641673575,94.0716662496059,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID08_20260513_162857
v2,ID09,ok,150,42.25926282247005,22.02889065788659,55.40073005754864,73.07775454148202,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID09_20260513_154629
v2,ID11,ok,150,21.055044617000302,17.341984624465535,44.11898661177626,51.87045704627216,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID11_20260513_162534
v2,ID12,ok,150,25.793510947743115,16.38822552642673,36.04578498711221,47.25651022085203,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID12_20260513_154958
v2,ID13,ok,150,21.713831602318773,13.954996082645403,41.52857324928168,48.89636790848027,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529
v2,ID14,ok,150,22.63265016090556,14.893941870091739,38.16940766616898,46.80779891558467,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID14_20260513_161800
v2,ID15,ok,150,20.67424250316219,13.365988994505372,33.46840264784362,41.54765866663226,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID15_20260513_162010
v2,ID16,ok,150,30.064230859623574,21.40220549504753,38.18824433714815,53.106067287897645,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID16_20260513_162320
v2,ID17,ok,150,25.49176713066558,19.17355511450925,51.83496972304075,60.86312096304097,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID17_20260513_161228
v2,ID18,ok,150,25.533065177440623,13.769085068700157,58.0402598573488,64.88602997019548,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID18_20260513_161018
v2,ID19,ok,150,31.951726666442422,16.703944294898722,45.72779868692814,58.23200292559371,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID19_20260513_160549
v2,ID20,ok,150,23.542096091567796,14.704191974677242,49.72124021510953,56.944229545594865,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID20_20260513_160806
v2,ID21,ok,150,21.35072128309254,15.184240814925666,34.30336193496627,43.16404879613644,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID21_20260513_155713
v2,ID22,ok,150,26.0845789978741,15.816898593651977,28.122695634762245,41.49054774745303,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID22_20260513_160059
v2,ID23,ok,150,27.43581139269183,14.500037036771177,29.176278892188883,42.593779720023456,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID23_20260513_160315
v2,ID24,ok,150,24.158851445863764,14.892852812026822,27.970166876003162,39.846924638364165,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID24_20260513_155348
v3lite,ID01,ok,150,26.018401761609823,20.636451719081606,36.01740311880341,48.99054701883738,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID01_20260513_152958
v3lite,ID02,ok,150,18.850344451157216,16.33790842089437,36.46491614462384,44.180910435744224,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID02_20260513_153316
v3lite,ID03,ok,150,24.58824732182083,16.427585852011873,24.528860068324978,38.42020899911552,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID03_20260513_154008
v3lite,ID04,ok,150,20.267464447562993,13.229014591921535,40.68394779380386,47.33878484177072,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID04_20260513_163638
v3lite,ID05,ok,150,27.096368573405844,14.329591305965122,40.1953864001201,50.54917867499735,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID05_20260513_163117
v3lite,ID06,ok,150,23.017617613537563,14.267206066500027,20.06600196935924,33.704722585734764,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID06_20260513_154321
v3lite,ID07,ok,150,28.574025536496062,17.69825250038667,64.13542389662484,72.40894748114717,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID07_20260513_164048
v3lite,ID08,ok,150,44.783261839404275,28.171542720095253,77.41761023248002,93.76919928374663,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID08_20260513_162857
v3lite,ID09,ok,150,42.268046673731156,22.145540706548736,54.747662302867404,72.6245087448234,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID09_20260513_154629
v3lite,ID11,ok,150,21.044857004386767,17.343263915461204,44.02043528855788,51.782946348875676,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID11_20260513_162534
v3lite,ID12,ok,150,25.80739701656315,16.379989215586075,36.092996606857575,47.297253530578935,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID12_20260513_154958
v3lite,ID13,ok,150,21.722893609488775,13.951423052469364,41.4455593146625,48.82889205033583,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529
v3lite,ID14,ok,150,22.669057442014537,14.900745463465093,38.07714642690489,46.75240593479961,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID14_20260513_161800
v3lite,ID15,ok,150,20.68150401691037,13.36998330922256,33.41913824862552,41.51288791894771,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID15_20260513_162010
v3lite,ID16,ok,150,30.048059853434104,21.389676761335114,38.11175405513086,53.03687368302115,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID16_20260513_162320
v3lite,ID17,ok,150,25.47910853393552,19.238500530829235,51.64946098000065,60.720438847915055,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID17_20260513_161228
v3lite,ID18,ok,150,25.191511016665896,13.630936780375617,58.0494377347718,64.73138254460926,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID18_20260513_161018
v3lite,ID19,ok,150,31.97650177784894,16.723882559218485,45.734867682817786,58.2568711463992,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID19_20260513_160549
v3lite,ID20,ok,150,23.673905943786817,14.756454236244524,49.9258999604246,57.190928049123045,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID20_20260513_160806
v3lite,ID21,ok,150,21.38756696650939,15.19908468168138,34.32111305618067,43.20160873535823,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID21_20260513_155713
v3lite,ID22,ok,150,26.0779798055466,15.824284150301057,28.17910200195076,41.52747029671217,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID22_20260513_160059
v3lite,ID23,ok,150,27.511284909140286,14.535082717384414,29.13519263608762,42.62626979803688,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID23_20260513_160315
v3lite,ID24,ok,150,24.173747656994596,14.887153336952114,27.96812983988744,39.852398886425625,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID24_20260513_155348
v3full,ID01,ok,150,27.93058469328358,22.195597649799033,48.33491848894077,60.07517342191365,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID01_20260513_152958
v3full,ID02,ok,150,19.259160689874136,15.772593179117788,32.978097858053275,41.318820220423575,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID02_20260513_153316
v3full,ID03,ok,150,25.478333285603348,21.16179402101606,27.877603222833088,43.29119719584928,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID03_20260513_154008
v3full,ID04,ok,150,26.76648919835829,15.1469301284286,41.231697376071956,51.43857798222369,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID04_20260513_163638
v3full,ID05,ok,150,30.65169287011803,20.370348417776903,59.25408947847893,69.75331168044467,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID05_20260513_163117
v3full,ID06,ok,150,28.151015652467397,16.721882795451684,30.76712181522741,44.93013277615958,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID06_20260513_154321
v3full,ID07,ok,150,34.452352421619345,21.541225305518818,83.80341868649961,93.13432212987507,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID07_20260513_164048
v3full,ID08,ok,150,63.37742326831,31.133961053673353,117.58907956043154,137.16126619017362,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID08_20260513_162857
v3full,ID09,ok,150,40.555927699445704,20.67059254021546,77.6686663204317,90.02487653710412,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID09_20260513_154629
v3full,ID11,ok,150,24.5923919613406,20.27586585177547,51.217328298488056,60.32504617863554,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID11_20260513_162534
v3full,ID12,ok,150,25.25564157234629,18.209764983284717,30.373833814105875,43.49727293226795,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID12_20260513_154958
v3full,ID13,ok,150,23.981024427786597,14.92813727317856,39.88631420683066,48.87593350575498,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529
v3full,ID14,ok,150,23.16548317791364,16.170913292704576,41.76923988321294,50.426257525298816,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID14_20260513_161800
v3full,ID15,ok,150,26.56421745880366,14.62675525882308,40.231541155849065,50.380318799853725,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID15_20260513_162010
v3full,ID16,ok,150,35.14317151747841,22.598272680907854,38.274939307877744,56.662998610109724,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID16_20260513_162320
v3full,ID17,ok,150,27.03697908313873,21.796476416272505,68.05654571089565,76.40535345253258,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID17_20260513_161228
v3full,ID18,ok,150,37.99148528028418,16.76576575922122,72.21075136657275,83.29967868017327,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID18_20260513_161018
v3full,ID19,ok,150,34.42814378134767,17.609748976557515,55.67421964953556,67.7865700329442,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID19_20260513_160549
v3full,ID20,ok,150,27.391910781668635,14.384351682562398,62.46953248438116,69.71132503701018,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID20_20260513_160806
v3full,ID21,ok,150,25.15586403189922,17.219815045173938,36.24790673138208,47.36296303852171,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID21_20260513_155713
v3full,ID22,ok,150,25.8057472953529,16.610361257461914,25.734788307338597,40.051467186590514,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID22_20260513_160059
v3full,ID23,ok,150,36.52160214111633,18.148545282538244,38.18062527939595,55.865528419160086,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID23_20260513_160315
v3full,ID24,ok,150,28.583265322725158,18.834890872458633,28.715483167938714,44.68036642928188,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID24_20260513_155348
v4,ID01,ok,150,26.42811347813562,20.991854857699032,36.431708502490686,49.66258689184815,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID01_20260513_152958
v4,ID02,ok,150,19.310190264628844,16.494866193607248,36.34742150548844,44.34071615229977,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID02_20260513_153316
v4,ID03,ok,150,24.55893439866597,17.266854141562906,24.186554072934918,38.55223610462811,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID03_20260513_154008
v4,ID04,ok,150,22.129856289137905,13.831533055087764,38.31704827953344,46.35987526825302,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID04_20260513_163638
v4,ID05,ok,150,28.10380541751156,15.479650940691423,43.28840457233452,53.88255230229089,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID05_20260513_163117
v4,ID06,ok,150,23.520937865355826,14.526044740235662,20.257115809971552,34.27231003010822,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID06_20260513_154321
v4,ID07,ok,150,30.502483358199303,18.808056198909906,70.859392131489,79.40527641311189,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID07_20260513_164048
v4,ID08,ok,150,50.12911893732197,29.203119366640585,86.65017101453246,104.27848715349755,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID08_20260513_162857
v4,ID09,ok,150,51.17361164477551,21.16210806860365,76.46234209661964,94.40902025536572,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID09_20260513_154629
v4,ID11,ok,150,21.941542890686584,17.7765880008251,45.31673771535562,53.3951786450542,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID11_20260513_162534
v4,ID12,ok,150,25.628197951158064,17.275423093057473,33.268574442371154,45.40972163199723,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID12_20260513_154958
v4,ID13,ok,150,21.848041188016616,14.209121814130954,41.471602138795156,48.980912919632296,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529
v4,ID14,ok,150,21.878561368891894,14.360280613603111,37.95753751554043,46.10492122450111,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID14_20260513_161800
v4,ID15,ok,150,21.733280556325205,13.85565887039383,32.77469057502766,41.695264824215634,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID15_20260513_162010
v4,ID16,ok,150,30.62766812233398,21.288105435387564,37.46741842018313,52.868184484745534,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID16_20260513_162320
v4,ID17,ok,150,25.703765352584924,19.960080200783857,56.5158714922782,65.21604162669007,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID17_20260513_161228
v4,ID18,ok,150,29.60991829120502,13.982568721239685,64.6185277241319,72.44179466641084,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID18_20260513_161018
v4,ID19,ok,150,34.446086135486844,16.771861560703755,48.86451134924395,62.09322555372029,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID19_20260513_160549
v4,ID20,ok,150,24.475812228894892,14.494993165345155,49.829111128421765,57.37691632508782,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID20_20260513_160806
v4,ID21,ok,150,22.35089260210899,15.772210212929863,32.78943320260458,42.70213044872501,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID21_20260513_155713
v4,ID22,ok,150,24.718045193837195,15.243506154623264,25.611608159447695,38.72080462236939,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID22_20260513_160059
v4,ID23,ok,150,29.214225058075417,15.012335309856796,28.92407553028054,43.765777754780366,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID23_20260513_160315
v4,ID24,ok,150,25.615815518620263,15.716467694271556,26.970017252600023,40.38018316048865,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID24_20260513_155348
