version,clean_static_median,bad_static_median,delta_static_median,clean_static_p95,bad_static_p95,delta_static_p95,clean_roto_median,bad_roto_median,delta_roto_median,clean_inter_rms,bad_inter_rms,delta_inter_rms
v1,44.61211505336301,78.19807294940554,33.58595789604253,66.64339182846487,125.14109388328157,58.4977020548167,115.44731786386049,151.6410199757607,36.19370211190022,64.23232331626951,66.09968796167662,1.8673646454071076
v2,48.797872672747935,54.905927300129555,6.10805462738162,73.02555220478853,167.10168787833817,94.07613567354964,103.48929166662583,139.63233413111072,36.14304246448489,40.42893749055175,42.39484412558213,1.9659066350303789
v3lite,48.82889205033583,54.94275814799274,6.11386609765691,72.60295261845579,168.2169991185646,95.6140465001088,103.42541437563008,139.506265878354,36.0808515027239,40.8239541978783,42.416485047980565,1.5925308501022641
v3full,55.865528419160086,58.62548408473745,2.7599556655773654,92.82337757059798,110.46275657683971,17.639379006241725,112.87377153473498,136.17254249402833,23.29877095929335,66.4152127963247,74.88718246436189,8.47196966803719
v4,48.980912919632296,55.34107818400382,6.360165264371524,92.90864587114032,159.1966861064545,66.28804023531418,106.87749676848259,139.14712409141555,32.26962732293296,44.336175075788965,48.03304564646219,3.6968705706732266
