version,solver_name,inter_rms_mm,static_n,static_best,static_median,static_p75,static_worst,roto_n,roto_best_rms,roto_median_rms,roto_p75_rms,roto_worst_rms
v1,AutoPos V1,64.23232331626951,23,31.747627057124216,44.61211505336301,53.73903425576785,72.32050972248847,34,66.9874778544958,115.44731786386049,148.14343346633245,276.44910114410266
v2,AutoPos V2,40.42893749055175,23,33.71914567731354,48.797872672747935,57.588116235594285,94.0716662496059,34,67.24761870415217,103.48929166662583,132.3503302006268,195.27161325392478
v3lite,V3-lite,40.8239541978783,23,33.704722585734764,48.82889205033583,57.72389959776112,93.76919928374663,34,67.30830864964796,103.42541437563008,131.82099975431368,195.29534924150363
v3full,V3-full,66.4152127963247,23,40.051467186590514,55.865528419160086,69.73231835872743,137.16126619017362,34,72.21475499448708,112.87377153473498,142.03926993914126,196.75775711249926
v4,V4-interonly,44.336175075788965,23,34.27231003010822,48.980912919632296,59.73507093940405,104.27848715349755,34,65.93584859851367,106.87749676848259,134.19684835135521,176.91319725080893
