version,ID,peer,path,N,status,radius,radial_std,z_plane_std,circle_3d_std,circle_3d_rms,plane_tilt_deg
v1,ID32,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID32_20260513_171939,180,ok,590.4185700704243,87.57798159349551,84.71427799211631,72.88226914501954,121.68038481616493,52.58879904291156
v1,ID33,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID33_20260513_171429,180,ok,479.98580813895575,132.23070176886557,127.6268475881718,98.13039170677888,184.192866406696,59.91457965422772
v1,ID33,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID33_20260513_171429,180,ok,531.1820245402936,68.33389185852722,105.06991093249634,78.11573487924744,125.06477506830115,44.96191574290612
v1,ID34,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID34_20260513_175039,180,ok,463.48414501731725,73.56135531193804,56.13953758950188,49.80158894768703,92.46338593369502,74.38240843675105
v1,ID34,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID34_20260513_175039,180,ok,550.5221119949208,58.963771193771535,45.41295712930269,38.42543414885978,74.28463783144407,70.22125418448769
v1,ID35,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID35_20260513_174641,180,ok,472.9392559935716,71.92508238328142,67.75992555938988,46.06423896321883,98.69297418172708,73.30746067068041
v1,ID35,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID35_20260513_174641,180,ok,547.7815684560159,73.76854214582144,63.563260226405966,45.13974309406436,97.23183159524606,68.94842080499876
v1,ID36,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID36_20260513_173849,180,ok,469.0643633324063,63.2516682678891,51.39933080173538,43.06247276278992,81.38741360154668,73.4603216890489
v1,ID36,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID36_20260513_173849,180,ok,575.0869519916581,90.56839733659174,55.66956466521189,63.49514084605273,106.25382088060917,69.70245927970878
v1,ID37,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID37_20260513_173437,180,ok,483.0203786152693,128.2114152878355,87.30917268132913,83.29759283200083,155.6413052040035,80.87355274468266
v1,ID37,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID37_20260513_173437,180,ok,537.544028450824,80.82096344960331,82.79347122888332,65.81708125588472,115.53933776348232,68.85228054827708
v1,ID38,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID38_20260513_175951,180,ok,451.30152006802746,62.58156402020149,24.021548975410745,34.84556260044497,66.9874778544958,87.34336899753697
v1,ID38,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID38_20260513_175951,180,ok,532.3732686719014,66.0644374041621,39.64539313623262,44.7194578214416,76.94174930754531,88.278750547339
v1,ID39,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID39_20260513_181240,180,ok,450.34907575405083,79.44703740338097,64.99833389414489,58.965217756124616,102.60316091432396,84.43317934085745
v1,ID39,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID39_20260513_181240,180,ok,553.1560933983903,80.43852962297944,68.3820103869233,59.615150810461124,105.44533628417517,85.87436809181504
v1,ID40,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID40_20260513_180837,180,ok,463.3715942008199,68.08455352514929,38.13475351493377,47.0427761712749,77.9804151198312,88.66908054850715
v1,ID40,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID40_20260513_180837,180,ok,534.7033399498031,63.1882616261918,42.208011367936486,44.56015224143896,75.8688035326908,89.88571094756517
v1,ID41,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID41_20260513_180405,180,ok,433.7250637883454,73.51927322063679,52.508032183050126,48.58251656092543,90.30938638460796,88.49971061712304
v1,ID41,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID41_20260513_180405,180,ok,547.9329450244653,110.32775292134845,57.81399370714727,78.23261126519662,124.71170265813622,89.99888783347542
v2,ID25,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID25_20260513_164836,180,ok,460.86923375765895,65.74992370788618,159.12506966573244,97.66188398783291,171.7589258483705,13.624094448691238
v2,ID25,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID25_20260513_164836,180,ok,590.594590922253,58.93157793962288,119.4369749334479,82.47521104548224,132.84640871209112,6.604644986861624
v2,ID26,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID26_20260513_165308,180,ok,460.80551517070137,71.31041653979176,155.31338305818008,109.19219113069919,170.51577828209733,17.890126504859364
v2,ID26,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID26_20260513_165308,180,ok,589.1874007044555,83.3384819883264,130.82288371214653,88.36613843701446,154.79329186287384,17.50930993518172
v2,ID27,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID27_20260513_165732,180,ok,467.3050977225053,74.78606682800242,147.25517268678698,97.6349032501957,164.80708570331123,25.254784195469366
v2,ID27,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID27_20260513_165732,180,ok,567.3204339471312,61.613031101385836,185.84042195450425,135.78100188897687,195.27161325392478,14.244568347213539
v2,ID28,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID28_20260513_170229,180,ok,479.4931910996163,78.492229698641,109.24156152975522,81.73323608451896,134.29665950585587,26.330763936892165
v2,ID28,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID28_20260513_170229,180,ok,599.5470477296321,62.979137654805626,114.56897154901439,76.27108759303096,130.4160391007449,19.413664174206794
v2,ID29,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID29_20260513_171014,180,ok,456.03114438944993,70.54689739119459,160.73302986431537,100.86370343986749,175.13022442518107,16.14998538254757
v2,ID29,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID29_20260513_171014,180,ok,577.5441404117538,62.73571262493332,115.20926306221789,79.87387287102096,130.86209466623373,15.144220846232253
v2,ID30,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID30_20260513_172838,180,ok,490.33049994908777,86.20206204050068,75.11750956270501,64.76839537121191,114.27368484926532,58.323294910864725
v2,ID30,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID30_20260513_172838,180,ok,561.1726653217452,66.2473421189727,65.16788683640019,48.78739586419347,92.75136226246529,49.68622071434086
v2,ID31,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID31_20260513_172433,180,ok,433.78322435212584,67.04504440441856,84.29864954463929,58.50434836970436,107.53472058598938,49.79987811174652
v2,ID31,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID31_20260513_172433,180,ok,551.8442364748814,76.13754388711672,71.04548670082015,48.11855230460913,103.97924161679833,47.061480605737316
v2,ID32,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID32_20260513_171939,180,ok,498.80795814073304,78.20915846880456,77.23991297330392,62.431109927960954,109.78701341486692,59.6634809207659
v2,ID32,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID32_20260513_171939,180,ok,569.7320142037098,63.819585660200694,79.74563538291012,58.940142371536346,101.9169420962067,51.28557630516829
v2,ID33,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID33_20260513_171429,180,ok,462.29394283637566,102.33459858282275,120.8705495701624,83.57535724391785,158.34384219256145,58.12755913207794
v2,ID33,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID33_20260513_171429,180,ok,553.9491545998196,81.68644629415945,96.67605465554838,71.23804631366097,126.35745572309911,49.74865302414342
v2,ID34,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID34_20260513_175039,180,ok,469.36002658335076,68.93046829398865,64.17681457062817,56.851178782437394,94.05533454278083,77.31063870544548
v2,ID34,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID34_20260513_175039,180,ok,538.4172000026949,63.411850459181665,44.45344394220177,39.92291324722997,77.31584026080736,71.89312752497116
v2,ID35,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID35_20260513_174641,180,ok,471.51934087360326,74.97341900212565,62.37524775479944,51.69282628284844,97.43934230316647,73.34852995718124
v2,ID35,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID35_20260513_174641,180,ok,538.6477221787242,64.53148132861759,59.35002371505518,45.685119831874026,87.51523536695221,69.1974348378496
v2,ID36,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID36_20260513_173849,180,ok,469.718400060123,68.7051298781826,55.45047716282057,48.4553101354081,88.18776004105769,72.37410607210197
v2,ID36,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID36_20260513_173849,180,ok,542.3560781365186,64.22132175996144,44.12870600900966,38.532138317035454,77.79708713803518,67.05907327243335
v2,ID37,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID37_20260513_173437,180,ok,465.2642311819556,83.33100509263309,65.04036115116422,54.76582526231975,105.6796739969963,75.11968596017701
v2,ID37,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID37_20260513_173437,180,ok,531.0650562443025,68.9337296316416,76.78671532955397,58.43212909966648,102.99934171645333,70.4233508223735
v2,ID38,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID38_20260513_175951,180,ok,442.9636812195743,71.23855938040744,26.059296705173846,42.204171659191594,75.86123819428836,87.98312799509078
v2,ID38,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID38_20260513_175951,180,ok,518.1384202912399,67.99180496268669,32.77672087824068,40.48073311006204,75.40158273796901,89.64825621914923
v2,ID39,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID39_20260513_181240,180,ok,447.8402671967865,70.33343678630327,72.09347229501518,49.69359158469785,100.59048015688386,87.04224038452138
v2,ID39,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID39_20260513_181240,180,ok,543.7828590620068,68.63967873426715,60.97447969015049,47.58944168738198,91.65789990279796,86.15402757365352
v2,ID40,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID40_20260513_180837,180,ok,455.58608454502075,80.96750720282539,38.114467946945084,57.762694393067896,89.53195369824424,88.57135993834272
v2,ID40,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID40_20260513_180837,180,ok,522.9943324041158,54.66271208461486,39.38698541668142,36.19379837201997,67.24761870415217,86.99025699611441
v2,ID41,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID41_20260513_180405,180,ok,431.74866162801715,75.82278079338928,55.76649522298393,50.248073674909676,94.09729830058357,89.65389962906235
v2,ID41,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID41_20260513_180405,180,ok,525.1241117830735,73.89861058003194,53.31567102332501,44.935640538912764,91.0188917740171,89.23923602781024
v3lite,ID25,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID25_20260513_164836,180,ok,460.81950674297576,65.78976554376572,159.05637732904546,97.9563599412902,171.71098819876096,13.332793016906619
v3lite,ID25,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID25_20260513_164836,180,ok,590.7900759894712,58.856191817083904,118.70500147852366,81.74597372351731,132.15878029372837,6.669665462798406
v3lite,ID26,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID26_20260513_165308,180,ok,460.9279489711952,71.32093458273187,155.16975035160817,109.18709823015027,170.39007139680504,17.798657352673185
v3lite,ID26,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID26_20260513_165308,180,ok,589.2450740001055,83.3085066458766,130.67074533102655,88.30910328047169,154.64920451728776,17.459598220894154
v3lite,ID27,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID27_20260513_165732,180,ok,467.0355065565416,74.26473371643192,147.34617099355867,97.69138421235215,164.65055723114867,25.09596404407131
v3lite,ID27,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID27_20260513_165732,180,ok,567.438237323261,61.6628464039296,185.84889565803917,135.8679789227401,195.29534924150363,14.239503793619654
v3lite,ID28,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID28_20260513_170229,180,ok,479.5743643148068,78.5921147546498,109.1814844572899,81.7806750089756,134.30690527859954,26.318723378508093
v3lite,ID28,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID28_20260513_170229,180,ok,599.6027696127423,62.954615030947956,114.316398493242,76.09587403380029,130.18357831718978,19.413069275834935
v3lite,ID29,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID29_20260513_171014,180,ok,456.0514899935715,70.51173759510402,160.63462677381025,100.83251907557862,175.02614996660714,16.096164540187647
v3lite,ID29,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID29_20260513_171014,180,ok,577.6042966963684,62.749997999811626,115.13926148975699,79.95262027241651,130.80765813606956,15.170588361730404
v3lite,ID30,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID30_20260513_172838,180,ok,490.20137103005555,86.22116838425264,75.15096586822038,64.79991477688485,114.31024916185164,58.24198219138801
v3lite,ID30,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID30_20260513_172838,180,ok,561.0396365757395,66.2944619492603,65.14669402656034,48.757683223815086,92.77030923877675,49.60821514217575
v3lite,ID31,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID31_20260513_172433,180,ok,433.638112700426,67.00915260964734,84.31003100105225,58.51335722987067,107.52116115673276,49.71598230072639
v3lite,ID31,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID31_20260513_172433,180,ok,551.7235075341671,76.07750252660291,71.06234158783907,48.080126786506774,103.94662624128074,46.9819818581971
v3lite,ID32,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID32_20260513_171939,180,ok,498.74373690495406,78.19689294641282,77.24509721664133,62.447534679073144,109.78188860094063,59.65818408209348
v3lite,ID32,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID32_20260513_171939,180,ok,569.66446890046,63.85723869427834,79.86406820543392,59.04858029941819,102.03271523182654,51.29636489524155
v3lite,ID33,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID33_20260513_171429,180,ok,462.1002678999821,102.38874600580941,121.02741958550537,83.73148404592625,158.4989676896801,58.133403750227565
v3lite,ID33,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID33_20260513_171429,180,ok,553.8053929090144,81.67518578977281,96.75551002305659,71.25244851393501,126.41068000144429,49.743788294031035
v3lite,ID34,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID34_20260513_175039,180,ok,469.2741301404799,68.91652148613386,64.21137251951119,56.81656336782044,94.06856505387837,77.26464816317241
v3lite,ID34,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID34_20260513_175039,180,ok,538.2225024888054,63.54230792458951,44.39654468810028,39.92183646221626,77.39061358634964,71.83701979934068
v3lite,ID35,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID35_20260513_174641,180,ok,470.7941975888795,75.00742897703313,62.420782465113895,51.73219850567265,97.49525759482174,73.25629903115363
v3lite,ID35,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID35_20260513_174641,180,ok,538.4917006288649,64.45525076754163,59.42291072874937,45.44014395132802,87.50820201709112,69.15417494398291
v3lite,ID36,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID36_20260513_173849,180,ok,469.7344057519898,68.76315395513717,55.455830048915885,48.51340737567736,88.23654361653577,72.38381500685387
v3lite,ID36,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID36_20260513_173849,180,ok,542.3385472296144,64.2664172881958,44.15710177171562,38.558474885607225,77.85039100771304,67.06014910467746
v3lite,ID37,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID37_20260513_173437,180,ok,464.87328885575874,83.26154243282909,65.0941123340581,54.80529441170001,105.65769889759731,75.12096260321475
v3lite,ID37,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID37_20260513_173437,180,ok,530.8839337363372,68.94784788946009,76.64544160513948,58.32005678134399,102.90420250997941,70.42565460244107
v3lite,ID38,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID38_20260513_175951,180,ok,442.9410896420593,71.19241888749687,26.073938264416867,42.16917972088655,75.82261502815771,87.95124811210236
v3lite,ID38,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID38_20260513_175951,180,ok,518.0352526990958,67.94889505413315,32.74576675428328,40.44500161374376,75.34944349063247,89.62365732850436
v3lite,ID39,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID39_20260513_181240,180,ok,448.0270268324198,70.08164877096594,71.22652267937025,49.47460242188534,99.7961034740972,86.97738608226308
v3lite,ID39,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID39_20260513_181240,180,ok,543.6381814678779,68.57403841821213,61.046865836712804,47.57996866249048,91.65661864866003,86.1098328758023
v3lite,ID40,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID40_20260513_180837,180,ok,455.5249782914088,80.99356858221363,38.12686519377093,57.80474865443701,89.56109579367576,88.60177681076121
v3lite,ID40,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID40_20260513_180837,180,ok,522.8699384130963,54.74034015741142,39.38277773884429,36.2665294780081,67.30830864964796,87.01821429342641
