row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L18:I0:T6,S00,simulate_imu_prior,L18:I0,0.4097441939993587,,,,
R2:L18:I0:T6,S00,build_track_tensors,L18:I0,7.035976164999738,,,,
R2:L18:I0:T6,S00,torch_gpu,,3.3295994360014447,0,1,3.3295994360014447,3.3295994360014447
R2:L18:I0:T8,S00,torch_gpu,,3.6110563680013,0,1,3.6110563680013,3.6110563680013
R2:L18:I1:T6,S00,simulate_imu_prior,L18:I1,0.31203868000011425,,,,
R2:L18:I1:T6,S00,build_track_tensors,L18:I1,7.266689083000529,,,,
R2:L18:I1:T6,S00,torch_gpu,,3.247267463000753,0,1,3.247267463000753,3.247267463000753
R2:L18:I1:T8,S00,torch_gpu,,3.6930831219979154,0,1,3.6930831219979154,3.6930831219979154
R2:L18:I3:T6,S00,simulate_imu_prior,L18:I3,0.3093713669986755,,,,
R2:L18:I3:T6,S00,build_track_tensors,L18:I3,7.279493922000256,,,,
R2:L18:I3:T6,S00,torch_gpu,,2.838846883001679,0,1,2.838846883001679,2.838846883001679
R2:L18:I3:T8,S00,torch_gpu,,3.5323789670001133,0,1,3.5323789670001133,3.5323789670001133
R2:L18:I4:T6,S00,simulate_imu_prior,L18:I4,0.31135042700043414,,,,
R2:L18:I4:T6,S00,build_track_tensors,L18:I4,8.006736530001945,,,,
R2:L18:I4:T6,S00,torch_gpu,,3.231342773000506,0,1,3.231342773000506,3.231342773000506
R2:L18:I4:T8,S00,torch_gpu,,3.729167879999295,0,1,3.729167879999295,3.729167879999295
R2:L18:I7:T6,S00,simulate_imu_prior,L18:I7,0.3095300370005134,,,,
R2:L18:I7:T6,S00,build_track_tensors,L18:I7,7.320566931997746,,,,
R2:L18:I7:T6,S00,torch_gpu,,1.3289201820007293,0,1,1.3289201820007293,1.3289201820007293
R2:L18:I7:T8,S00,torch_gpu,,3.5416084629978286,0,1,3.5416084629978286,3.5416084629978286
R2:L18:I8:T6,S00,simulate_imu_prior,L18:I8,0.3089247179996164,,,,
R2:L18:I8:T6,S00,build_track_tensors,L18:I8,7.748084168000787,,,,
R2:L18:I8:T6,S00,torch_gpu,,0.6796766839979682,0,1,0.6796766839979682,0.6796766839979682
R2:L18:I8:T8,S00,torch_gpu,,0.7076734580004995,0,1,0.7076734580004995,0.7076734580004995
R2:L18:I1+I3+I7:T6,S00,simulate_imu_prior,L18:I1+I3+I7,0.32493923299989547,,,,
R2:L18:I1+I3+I7:T6,S00,build_track_tensors,L18:I1+I3+I7,7.593824528001278,,,,
R2:L18:I1+I3+I7:T6,S00,torch_gpu,,0.707295823001914,0,1,0.707295823001914,0.707295823001914
R2:L18:I1+I3+I7:T8,S00,torch_gpu,,1.1354089909982577,0,1,1.1354089909982577,1.1354089909982577
R2:L18:I1+I2+I3+I8:T6,S00,simulate_imu_prior,L18:I1+I2+I3+I8,0.3164700540000922,,,,
R2:L18:I1+I2+I3+I8:T6,S00,build_track_tensors,L18:I1+I2+I3+I8,7.431135553000786,,,,
R2:L18:I1+I2+I3+I8:T6,S00,torch_gpu,,3.6033221620018594,0,1,3.6033221620018594,3.6033221620018594
R2:L18:I1+I2+I3+I8:T8,S00,torch_gpu,,1.6687838949983416,0,1,1.6687838949983416,1.6687838949983416
R2:L19:I0:T6,S00,simulate_imu_prior,L19:I0,0.3195786459982628,,,,
R2:L19:I0:T6,S00,build_track_tensors,L19:I0,8.181118715001503,,,,
R2:L19:I0:T6,S00,torch_gpu,,3.5549747460026992,0,1,3.5549747460026992,3.5549747460026992
R2:L19:I0:T8,S00,torch_gpu,,2.3180984589998843,0,1,2.3180984589998843,2.3180984589998843
R2:L19:I1:T6,S00,simulate_imu_prior,L19:I1,0.3177215649993741,,,,
R2:L19:I1:T6,S00,build_track_tensors,L19:I1,8.03793921200122,,,,
R2:L19:I1:T6,S00,torch_gpu,,3.4506617199986067,0,1,3.4506617199986067,3.4506617199986067
R2:L19:I1:T8,S00,torch_gpu,,2.4378909260012733,0,1,2.4378909260012733,2.4378909260012733
R2:L19:I3:T6,S00,simulate_imu_prior,L19:I3,0.31565127199792187,,,,
R2:L19:I3:T6,S00,build_track_tensors,L19:I3,7.853587952999078,,,,
R2:L19:I3:T6,S00,torch_gpu,,3.0837101959987194,0,1,3.0837101959987194,3.0837101959987194
R2:L19:I3:T8,S00,torch_gpu,,2.901623956000549,0,1,2.901623956000549,2.901623956000549
R2:L19:I4:T6,S00,simulate_imu_prior,L19:I4,0.31241147800028557,,,,
R2:L19:I4:T6,S00,build_track_tensors,L19:I4,8.351580828999431,,,,
R2:L19:I4:T6,S00,torch_gpu,,2.9780051779998757,0,1,2.9780051779998757,2.9780051779998757
R2:L19:I4:T8,S00,torch_gpu,,2.8577300800025114,0,1,2.8577300800025114,2.8577300800025114
R2:L19:I7:T6,S00,simulate_imu_prior,L19:I7,0.31409987500228453,,,,
R2:L19:I7:T6,S00,build_track_tensors,L19:I7,8.240651675998379,,,,
R2:L19:I7:T6,S00,torch_gpu,,2.6938033329970494,0,1,2.6938033329970494,2.6938033329970494
