mount,hardware_us,sweep,x_m,y_m,z_m,residual_rms_mm,anchors_used,role
A,2369254007,19738,2.793945442872549,1.1605673620213977,-0.7436483115959951,117.5146346902514,8,CALIBRATION_ONLY_RAW_T4
A,2369374617,19739,2.8230160857075624,1.204106985039256,-0.790516215661216,131.27644391490614,8,CALIBRATION_ONLY_RAW_T4
A,2369494304,19740,2.7841515630997185,1.2091710964441067,-0.8282447412195956,131.88868480490336,8,CALIBRATION_ONLY_RAW_T4
A,2369614139,19741,2.814516549788792,1.2292727816312683,-0.8648658175450276,129.0857276511632,8,CALIBRATION_ONLY_RAW_T4
A,2369733992,19742,2.8316620925417615,1.2099277986495658,-0.9027249852542167,114.00621303380407,8,CALIBRATION_ONLY_RAW_T4
A,2369854006,19743,2.8293844768902914,1.2023538062030166,-0.8544412609068748,107.35998705019769,8,CALIBRATION_ONLY_RAW_T4
A,2369974000,19744,2.841584818545831,1.2419343793746298,-0.9171923541103119,113.03334715339729,8,CALIBRATION_ONLY_RAW_T4
A,2370094041,19745,2.8711006286318574,1.2366437383870552,-0.9443853419036129,119.4733966806125,8,CALIBRATION_ONLY_RAW_T4
A,2370214001,19746,2.8436607557486226,1.2017124028273296,-0.8513579652102945,130.2654966830277,8,CALIBRATION_ONLY_RAW_T4
A,2370333991,19747,2.7566211615572684,1.1804085446344081,-0.8555157751434297,134.8326361719403,8,CALIBRATION_ONLY_RAW_T4
A,2370454320,19748,2.795832896564566,1.2138998779880417,-0.813306283800927,115.37340023610287,8,CALIBRATION_ONLY_RAW_T4
A,2370574206,19749,2.8363481230544063,1.1772572907546683,-0.7381771586710159,115.09383160037254,8,CALIBRATION_ONLY_RAW_T4
A,2370694014,19750,2.8355771980232967,1.174161232210897,-0.7799835539928559,125.79629338567503,8,CALIBRATION_ONLY_RAW_T4
A,2370814082,19751,2.8010226321090523,1.2203535235418492,-0.7932411097664566,137.92548977683177,8,CALIBRATION_ONLY_RAW_T4
A,2370934302,19752,2.8210286020574293,1.2288774688855617,-0.8689535956346661,120.25060836241781,8,CALIBRATION_ONLY_RAW_T4
A,2371054003,19753,2.803686577564509,1.2024374722126088,-0.7655491898066171,122.6842418767822,8,CALIBRATION_ONLY_RAW_T4
A,2371173989,19754,2.8227010878475305,1.2345802834038895,-0.8433673398170655,111.96539899968978,8,CALIBRATION_ONLY_RAW_T4
A,2371294006,19755,2.801413496921197,1.1848709737520804,-0.8322998269973072,111.94984571817605,8,CALIBRATION_ONLY_RAW_T4
A,2371414020,19756,2.835681560583517,1.2210299390511663,-0.8189612011797127,110.23259068846299,8,CALIBRATION_ONLY_RAW_T4
A,2371534326,19757,2.771504262672642,1.2280629371652996,-0.8292940877602134,145.10797256896458,8,CALIBRATION_ONLY_RAW_T4
A,2371654455,19758,2.765978401721043,1.1778926835568695,-0.8272050227754124,135.66669677580296,8,CALIBRATION_ONLY_RAW_T4
A,2371774333,19759,2.8060733764164274,1.2382143393790233,-0.7504420307726577,126.05895286975996,8,CALIBRATION_ONLY_RAW_T4
A,2371894251,19760,2.8207599379085075,1.2027446298259863,-0.8231290940860604,124.59775587218274,8,CALIBRATION_ONLY_RAW_T4
A,2372014019,19761,2.8613931731080458,1.263892915134697,-0.8763352457952762,114.61913896385317,8,CALIBRATION_ONLY_RAW_T4
A,2372134006,19762,2.84383180565507,1.1970589662424798,-0.9042274551932192,101.57553181456609,8,CALIBRATION_ONLY_RAW_T4
A,2372254020,19763,2.856991209935466,1.2218061588111433,-0.8989764464096522,117.99126183619363,8,CALIBRATION_ONLY_RAW_T4
A,2372374334,19764,2.8175812654635,1.2250371121122432,-0.8485320847357988,127.87203926458248,8,CALIBRATION_ONLY_RAW_T4
A,2372494056,19765,2.8201678911491044,1.2243895794826058,-0.8680637350026081,131.8258556261289,8,CALIBRATION_ONLY_RAW_T4
A,2372614360,19766,2.7872254286491702,1.217871943718405,-0.8792071774897221,117.09578803728448,8,CALIBRATION_ONLY_RAW_T4
A,2372734030,19767,2.8154115021624806,1.1903897094192097,-0.8127425319279412,114.59204756969174,8,CALIBRATION_ONLY_RAW_T4
A,2372854020,19768,2.8359668777532696,1.1781048928779712,-0.8689478378565996,123.95924540177342,8,CALIBRATION_ONLY_RAW_T4
A,2372974035,19769,2.7995664252337398,1.2044697765606638,-0.8514827022005212,112.31998959715645,8,CALIBRATION_ONLY_RAW_T4
A,2373094022,19770,2.830329215828065,1.1349183220221424,-0.801752467719437,133.24131358120206,8,CALIBRATION_ONLY_RAW_T4
A,2373214008,19771,2.849470015132477,1.218605394106496,-0.859900705265775,101.1399902438126,8,CALIBRATION_ONLY_RAW_T4
A,2373334025,19772,2.817226573663012,1.2185103707240867,-0.8163271737276983,99.3291148132105,8,CALIBRATION_ONLY_RAW_T4
A,2373454043,19773,2.7997119262312307,1.2030698200801402,-0.7389662753397277,130.73264569836732,8,CALIBRATION_ONLY_RAW_T4
A,2373574034,19774,2.856266166718978,1.2035884558448675,-0.7038154186426828,106.1229650785987,8,CALIBRATION_ONLY_RAW_T4
A,2373694362,19775,2.8526363156920005,1.243601195760218,-0.8751014861250637,99.23092758431504,8,CALIBRATION_ONLY_RAW_T4
A,2373814246,19776,2.764831797973408,1.146626741546006,-0.6622088860666964,139.71899637420904,8,CALIBRATION_ONLY_RAW_T4
A,2373934024,19777,2.857419236529077,1.2488192190742566,-0.8767961541908553,114.12938798523886,8,CALIBRATION_ONLY_RAW_T4
A,2374054039,19778,2.837390443559363,1.207463395510439,-0.8613201545843086,117.00229771511596,8,CALIBRATION_ONLY_RAW_T4
A,2374174057,19779,2.8001386517293914,1.2283470280767432,-0.8380156392775686,120.16073459895897,8,CALIBRATION_ONLY_RAW_T4
A,2374294041,19780,2.851475364476724,1.2294446863011286,-0.8301498546357531,113.57689871244887,8,CALIBRATION_ONLY_RAW_T4
A,2374414035,19781,2.771698340536379,1.1696440614481973,-0.7266236437259166,150.43247647954482,8,CALIBRATION_ONLY_RAW_T4
A,2374534021,19782,2.8208481483614243,1.1795488133510916,-0.8825089754665053,120.67785781019266,8,CALIBRATION_ONLY_RAW_T4
A,2374654107,19783,2.8742551508297334,1.2217876470946716,-0.8924040609287746,121.67788802539069,8,CALIBRATION_ONLY_RAW_T4
A,2374774365,19784,2.785238961945141,1.2096093732104973,-0.7983534664373984,127.06011963919538,8,CALIBRATION_ONLY_RAW_T4
A,2374894330,19785,2.8232696449662202,1.2143554070818372,-0.7859698479968741,122.70997766197318,8,CALIBRATION_ONLY_RAW_T4
A,2375014074,19786,2.7669130815889287,1.1506039846826865,-0.7906270161980397,129.24829014095604,8,CALIBRATION_ONLY_RAW_T4
A,2375134044,19787,2.8357744050356204,1.2420924177211827,-0.8226322578051227,96.64495699467018,8,CALIBRATION_ONLY_RAW_T4
A,2375254057,19788,2.875319623539935,1.2882805568648357,-0.9456112769073116,132.97336947291407,8,CALIBRATION_ONLY_RAW_T4
A,2375374078,19789,2.830578109180664,1.2421602179723892,-0.7882037187595303,103.08075106611616,8,CALIBRATION_ONLY_RAW_T4
A,2375494066,19790,2.8503963974357673,1.2318208094191492,-0.8368191035168643,106.8997904153533,8,CALIBRATION_ONLY_RAW_T4
A,2375614054,19791,2.8515928624911715,1.2339992641708224,-0.9200184225737063,108.90828076065087,8,CALIBRATION_ONLY_RAW_T4
A,2375734036,19792,2.8858290308392758,1.2102366489428267,-0.8804980561253231,119.83304689214212,8,CALIBRATION_ONLY_RAW_T4
A,2375854367,19793,2.8464153800181466,1.2356465960591716,-0.8656817376355361,117.89401361057669,8,CALIBRATION_ONLY_RAW_T4
A,2375974288,19794,2.8376776449845913,1.233892583422161,-0.8808457747415879,122.17048005456752,8,CALIBRATION_ONLY_RAW_T4
A,2376094060,19795,2.802777575131972,1.2372832330254089,-0.7450386469099929,131.00263119628073,8,CALIBRATION_ONLY_RAW_T4
A,2376214077,19796,2.7895964846460704,1.2716565374063444,-0.785841523639715,147.03268270565846,8,CALIBRATION_ONLY_RAW_T4
A,2376334066,19797,2.8098325280016856,1.2233768118725623,-0.77298407814525,121.06318034031622,8,CALIBRATION_ONLY_RAW_T4
A,2376454081,19798,2.829350897177248,1.197492301750258,-0.7837106721959072,134.72908447302814,8,CALIBRATION_ONLY_RAW_T4
A,2376574080,19799,2.859483272739545,1.2994773489630298,-0.8512915772285866,119.46446797321428,8,CALIBRATION_ONLY_RAW_T4
A,2376694085,19800,2.8580295976745633,1.2326153815905683,-0.8865051381516651,122.23691714866776,8,CALIBRATION_ONLY_RAW_T4
A,2376814073,19801,2.857012846106006,1.2489597550160008,-0.9035718913376433,118.34281511134245,8,CALIBRATION_ONLY_RAW_T4
A,2376934372,19802,2.838136710270268,1.1952700331242911,-0.7537134757242395,125.13486883652754,8,CALIBRATION_ONLY_RAW_T4
A,2377054292,19803,2.7846157173428745,1.1443677560243921,-0.6319331381619291,152.00954070190912,8,CALIBRATION_ONLY_RAW_T4
A,2377174281,19804,2.8240473940948716,1.1960573602961542,-0.7919848106450385,121.3135514617623,8,CALIBRATION_ONLY_RAW_T4
A,2377294051,19805,2.794783695093319,1.2418707697112452,-0.7587874064988323,148.53789121223798,8,CALIBRATION_ONLY_RAW_T4
A,2377414095,19806,2.836894899877207,1.2202329677287498,-0.8710116023066904,128.95190974333732,8,CALIBRATION_ONLY_RAW_T4
A,2377534061,19807,2.7819854121414376,1.1975402147310925,-0.8662869394987878,128.68951562998382,8,CALIBRATION_ONLY_RAW_T4
A,2377654075,19808,2.8636312752172732,1.2092288047774846,-0.853203183963702,118.20368294517627,8,CALIBRATION_ONLY_RAW_T4
A,2377774092,19809,2.8587719352145737,1.2188639645719561,-0.8072873872003051,104.48849113048,8,CALIBRATION_ONLY_RAW_T4
A,2377894079,19810,2.802886888087576,1.2392103078548262,-0.7861672755364542,132.40923391323872,8,CALIBRATION_ONLY_RAW_T4
A,2378014384,19811,2.767604384589631,1.211999370000581,-0.7596253075303837,135.112517294361,8,CALIBRATION_ONLY_RAW_T4
A,2378134085,19812,2.8049006207146543,1.1901100055941003,-0.6801982480010196,123.10196493141036,8,CALIBRATION_ONLY_RAW_T4
A,2378254071,19813,2.857792768394704,1.2688778404374317,-0.8596943031275998,118.93261978549116,8,CALIBRATION_ONLY_RAW_T4
A,2378374351,19814,2.866947717776475,1.2039058282566875,-0.9067075459277641,127.91651671413788,8,CALIBRATION_ONLY_RAW_T4
A,2378494104,19815,2.8349836350598934,1.2250819500629597,-0.7518191704452885,109.47154513780067,8,CALIBRATION_ONLY_RAW_T4
A,2378614090,19816,2.8207545926630035,1.2226490870851467,-0.7577069016180916,129.71561758571863,8,CALIBRATION_ONLY_RAW_T4
A,2378734079,19817,2.8176069652073994,1.2234772315576863,-0.7877941213511873,120.29349444987108,8,CALIBRATION_ONLY_RAW_T4
A,2378854093,19818,2.7989623574716265,1.2263301470617527,-0.833657798203136,124.84136701332262,8,CALIBRATION_ONLY_RAW_T4
A,2378974114,19819,2.8116919664509856,1.225116283980058,-0.7443240793751817,119.38666817710873,8,CALIBRATION_ONLY_RAW_T4
A,2379094413,19820,2.8414467537541963,1.243479118064606,-0.7733965497689116,109.58745221969222,8,CALIBRATION_ONLY_RAW_T4
A,2379214307,19821,2.7977970365245373,1.2511747450421713,-0.822073124690459,143.68069730680742,8,CALIBRATION_ONLY_RAW_T4
A,2379334270,19822,2.7668879569135942,1.2124671977888577,-0.7381210798484442,136.8927740542157,8,CALIBRATION_ONLY_RAW_T4
A,2379454116,19823,2.7646566749213624,1.1856761084502287,-0.7622735290593263,144.2650371935333,8,CALIBRATION_ONLY_RAW_T4
A,2379574106,19824,2.8213951344163353,1.1825138957945969,-0.7152346466457756,116.1095351455576,8,CALIBRATION_ONLY_RAW_T4
A,2379694169,19825,2.830132095927354,1.2255259276592785,-0.7976807870171028,110.98208261704721,8,CALIBRATION_ONLY_RAW_T4
A,2379814109,19826,2.8349820829489647,1.2099019188959672,-0.8545911087775514,112.45803727077494,8,CALIBRATION_ONLY_RAW_T4
A,2379934095,19827,2.8270147209102516,1.241396813985734,-0.8272170766045697,142.38697863531155,8,CALIBRATION_ONLY_RAW_T4
A,2380054114,19828,2.8325943794156703,1.2598677377351926,-0.8046413869000735,126.52656332736898,8,CALIBRATION_ONLY_RAW_T4
A,2380174731,19829,2.818795073013609,1.2320225275631218,-0.7603579397023927,131.0474482143496,8,CALIBRATION_ONLY_RAW_T4
A,2380294437,19830,2.8399468618660446,1.2619710014129706,-0.8795139107665755,112.1756802059509,8,CALIBRATION_ONLY_RAW_T4
A,2380414318,19831,2.821809066147095,1.2272259364060087,-0.8090887215900228,117.53984928359506,8,CALIBRATION_ONLY_RAW_T4
A,2380534095,19832,2.8518064917115393,1.19350766938753,-0.7577882525505225,115.57333119205305,8,CALIBRATION_ONLY_RAW_T4
A,2380654109,19833,2.818515643620906,1.2341780493282677,-0.7317944856944479,132.6571237704607,8,CALIBRATION_ONLY_RAW_T4
A,2380774099,19834,2.829662354328371,1.2326520362884288,-0.8240542427498954,120.64117110932855,8,CALIBRATION_ONLY_RAW_T4
A,2380894116,19835,2.878787448334062,1.2834998847838308,-0.9235453880184751,105.01186343731784,8,CALIBRATION_ONLY_RAW_T4
A,2381014133,19836,2.8216516118082886,1.259179257128665,-0.7188764405100937,134.1633510173981,8,CALIBRATION_ONLY_RAW_T4
A,2381134120,19837,2.7966633911048424,1.1704635773535264,-0.702219147625859,136.33615389920547,8,CALIBRATION_ONLY_RAW_T4
A,2381254421,19838,2.8042175508971017,1.2213111023162961,-0.8001299490857285,122.89289819587762,8,CALIBRATION_ONLY_RAW_T4
A,2381374344,19839,2.835582397103491,1.228035326135813,-0.8493732571304252,118.05889876626378,8,CALIBRATION_ONLY_RAW_T4
A,2381494109,19840,2.822319462298306,1.2420921200613004,-0.7669722519027412,123.43281994149963,8,CALIBRATION_ONLY_RAW_T4
A,2381614127,19841,2.8562676162114085,1.2765337293974717,-0.9453238310696086,131.49003243386346,8,CALIBRATION_ONLY_RAW_T4
A,2381734119,19842,2.77599105918774,1.213816416194624,-0.7022680411786401,138.58751894446496,8,CALIBRATION_ONLY_RAW_T4
A,2381854254,19843,2.8695907703448,1.2262051935832525,-0.9176510120944015,96.13291037587295,8,CALIBRATION_ONLY_RAW_T4
A,2381974149,19844,2.840350292250313,1.2074995782502669,-0.7491995782992061,119.00386829601585,8,CALIBRATION_ONLY_RAW_T4
A,2382094139,19845,2.87479220185356,1.2618923930242627,-0.868451059495706,135.89346411664428,8,CALIBRATION_ONLY_RAW_T4
A,2382214154,19846,2.8238941972192464,1.1608420998789024,-0.7781281576409373,115.80772986604508,8,CALIBRATION_ONLY_RAW_T4
A,2382334456,19847,2.829696411751527,1.2434193186846012,-0.8134094665367665,110.05648700780935,8,CALIBRATION_ONLY_RAW_T4
A,2382454342,19848,2.8219702576950416,1.2736968633031505,-0.8253422289601651,113.93997767195926,8,CALIBRATION_ONLY_RAW_T4
A,2382574159,19849,2.7917298985453236,1.189022478415257,-0.7764565868390249,128.70594376951587,8,CALIBRATION_ONLY_RAW_T4
A,2382694266,19850,2.7966853647260494,1.2122138540456497,-0.698046417293149,126.88329784640652,8,CALIBRATION_ONLY_RAW_T4
A,2382814151,19851,2.8059535144863443,1.205136830054437,-0.7501622285093434,118.6451760149919,8,CALIBRATION_ONLY_RAW_T4
A,2382934137,19852,2.809359542094405,1.224571391281572,-0.8672325029543432,114.65309202934627,8,CALIBRATION_ONLY_RAW_T4
A,2383054117,19853,2.809277438124872,1.223700849417838,-0.8261366152344833,121.85219619791275,8,CALIBRATION_ONLY_RAW_T4
A,2383174141,19854,2.8209360419666534,1.174124294725582,-0.7936122052504627,120.78561421174955,8,CALIBRATION_ONLY_RAW_T4
A,2383294160,19855,2.826283262240513,1.2271970408112927,-0.8321119962540395,110.22115671766785,8,CALIBRATION_ONLY_RAW_T4
A,2383414459,19856,2.789717077070742,1.2261888314290996,-0.7264690460712362,134.86792423538068,8,CALIBRATION_ONLY_RAW_T4
A,2383534400,19857,2.8345144407014677,1.2406198782741515,-0.9023560111269303,99.49269707142723,8,CALIBRATION_ONLY_RAW_T4
A,2383654125,19858,2.843591607879946,1.2530758402946311,-0.8132275972108827,115.62520308942585,8,CALIBRATION_ONLY_RAW_T4
A,2383774136,19859,2.8391402823217367,1.2820823463819273,-0.8446340428248172,113.80518800127977,8,CALIBRATION_ONLY_RAW_T4
A,2383894155,19860,2.8482068743514177,1.2518355194054098,-0.7773335782866941,119.044477495667,8,CALIBRATION_ONLY_RAW_T4
A,2384014168,19861,2.8230346752668387,1.2159362660679833,-0.759450517941978,126.26344913199479,8,CALIBRATION_ONLY_RAW_T4
A,2384134161,19862,2.857580893553556,1.1809214210588346,-0.7566365945860601,112.91027120886126,8,CALIBRATION_ONLY_RAW_T4
A,2384254144,19863,2.8173920627812667,1.2101212164547313,-0.8419753594427437,148.7973811373831,8,CALIBRATION_ONLY_RAW_T4
A,2384374132,19864,2.818647398663757,1.195557078370052,-0.7643473231568072,115.42799598539854,8,CALIBRATION_ONLY_RAW_T4
A,2384494631,19865,2.8191163718689625,1.2334504344138615,-0.8040917611294861,105.27676046897312,8,CALIBRATION_ONLY_RAW_T4
A,2384614481,19866,2.7923223505087162,1.222290550362802,-0.758378679126717,130.08998380788478,8,CALIBRATION_ONLY_RAW_T4
A,2384734202,19867,2.8310001647113348,1.2120156517136174,-0.7728122697062754,126.17180044097411,8,CALIBRATION_ONLY_RAW_T4
A,2384854171,19868,2.8518346114354625,1.256205176203682,-0.8215404803070789,117.38040742034497,8,CALIBRATION_ONLY_RAW_T4
A,2384974160,19869,2.827303559355752,1.2706176028927458,-0.8345459926363202,115.64461218604623,8,CALIBRATION_ONLY_RAW_T4
A,2385094178,19870,2.824029782599424,1.2379495375987675,-0.829688820627121,133.71072922940505,8,CALIBRATION_ONLY_RAW_T4
A,2385214164,19871,2.801119092755493,1.2291989193099662,-0.8037687091509441,123.56191809232197,8,CALIBRATION_ONLY_RAW_T4
A,2385334149,19872,2.8273454219778573,1.2054533028424677,-0.7927362442087013,113.80726305065708,8,CALIBRATION_ONLY_RAW_T4
A,2385454164,19873,2.84625892246125,1.2380822017520443,-0.847678048693699,121.15956088747353,8,CALIBRATION_ONLY_RAW_T4
A,2385574468,19874,2.802510753561297,1.2219752983207353,-0.8448858562305941,140.38740364234494,8,CALIBRATION_ONLY_RAW_T4
A,2385694390,19875,2.833539900303163,1.2480658316166495,-0.8063981151764654,119.82913923648745,8,CALIBRATION_ONLY_RAW_T4
A,2385814178,19876,2.876349292028599,1.2341953894127051,-0.9102506486190203,95.86475021242326,8,CALIBRATION_ONLY_RAW_T4
A,2385934151,19877,2.833312243622209,1.2363593227294356,-0.8731154469371919,105.08245186689413,8,CALIBRATION_ONLY_RAW_T4
A,2386054160,19878,2.7696635116587514,1.1652744250883247,-0.7013546353135817,136.87459214117993,8,CALIBRATION_ONLY_RAW_T4
A,2386174317,19879,2.8137659174324647,1.2470837380156674,-0.799365983747189,115.83724278914886,8,CALIBRATION_ONLY_RAW_T4
A,2386294170,19880,2.8675963358905716,1.2155689709077493,-0.8783779665978851,108.18593453213596,8,CALIBRATION_ONLY_RAW_T4
A,2386414152,19881,2.79321765443801,1.2431136343450697,-0.8512443581674403,126.19365172521722,8,CALIBRATION_ONLY_RAW_T4
A,2386534143,19882,2.822294284461693,1.1762644337903643,-0.8864116872297557,123.4040426317974,8,CALIBRATION_ONLY_RAW_T4
A,2386654501,19883,2.817528685789235,1.219796876572961,-0.8194889716175553,114.2561143383371,8,CALIBRATION_ONLY_RAW_T4
A,2386774394,19884,2.8110570560652106,1.2603844948653122,-0.8025938890275129,135.5631865752827,8,CALIBRATION_ONLY_RAW_T4
A,2386894197,19885,2.8166821993334357,1.25761978952827,-0.7788037744983495,142.92763229650498,8,CALIBRATION_ONLY_RAW_T4
A,2387014182,19886,2.819825797584151,1.1707686598623608,-0.7186328431132039,140.14821609133622,8,CALIBRATION_ONLY_RAW_T4
A,2387134198,19887,2.8552755896083877,1.2608622407850332,-0.8897936441528591,114.24835518977098,8,CALIBRATION_ONLY_RAW_T4
A,2387254189,19888,2.834865391589518,1.263496380586279,-0.7892223981721791,123.38088899785743,8,CALIBRATION_ONLY_RAW_T4
A,2387374200,19889,2.8598670691965684,1.2766645925597575,-0.8094362784559013,142.54411547154623,8,CALIBRATION_ONLY_RAW_T4
A,2387494187,19890,2.813981936495805,1.2141865857505894,-0.8557931853344654,121.08884225150241,8,CALIBRATION_ONLY_RAW_T4
A,2387614175,19891,2.7630373176116585,1.206020790390412,-0.664197144560067,147.86421965990885,8,CALIBRATION_ONLY_RAW_T4
A,2387734509,19892,2.8027552891045064,1.1856066242347068,-0.7939415346317761,121.41644083761646,8,CALIBRATION_ONLY_RAW_T4
A,2387854393,19893,2.7536365743492426,1.2076304966415798,-0.716233120657373,136.7706085743961,8,CALIBRATION_ONLY_RAW_T4
A,2387974406,19894,2.753397328525962,1.190592485936917,-0.7308542906759093,158.23244457096393,8,CALIBRATION_ONLY_RAW_T4
A,2388094394,19895,2.815327766389094,1.3104753704386884,-0.786009690476314,145.81953568302814,8,CALIBRATION_ONLY_RAW_T4
A,2388214198,19896,2.867974102133348,1.2496656174678509,-0.8914543786165144,102.86395616116326,8,CALIBRATION_ONLY_RAW_T4
A,2388334189,19897,2.812175271722163,1.2524214209010835,-0.7323346670045445,134.86286571583867,8,CALIBRATION_ONLY_RAW_T4
A,2388454201,19898,2.8328313390018076,1.252507207915833,-0.7378545224814487,117.95032961092973,8,CALIBRATION_ONLY_RAW_T4
A,2388574188,19899,2.8285896589631747,1.2741656712216882,-0.767378617208484,118.39158785262161,8,CALIBRATION_ONLY_RAW_T4
A,2388694231,19900,2.8022490863028255,1.269757058001813,-0.8199191725538612,129.29024340633916,8,CALIBRATION_ONLY_RAW_T4
A,2388814511,19901,2.822679814439293,1.2782097731787314,-0.8387736703329953,112.53011646606765,8,CALIBRATION_ONLY_RAW_T4
A,2388934181,19902,2.8410552116274355,1.1726428678566383,-0.7654917967670355,125.48860213987561,8,CALIBRATION_ONLY_RAW_T4
A,2389054202,19903,2.8829514383656494,1.2435694406429476,-0.8396435179492003,118.53453994460811,8,CALIBRATION_ONLY_RAW_T4
A,2389174219,19904,2.8242293295002243,1.2499247883402975,-0.8101333163805408,141.85736519349587,8,CALIBRATION_ONLY_RAW_T4
A,2389294202,19905,2.8409090721875527,1.2703469791102957,-0.8808251113595955,126.91974078093011,8,CALIBRATION_ONLY_RAW_T4
A,2389414219,19906,2.835438946943513,1.179397708118199,-0.679502101087466,138.34449057596512,8,CALIBRATION_ONLY_RAW_T4
A,2389534436,19907,2.834759740809631,1.2116418453298283,-0.7250710161527893,102.44153298345718,8,CALIBRATION_ONLY_RAW_T4
A,2389654218,19908,2.834958716008278,1.2784352500935903,-0.8832391412554828,109.51288433099558,8,CALIBRATION_ONLY_RAW_T4
A,2389774264,19909,2.809432156789885,1.2125964149521744,-0.7705714479596495,130.03961267450453,8,CALIBRATION_ONLY_RAW_T4
A,2389894545,19910,2.8441638748028955,1.2267922243464127,-0.8357951598374747,109.7735422629718,8,CALIBRATION_ONLY_RAW_T4
A,2390014415,19911,2.8301898761215187,1.1927626077675275,-0.8277532700525637,130.80422186291725,8,CALIBRATION_ONLY_RAW_T4
A,2390134204,19912,2.8338347453260426,1.273440200515655,-0.8785834616900701,115.81820507149493,8,CALIBRATION_ONLY_RAW_T4
A,2390254223,19913,2.8049303704412996,1.189750240208304,-0.7141832379970057,140.42243459841404,8,CALIBRATION_ONLY_RAW_T4
