cycle,timestamp,phase,prefix,state,attempts,target,ok,timeout,latest_mm,latest_ant_center_mm,median_mm,median_ant_center_mm,mean_mm,mean_ant_center_mm,min_mm,min_ant_center_mm,max_mm,max_ant_center_mm,ant_center_offset_mm,echo_us,trig,echo,raw
1,,on,OK USON duration_s=30,,,,,,,,,,,,,,,,107,,,,OK USON duration_s=30
1,2026-05-22T17:02:00,poll,US,RUNNING,42,300,42,0,1528,1635,1533,1640,1534,1641,,,,,107,,,,US;RUNNING;attempts=42;target=300;ok=42;timeout=0;latest_mm=1528;median_mm=1533;mean_mm=1534;echo_us
1,2026-05-22T17:02:06,poll,US,RUNNING,98,300,98,0,1539,1646,1533,1640,1534,1641,,,,,107,,,,US;RUNNING;attempts=98;target=300;ok=98;timeout=0;latest_mm=1539;median_mm=1533;mean_mm=1534;echo_us
1,2026-05-22T17:02:12,poll,US,RUNNING,154,300,154,0,1528,1635,1533,1640,1534,1641,,,,,107,,,,US;RUNNING;attempts=154;target=300;ok=154;timeout=0;latest_mm=1528;median_mm=1533;mean_mm=1534;echo_
1,2026-05-22T17:02:18,poll,US,RUNNING,209,300,209,0,1528,1635,1533,1640,1534,1641,,,,,107,,,,US;RUNNING;attempts=209;target=300;ok=209;timeout=0;latest_mm=1528;median_mm=1533;mean_mm=1534;echo_
1,2026-05-22T17:02:24,poll,US,RUNNING,265,300,265,0,1528,1635,1533,1640,1533,1640,,,,,107,,,,US;RUNNING;attempts=265;target=300;ok=265;timeout=0;latest_mm=1528;median_mm=1533;mean_mm=1533;echo_
1,2026-05-22T17:02:30,poll,US,DONE,300,300,300,0,1528,1635,1533,1640,1533,1640,,,,,107,,,,US;DONE;attempts=300;target=300;ok=300;timeout=0;latest_mm=1528;median_mm=1533;mean_mm=1533;echo_us=
1,,off,OK USOFF,,,,,,,,,,,,,,,,107,,,,OK USOFF
