position_id,d_tag_mm,x_mm,y_mm,z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_3d_mm,err_horiz_mm,err_vertical_y_mm,err_y_vertical_mm,n_anchors,config,convention,range_aggregation,solver
ID01,32.88449194689849,-464.6172427611412,91.42768483987709,-358.25822880297716,-542.215344349341,182.54280058407934,-383.3240609304319,122.27724901801516,81.54606863812819,91.11511574420226,-91.11511574420226,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID02,33.18452426205986,-514.4732084364131,1088.2521080632102,-223.393215670088,-543.22998,1105.589,-259.92136,49.616782049777505,46.48932392439365,17.336891936789698,-17.336891936789698,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID03,33.140232922561026,-556.4666714783418,1757.385276333468,-242.53416693547766,-554.00287,1625.5614500000001,-256.2951,132.5630219394807,13.979756669232238,131.82382633346788,131.82382633346788,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID04,32.51449217653108,-264.86339919922847,12.245374332136377,549.3972447494579,-321.178815,182.16379,479.93381999999997,192.0126595248716,89.42367379356199,169.91841566786363,-169.91841566786363,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID05,32.61177600071731,-174.58323837143888,1067.1924389274923,509.91587843500116,-184.9818897969324,1103.5866165595767,473.70402893394925,52.382880421674635,37.67532343266282,36.39417763208439,-36.39417763208439,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID06,32.415723263206274,-182.1117405858984,1793.9675671919722,469.0402485424676,-193.231255,1684.95255,476.52297999999996,109.83582677904762,13.402793398055408,109.01501719197222,109.01501719197222,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID07,33.09183514785525,270.7782974517025,138.79031191783224,33.67674490515416,352.14755,211.565355,53.795866000000004,111.00423951142169,83.81965338688592,72.77504308216777,-72.77504308216777,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID08,33.09183514785525,422.4933248849212,1187.3276007818918,-111.80836798048793,391.90054,1132.2804,-71.53192899999999,74.75496196163789,50.57776214863636,55.04720078189166,55.04720078189166,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID09,33.09183514785525,461.1034528120131,1533.4353948372686,-27.416831089403658,408.80994,1568.1853500000002,-62.425788499999996,71.88739781776066,62.93042651370738,34.74995516273157,-34.74995516273157,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID10,32.88449194689849,71.42064104593923,179.9972534937929,-943.1250758061691,65.499245,238.64973,-938.19342,59.15654790836398,7.706111868081506,58.65247650620711,-58.65247650620711,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID11,32.415723263206274,-108.38390132553207,1152.0387932095032,-971.1802403367251,-63.9057945,1133.4998500000002,-956.9902950000001,50.23294686525831,46.68679187353407,18.53894320950303,18.53894320950303,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID12,32.88449194689849,26.115813786603482,1666.3755934346218,-954.4256621876967,-43.6886845,1590.1300500000002,-956.35754,103.39140692807536,69.83122605916424,76.2455434346216,76.2455434346216,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID13,33.140232922561026,-190.0701183205802,1122.936770665725,-194.01267238008373,-189.628155,1139.0976,-197.96616,16.643250905671575,3.9781146209692766,16.16082933427515,-16.16082933427515,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID14,33.140232922561026,-160.42226933372632,1073.8919313519746,-157.47303208852128,-198.69532,1132.6278,-194.690585,79.37175138460765,53.385135122259186,58.735868648025416,-58.735868648025416,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID15,33.140232922561026,-173.90638815970718,1092.578461522193,-208.55640939562437,-200.165335,1132.2551,-184.312585,53.399728008537586,35.7392684660332,39.676638477807046,-39.676638477807046,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID16,33.09183514785525,-185.62744463966808,1129.596128009168,-164.6615178509668,-184.85465499999998,1122.0572,-185.78015499999998,22.437234107329772,21.1327716795432,7.538928009168103,7.538928009168103,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID17,33.18452426205986,-173.63115380111122,286.0523879429277,-359.6764351855776,-180.39839999999998,209.45865500000002,-328.203235,83.084041049833,32.19251389745472,76.59373294292766,76.59373294292766,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID18,33.18452426205986,-305.4745961280764,232.57979350462045,-227.1099409332086,-295.4243,206.90585,-224.00141000000002,27.745680599026326,10.520048328061156,25.673943504620468,25.673943504620468,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID19,33.140232922561026,-190.46120021130824,217.6259894941047,-111.81111567012303,-188.530555,205.96057000000002,-114.135095,12.050322934721713,3.021302841100657,11.665419494104668,11.665419494104668,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID20,33.18452426205986,-50.652992606546306,85.72961686736215,-175.2847854621365,-80.19599149999999,202.56013000000002,-220.692665,128.7790087963842,54.17254200924789,116.83051313263786,-116.83051313263786,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID21,33.09183514785525,-184.1034234085038,1636.2742754489461,-219.29395126270836,-212.053465,1598.6443,-226.93474500000002,47.49317431158393,28.97561999167925,37.6299754489462,37.6299754489462,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID22,33.169522655454465,-230.11012320092576,1557.1444110470177,-245.48568519608264,-232.83767,1599.3211999999999,-235.17408,43.5046002124536,10.666241758980462,42.17678895298218,-42.17678895298218,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID23,33.09183514785525,-211.63166863024742,1684.5403785901997,-226.663468736034,-230.87733,1599.6642499999998,-223.24148,87.09800625117015,19.547518729207816,84.87612859019987,84.87612859019987,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID24,32.88449194689849,-227.83908354774445,1584.2213129308832,-235.51675603892016,-218.202475,1599.5815,-226.071175,20.44550249476723,13.49382175164877,15.360187069116819,-15.360187069116819,8,V5_CV5,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
