label,config,range_aggregation,weighting,dtag_mode,median_3d_mm,p95_3d_mm,rmse_3d_mm,d_tag_mean_mm,d_tag_median_mm,n_positions,fail_rate,source_csv,notes
V4 p50 scalar baseline,V4_CV4,p50,uniform,D_tag_LOO_per_fold,61.47063633190277,157.00589763540071,87.50553382143137,33.14139429103798,33.08137482630481,24,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_V5_convention_unification/tables/v4_p50_scalar_baseline.csv,
