position_id,d_tag_mm,x_mm,y_mm,z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_3d_mm,err_horiz_mm,err_vertical_y_mm,err_y_vertical_mm,n_anchors,config,convention,range_aggregation,solver
ID01,33.08137482630481,-470.89014893364725,96.52148838970263,-367.1613275620781,-542.215344349341,182.54280058407934,-383.3240609304319,112.90785447729408,73.13355899327883,86.02131219437672,-86.02131219437672,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID02,34.13232247905801,-514.2463471281736,1068.06002118413,-223.73902092129208,-543.22998,1105.589,-259.92136,59.645929338198975,46.359601331929134,37.528978815870005,-37.528978815870005,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID03,33.795153519303135,-556.7322456887729,1789.4473178355915,-250.87732251301978,-554.00287,1625.5614500000001,-256.2951,163.9981081621792,6.066449088955903,163.8858678355914,163.8858678355914,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID04,32.11004976580654,-248.33578682709395,-39.280036342980054,487.0846715838926,-321.178815,182.16379,479.93381999999997,233.2265200554893,73.19317886096792,221.44382634298006,-221.44382634298006,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID05,32.546810389875745,-167.11574519073025,1077.1477236697276,504.0035478505891,-184.9818897969324,1103.5866165595767,473.70402893394925,44.00312519481375,35.17470639066575,26.438892889849058,-26.438892889849058,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID06,32.11004976580654,-194.40566739891094,1735.9942849958818,456.76290313437653,-193.231255,1684.95255,476.52297999999996,54.745763248016644,19.79494587560325,51.041734995881825,51.041734995881825,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID07,32.546810389875745,295.9020421584006,108.57529630589116,50.906831634174395,352.14755,211.565355,53.795866000000004,117.38337131698992,56.31965617727387,102.99005869410885,-102.99005869410885,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID08,33.08137482630481,420.72757998884936,1181.8617785837293,-115.08210849662673,391.90054,1132.2804,-71.53192899999999,72.0133978574141,52.226586799322135,49.58137858372925,49.58137858372925,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID09,33.08137482630481,476.79493330315626,1502.487927245025,-53.26998958746121,408.80994,1568.1853500000002,-62.425788499999996,94.98388981718414,68.59874611213422,65.69742275497515,-65.69742275497515,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID10,32.546810389875745,77.8918619574072,184.3180259286064,-969.8335552413405,65.499245,238.64973,-938.19342,64.08283062135149,33.98051078402643,54.3317040713936,-54.3317040713936,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID11,31.464221871352677,-82.64478583593115,1118.9970751041744,-984.993230892802,-63.9057945,1133.4998500000002,-956.9902950000001,36.683030062734325,33.69442409219183,14.502774895825723,-14.502774895825723,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID12,33.08137482630481,34.326460891541664,1627.6124493197183,-971.5755460977222,-43.6886845,1590.1300500000002,-956.35754,87.87992307015577,79.48553717534841,37.48239931971807,37.48239931971807,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID13,33.08137482630481,-176.90083023195785,1089.7639319077193,-200.1966969095365,-189.628155,1139.0976,-197.96616,50.99775385343301,12.921303752177005,49.33366809228073,-49.33366809228073,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
