variant,base_variant,base_median_3d_mm,mean_optimism_gap_mm,corrected_median_3d_mm,source_gap_csv
V5 corrected,V5 apparent best,65.52197286306232,9.568149640202272,75.09012250326458,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_V5_batch3_falsification/tables/f2_optimism_summary.csv
V4 corrected,V4 apparent best,57.11995222333657,9.568149640202272,66.68810186353883,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_V5_batch3_falsification/tables/f2_optimism_summary.csv
