position_id,d_tag_mm,x_mm,y_mm,z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_3d_mm,err_horiz_mm,err_vertical_y_mm,err_y_vertical_mm,n_anchors,config,convention,range_aggregation,solver
ID01,17.954175101516334,-464.6246978773445,129.45402934270862,-387.67921060527897,-542.215344349341,182.54280058407934,-383.3240609304319,94.11531958481174,77.71277725466166,53.08877124137072,-53.08877124137072,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID02,19.113879221600996,-514.9959926047857,1099.89121660575,-220.06828309957817,-543.22998,1105.589,-259.92136,49.17205017356755,48.840820863945915,5.697783394249882,-5.697783394249882,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID03,18.46293300008692,-558.9076696680669,1860.9828649210551,-248.81195354789105,-554.00287,1625.5614500000001,-256.2951,235.59137748236694,8.947320303173424,235.42141492105497,235.42141492105497,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID04,17.694614202235556,-249.45264108841096,-59.748395942127544,492.1393704313488,-321.178815,182.16379,479.93381999999997,252.6165576375116,72.75726414130561,241.91218594212756,-241.91218594212756,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID05,17.954175101516334,-170.67547766325285,1083.2901554295986,510.55714589006567,-184.9818897969324,1103.5866165595767,473.70402893394925,44.438406721220325,39.532589815491335,20.29646112997807,-20.29646112997807,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID06,17.694614202235556,-204.89803177007633,1686.9997105295138,468.74410467777244,-193.231255,1684.95255,476.52297999999996,14.170936726806458,14.02228873905943,2.0471605295138033,2.0471605295138033,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID07,18.46293300008692,298.0905676972484,184.3860037373846,43.42438145264648,352.14755,211.565355,53.795866000000004,61.38763851503517,55.04293803382952,27.1793512626154,-27.1793512626154,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID08,18.056539036251415,410.1590747994713,1192.485788676606,-111.94404261545543,391.90054,1132.2804,-71.53192899999999,74.77433948617114,44.34538329851241,60.205388676605935,60.205388676605935,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID09,18.056539036251415,446.44970672697855,1545.5944877044979,-32.99344378210726,408.80994,1568.1853500000002,-62.425788499999996,52.85226593163797,47.78090575590035,22.590862295502347,-22.590862295502347,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID10,17.371682987200273,78.50961701423395,182.0670323366884,-967.6836568413659,65.499245,238.64973,-938.19342,65.11947115699225,32.23265190623659,56.58269766331159,-56.58269766331159,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID11,17.371682987200273,-85.00940606756501,1111.5849087988474,-983.6917274823087,-63.9057945,1133.4998500000002,-956.9902950000001,40.47954502772889,34.034231558857776,21.914941201152715,-21.914941201152715,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID12,18.056539036251415,29.925525934161513,1617.8416565044024,-966.7580741589926,-43.6886845,1590.1300500000002,-956.35754,79.34202054203192,74.34529634507746,27.711606504402198,27.711606504402198,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID13,18.46293300008692,-201.47057548815468,1136.0942224721498,-195.7096987922529,-189.628155,1139.0976,-197.96616,12.423961396234668,12.055477601502702,3.0033775278502617,-3.0033775278502617,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID14,18.46293300008692,-149.2675077539281,1064.473315431045,-169.58453527130004,-198.69532,1132.6278,-194.690585,87.85474445511079,55.43845557384235,68.15448456895501,-68.15448456895501,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID15,18.46293300008692,-177.9976750452328,1114.5259132267238,-208.11067439364777,-200.165335,1132.2551,-184.312585,37.04157488957448,32.52313340774901,17.729186773276297,-17.729186773276297,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID16,18.46293300008692,-170.616588231971,1112.5427347240861,-179.50970680699146,-184.85465499999998,1122.0572,-185.78015499999998,18.23639534882442,15.557669035946702,9.514465275913835,-9.514465275913835,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID17,19.113879221600996,-160.03017743682022,302.4672252780517,-345.5569794896744,-180.39839999999998,209.45865500000002,-328.203235,96.78125378069564,26.758492823702337,93.0085702780517,93.0085702780517,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID18,19.113879221600996,-304.47017384675803,239.71974162379686,-248.31789715110517,-295.4243,206.90585,-224.00141000000002,41.83145783402258,25.94454434021385,32.81389162379688,32.81389162379688,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID19,18.710388468009953,-181.3701460071868,238.23723706612557,-102.90041750741138,-188.530555,205.96057000000002,-114.135095,34.918085173794275,13.322516102705132,32.276667066125555,32.276667066125555,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID20,18.46293300008692,-36.90278969575699,66.90489421041761,-219.02248570624462,-80.19599149999999,202.56013000000002,-220.692665,142.4058770502938,43.32540618778084,135.6552357895824,-135.6552357895824,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID21,18.056539036251415,-184.2029632489401,1641.3300901175369,-219.25480623849893,-212.053465,1598.6443,-226.93474500000002,51.543269057410505,28.889996662620028,42.68579011753695,42.68579011753695,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID22,18.46002978984246,-220.66168375104067,1527.9912186625122,-257.1159346935688,-232.83767,1599.3211999999999,-235.17408,75.61524889951016,25.093816539708236,71.32998133748765,-71.32998133748765,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID23,17.954175101516334,-208.63370429190567,1642.7101581973184,-228.07205467110143,-230.87733,1599.6642499999998,-223.24148,48.69356783833835,22.762103072758492,43.04590819731857,43.04590819731857,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
ID24,17.694614202235556,-213.98031924608566,1540.8684505489168,-243.73050713191793,-218.202475,1599.5815,-226.071175,61.45649507091207,18.157054016433964,58.71304945108318,-58.71304945108318,8,V4_CV4,scalar_p30_inverse_rms_t4_dtag_loo_per_fold,p30,TagPositionSolver_T4
