position_id,d_tag_mm,x_mm,y_mm,z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_3d_mm,err_horiz_mm,err_vertical_y_mm,err_y_vertical_mm,n_anchors,config,convention,range_aggregation,solver
ID01,0.0,-472.7038151139812,78.10405264940347,-402.0389393260874,-542.215344349341,182.54280058407934,-383.3240609304319,126.84459562852969,71.98679997056716,104.43874793467587,-104.43874793467587,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID02,0.0,-513.082555129889,1042.392546177781,-237.64789847813134,-543.22998,1105.589,-259.92136,73.47629611084787,37.48298700030654,63.19645382221893,-63.19645382221893,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID03,0.0,-570.9376440141897,1821.7178242682528,-264.5272548832811,-554.00287,1625.5614500000001,-256.2951,197.05805771650347,18.82962944229127,196.15637426825265,196.15637426825265,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID04,0.0,-238.37301069704407,-110.34014953211079,488.70527851553237,-321.178815,182.16379,479.93381999999997,304.1254582447084,83.26908016034007,292.5039395321108,-292.5039395321108,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID05,0.0,-159.8077852817652,1056.1416771061788,516.8521731396473,-184.9818897969324,1103.5866165595767,473.70402893394925,68.89499376785564,49.954958578065884,47.444939453397865,-47.444939453397865,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID06,0.0,-219.58720132705136,1806.5514618594505,444.31972581283003,-193.231255,1684.95255,476.52297999999996,128.52229710225498,41.613525289716684,121.59891185945048,121.59891185945048,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID07,0.0,327.4203337445934,70.27786752030815,79.63004659277962,352.14755,211.565355,53.795866000000004,145.74290455787576,35.76087401954819,141.28748747969186,-141.28748747969186,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID08,0.0,450.27139058916873,1119.9966004763357,-100.53369473598967,391.90054,1132.2804,-71.53192899999999,66.3260909827035,65.17866686507394,12.283799523664356,-12.283799523664356,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID09,0.0,469.38594427998896,1522.8873108324951,-87.18112337987685,408.80994,1568.1853500000002,-62.425788499999996,79.58763253147384,65.43912361534261,45.29803916750507,-45.29803916750507,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID10,0.0,99.88374558258842,129.2121551499727,-991.4580063456581,65.499245,238.64973,-938.19342,126.47526567650856,63.398817330357936,109.43757485002732,-109.43757485002732,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID11,0.0,-119.33445405525828,1139.9744716869686,-1013.2989681369413,-63.9057945,1133.4998500000002,-956.9902950000001,79.2775106604955,79.01267601173633,6.474621686968476,6.474621686968476,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID12,0.0,47.61427195214471,1684.4292089464818,-1000.047950743967,-43.6886845,1590.1300500000002,-956.35754,138.33803969224297,101.21799172024105,94.29915894648161,94.29915894648161,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID13,0.0,-147.43684843734184,1065.3479000910017,-192.55826953518198,-189.628155,1139.0976,-197.96616,85.13735881157564,42.53647409863294,73.74969990899831,-73.74969990899831,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID14,0.0,-182.36292077467516,1084.4506469547373,-171.90151113829086,-198.69532,1132.6278,-194.690585,55.74161127449125,28.037281464682458,48.177153045262685,-48.177153045262685,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID15,0.0,-155.75790120472388,1047.8849230238786,-221.80464108919955,-200.165335,1132.2551,-184.312585,102.44999369965609,58.11776360182415,84.37017697612146,-84.37017697612146,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID16,0.0,-189.71552847690907,1130.3763576836413,-173.72736678443204,-184.85465499999998,1122.0572,-185.78015499999998,15.43068952746899,12.99606843348602,8.319157683641379,8.319157683641379,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID17,0.0,-175.424700095489,190.12768128548655,-333.88021313304205,-180.39839999999998,209.45865500000002,-328.203235,20.7521641332749,7.547567254630473,19.330973714513476,-19.330973714513476,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID18,0.0,-329.33440665654945,177.85397264263486,-267.6000518003166,-295.4243,206.90585,-224.00141000000002,62.40791999640953,55.233476264769614,29.05187735736513,-29.05187735736513,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
ID19,0.0,-201.59306220645712,88.48862739643351,-59.225018893307166,-188.530555,205.96057000000002,-114.135095,130.32805857380507,56.442409166880395,117.4719426035665,-117.4719426035665,8,V4_CV4,scalar_p50_t4_fixed_d0,p50,TagPositionSolver_T4
