position_id,d_tag_mm,x_mm,y_mm,z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_3d_mm,err_horiz_mm,err_vertical_y_mm,err_y_vertical_mm,n_anchors,config,convention,range_aggregation,solver
ID01,49.169522655454465,-469.98433445454714,35.56708653831013,-316.05511238579845,-542.215344349341,182.54280058407934,-383.3240609304319,177.04318893418653,98.70374982097869,146.97571404576922,-146.97571404576922,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID02,50.37703728252997,-515.1137175315887,1061.466678362265,-226.05359961763529,-543.22998,1105.589,-259.92136,62.324382670136444,44.01760339352728,44.12232163773501,-44.12232163773501,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID03,49.621032516254864,-556.5545050263086,1731.421960304729,-241.77577576585253,-554.00287,1625.5614500000001,-256.2951,106.88203431588211,14.741832230892681,105.8605103047289,105.8605103047289,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID04,48.10606494503249,-264.2271126784081,29.7522129741287,536.24761878764,-321.178815,182.16379,479.93381999999997,172.17441489006177,80.0920740849057,152.4115770258713,-152.4115770258713,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID05,48.57674117675603,-171.67528318798395,1061.4834413049236,503.99130141619463,-184.9818897969324,1103.5866165595767,473.70402893394925,53.544953267167166,33.08148506127089,42.103175254653024,-42.103175254653024,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID06,47.93694671853872,-167.402493631477,1837.118715178883,462.01037320828,-193.231255,1684.95255,476.52297999999996,155.023490139302,29.626688470417736,152.16616517888292,152.16616517888292,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID07,48.57674117675603,262.3419755288059,60.68137055388902,48.767149791637614,352.14755,211.565355,53.795866000000004,175.6596309774665,89.94625724734432,150.883984446111,-150.883984446111,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID08,49.621032516254864,431.62775941919705,1185.9773391023082,-115.87850999888974,391.90054,1132.2804,-71.53192899999999,80.17625881786391,59.53882102521109,53.69693910230808,53.69693910230808,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID09,49.621032516254864,472.80597872605694,1507.658390859245,-37.31149707156209,408.80994,1568.1853500000002,-62.425788499999996,91.59548782230567,68.74751345742979,60.52695914075525,-60.52695914075525,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID10,48.57674117675603,67.49600418518735,176.00111421955788,-947.82342863674,65.499245,238.64973,-938.19342,63.41587476959362,9.834841818113707,62.64861578044213,-62.64861578044213,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID11,47.93694671853872,-101.3554261465746,1162.2070186736892,-974.0459885840841,-63.9057945,1133.4998500000002,-956.9902950000001,50.17442702570621,41.150596521779434,28.70716867368901,28.70716867368901,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID12,49.621032516254864,26.87273113675996,1661.6729204595135,-958.8992021548181,-43.6886845,1590.1300500000002,-956.35754,100.51743996321999,70.60717685315585,71.54287045951332,71.54287045951332,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID13,49.621032516254864,-171.95778305033141,1078.0972191138953,-197.79724481541712,-189.628155,1139.0976,-197.96616,63.508401376739656,17.67117928094265,61.00038088610472,-61.00038088610472,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID14,50.37703728252997,-158.50831780433046,1064.1286007236008,-155.8397333691136,-198.69532,1132.6278,-194.690585,88.41110857481509,55.89618786572031,68.49919927639917,-68.49919927639917,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID15,50.37703728252997,-165.9499894056141,1069.2835851600792,-208.85985670847535,-200.165335,1132.2551,-184.312585,75.75401047936246,42.110075070854194,62.97151483992093,-62.97151483992093,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID16,49.621032516254864,-182.51038570378813,1119.1200708236618,-161.83779510118535,-184.85465499999998,1122.0572,-185.78015499999998,24.235488933710943,24.056853411398766,2.9371291763382033,-2.9371291763382033,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID17,50.77618461959965,-169.44801703544687,212.07672479499436,-317.9326175754137,-180.39839999999998,209.45865500000002,-328.203235,15.23977554966124,15.013209828434121,2.618069794994341,2.618069794994341,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID18,50.77618461959965,-301.9233512466873,230.79577646028312,-227.7225405399088,-295.4243,206.90585,-224.00141000000002,25.03623505800833,7.488957177211595,23.889926460283135,23.889926460283135,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID19,49.784255803831535,-211.1583568981471,136.17035237404087,-100.16411407972478,-188.530555,205.96057000000002,-114.135095,74.68520739005297,26.59333989209487,69.79021762595914,-69.79021762595914,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID20,50.77618461959965,-33.9658535562364,166.51370790122843,-200.83601771037885,-80.19599149999999,202.56013000000002,-220.692665,61.89391441819331,50.31413415615765,36.046422098771586,-36.046422098771586,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID21,49.621032516254864,-168.24879186680081,1590.4044063492993,-230.0885899166576,-212.053465,1598.6443,-226.93474500000002,44.68435938266997,43.918061501673186,8.239893650700651,-8.239893650700651,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID22,50.77618461959965,-221.0906597786307,1554.841596225639,-245.45667963435392,-232.83767,1599.3211999999999,-235.17408,47.13978421997183,15.611665650447742,44.47960377436084,-44.47960377436084,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID23,49.621032516254864,-193.6341848551237,1641.5824423116837,-238.09978808627858,-230.87733,1599.6642499999998,-223.24148,58.00824101925874,40.097645560170925,41.918192311683924,41.918192311683924,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID24,48.57674117675603,-213.82341603665768,1609.7226036822174,-245.35592913939126,-218.202475,1599.5815,-226.071175,22.224308392269023,19.77568961177326,10.141103682217363,10.141103682217363,8,V5_CV5,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
