label,config,range_aggregation,weighting,dtag_mode,median_3d_mm,p95_3d_mm,rmse_3d_mm,d_tag_mean_mm,d_tag_median_mm,n_positions,fail_rate,source_csv,notes
V5 p50 scalar baseline,V5_CV5,p50,uniform,D_tag_LOO_per_fold,63.46213807316664,175.13684856435577,91.75016671231195,49.51853383351864,49.621032516254864,24,0.0,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_V5_convention_unification/tables/v5_p50_scalar_baseline.csv,
