pair,pred_mm,fused_mm,err_mm,abs_err_mm
A-B,8398.366392439288,8398.5885,-0.22210756071217475,0.22210756071217475
A-C,12054.00245414135,12055.4665,-1.464045858650934,1.464045858650934
A-D,7988.638812255705,7988.817,-0.17818774429542827,0.17818774429542827
A-E,1379.7065069588143,1379.879,-0.1724930411855894,0.1724930411855894
A-F,8760.381219598481,8760.647,-0.2657804015198053,0.2657804015198053
A-G,12034.437451157406,12032.173,2.2644511574053467,2.2644511574053467
A-H,8239.13643766491,8239.5025,-0.36606233508973673,0.36606233508973673
B-C,8633.284844527941,8633.5835,-0.2986554720591812,0.2986554720591812
B-D,10791.969537316892,10791.777,0.1925373168924125,0.1925373168924125
B-E,8507.77907860861,8507.6275,0.1515786086092703,0.1515786086092703
B-F,1449.6532329631204,1449.7025,-0.04926703687965528,0.04926703687965528
B-G,8657.546673318306,8657.3135,0.23317331830548937,0.23317331830548937
B-H,11057.547169071977,11057.6485,-0.10133092802243482,0.10133092802243482
C-D,7383.7846513828,7383.542,0.24265138279952225,0.24265138279952225
C-E,12009.068995752892,12008.359,0.7099957528917002,0.7099957528917002
C-F,8709.699512165227,8708.8705,0.8290121652262314,0.8290121652262314
C-G,1426.0099574577052,1426.2765,-0.266542542294701,0.266542542294701
C-H,7577.617341010942,7577.2965,0.32084101094187645,0.32084101094187645
D-E,7963.632817640064,7963.317,0.3158176400638695,0.3158176400638695
D-F,11039.035687257689,11039.395,-0.3593127423118858,0.3593127423118858
D-G,7486.476148724405,7486.5855,-0.10935127559514513,0.10935127559514513
D-H,1422.7535632286829,1422.7435,0.010063228682838599,0.010063228682838599
E-F,8640.972534810458,8640.737,0.23553481045928493,0.23553481045928493
E-G,11827.279368404541,11828.6085,-1.3291315954593301,1.3291315954593301
E-H,7973.055134459064,7972.936,0.11913445906429843,0.11913445906429843
F-G,8500.06419368904,8500.9345,-0.8703063109587674,0.8703063109587674
F-H,11120.89108849823,11120.473,0.4180884982306452,0.4180884982306452
G-H,7413.554058500048,7414.1205,-0.5664414999519067,0.5664414999519067
