x,y,z,info_gain,rank,height_mm,distance_to_centroid_mm
923.260498046875,1534.9525146484375,-1537.3880615234375,0.17806196552973574,1,1534.9525146484375,1785.484619140625
923.260498046875,1234.25537109375,-1537.3880615234375,0.1776987784339923,2,1234.25537109375,1709.5140380859375
-1175.5006103515625,1534.9525146484375,1072.9857177734375,0.17766640258915345,3,1534.9525146484375,1767.2906494140625
923.260498046875,933.5581665039062,1072.9857177734375,0.17713857038614833,4,933.5581665039062,1649.9481201171875
923.260498046875,933.5581665039062,-1537.3880615234375,0.17711588503348707,5,933.5581665039062,1684.564697265625
923.260498046875,632.8609619140625,1072.9857177734375,0.17700898420115152,6,632.8609619140625,1678.8349609375
923.260498046875,933.5581665039062,-1276.3507080078125,0.1764484923887153,7,933.5581665039062,1487.5989990234375
923.260498046875,632.8609619140625,-1276.3507080078125,0.17640495971706116,8,632.8609619140625,1519.5750732421875
923.260498046875,1234.25537109375,1072.9857177734375,0.17632446461055906,9,1234.25537109375,1675.4129638671875
923.260498046875,632.8609619140625,-1537.3880615234375,0.17626407725805393,10,632.8609619140625,1712.8677978515625
-1175.5006103515625,1234.25537109375,1072.9857177734375,0.17622456658175167,11,1234.25537109375,1690.5025634765625
-1175.5006103515625,1234.25537109375,-1537.3880615234375,0.17578195139921604,12,1234.25537109375,1724.30517578125
-1175.5006103515625,933.5581665039062,1072.9857177734375,0.17574136181747235,13,933.5581665039062,1665.2684326171875
660.9153442382812,632.8609619140625,1072.9857177734375,0.1756919139467925,14,632.8609619140625,1530.7059326171875
-1175.5006103515625,933.5581665039062,-1537.3880615234375,0.17552319988713805,15,933.5581665039062,1699.572998046875
-1175.5006103515625,632.8609619140625,1072.9857177734375,0.17544816656827322,16,632.8609619140625,1693.8939208984375
660.9153442382812,933.5581665039062,1072.9857177734375,0.17515215178039512,17,933.5581665039062,1498.96728515625
-1175.5006103515625,632.8609619140625,-1537.3880615234375,0.17513606104715507,18,632.8609619140625,1727.6302490234375
-913.1554565429688,933.5581665039062,-1537.3880615234375,0.17460169279203797,19,933.5581665039062,1549.3304443359375
923.260498046875,1234.25537109375,-1276.3507080078125,0.17453676147371766,20,1234.25537109375,1515.7938232421875
-913.1554565429688,632.8609619140625,-1537.3880615234375,0.1742514642023707,21,632.8609619140625,1580.0577392578125
-1175.5006103515625,933.5581665039062,811.9483642578125,0.1736838831280494,22,933.5581665039062,1473.566162109375
660.9153442382812,933.5581665039062,-1537.3880615234375,0.1733544166638552,23,933.5581665039062,1536.9881591796875
660.9153442382812,933.5581665039062,-1276.3507080078125,0.1729028267486683,24,933.5581665039062,1318.152099609375
-913.1554565429688,1234.25537109375,-1537.3880615234375,0.17286126610194685,25,1234.25537109375,1576.4215087890625
-913.1554565429688,933.5581665039062,1072.9857177734375,0.17270032815009984,26,933.5581665039062,1511.6201171875
