capture_id,tag,anchor,phase_bin,mean_rho,std_rho,spike_rate
R01,BS2DCE,A,0,56.629524854946304,93.10187735939179,0.20353982300884957
R01,BS2DCE,A,1,55.10026805498968,99.67348685946044,0.17543859649122806
R01,BS2DCE,A,2,52.0638343531459,93.36990454761917,0.17333333333333334
R01,BS2DCE,A,3,57.76666442566609,98.46087399666443,0.19298245614035087
R01,BS2DCE,A,4,60.36163797502434,97.67577992371747,0.24561403508771928
R01,BS2DCE,A,5,50.95751299674453,90.82561218545041,0.1891891891891892
R01,BS2DCE,A,6,55.78366906437599,81.54177428777263,0.21818181818181817
R01,BS2DCE,A,7,60.127399064818796,110.30744560566494,0.1981981981981982
R01,BS2DCE,A,8,52.23448739864003,81.80141072967695,0.21621621621621623
R01,BS2DCE,A,9,54.545123052039614,103.72137810003375,0.16363636363636364
R01,BS2DCE,A,10,58.76699500589848,84.20981531685787,0.24107142857142858
R01,BS2DCE,A,11,57.41984219718228,93.75739043772691,0.19736842105263158
R01,BS2DCE,B,0,65.52672105440027,145.04023248326124,0.21428571428571427
R01,BS2DCE,B,1,78.87860269148379,146.21602558722418,0.2807017543859649
R01,BS2DCE,B,2,77.37359885834493,155.79783341566883,0.2236842105263158
R01,BS2DCE,B,3,82.05961953008818,179.53652745966042,0.26785714285714285
R01,BS2DCE,B,4,79.07377856135176,160.72553503244356,0.26548672566371684
R01,BS2DCE,B,5,61.35974377387591,145.1133802355199,0.1780821917808219
R01,BS2DCE,B,6,83.21673736764524,168.64119629281646,0.2702702702702703
R01,BS2DCE,B,7,64.23311615692087,128.21043712769753,0.23636363636363636
R01,BS2DCE,B,8,73.38359644790292,148.6961940921472,0.2702702702702703
R01,BS2DCE,B,9,61.515165860519,125.8523861513286,0.21818181818181817
R01,BS2DCE,B,10,62.08025189089279,125.00711079799885,0.22321428571428573
R01,BS2DCE,B,11,82.61146214041078,150.09987158842335,0.2631578947368421
R01,BS2DCE,C,0,64.79450703309055,158.93362433244158,0.16071428571428573
R01,BS2DCE,C,1,45.200402224627574,129.07672192222765,0.12389380530973451
R01,BS2DCE,C,2,53.25092247356934,166.58491587864867,0.13333333333333333
R01,BS2DCE,C,3,47.151020096965595,134.45658959977166,0.13157894736842105
R01,BS2DCE,C,4,58.81323788706361,157.46242328081286,0.13157894736842105
R01,BS2DCE,C,5,45.669550550978556,124.80985192554544,0.1780821917808219
R01,BS2DCE,C,6,51.85198588955477,143.01479417164555,0.11711711711711711
R01,BS2DCE,C,7,52.11844124627847,144.83372794871124,0.15315315315315314
R01,BS2DCE,C,8,60.44712541377393,146.79168915107,0.16216216216216217
R01,BS2DCE,C,9,52.40232292337556,143.26053919106735,0.16216216216216217
R01,BS2DCE,C,10,46.375088033584824,142.4473606410692,0.09821428571428571
R01,BS2DCE,C,11,39.21136163372563,137.69247175663963,0.09210526315789473
R01,BS2DCE,D,0,109.0980833884472,126.39841890173957,0.38392857142857145
R01,BS2DCE,D,1,138.76984488704312,165.2199193510335,0.45614035087719296
R01,BS2DCE,D,2,94.6110414897126,101.82766141433596,0.34210526315789475
R01,BS2DCE,D,3,113.80435230627162,141.26411995335553,0.43859649122807015
R01,BS2DCE,D,4,120.43001703850274,165.92237264099919,0.39473684210526316
R01,BS2DCE,D,5,126.68532946647304,170.4145358680342,0.43243243243243246
R01,BS2DCE,D,6,122.42747531531397,149.2783493180344,0.42342342342342343
R01,BS2DCE,D,7,117.09958545250488,134.86596332590534,0.4090909090909091
R01,BS2DCE,D,8,150.95798967967156,187.4111850104252,0.4383561643835616
R01,BS2DCE,D,9,100.28965953423713,119.06729094652077,0.3394495412844037
R01,BS2DCE,D,10,123.76139332713271,175.87021570683342,0.375
R01,BS2DCE,D,11,125.00029873044821,146.73158717392445,0.42105263157894735
R01,BS2DCE,E,0,52.59776914572178,93.63916933192476,0.25892857142857145
R01,BS2DCE,E,1,43.296719719518684,91.04128802331361,0.24561403508771928
R01,BS2DCE,E,2,42.93990244853334,79.67190471621419,0.21052631578947367
R01,BS2DCE,E,3,42.56284586385823,89.91326287981725,0.22123893805309736
R01,BS2DCE,E,4,38.13282302816615,93.1886518698702,0.20175438596491227
R01,BS2DCE,E,5,54.720764796013206,89.42047182390957,0.25675675675675674
R01,BS2DCE,E,6,47.13043418405105,88.31773483594063,0.22727272727272727
R01,BS2DCE,E,7,42.69441758136729,84.76108759041819,0.2545454545454545
R01,BS2DCE,E,8,42.54646551055628,80.6804300737268,0.17567567567567569
R01,BS2DCE,E,9,37.02126840468864,84.62723591975663,0.22522522522522523
R01,BS2DCE,E,10,40.5734810477596,77.6939386506003,0.21621621621621623
R01,BS2DCE,E,11,48.81219829094996,99.28653543885932,0.25
R01,BS2DCE,F,0,80.11247434222003,84.71455750240804,0.30973451327433627
R01,BS2DCE,F,1,84.03827160538857,88.99749692605118,0.37168141592920356
R01,BS2DCE,F,2,88.06590784671275,123.96242409018124,0.3026315789473684
R01,BS2DCE,F,3,86.23069349877773,103.19890096549216,0.30701754385964913
R01,BS2DCE,F,4,88.03694415929733,102.51810606560278,0.34210526315789475
R01,BS2DCE,F,5,90.44907839234301,99.60461755394219,0.410958904109589
R01,BS2DCE,F,6,77.77863619988827,86.75327759010264,0.3090909090909091
R01,BS2DCE,F,7,99.6594075784568,121.275162371543,0.38181818181818183
R01,BS2DCE,F,8,99.82263469128901,106.09654892191311,0.4246575342465753
R01,BS2DCE,F,9,89.26446731745672,99.49803800433665,0.3211009174311927
R01,BS2DCE,F,10,90.36165284074012,119.5453195300734,0.3669724770642202
R01,BS2DCE,F,11,83.27660028468914,87.05749849192668,0.32432432432432434
R01,BS2DCE,G,0,28.714946559922318,62.676780062871075,0.08849557522123894
R01,BS2DCE,G,1,24.320841357599,84.43342529367995,0.14035087719298245
R01,BS2DCE,G,2,29.44590377886515,62.884359104367526,0.10526315789473684
R01,BS2DCE,G,3,35.04545935951006,56.35536903636611,0.14035087719298245
R01,BS2DCE,G,4,29.0957322094097,58.943357423895165,0.08771929824561403
R01,BS2DCE,G,5,38.457228151468115,56.41574851226472,0.1527777777777778
R01,BS2DCE,G,6,34.95404402656052,55.68946197090848,0.14414414414414414
R01,BS2DCE,G,7,24.660206782190876,71.44126537665696,0.10091743119266056
R01,BS2DCE,G,8,44.28310545649034,74.16284119323313,0.1891891891891892
R01,BS2DCE,G,9,25.550535038738584,77.41082057270462,0.12612612612612611
R01,BS2DCE,G,10,36.13152491613229,70.78045546537273,0.13513513513513514
R01,BS2DCE,G,11,35.94881514744222,91.51535767347436,0.16
R01,BS2DCE,H,0,66.33610123831055,135.31016177726818,0.22807017543859648
R01,BS2DCE,H,1,56.367428937622336,119.33139395641055,0.2743362831858407
R01,BS2DCE,H,2,53.61450188723204,110.20350763121124,0.25
R01,BS2DCE,H,3,50.4817795109866,122.68103871559,0.21929824561403508
R01,BS2DCE,H,4,55.105948701278386,99.52277394429669,0.23893805309734514
R01,BS2DCE,H,5,50.01025862778054,115.57086221486628,0.22972972972972974
R01,BS2DCE,H,6,47.13203919051177,122.2321471507285,0.22727272727272727
R01,BS2DCE,H,7,57.71941214010216,116.85097375405122,0.25225225225225223
R01,BS2DCE,H,8,68.90036520839425,133.12587003570877,0.273972602739726
R01,BS2DCE,H,9,58.19944411846919,105.8172419267982,0.21818181818181817
R01,BS2DCE,H,10,65.02358641771525,130.6911024730861,0.25892857142857145
R01,BS2DCE,H,11,58.7495729361335,103.98489401906042,0.25675675675675674
R01,BSDC91,A,0,14.084607065676112,93.96636183699913,0.11818181818181818
R01,BSDC91,A,1,11.287072804836942,111.66436946297831,0.1
R01,BSDC91,A,2,5.573130159653643,66.85459997939239,0.0945945945945946
R01,BSDC91,A,3,12.23795514612837,91.2409267284325,0.08108108108108109
R01,BSDC91,A,4,8.06017473815929,68.31334987351612,0.10810810810810811
R01,BSDC91,A,5,-8.218049303350961,55.60993700710697,0.05263157894736842
R01,BSDC91,A,6,13.48286994244853,104.5448607534015,0.08035714285714286
R01,BSDC91,A,7,-0.21534185563836927,75.61302293209265,0.05263157894736842
R01,BSDC91,A,8,5.187377667683327,70.90663814224654,0.11842105263157894
R01,BSDC91,A,9,3.606682244964731,63.023056485613736,0.06140350877192982
R01,BSDC91,A,10,9.642121355356405,88.41307635701313,0.07142857142857142
R01,BSDC91,A,11,7.533351493065157,74.6473901761151,0.0945945945945946
R01,BSDC91,B,0,15.143878844844993,108.75785892200742,0.15315315315315314
R01,BSDC91,B,1,25.355404774403542,125.19025300225171,0.14414414414414414
R01,BSDC91,B,2,28.42856991479672,115.43330419305191,0.17567567567567569
R01,BSDC91,B,3,25.103586517396902,132.42433847167408,0.16363636363636364
R01,BSDC91,B,4,34.5509878355618,146.37522226219704,0.15315315315315314
R01,BSDC91,B,5,21.802307444886562,122.73251482241768,0.18666666666666668
R01,BSDC91,B,6,24.754339334657722,127.82365296635226,0.1415929203539823
R01,BSDC91,B,7,15.529534994829461,131.84942529569255,0.11504424778761062
R01,BSDC91,B,8,26.22202948472501,127.9079172901711,0.13157894736842105
R01,BSDC91,B,9,35.0915126437186,143.80892927997095,0.168141592920354
R01,BSDC91,B,10,36.10771998674216,154.7559294535758,0.15789473684210525
R01,BSDC91,B,11,43.52325567976374,139.8124650298296,0.20270270270270271
R01,BSDC91,C,0,15.027737273495472,119.2464940992544,0.10091743119266056
R01,BSDC91,C,1,17.452093680573608,118.88021267270402,0.11711711711711711
R01,BSDC91,C,2,11.128133773880304,113.55282092083385,0.1232876712328767
R01,BSDC91,C,3,-0.27824614809133397,108.8382192374103,0.08181818181818182
R01,BSDC91,C,4,22.287305200053396,123.37370537520742,0.11926605504587157
R01,BSDC91,C,5,-0.3704025906363616,100.38456436761015,0.08
R01,BSDC91,C,6,19.34243520817724,132.17534918261484,0.1415929203539823
R01,BSDC91,C,7,10.42037065175714,101.26994737026389,0.07894736842105263
R01,BSDC91,C,8,8.601884383721556,111.61196033536812,0.13333333333333333
R01,BSDC91,C,9,18.621803217647482,128.21041957423535,0.10526315789473684
R01,BSDC91,C,10,12.361737843061418,124.71703096230762,0.10526315789473684
R01,BSDC91,C,11,15.935582489078477,126.07795404685189,0.13513513513513514
R01,BSDC91,D,0,65.44199042836406,116.9602920296258,0.23423423423423423
R01,BSDC91,D,1,51.09579184039527,100.60122230665189,0.17117117117117117
R01,BSDC91,D,2,60.21819652627772,139.6270684316495,0.21621621621621623
R01,BSDC91,D,3,50.92956064872289,107.47163674326826,0.1891891891891892
R01,BSDC91,D,4,52.91337201683216,159.57003655313238,0.17117117117117117
R01,BSDC91,D,5,56.57741440372709,91.71491490664738,0.2
R01,BSDC91,D,6,51.30993030641519,108.91578004779302,0.17699115044247787
R01,BSDC91,D,7,55.49269095231096,104.22961143323016,0.21238938053097345
R01,BSDC91,D,8,45.8301818626926,105.19293967199883,0.16
R01,BSDC91,D,9,36.23254611610745,87.50502927466093,0.14035087719298245
R01,BSDC91,D,10,67.14127681282793,129.51007921176696,0.21929824561403508
R01,BSDC91,D,11,28.10299296315708,76.9764125091498,0.0945945945945946
R01,BSDC91,E,0,-0.679915238732534,109.63846319115906,0.11926605504587157
R01,BSDC91,E,1,3.205926031018985,183.35165668318442,0.11009174311926606
R01,BSDC91,E,2,-2.596838439429479,88.9248982744927,0.1095890410958904
R01,BSDC91,E,3,20.883021691364927,204.83149187570666,0.12612612612612611
R01,BSDC91,E,4,-8.161472032762179,86.8379494122914,0.06363636363636363
R01,BSDC91,E,5,-3.5427175544196587,91.09938513164876,0.09210526315789473
R01,BSDC91,E,6,1.854866479607723,184.2537470625816,0.08849557522123894
R01,BSDC91,E,7,12.645854907592934,130.76514113801895,0.14035087719298245
R01,BSDC91,E,8,28.868316314831933,198.12843674808158,0.14473684210526316
R01,BSDC91,E,9,8.675192849023523,124.27663567922325,0.12280701754385964
R01,BSDC91,E,10,-7.46294627699784,84.75723041049064,0.09649122807017543
R01,BSDC91,E,11,-9.74570342672554,90.08509171570422,0.08108108108108109
R01,BSDC91,F,0,47.781990299920864,102.59256358733411,0.1926605504587156
R01,BSDC91,F,1,38.12016326535286,90.13065242896991,0.11926605504587157
R01,BSDC91,F,2,44.50019625078601,112.83126552283474,0.0958904109589041
R01,BSDC91,F,3,59.09103563670353,127.21947036103505,0.1926605504587156
R01,BSDC91,F,4,67.79074485750724,149.69711017750365,0.1743119266055046
R01,BSDC91,F,5,69.70073800367395,152.57100699688678,0.22666666666666666
R01,BSDC91,F,6,40.852759535759155,97.2522780691731,0.14414414414414414
R01,BSDC91,F,7,52.19536421271224,139.54451430439013,0.16071428571428573
R01,BSDC91,F,8,74.5350392143042,206.43781245057554,0.17567567567567569
R01,BSDC91,F,9,58.28002613539233,162.57622800316213,0.13513513513513514
R01,BSDC91,F,10,61.19369924631945,144.89804340161783,0.17857142857142858
R01,BSDC91,F,11,44.492432981869335,116.86032836685533,0.1643835616438356
R01,BSDC91,G,0,-5.591428703517886,86.4225910788832,0.06363636363636363
R01,BSDC91,G,1,-2.492818188916022,119.50640197871301,0.10810810810810811
R01,BSDC91,G,2,13.172813588205079,201.13970679926638,0.1232876712328767
R01,BSDC91,G,3,3.0396626631303287,91.81900342146206,0.12727272727272726
R01,BSDC91,G,4,-6.070337546825183,127.42179575789405,0.10909090909090909
R01,BSDC91,G,5,-19.714409400997503,105.31886615445686,0.10526315789473684
R01,BSDC91,G,6,-0.6217719905776512,91.21182272003388,0.10526315789473684
R01,BSDC91,G,7,-2.1609830872692495,119.09488969693206,0.07079646017699115
R01,BSDC91,G,8,-2.507445211003175,102.8032448350545,0.10526315789473684
R01,BSDC91,G,9,-0.3625214672852093,92.33627702630007,0.12389380530973451
R01,BSDC91,G,10,5.390347711215826,154.40556473381886,0.09821428571428571
R01,BSDC91,G,11,18.654496124160254,154.51352663946145,0.136986301369863
R01,BSDC91,H,0,-5.153805780809547,117.20015829227212,0.15315315315315314
R01,BSDC91,H,1,3.953012358214658,102.34476051796013,0.11818181818181818
R01,BSDC91,H,2,25.45158744211225,139.012688302798,0.21621621621621623
R01,BSDC91,H,3,-3.121544008733306,115.37800682957212,0.1574074074074074
R01,BSDC91,H,4,8.05535836485847,148.17890818301834,0.16216216216216217
R01,BSDC91,H,5,16.870231290420804,130.09607354113646,0.16216216216216217
R01,BSDC91,H,6,12.529555867537807,132.07921851675928,0.14912280701754385
R01,BSDC91,H,7,-18.04096905455684,104.09029700651337,0.07964601769911504
R01,BSDC91,H,8,-3.1343168160308386,116.50148757552076,0.14864864864864866
R01,BSDC91,H,9,15.254680332270517,144.23729758608826,0.16666666666666666
R01,BSDC91,H,10,-4.300286297228703,122.90071702400368,0.17857142857142858
R01,BSDC91,H,11,33.42248419862531,151.41124908279645,0.21621621621621623
R02,BS2DCE,A,0,72.83921737200014,139.88719926552923,0.22807017543859648
R02,BS2DCE,A,1,45.10389000407461,108.70193354866772,0.1415929203539823
R02,BS2DCE,A,2,47.69625843576855,93.08371023061123,0.17105263157894737
R02,BS2DCE,A,3,69.46089463729828,145.62910804990472,0.23214285714285715
R02,BS2DCE,A,4,59.66075889300619,128.82851551243405,0.21621621621621623
R02,BS2DCE,A,5,27.225290098504225,103.5416115833847,0.13513513513513514
R02,BS2DCE,A,6,55.30753217926661,128.3515006633303,0.17117117117117117
R02,BS2DCE,A,7,51.20490767487723,97.61610783977052,0.2072072072072072
R02,BS2DCE,A,8,62.822679891382194,146.5140356509412,0.1891891891891892
R02,BS2DCE,A,9,38.35575556711925,84.69631804320049,0.1592920353982301
R02,BS2DCE,A,10,73.10487518973834,158.55281797305054,0.24561403508771928
R02,BS2DCE,A,11,50.21446122956053,87.47340480406527,0.15789473684210525
R02,BS2DCE,B,0,80.60303196123763,98.52559292252295,0.34234234234234234
R02,BS2DCE,B,1,72.61063680742696,87.23275522445789,0.29464285714285715
R02,BS2DCE,B,2,98.98069863552283,114.29801750846698,0.42105263157894735
R02,BS2DCE,B,3,83.40927218124718,102.92938110282944,0.33035714285714285
R02,BS2DCE,B,4,83.83976815259344,101.45934049207885,0.32727272727272727
R02,BS2DCE,B,5,60.87787854122246,73.05264428109473,0.3108108108108108
R02,BS2DCE,B,6,94.73626864509582,110.1636943371725,0.39090909090909093
R02,BS2DCE,B,7,90.81004552172975,119.2515715635384,0.32727272727272727
R02,BS2DCE,B,8,68.79927224254448,107.46219357317219,0.2602739726027397
R02,BS2DCE,B,9,84.16219981031149,110.82411606202344,0.3157894736842105
R02,BS2DCE,B,10,85.42190392210559,100.64305673897337,0.35714285714285715
R02,BS2DCE,B,11,98.2551620086925,115.554987914122,0.42105263157894735
R02,BS2DCE,C,0,11.272675487392094,86.49716870936194,0.14035087719298245
R02,BS2DCE,C,1,7.08405695139058,75.87170952155097,0.10526315789473684
R02,BS2DCE,C,2,-1.0757573801870668,83.29839374913875,0.0945945945945946
R02,BS2DCE,C,3,20.165268422335565,91.76680090895157,0.15315315315315314
R02,BS2DCE,C,4,18.887180526673173,94.50848331371886,0.12727272727272726
R02,BS2DCE,C,5,4.7593402336037895,73.72356412636427,0.0958904109589041
R02,BS2DCE,C,6,-1.7804872923424657,86.05810449014002,0.07407407407407407
R02,BS2DCE,C,7,19.990278033498083,95.00905665674811,0.13513513513513514
R02,BS2DCE,C,8,26.619367606070696,83.47339978797811,0.1506849315068493
R02,BS2DCE,C,9,3.2949531754743298,71.76918395468184,0.07017543859649122
R02,BS2DCE,C,10,17.881097210470486,82.6740217143015,0.13274336283185842
