fixed_var,fixed_value,var1,var2,median_3d
delta_c_mm,0.0,1.015,30.0,84.23655700683594
delta_c_mm,0.0,1.015,35.0,78.38868713378906
delta_c_mm,0.0,1.015,40.0,76.25241088867188
delta_c_mm,0.0,1.015,45.0,74.90082550048828
delta_c_mm,0.0,1.015,50.0,75.504150390625
delta_c_mm,0.0,1.015,55.0,74.49288940429688
delta_c_mm,0.0,1.015,60.0,73.23334503173828
delta_c_mm,0.0,1.015,65.0,74.05471801757812
delta_c_mm,0.0,1.015,70.0,75.70559692382812
delta_c_mm,0.0,1.015,75.0,76.58883666992188
delta_c_mm,0.0,1.015,80.0,74.79617309570312
delta_c_mm,0.0,1.015,85.0,76.47492980957031
delta_c_mm,0.0,1.015,90.0,78.90022277832031
delta_c_mm,0.0,1.015,95.0,80.4749526977539
delta_c_mm,0.0,1.015,100.0,82.03269958496094
delta_c_mm,0.0,1.015,105.0,83.57292938232422
delta_c_mm,0.0,1.015,110.0,83.91368103027344
delta_c_mm,0.0,1.015,115.0,84.40827178955078
delta_c_mm,0.0,1.015,120.0,84.79244995117188
delta_c_mm,0.0,1.015,125.0,82.33760833740234
delta_c_mm,0.0,1.015,130.0,83.47945404052734
delta_c_mm,0.0,1.015,135.0,85.47401428222656
delta_c_mm,0.0,1.015,140.0,88.23037719726562
delta_c_mm,0.0,1.02,0.0,117.77356719970703
delta_c_mm,0.0,1.02,5.0,109.81597900390625
delta_c_mm,0.0,1.02,10.0,101.98188781738281
delta_c_mm,0.0,1.02,15.0,94.28466796875
delta_c_mm,0.0,1.02,20.0,86.73991394042969
delta_c_mm,0.0,1.02,25.0,79.36738586425781
delta_c_mm,0.0,1.02,30.0,77.16849517822266
delta_c_mm,0.0,1.02,35.0,75.1507568359375
delta_c_mm,0.0,1.02,40.0,75.97308349609375
delta_c_mm,0.0,1.02,45.0,74.62397003173828
delta_c_mm,0.0,1.02,50.0,73.92054748535156
delta_c_mm,0.0,1.02,55.0,73.80094909667969
delta_c_mm,0.0,1.02,60.0,75.45137023925781
delta_c_mm,0.0,1.02,65.0,76.51205444335938
delta_c_mm,0.0,1.02,70.0,75.3863296508789
delta_c_mm,0.0,1.02,75.0,75.3923568725586
delta_c_mm,0.0,1.02,80.0,78.60340118408203
delta_c_mm,0.0,1.02,85.0,80.173828125
delta_c_mm,0.0,1.02,90.0,81.72753143310547
delta_c_mm,0.0,1.02,95.0,83.26410675048828
delta_c_mm,0.0,1.02,100.0,84.78312683105469
delta_c_mm,0.0,1.02,105.0,83.9251937866211
delta_c_mm,0.0,1.02,110.0,85.49468994140625
delta_c_mm,0.0,1.02,115.0,83.94025421142578
delta_c_mm,0.0,1.02,120.0,83.03236389160156
delta_c_mm,0.0,1.02,125.0,85.07859802246094
delta_c_mm,0.0,1.02,130.0,87.30416870117188
delta_c_mm,0.0,1.02,135.0,91.52213287353516
delta_c_mm,0.0,1.02,140.0,95.40896606445312
delta_c_mm,0.0,1.025,0.0,104.571533203125
delta_c_mm,0.0,1.025,5.0,96.8330078125
delta_c_mm,0.0,1.025,10.0,89.24250793457031
delta_c_mm,0.0,1.025,15.0,81.81800079345703
delta_c_mm,0.0,1.025,20.0,78.09658813476562
delta_c_mm,0.0,1.025,25.0,76.01771545410156
delta_c_mm,0.0,1.025,30.0,76.14884948730469
delta_c_mm,0.0,1.025,35.0,75.04081726074219
delta_c_mm,0.0,1.025,40.0,74.7620849609375
delta_c_mm,0.0,1.025,45.0,73.54939270019531
delta_c_mm,0.0,1.025,50.0,75.19935607910156
delta_c_mm,0.0,1.025,55.0,76.44432067871094
delta_c_mm,0.0,1.025,60.0,76.52244567871094
delta_c_mm,0.0,1.025,65.0,74.48902893066406
delta_c_mm,0.0,1.025,70.0,78.11769104003906
delta_c_mm,0.0,1.025,75.0,79.87603759765625
delta_c_mm,0.0,1.025,80.0,81.42581176757812
delta_c_mm,0.0,1.025,85.0,82.95845031738281
delta_c_mm,0.0,1.025,90.0,84.47399139404297
delta_c_mm,0.0,1.025,95.0,83.46544647216797
delta_c_mm,0.0,1.025,100.0,85.04576873779297
delta_c_mm,0.0,1.025,105.0,84.99464416503906
delta_c_mm,0.0,1.025,110.0,82.60101318359375
delta_c_mm,0.0,1.025,115.0,83.82510375976562
delta_c_mm,0.0,1.025,120.0,86.83987426757812
delta_c_mm,0.0,1.025,125.0,90.24009704589844
delta_c_mm,0.0,1.025,130.0,94.13516235351562
delta_c_mm,0.0,1.025,135.0,97.32559204101562
delta_c_mm,0.0,1.025,140.0,98.66724395751953
delta_c_mm,0.0,1.03,0.0,91.74295806884766
delta_c_mm,0.0,1.03,5.0,84.26914978027344
delta_c_mm,0.0,1.03,10.0,79.0352783203125
delta_c_mm,0.0,1.03,15.0,76.89916229248047
delta_c_mm,0.0,1.03,20.0,75.92769622802734
delta_c_mm,0.0,1.03,25.0,75.47053527832031
delta_c_mm,0.0,1.03,30.0,74.34855651855469
delta_c_mm,0.0,1.03,35.0,73.3621826171875
delta_c_mm,0.0,1.03,40.0,74.94927215576172
delta_c_mm,0.0,1.03,45.0,76.39732360839844
delta_c_mm,0.0,1.03,50.0,76.8548583984375
delta_c_mm,0.0,1.03,55.0,74.78900909423828
delta_c_mm,0.0,1.03,60.0,77.03980255126953
delta_c_mm,0.0,1.03,65.0,79.58132934570312
delta_c_mm,0.0,1.03,70.0,81.1270523071289
delta_c_mm,0.0,1.03,75.0,82.65611267089844
delta_c_mm,0.0,1.03,80.0,84.1680908203125
delta_c_mm,0.0,1.03,85.0,84.02497100830078
delta_c_mm,0.0,1.03,90.0,84.42198181152344
delta_c_mm,0.0,1.03,95.0,85.67218780517578
delta_c_mm,0.0,1.03,100.0,82.59440612792969
delta_c_mm,0.0,1.03,105.0,83.38089752197266
delta_c_mm,0.0,1.03,110.0,86.42570495605469
delta_c_mm,0.0,1.03,115.0,88.6856918334961
delta_c_mm,0.0,1.03,120.0,92.86832427978516
delta_c_mm,0.0,1.03,125.0,96.71907043457031
delta_c_mm,0.0,1.03,130.0,98.33419036865234
delta_c_mm,0.0,1.03,135.0,100.30293273925781
delta_c_mm,0.0,1.03,140.0,103.3681411743164
delta_c_mm,0.0,1.035,0.0,79.98304748535156
delta_c_mm,0.0,1.035,5.0,77.79342651367188
delta_c_mm,0.0,1.035,10.0,75.77857971191406
delta_c_mm,0.0,1.035,15.0,75.91275024414062
delta_c_mm,0.0,1.035,20.0,74.63906860351562
delta_c_mm,0.0,1.035,25.0,74.20441436767578
delta_c_mm,0.0,1.035,30.0,74.70121765136719
delta_c_mm,0.0,1.035,35.0,76.30838012695312
delta_c_mm,0.0,1.035,40.0,77.11394500732422
delta_c_mm,0.0,1.035,45.0,75.39451599121094
delta_c_mm,0.0,1.035,50.0,75.9725341796875
delta_c_mm,0.0,1.035,55.0,79.28975677490234
delta_c_mm,0.0,1.035,60.0,80.83137512207031
delta_c_mm,0.0,1.035,65.0,82.35672760009766
delta_c_mm,0.0,1.035,70.0,83.864990234375
delta_c_mm,0.0,1.035,75.0,85.34905242919922
delta_c_mm,0.0,1.035,80.0,84.0263671875
delta_c_mm,0.0,1.035,85.0,86.36155700683594
delta_c_mm,0.0,1.035,90.0,84.17615509033203
delta_c_mm,0.0,1.035,95.0,82.95173645019531
delta_c_mm,0.0,1.035,100.0,85.60887145996094
delta_c_mm,0.0,1.035,105.0,88.20379638671875
delta_c_mm,0.0,1.035,110.0,91.60808563232422
delta_c_mm,0.0,1.035,115.0,95.46675872802734
delta_c_mm,0.0,1.035,120.0,98.00401306152344
delta_c_mm,0.0,1.035,125.0,99.32482147216797
delta_c_mm,0.0,1.035,130.0,102.5167236328125
delta_c_mm,0.0,1.035,135.0,104.3376693725586
delta_c_mm,0.0,1.035,140.0,105.61974334716797
delta_c_mm,0.0,1.04,0.0,76.62437438964844
delta_c_mm,0.0,1.04,5.0,76.36668395996094
delta_c_mm,0.0,1.04,10.0,75.02810668945312
delta_c_mm,0.0,1.04,15.0,75.05862426757812
delta_c_mm,0.0,1.04,20.0,74.4552001953125
delta_c_mm,0.0,1.04,25.0,76.06195068359375
delta_c_mm,0.0,1.04,30.0,77.02500915527344
delta_c_mm,0.0,1.04,35.0,76.489990234375
delta_c_mm,0.0,1.04,40.0,74.91636657714844
delta_c_mm,0.0,1.04,45.0,78.68252563476562
delta_c_mm,0.0,1.04,50.0,80.53910064697266
delta_c_mm,0.0,1.04,55.0,82.06056213378906
delta_c_mm,0.0,1.04,60.0,83.56526184082031
delta_c_mm,0.0,1.04,65.0,85.05316162109375
delta_c_mm,0.0,1.04,70.0,83.56391906738281
delta_c_mm,0.0,1.04,75.0,85.84835052490234
delta_c_mm,0.0,1.04,80.0,85.75666809082031
delta_c_mm,0.0,1.04,85.0,82.5380859375
delta_c_mm,0.0,1.04,90.0,84.0408935546875
delta_c_mm,0.0,1.04,95.0,87.74823760986328
delta_c_mm,0.0,1.04,100.0,90.35482788085938
delta_c_mm,0.0,1.04,105.0,94.2212905883789
delta_c_mm,0.0,1.04,110.0,97.67678833007812
delta_c_mm,0.0,1.04,115.0,98.99555969238281
delta_c_mm,0.0,1.04,120.0,101.2429428100586
delta_c_mm,0.0,1.04,125.0,104.00956726074219
delta_c_mm,0.0,1.04,130.0,105.28990173339844
delta_c_mm,0.0,1.04,135.0,106.55436706542969
delta_c_mm,0.0,1.04,140.0,109.46766662597656
delta_c_mm,0.0,1.045,0.0,75.43067169189453
delta_c_mm,0.0,1.045,5.0,74.61691284179688
delta_c_mm,0.0,1.045,10.0,74.21084594726562
delta_c_mm,0.0,1.045,15.0,75.81719970703125
delta_c_mm,0.0,1.045,20.0,76.95616149902344
delta_c_mm,0.0,1.045,25.0,76.81600952148438
delta_c_mm,0.0,1.045,30.0,75.34077453613281
delta_c_mm,0.0,1.045,35.0,77.61957550048828
delta_c_mm,0.0,1.045,40.0,80.24945068359375
delta_c_mm,0.0,1.045,45.0,81.76716613769531
delta_c_mm,0.0,1.045,50.0,83.26829528808594
delta_c_mm,0.0,1.045,55.0,84.75283813476562
delta_c_mm,0.0,1.045,60.0,83.7557373046875
delta_c_mm,0.0,1.045,65.0,85.2273178100586
delta_c_mm,0.0,1.045,70.0,86.5254898071289
delta_c_mm,0.0,1.045,75.0,82.81565856933594
delta_c_mm,0.0,1.045,80.0,83.32984924316406
delta_c_mm,0.0,1.045,85.0,87.2928466796875
delta_c_mm,0.0,1.045,90.0,89.1632080078125
delta_c_mm,0.0,1.045,95.0,92.98223876953125
delta_c_mm,0.0,1.045,100.0,96.8040542602539
delta_c_mm,0.0,1.045,105.0,98.66915893554688
delta_c_mm,0.0,1.045,110.0,99.9697265625
delta_c_mm,0.0,1.045,115.0,103.36158752441406
delta_c_mm,0.0,1.045,120.0,104.962646484375
delta_c_mm,0.0,1.045,125.0,106.22525787353516
delta_c_mm,0.0,1.045,130.0,108.30961608886719
delta_c_mm,0.0,1.045,135.0,111.6234130859375
delta_c_mm,0.0,1.045,140.0,112.77876281738281
delta_c_mm,0.0,1.05,0.0,74.44344329833984
delta_c_mm,0.0,1.05,5.0,75.5745620727539
delta_c_mm,0.0,1.05,10.0,76.90714263916016
delta_c_mm,0.0,1.05,15.0,77.14120483398438
delta_c_mm,0.0,1.05,20.0,76.12515258789062
delta_c_mm,0.0,1.05,25.0,76.56721496582031
delta_c_mm,0.0,1.05,30.0,79.96304321289062
delta_c_mm,0.0,1.05,35.0,81.47685241699219
delta_c_mm,0.0,1.05,40.0,82.97445678710938
delta_c_mm,0.0,1.05,45.0,84.45556640625
delta_c_mm,0.0,1.05,50.0,85.30076599121094
delta_c_mm,0.0,1.05,55.0,84.2349624633789
delta_c_mm,0.0,1.05,60.0,87.20235443115234
delta_c_mm,0.0,1.05,65.0,84.37680053710938
delta_c_mm,0.0,1.05,70.0,82.91731262207031
delta_c_mm,0.0,1.05,75.0,86.11552429199219
delta_c_mm,0.0,1.05,80.0,88.63752746582031
delta_c_mm,0.0,1.05,85.0,91.74993896484375
delta_c_mm,0.0,1.05,90.0,95.57936096191406
delta_c_mm,0.0,1.05,95.0,98.34556579589844
delta_c_mm,0.0,1.05,100.0,99.64419555664062
delta_c_mm,0.0,1.05,105.0,102.10682678222656
delta_c_mm,0.0,1.05,110.0,104.63838195800781
delta_c_mm,0.0,1.05,115.0,105.89920043945312
delta_c_mm,0.0,1.05,120.0,107.15943908691406
delta_c_mm,0.0,1.05,125.0,110.59954833984375
delta_c_mm,0.0,1.05,130.0,112.46017456054688
delta_c_mm,0.0,1.05,135.0,113.60145568847656
delta_c_mm,0.0,1.05,140.0,114.73124694824219
delta_c_mm,0.0,1.055,0.0,76.87763214111328
delta_c_mm,0.0,1.055,5.0,77.46600341796875
delta_c_mm,0.0,1.055,10.0,76.61319732666016
delta_c_mm,0.0,1.055,15.0,75.52543640136719
delta_c_mm,0.0,1.055,20.0,79.26129150390625
delta_c_mm,0.0,1.055,25.0,81.18962097167969
delta_c_mm,0.0,1.055,30.0,82.68347930908203
delta_c_mm,0.0,1.055,35.0,84.16121673583984
delta_c_mm,0.0,1.055,40.0,85.58521270751953
delta_c_mm,0.0,1.055,45.0,83.68882751464844
delta_c_mm,0.0,1.055,50.0,86.65869903564453
delta_c_mm,0.0,1.055,55.0,85.93653106689453
delta_c_mm,0.0,1.055,60.0,82.5197982788086
delta_c_mm,0.0,1.055,65.0,84.58158874511719
delta_c_mm,0.0,1.055,70.0,88.16561889648438
delta_c_mm,0.0,1.055,75.0,90.52442932128906
delta_c_mm,0.0,1.055,80.0,94.36099243164062
delta_c_mm,0.0,1.055,85.0,98.02474975585938
delta_c_mm,0.0,1.055,90.0,99.32136535644531
delta_c_mm,0.0,1.055,95.0,100.85834503173828
delta_c_mm,0.0,1.055,100.0,104.21525573730469
delta_c_mm,0.0,1.055,105.0,105.57588195800781
delta_c_mm,0.0,1.055,110.0,106.81944274902344
delta_c_mm,0.0,1.055,115.0,109.45185089111328
delta_c_mm,0.0,1.055,120.0,112.14463806152344
delta_c_mm,0.0,1.055,125.0,113.28372955322266
delta_c_mm,0.0,1.055,130.0,114.4112548828125
delta_c_mm,0.0,1.055,135.0,115.52842712402344
delta_c_mm,0.0,1.055,140.0,116.63639068603516
delta_c_mm,0.0,1.06,0.0,76.7701416015625
delta_c_mm,0.0,1.06,5.0,76.04116821289062
delta_c_mm,0.0,1.06,10.0,78.21307373046875
delta_c_mm,0.0,1.06,15.0,80.90509033203125
delta_c_mm,0.0,1.06,20.0,82.39541625976562
delta_c_mm,0.0,1.06,25.0,83.86965942382812
delta_c_mm,0.0,1.06,30.0,85.32759094238281
delta_c_mm,0.0,1.06,35.0,83.43833923339844
delta_c_mm,0.0,1.06,40.0,86.04066467285156
delta_c_mm,0.0,1.06,45.0,87.35305786132812
delta_c_mm,0.0,1.06,50.0,83.00263977050781
delta_c_mm,0.0,1.06,55.0,83.5748062133789
delta_c_mm,0.0,1.06,60.0,87.74629974365234
delta_c_mm,0.0,1.06,65.0,89.54240417480469
delta_c_mm,0.0,1.06,70.0,93.14921569824219
delta_c_mm,0.0,1.06,75.0,96.94126892089844
delta_c_mm,0.0,1.06,80.0,99.00141143798828
delta_c_mm,0.0,1.06,85.0,100.28035736083984
delta_c_mm,0.0,1.06,90.0,102.97895812988281
delta_c_mm,0.0,1.06,95.0,105.25534057617188
delta_c_mm,0.0,1.06,100.0,106.49701690673828
delta_c_mm,0.0,1.06,105.0,108.31126403808594
delta_c_mm,0.0,1.06,110.0,111.72476196289062
delta_c_mm,0.0,1.06,115.0,112.96878051757812
delta_c_mm,0.0,1.06,120.0,114.09428405761719
delta_c_mm,0.0,1.06,125.0,115.20912170410156
delta_c_mm,0.0,1.06,130.0,116.31407928466797
delta_c_mm,0.0,1.06,135.0,118.1835708618164
delta_c_mm,0.0,1.06,140.0,121.81658172607422
delta_c_mm,0.0,1.065,0.0,77.17508697509766
delta_c_mm,0.0,1.065,5.0,80.6239013671875
delta_c_mm,0.0,1.065,10.0,82.11054992675781
delta_c_mm,0.0,1.065,15.0,83.58128356933594
delta_c_mm,0.0,1.065,20.0,85.03573608398438
delta_c_mm,0.0,1.065,25.0,84.94203186035156
delta_c_mm,0.0,1.065,30.0,85.30758666992188
delta_c_mm,0.0,1.065,35.0,88.01753234863281
delta_c_mm,0.0,1.065,40.0,84.54328918457031
delta_c_mm,0.0,1.065,45.0,83.2130126953125
delta_c_mm,0.0,1.065,50.0,86.67404174804688
delta_c_mm,0.0,1.065,55.0,89.05343627929688
delta_c_mm,0.0,1.065,60.0,91.94393920898438
delta_c_mm,0.0,1.065,65.0,95.7430191040039
delta_c_mm,0.0,1.065,70.0,98.68414306640625
delta_c_mm,0.0,1.065,75.0,99.96116638183594
delta_c_mm,0.0,1.065,80.0,101.74913024902344
delta_c_mm,0.0,1.065,85.0,104.93766784667969
delta_c_mm,0.0,1.065,90.0,106.17755126953125
delta_c_mm,0.0,1.065,95.0,107.40249633789062
delta_c_mm,0.0,1.065,100.0,110.58721923828125
delta_c_mm,0.0,1.065,105.0,112.65684509277344
delta_c_mm,0.0,1.065,110.0,113.78016662597656
delta_c_mm,0.0,1.065,115.0,114.892578125
delta_c_mm,0.0,1.065,120.0,115.9952163696289
delta_c_mm,0.0,1.065,125.0,117.0888671875
delta_c_mm,0.0,1.065,130.0,120.0875015258789
delta_c_mm,0.0,1.065,135.0,124.52056884765625
delta_c_mm,0.0,1.065,140.0,129.03013610839844
delta_c_mm,0.0,1.07,0.0,81.828369140625
delta_c_mm,0.0,1.07,5.0,83.29563903808594
delta_c_mm,0.0,1.07,10.0,84.74674224853516
delta_c_mm,0.0,1.07,15.0,85.46415710449219
delta_c_mm,0.0,1.07,20.0,84.01736450195312
delta_c_mm,0.0,1.07,25.0,87.47613525390625
delta_c_mm,0.0,1.07,30.0,86.08236694335938
delta_c_mm,0.0,1.07,35.0,82.85627746582031
delta_c_mm,0.0,1.07,40.0,85.1724853515625
delta_c_mm,0.0,1.07,45.0,88.6160888671875
delta_c_mm,0.0,1.07,50.0,90.6006851196289
delta_c_mm,0.0,1.07,55.0,94.55110168457031
delta_c_mm,0.0,1.07,60.0,98.30602264404297
delta_c_mm,0.0,1.07,65.0,99.64488220214844
delta_c_mm,0.0,1.07,70.0,100.88983917236328
delta_c_mm,0.0,1.07,75.0,103.85833740234375
delta_c_mm,0.0,1.07,80.0,105.86061096191406
delta_c_mm,0.0,1.07,85.0,107.08384704589844
delta_c_mm,0.0,1.07,90.0,109.45649719238281
delta_c_mm,0.0,1.07,95.0,112.34768676757812
delta_c_mm,0.0,1.07,100.0,113.46897888183594
delta_c_mm,0.0,1.07,105.0,114.57911682128906
delta_c_mm,0.0,1.07,110.0,115.67927551269531
delta_c_mm,0.0,1.07,115.0,116.77017974853516
delta_c_mm,0.0,1.07,120.0,118.87763977050781
delta_c_mm,0.0,1.07,125.0,122.86196899414062
delta_c_mm,0.0,1.07,130.0,127.342041015625
delta_c_mm,0.0,1.07,135.0,131.8228759765625
delta_c_mm,0.0,1.07,140.0,136.29766845703125
s,1.0,-60.0,0.0,271.639404296875
s,1.0,-60.0,5.0,262.765380859375
s,1.0,-60.0,10.0,253.92291259765625
s,1.0,-60.0,15.0,245.7403564453125
s,1.0,-60.0,20.0,238.29783630371094
s,1.0,-60.0,25.0,230.63568115234375
s,1.0,-60.0,30.0,221.78762817382812
s,1.0,-60.0,35.0,212.9810791015625
s,1.0,-60.0,40.0,204.21926879882812
s,1.0,-60.0,45.0,195.5052490234375
s,1.0,-60.0,50.0,186.84249877929688
s,1.0,-60.0,55.0,178.60592651367188
s,1.0,-60.0,60.0,171.42111206054688
s,1.0,-60.0,65.0,164.32920837402344
s,1.0,-60.0,70.0,157.33139038085938
s,1.0,-60.0,75.0,148.7361602783203
s,1.0,-60.0,80.0,140.14892578125
s,1.0,-60.0,85.0,131.63291931152344
s,1.0,-60.0,90.0,123.19387817382812
s,1.0,-60.0,95.0,114.98360443115234
s,1.0,-60.0,100.0,107.05375671386719
s,1.0,-60.0,105.0,99.24812316894531
s,1.0,-60.0,110.0,91.58058166503906
s,1.0,-60.0,115.0,84.06842041015625
s,1.0,-60.0,120.0,77.67156219482422
s,1.0,-60.0,125.0,75.54067993164062
s,1.0,-60.0,130.0,73.83907318115234
s,1.0,-60.0,135.0,75.52597045898438
s,1.0,-60.0,140.0,74.67471313476562
s,1.0,-50.0,0.0,253.92291259765625
s,1.0,-50.0,5.0,245.7403564453125
s,1.0,-50.0,10.0,238.29783630371094
s,1.0,-50.0,15.0,230.63568115234375
s,1.0,-50.0,20.0,221.78762817382812
s,1.0,-50.0,25.0,212.9810791015625
s,1.0,-50.0,30.0,204.21926879882812
s,1.0,-50.0,35.0,195.5052490234375
s,1.0,-50.0,40.0,186.84249877929688
s,1.0,-50.0,45.0,178.60592651367188
s,1.0,-50.0,50.0,171.42111206054688
s,1.0,-50.0,55.0,164.32920837402344
s,1.0,-50.0,60.0,157.33139038085938
s,1.0,-50.0,65.0,148.7361602783203
s,1.0,-50.0,70.0,140.14892578125
s,1.0,-50.0,75.0,131.63291931152344
s,1.0,-50.0,80.0,123.19387817382812
s,1.0,-50.0,85.0,114.98360443115234
s,1.0,-50.0,90.0,107.05375671386719
s,1.0,-50.0,95.0,99.24812316894531
s,1.0,-50.0,100.0,91.58058166503906
s,1.0,-50.0,105.0,84.06842041015625
s,1.0,-50.0,110.0,77.67156219482422
s,1.0,-50.0,115.0,75.54067993164062
s,1.0,-50.0,120.0,73.83907318115234
s,1.0,-50.0,125.0,75.52597045898438
s,1.0,-50.0,130.0,74.67471313476562
s,1.0,-50.0,135.0,73.10502624511719
s,1.0,-50.0,140.0,73.13155364990234
s,1.0,-40.0,0.0,238.29783630371094
s,1.0,-40.0,5.0,230.63568115234375
s,1.0,-40.0,10.0,221.78762817382812
s,1.0,-40.0,15.0,212.9810791015625
s,1.0,-40.0,20.0,204.21926879882812
s,1.0,-40.0,25.0,195.5052490234375
s,1.0,-40.0,30.0,186.84249877929688
s,1.0,-40.0,35.0,178.60592651367188
s,1.0,-40.0,40.0,171.42111206054688
s,1.0,-40.0,45.0,164.32920837402344
s,1.0,-40.0,50.0,157.33139038085938
s,1.0,-40.0,55.0,148.7361602783203
s,1.0,-40.0,60.0,140.14886474609375
s,1.0,-40.0,65.0,131.63291931152344
s,1.0,-40.0,70.0,123.19387817382812
s,1.0,-40.0,75.0,114.98360443115234
s,1.0,-40.0,80.0,107.05375671386719
s,1.0,-40.0,85.0,99.24812316894531
s,1.0,-40.0,90.0,91.58058166503906
s,1.0,-40.0,95.0,84.06842041015625
s,1.0,-40.0,100.0,77.67156219482422
s,1.0,-40.0,105.0,75.54067993164062
s,1.0,-40.0,110.0,73.83907318115234
s,1.0,-40.0,115.0,75.52597045898438
s,1.0,-40.0,120.0,74.67471313476562
s,1.0,-40.0,125.0,73.10502624511719
s,1.0,-40.0,130.0,73.13155364990234
s,1.0,-40.0,135.0,74.8277587890625
s,1.0,-40.0,140.0,75.72874450683594
s,1.0,-30.0,0.0,221.78762817382812
s,1.0,-30.0,5.0,212.9810791015625
s,1.0,-30.0,10.0,204.21926879882812
s,1.0,-30.0,15.0,195.5052490234375
s,1.0,-30.0,20.0,186.84249877929688
s,1.0,-30.0,25.0,178.60592651367188
s,1.0,-30.0,30.0,171.42111206054688
s,1.0,-30.0,35.0,164.32920837402344
s,1.0,-30.0,40.0,157.33139038085938
s,1.0,-30.0,45.0,148.7361602783203
s,1.0,-30.0,50.0,140.14886474609375
s,1.0,-30.0,55.0,131.63291931152344
s,1.0,-30.0,60.0,123.19387817382812
s,1.0,-30.0,65.0,114.98360443115234
s,1.0,-30.0,70.0,107.05375671386719
s,1.0,-30.0,75.0,99.24812316894531
s,1.0,-30.0,80.0,91.58058166503906
s,1.0,-30.0,85.0,84.06842041015625
s,1.0,-30.0,90.0,77.67156219482422
s,1.0,-30.0,95.0,75.54067993164062
s,1.0,-30.0,100.0,73.83907318115234
s,1.0,-30.0,105.0,75.52597045898438
s,1.0,-30.0,110.0,74.67471313476562
s,1.0,-30.0,115.0,73.10502624511719
s,1.0,-30.0,120.0,73.13155364990234
s,1.0,-30.0,125.0,74.8277587890625
s,1.0,-30.0,130.0,75.72874450683594
s,1.0,-30.0,135.0,74.80061340332031
s,1.0,-30.0,140.0,75.92637634277344
s,1.0,-20.0,0.0,204.21926879882812
s,1.0,-20.0,5.0,195.5052490234375
s,1.0,-20.0,10.0,186.84249877929688
s,1.0,-20.0,15.0,178.60592651367188
s,1.0,-20.0,20.0,171.42111206054688
s,1.0,-20.0,25.0,164.32920837402344
s,1.0,-20.0,30.0,157.33139038085938
s,1.0,-20.0,35.0,148.7361602783203
s,1.0,-20.0,40.0,140.14886474609375
s,1.0,-20.0,45.0,131.63291931152344
s,1.0,-20.0,50.0,123.19387817382812
s,1.0,-20.0,55.0,114.98353576660156
s,1.0,-20.0,60.0,107.05375671386719
s,1.0,-20.0,65.0,99.24812316894531
s,1.0,-20.0,70.0,91.58058166503906
s,1.0,-20.0,75.0,84.06842041015625
s,1.0,-20.0,80.0,77.67156219482422
s,1.0,-20.0,85.0,75.54067993164062
s,1.0,-20.0,90.0,73.83907318115234
s,1.0,-20.0,95.0,75.52597045898438
s,1.0,-20.0,100.0,74.67471313476562
s,1.0,-20.0,105.0,73.10502624511719
s,1.0,-20.0,110.0,73.13155364990234
s,1.0,-20.0,115.0,74.8277587890625
s,1.0,-20.0,120.0,75.72874450683594
s,1.0,-20.0,125.0,74.80061340332031
s,1.0,-20.0,130.0,75.92637634277344
s,1.0,-20.0,135.0,78.20598602294922
s,1.0,-20.0,140.0,79.81037139892578
s,1.0,-10.0,0.0,186.84249877929688
s,1.0,-10.0,5.0,178.60592651367188
s,1.0,-10.0,10.0,171.42111206054688
s,1.0,-10.0,15.0,164.32920837402344
s,1.0,-10.0,20.0,157.33139038085938
s,1.0,-10.0,25.0,148.7361602783203
s,1.0,-10.0,30.0,140.14886474609375
s,1.0,-10.0,35.0,131.63291931152344
s,1.0,-10.0,40.0,123.19387817382812
s,1.0,-10.0,45.0,114.98353576660156
s,1.0,-10.0,50.0,107.05375671386719
s,1.0,-10.0,55.0,99.24803161621094
s,1.0,-10.0,60.0,91.58064270019531
s,1.0,-10.0,65.0,84.06842041015625
s,1.0,-10.0,70.0,77.67156219482422
s,1.0,-10.0,75.0,75.54072570800781
s,1.0,-10.0,80.0,73.83907318115234
s,1.0,-10.0,85.0,75.52597045898438
s,1.0,-10.0,90.0,74.67471313476562
s,1.0,-10.0,95.0,73.10502624511719
s,1.0,-10.0,100.0,73.13155364990234
s,1.0,-10.0,105.0,74.8277587890625
s,1.0,-10.0,110.0,75.72874450683594
s,1.0,-10.0,115.0,74.80061340332031
s,1.0,-10.0,120.0,75.92637634277344
s,1.0,-10.0,125.0,78.20598602294922
s,1.0,-10.0,130.0,79.81037139892578
s,1.0,-10.0,135.0,81.39749908447266
s,1.0,-10.0,140.0,82.96684265136719
s,1.0,0.0,0.0,171.42111206054688
s,1.0,0.0,5.0,164.32920837402344
s,1.0,0.0,10.0,157.33139038085938
s,1.0,0.0,15.0,148.7361602783203
s,1.0,0.0,20.0,140.14886474609375
s,1.0,0.0,25.0,131.63291931152344
s,1.0,0.0,30.0,123.19387817382812
s,1.0,0.0,35.0,114.98348999023438
s,1.0,0.0,40.0,107.05375671386719
s,1.0,0.0,45.0,99.24803161621094
s,1.0,0.0,50.0,91.58064270019531
s,1.0,0.0,55.0,84.06837463378906
s,1.0,0.0,60.0,77.6715087890625
s,1.0,0.0,65.0,75.54072570800781
s,1.0,0.0,70.0,73.839111328125
s,1.0,0.0,75.0,75.52605438232422
s,1.0,0.0,80.0,74.67471313476562
s,1.0,0.0,85.0,73.10502624511719
s,1.0,0.0,90.0,73.13154602050781
