layout,x,y,z,gdop,vdop,condition
V4_CV4,-1175.5006103515625,332.1637878417969,-1537.3880615234375,1.1855728419074638,0.7870841954358615,3.1278145334021143
V4_CV4,-1175.5006103515625,332.1637878417969,-1276.3507080078125,1.1748124338777206,0.8071536666601246,3.0630386114147816
V4_CV4,-1175.5006103515625,332.1637878417969,-1015.3132934570312,1.174709915785906,0.8229433362752359,3.0583786407079128
V4_CV4,-1175.5006103515625,332.1637878417969,-754.2759399414062,1.182915144530328,0.8431223721686978,3.1383806577983875
V4_CV4,-1175.5006103515625,332.1637878417969,-493.2385559082031,1.1913986851605722,0.8593092528892208,3.2281411978051726
V4_CV4,-1175.5006103515625,332.1637878417969,-232.201171875,1.194508349670419,0.8652093330025721,3.261928343197155
V4_CV4,-1175.5006103515625,332.1637878417969,28.836206436157227,1.1905368328887642,0.8589323533323718,3.218236608507965
V4_CV4,-1175.5006103515625,332.1637878417969,289.87359619140625,1.1822155861140242,0.8431634127477802,3.1351323330894085
V4_CV4,-1175.5006103515625,332.1637878417969,550.9109497070312,1.1767224944709274,0.8243358066801205,3.0950530766711553
V4_CV4,-1175.5006103515625,332.1637878417969,811.9483642578125,1.184590448461386,0.8079079206687226,3.1799102686503957
V4_CV4,-1175.5006103515625,332.1637878417969,1072.9857177734375,1.1739962417416547,0.7775685732060666,3.038269662494504
V4_CV4,-1175.5006103515625,632.8609619140625,-1537.3880615234375,1.124028075294004,0.6828597204262273,2.1996209602662313
V4_CV4,-1175.5006103515625,632.8609619140625,-1276.3507080078125,1.1259061691412589,0.7406443674660284,2.2870618296759373
V4_CV4,-1175.5006103515625,632.8609619140625,-1015.3132934570312,1.1448823860868602,0.7986407097783226,2.6290690210535246
V4_CV4,-1175.5006103515625,632.8609619140625,-754.2759399414062,1.171841895395004,0.8508133779279098,3.0076708048116307
V4_CV4,-1175.5006103515625,632.8609619140625,-493.2385559082031,1.1930105664744515,0.8859002047968679,3.290200941428664
V4_CV4,-1175.5006103515625,632.8609619140625,-232.201171875,1.1992324341368596,0.8958009065923596,3.3710413715457332
V4_CV4,-1175.5006103515625,632.8609619140625,28.836206436157227,1.1880059144236466,0.878204552639983,3.2189218073470207
V4_CV4,-1175.5006103515625,632.8609619140625,289.87359619140625,1.1634877469012888,0.8362444660160477,2.888371219707456
V4_CV4,-1175.5006103515625,632.8609619140625,550.9109497070312,1.1355934420541216,0.7768622969844401,2.4893660053455875
V4_CV4,-1175.5006103515625,632.8609619140625,811.9483642578125,1.1160433806254515,0.7091593387626635,2.1150632484836422
V4_CV4,-1175.5006103515625,632.8609619140625,1072.9857177734375,1.1077319032869342,0.6660483550206758,2.0178341739865813
V4_CV4,-1175.5006103515625,933.5581665039062,-1537.3880615234375,1.1051727750285703,0.65524310000653,2.0027205127774375
V4_CV4,-1175.5006103515625,933.5581665039062,-1276.3507080078125,1.1022818148393185,0.7038848180379111,1.890465491637602
V4_CV4,-1175.5006103515625,933.5581665039062,-1015.3132934570312,1.1288152311788755,0.7796076015868908,2.3860970604492273
V4_CV4,-1175.5006103515625,933.5581665039062,-754.2759399414062,1.16673994570819,0.8508992902556174,2.9405206774576302
V4_CV4,-1175.5006103515625,933.5581665039062,-493.2385559082031,1.194538055681442,0.8961154894056321,3.3230660375489594
V4_CV4,-1175.5006103515625,933.5581665039062,-232.201171875,1.2001440091593132,0.9052009071648469,3.397013767233769
V4_CV4,-1175.5006103515625,933.5581665039062,28.836206436157227,1.1815471361477512,0.87697657735494,3.1387231148382946
V4_CV4,-1175.5006103515625,933.5581665039062,289.87359619140625,1.145986573274314,0.8179171884544273,2.6405652578859122
V4_CV4,-1175.5006103515625,933.5581665039062,550.9109497070312,1.1093061367225996,0.7428176234221266,2.0802080905205558
V4_CV4,-1175.5006103515625,933.5581665039062,811.9483642578125,1.0905888946331297,0.6759382731578819,1.6770251296531757
V4_CV4,-1175.5006103515625,933.5581665039062,1072.9857177734375,1.0933371332284945,0.6469974197890592,1.807410255572703
V4_CV4,-1175.5006103515625,1234.25537109375,-1537.3880615234375,1.1089929675937018,0.6514186915347747,2.059758089726042
V4_CV4,-1175.5006103515625,1234.25537109375,-1276.3507080078125,1.1176726503472223,0.7214870939841062,2.1474877603326408
V4_CV4,-1175.5006103515625,1234.25537109375,-1015.3132934570312,1.149944066486655,0.8050937263937868,2.7040258098810623
V4_CV4,-1175.5006103515625,1234.25537109375,-754.2759399414062,1.183284924410933,0.8674421469712039,3.1716915060879183
V4_CV4,-1175.5006103515625,1234.25537109375,-493.2385559082031,1.203787058430861,0.9014235972190818,3.4442059966335377
V4_CV4,-1175.5006103515625,1234.25537109375,-232.201171875,1.2050230770308359,0.9043369590350432,3.455590132959622
V4_CV4,-1175.5006103515625,1234.25537109375,28.836206436157227,1.1869493185486901,0.8772862786401,3.2072844567662186
V4_CV4,-1175.5006103515625,1234.25537109375,289.87359619140625,1.1557603769482743,0.8258083051445256,2.779099152716929
V4_CV4,-1175.5006103515625,1234.25537109375,550.9109497070312,1.1234831807711285,0.7596233549269773,2.3044689484045873
V4_CV4,-1175.5006103515625,1234.25537109375,811.9483642578125,1.1042992479022338,0.6914374976380128,1.9044563323374082
V4_CV4,-1175.5006103515625,1234.25537109375,1072.9857177734375,1.101524384915223,0.6475600924916912,1.9139160581463208
V4_CV4,-1175.5006103515625,1534.9525146484375,-1537.3880615234375,1.1551908670271973,0.6978354682909441,2.6103578606933673
V4_CV4,-1175.5006103515625,1534.9525146484375,-1276.3507080078125,1.1848780330233908,0.8172673885490914,3.2069129088715806
V4_CV4,-1175.5006103515625,1534.9525146484375,-1015.3132934570312,1.1920760398609216,0.849400655985996,3.310402909262468
V4_CV4,-1175.5006103515625,1534.9525146484375,-754.2759399414062,1.2014905822668853,0.8713541327456077,3.403966075017339
V4_CV4,-1175.5006103515625,1534.9525146484375,-493.2385559082031,1.2071900101110218,0.8828400148475155,3.4550333891586127
V4_CV4,-1175.5006103515625,1534.9525146484375,-232.201171875,1.2049363253954881,0.8805341262573372,3.4147718961968665
