position_id,eigenvalue_1,eigenvalue_2,eigenvalue_3,eigenvalue_4,eigenvalue_5,eigenvalue_6,eigenvalue_7,eigenvalue_8,eigenvalue_9,eigenvalue_10,eigenvalue_11,eigenvalue_12,projection_on_Dtag,projection_on_common_mode,projection_on_z,projection_on_xy
ID01,-3.646373149983611e-18,-1.4328139368087152e-18,-1.8259259465610365e-20,6.50523371578493e-19,0.0011111111111111102,0.0011111111111111107,0.0011111111111111111,0.0011111111111111113,0.0018142298965932078,0.003585698678918635,0.00540399014936965,0.011418303482597009,0.03017449618160012,0.0241005488796774,0.08881723303213981,0.5591577031315971
ID02,-3.5484766137520794e-19,8.102212293834593e-20,2.212945305203977e-19,2.231946781081267e-18,0.0011111111111111092,0.0011111111111111102,0.0011111111111111111,0.0011111111111111111,0.0023111335733216666,0.003716155708198066,0.005839191461035086,0.010355741260782913,0.16485142304454203,0.13874501781038762,0.377257287482642,0.18327636367851385
ID03,-7.592251725473579e-19,-4.397161792292339e-19,5.576903228361205e-21,1.7692491139543772e-19,0.00111111111111111,0.001111111111111111,0.0011111111111111111,0.0011111111111111115,0.0018730349687023512,0.0035837564721773085,0.005571873799372293,0.011193556808114614,0.0014319759380044816,0.025807830695912956,0.2212998206354244,0.5055525215672606
ID04,-6.961994894471104e-19,-4.546937670693176e-20,1.3565073707383223e-20,1.5378672823686319e-18,0.00111111111111111,0.0011111111111111111,0.0011111111111111113,0.0011111111111111118,0.00182573068913255,0.0042584375421890475,0.004482998928493803,0.011655055045984155,0.3730373576752247,0.1923204144802072,0.04194075553974206,0.5526828721536622
ID05,-9.39153345392955e-19,-4.039094159576292e-19,1.151003076554783e-20,1.3180002034268117e-18,0.0011111111111111105,0.001111111111111111,0.0011111111111111113,0.0011111111111111115,0.002458980929736308,0.004498182311107108,0.004646892326920936,0.010618166642518113,0.1421228541846505,0.04410817073828889,0.46384682296481095,0.10742825278890089
ID06,-2.387886312882758e-18,-3.828764530951405e-19,2.1685921319771914e-19,5.4812838714104235e-19,0.0011111111111111105,0.001111111111111111,0.0011111111111111111,0.0011111111111111113,0.0018539654107571331,0.004269254215318256,0.004544268376957235,0.011554734151796475,0.011514093174642324,0.003658410731662995,0.008432001341877632,0.5096641358818148
ID07,-1.26562137581271e-19,6.363431930363118e-19,1.6225338312963117e-18,4.012379748995542e-18,0.001111111111111111,0.0011111111111111111,0.0011111111111111113,0.0011111111111111113,0.001841236242563191,0.0035346634665612414,0.005430579252681432,0.011415743459100392,0.034568480217429094,0.06082301944390346,0.37282263117635506,0.34105336483524107
ID08,-4.446260853141261e-19,1.2055574219314487e-20,1.1719936711636587e-18,2.2311213859471882e-18,0.0011111111111111105,0.001111111111111111,0.0011111111111111115,0.0011111111111111122,0.002316607681812955,0.0035839823484095164,0.005794866178421989,0.010526765799381428,0.24807881608385368,0.28417969825301437,0.07764373577428875,0.35320666456901384
ID09,-4.8029796083164875e-19,-2.350443833245408e-19,7.951040008931663e-21,2.2964251131946995e-18,0.0011111111111111107,0.0011111111111111115,0.0011111111111111115,0.0011111111111111124,0.0019437427481635414,0.0034961058454693996,0.005572983296782827,0.01120938983348979,0.12152632570644202,0.06417378022795898,0.4301133526116774,0.1226617593692194
ID10,-2.0634025642746467e-18,-6.544542615169399e-19,-2.0310456554529592e-19,5.590100178860348e-19,0.001111111111111111,0.0011111111111111111,0.0011111111111111111,0.0011111111111111111,0.0018990227695610661,0.0043469507360479435,0.004412535530609884,0.01156371300008692,0.1050847740391434,0.015361702105084404,0.022451506750158154,0.5968665612458698
ID11,-9.098753046828837e-20,1.9956373741556062e-19,4.673787997134501e-19,1.040183851597545e-18,0.0011111111111111105,0.001111111111111111,0.0011111111111111113,0.0011111111111111118,0.0024532805768078406,0.004452071929401249,0.004583902420715487,0.01073296740680294,0.15616522386217319,0.1526404101155113,0.21947907351557508,0.5046849529245309
ID12,-1.5763209242133126e-18,-9.04817732632079e-19,-7.202657726947538e-19,4.705373368137157e-20,0.0011111111111111092,0.0011111111111111107,0.0011111111111111107,0.001111111111111111,0.001957276487960058,0.004413640508767984,0.004437624684449851,0.01141368049149887,0.005850985353420601,0.05913753475179761,0.11665466454311557,0.5351555805579296
ID13,-4.722248820849869e-19,-4.3211554932553746e-19,-2.1258320782383166e-19,4.799548605044174e-19,0.0011111111111111102,0.001111111111111111,0.0011111111111111111,0.0011111111111111115,0.0022864178855722473,0.0040939522515418755,0.005750614787885838,0.010091237467555777,0.2991523555486478,0.2858808952248291,0.1998910807634712,0.15404143089438804
ID14,-2.6644777676396906e-18,-3.406206698940194e-19,1.6333088002741142e-19,4.1078296888406465e-19,0.0011111111111111102,0.0011111111111111107,0.001111111111111111,0.0011111111111111115,0.00228954929133175,0.0040918957384094715,0.005752585239019488,0.010088192034221663,0.020618963980887167,0.015681223354338192,0.00087456062312051,0.5251669957541076
ID15,-1.755975277011622e-18,-4.599110953720264e-19,6.10560414658712e-21,2.782389010504615e-20,0.0011111111111111102,0.0011111111111111105,0.0011111111111111111,0.001111111111111112,0.0022900662988854605,0.004091999573849844,0.0057513284275669645,0.010088828034758702,0.012431774973073711,0.008474990238951638,0.00757171282792676,0.5223037169669679
ID16,-7.036675773767541e-19,1.303183938235141e-20,4.747619669360353e-19,8.380194465737212e-19,0.0011111111111111105,0.0011111111111111107,0.001111111111111111,0.001111111111111112,0.0022943665036125023,0.004098913048392837,0.0057520148713073715,0.010076928024601169,0.06053750413333529,0.03944440868696765,0.0037426144212502344,0.5742972517796564
ID17,-7.424058091897409e-19,3.1785931530689574e-19,1.2343242484239339e-18,1.7762138325386256e-18,0.0011111111111111102,0.0011111111111111105,0.0011111111111111107,0.0011111111111111111,0.001850608178629841,0.003901996592276341,0.005370910857410142,0.011098706674776856,0.39396416824138214,0.2527068333333244,0.03409008947905868,0.42880485906790355
ID18,-5.622445398724245e-19,3.0614988470787796e-20,6.8234227079010695e-19,9.978639558204108e-19,0.001111111111111111,0.0011111111111111111,0.0011111111111111113,0.0011111111111111118,0.001845432087683908,0.0038439115662575528,0.005403088349498757,0.011129789940792563,0.08993671577508629,0.022469816406761024,0.04454584723284316,0.562058491454066
ID19,-5.862183131457197e-19,5.0247222310396144e-20,6.116177855242503e-19,1.144504265612425e-18,0.0011111111111111105,0.0011111111111111111,0.0011111111111111113,0.0011111111111111118,0.0018460871278318572,0.0039004402724153752,0.005372775495056939,0.011102919241380987,0.31878522574797286,0.2176090763211608,0.27832358767656146,0.28472972307096683
ID20,-3.662194634159425e-19,-8.488951066793217e-21,8.297666353089526e-19,1.001817805502755e-18,0.0011111111111111107,0.0011111111111111113,0.0011111111111111115,0.001111111111111112,0.0018430220214260223,0.003892503920994124,0.005389479934467259,0.011097216552887732,0.3787618456302134,0.1945467868763286,0.05553507747890497,0.5531340365900286
ID21,-9.333153537758496e-19,-2.072188791397723e-19,5.439789147091267e-20,6.389029452227161e-19,0.0011111111111111102,0.001111111111111111,0.0011111111111111111,0.0011111111111111113,0.0019167878652129918,0.003916398390722895,0.005507392614002647,0.010881643227092879,0.016141349101627706,0.0965873195045903,0.15107280977640342,0.523194527997121
ID22,-7.64709900482393e-19,-4.2847541979230875e-20,1.920147554642657e-19,2.2251939753774263e-19,0.001111111111111111,0.001111111111111111,0.0011111111111111111,0.0011111111111111113,0.0019154722301223401,0.00390764750702345,0.005509660583945536,0.010889441679194123,0.04246173988164163,0.011744436011025913,0.13839179310543132,0.5116177834250184
ID23,-1.3917505848573282e-18,-3.6152410000746214e-19,3.07113002143003e-20,2.453379234867475e-19,0.0011111111111111102,0.0011111111111111105,0.0011111111111111107,0.0011111111111111107,0.0019153893908802771,0.003908060093447746,0.005509526332087526,0.010889246906775,0.04020299835341201,0.005234495744923531,0.05234317140893138,0.5412351929890097
