capture_id,tag,anchor,nlos_fraction,mean_dwell_frames,transition_rate
R05,BSDC91,D,0.14046822742474915,1.5555555555555556,0.1790794979079498
R05,BSDC91,E,0.049248747913188645,1.1568627450980393,0.08521303258145363
R05,BSDC91,F,0.22072451558550968,2.3603603603603602,0.18634064080944351
R05,BSDC91,G,0.1054421768707483,1.3333333333333333,0.15829787234042553
R05,BSDC91,H,0.05752961082910321,1.3076923076923077,0.08806096528365792
R06,BS2DCE,A,0.09766277128547579,2.0526315789473686,0.09523809523809523
R06,BS2DCE,B,0.18273260687342832,2.1584158415841586,0.16946308724832215
R06,BS2DCE,C,0.07956448911222781,2.021276595744681,0.07879295892707461
R06,BS2DCE,D,0.1884904086738949,1.8991596638655461,0.19782971619365608
R06,BS2DCE,E,0.14536340852130325,2.3835616438356166,0.12207357859531773
R06,BS2DCE,F,0.24749163879598662,2.9306930693069306,0.1682008368200837
R06,BS2DCE,G,0.08877721943048576,1.394736842105263,0.12740989103101424
R06,BS2DCE,H,0.13231552162849872,1.3928571428571428,0.19015280135823429
R06,BSDC91,A,0.14440734557595994,2.582089552238806,0.11194653299916457
R06,BSDC91,B,0.13450292397660818,1.6597938144329898,0.16220735785953178
R06,BSDC91,C,0.015899581589958158,1.2666666666666666,0.02512562814070352
R06,BSDC91,D,0.14225941422594143,1.7171717171717171,0.16415410385259632
R06,BSDC91,E,0.02097315436241611,1.3157894736842106,0.03190596137699412
R06,BSDC91,F,0.12100840336134454,1.8461538461538463,0.1312026913372582
R06,BSDC91,G,0.10336134453781512,1.5974025974025974,0.1295206055508831
R06,BSDC91,H,0.06370494551550712,1.2063492063492063,0.10570469798657718
R07,BS2DCE,A,0.14833333333333334,2.0941176470588236,0.1409507923269391
R07,BS2DCE,B,0.07518796992481203,1.3235294117647058,0.112876254180602
R07,BS2DCE,C,0.2679465776293823,4.063291139240507,0.13199665831244778
R07,BS2DCE,D,0.2322472848788638,2.074626865671642,0.22324414715719063
R07,BS2DCE,E,0.12687813021702837,1.8313253012048192,0.13868003341687551
R07,BS2DCE,F,0.2399665551839465,2.0211267605633805,0.23682008368200838
R07,BS2DCE,G,0.10840336134453782,2.1864406779661016,0.0992430613961312
R07,BS2DCE,H,0.25888324873096447,3.438202247191011,0.15071972904318373
R07,BSDC91,A,0.11259382819015847,2.547169811320755,0.08764607679465776
R07,BSDC91,B,0.03678929765886288,1.0232558139534884,0.07196652719665272
R07,BSDC91,C,0.1899581589958159,1.8306451612903225,0.20770519262981574
R07,BSDC91,D,0.06176961602671119,1.2131147540983607,0.10192147034252297
R07,BSDC91,E,0.05263157894736842,1.2857142857142858,0.08193979933110368
R07,BSDC91,F,0.06980656013456686,1.1857142857142857,0.117003367003367
R07,BSDC91,G,0.015993265993265993,1.3571428571428572,0.02358887952822241
R07,BSDC91,H,0.117003367003367,1.3762376237623761,0.17017691659646167
R08,BS2DCE,A,0.14381270903010032,2.819672131147541,0.10209205020920502
R08,BS2DCE,B,0.14870509607351712,1.8936170212765957,0.15719063545150502
R08,BS2DCE,C,0.023391812865497075,1.12,0.04180602006688963
R08,BS2DCE,D,0.1686143572621035,2.376470588235294,0.14202172096908938
R08,BS2DCE,E,0.043333333333333335,1.3333333333333333,0.06505421184320268
R08,BS2DCE,F,0.13986599664991625,1.4273504273504274,0.1953059513830679
R08,BS2DCE,G,0.17159763313609466,2.00990099009901,0.17089678510998307
R08,BS2DCE,H,0.15767284991568298,1.5583333333333333,0.20253164556962025
R08,BSDC91,A,0.09690893901420217,2.8292682926829267,0.0677257525083612
R08,BSDC91,B,0.1035923141186299,1.7222222222222223,0.12040133779264214
R08,BSDC91,C,0.042642140468227424,1.7,0.0502092050209205
R08,BSDC91,D,0.18530884808013356,2.5517241379310347,0.14536340852130325
R08,BSDC91,E,0.045037531276063386,1.1020408163265305,0.08180300500834725
R08,BSDC91,F,0.0825451418744626,1.4545454545454546,0.11273666092943202
R08,BSDC91,G,0.04798628963153385,1.12,0.08576329331046312
R08,BSDC91,H,0.06864406779661017,1.3728813559322033,0.10008481764206956
R09,BS2DCE,A,0.16430358632193495,1.5153846153846153,0.21702838063439064
R09,BS2DCE,B,0.12238055322715842,1.6781609195402298,0.14597315436241612
R09,BS2DCE,C,0.10561609388097234,2.135593220338983,0.09899328859060402
R09,BS2DCE,D,0.16374269005847952,2.419753086419753,0.1354515050167224
R09,BS2DCE,E,0.20502092050209206,4.711538461538462,0.08710217755443886
R09,BS2DCE,F,0.10944026733500417,1.8985507246376812,0.11454849498327759
R09,BS2DCE,G,0.06454316848281642,1.203125,0.10654362416107382
R09,BS2DCE,H,0.2316764953664701,2.2,0.20994940978077573
R09,BSDC91,A,0.1352253756260434,2.0,0.13533834586466165
R09,BSDC91,B,0.020185029436501262,1.0909090909090908,0.037037037037037035
R09,BSDC91,C,0.03613445378151261,1.2285714285714286,0.05887300252312868
R09,BSDC91,D,0.15016778523489932,1.9042553191489362,0.15785054575986565
R09,BSDC91,E,0.020100502512562814,1.0434782608695652,0.038558256496227995
R09,BSDC91,F,0.19524617996604415,3.23943661971831,0.12064570943075616
R09,BSDC91,G,0.010178117048346057,1.0,0.02037351443123939
R09,BSDC91,H,0.0733558178752108,1.2985074626865671,0.11308016877637131
R10,BS2DCE,A,0.24707846410684475,3.3636363636363638,0.14536340852130325
R10,BS2DCE,B,0.042677824267782424,1.0851063829787233,0.07872696817420435
R10,BS2DCE,C,0.12374581939799331,2.8461538461538463,0.08702928870292886
R10,BS2DCE,D,0.18666666666666668,2.1538461538461537,0.17347789824854046
R10,BS2DCE,E,0.08180300500834725,1.2564102564102564,0.13032581453634084
R10,BS2DCE,F,0.21422594142259413,2.5346534653465347,0.16917922948073702
R10,BS2DCE,G,0.1531986531986532,1.9157894736842105,0.16006739679865206
R10,BS2DCE,H,0.12627986348122866,1.6444444444444444,0.1537147736976943
R10,BSDC91,A,0.10033444816053512,2.0338983050847457,0.09874476987447699
R10,BSDC91,B,0.048494983277591976,1.2083333333333333,0.0803347280334728
R10,BSDC91,C,0.09707112970711297,2.4680851063829787,0.07872696817420435
R10,BSDC91,D,0.19365609348914858,2.128440366972477,0.1821219715956558
R10,BSDC91,E,0.02512562814070352,1.1111111111111112,0.04526404023470243
R10,BSDC91,F,0.10477001703577513,1.5769230769230769,0.1329923273657289
R10,BSDC91,G,0.0751054852320675,1.5344827586206897,0.09797297297297297
R10,BSDC91,H,0.0730050933786078,1.34375,0.10875106202209006
R11,BS2DCE,A,0.16319733555370525,2.419753086419753,0.13416666666666666
R11,BS2DCE,B,0.061821219715956555,1.3703703703703705,0.0903010033444816
R11,BS2DCE,C,0.1357921207041073,2.4545454545454546,0.11073825503355705
R11,BS2DCE,D,0.17069109075770192,2.1578947368421053,0.15833333333333333
R11,BS2DCE,E,0.059463986599664995,1.3396226415094339,0.08885163453478626
R11,BS2DCE,F,0.18425460636515914,1.4965986394557824,0.24559932942162616
R11,BS2DCE,G,0.10543933054393305,1.5365853658536586,0.1373534338358459
R11,BS2DCE,H,0.1642675698560542,2.1797752808988764,0.15084745762711865
R11,BSDC91,A,0.1254180602006689,2.0,0.12552301255230125
R11,BSDC91,B,0.08424599831508003,2.127659574468085,0.07925801011804384
R11,BSDC91,C,0.007563025210084034,1.0,0.015138772077375946
R11,BSDC91,D,0.19027661357921208,4.54,0.08389261744966443
R11,BSDC91,E,0.09128978224455611,1.626865671641791,0.11232187761944677
R11,BSDC91,F,0.05128205128205128,1.1764705882352942,0.0872540633019675
R11,BSDC91,G,0.020990764063811923,1.0869565217391304,0.03865546218487395
R11,BSDC91,H,0.0948782535684299,1.4487179487179487,0.13109243697478992
R12,BS2DCE,A,0.19548872180451127,3.2054794520547945,0.12123745819397994
R12,BS2DCE,B,0.13243922883487008,1.9036144578313252,0.13842281879194632
R12,BS2DCE,C,0.053691275167785234,1.1228070175438596,0.09571788413098237
R12,BS2DCE,D,0.21171548117154812,2.53,0.16750418760469013
R12,BS2DCE,E,0.15113350125944586,1.8,0.16806722689075632
R12,BS2DCE,F,0.1414141414141414,1.8666666666666667,0.15164279696714406
R12,BS2DCE,G,0.09021922428330523,1.3544303797468353,0.13333333333333333
R12,BS2DCE,H,0.11986588432523052,2.1666666666666665,0.11073825503355705
R12,BSDC91,A,0.15230125523012553,2.4594594594594597,0.12395309882747069
R12,BSDC91,B,0.17042606516290726,2.372093023255814,0.14381270903010032
R12,BSDC91,C,0.03842940685045948,1.393939393939394,0.05518394648829431
R12,BSDC91,D,0.16903765690376568,2.148936170212766,0.1574539363484087
R12,BSDC91,E,0.06505421184320268,1.3220338983050848,0.09849749582637729
R12,BSDC91,F,0.062122519413287315,2.1818181818181817,0.05699481865284974
R12,BSDC91,G,0.015164279696714406,1.125,0.026981450252951095
R12,BSDC91,H,0.10960067969413764,2.480769230769231,0.08843537414965986
R13,BS2DCE,A,0.19883040935672514,1.9833333333333334,0.20066889632107024
R13,BS2DCE,B,0.2175,3.3896103896103895,0.12844036697247707
R13,BS2DCE,C,0.11399832355406538,1.3333333333333333,0.17114093959731544
R13,BS2DCE,D,0.17863105175292154,2.4597701149425286,0.14536340852130325
R13,BS2DCE,E,0.07698744769874477,1.7358490566037736,0.08877721943048576
R13,BS2DCE,F,0.13316369804919423,1.246031746031746,0.21392190152801357
R13,BS2DCE,G,0.1135593220338983,1.8356164383561644,0.12383375742154368
R13,BS2DCE,H,0.14675767918088736,1.7551020408163265,0.16737830913748933
R13,BSDC91,A,0.09113712374581939,2.5348837209302326,0.07196652719665272
R13,BSDC91,B,0.08214585079631181,1.719298245614035,0.09563758389261745
R13,BSDC91,C,0.12060301507537688,2.4827586206896552,0.0972338642078793
R13,BSDC91,D,0.10767946577629382,2.1147540983606556,0.10025062656641603
R13,BSDC91,E,0.00333889816360601,1.0,0.006683375104427736
R13,BSDC91,F,0.1885665529010239,1.9051724137931034,0.1981212638770282
R13,BSDC91,G,0.03713080168776371,1.2571428571428571,0.05912162162162162
R13,BSDC91,H,0.03541315345699832,1.105263157894737,0.06413502109704641
R14,BS2DCE,A,0.11018363939899833,2.0625,0.10693400167084377
R14,BS2DCE,B,0.04427736006683375,1.0816326530612246,0.08193979933110368
R14,BS2DCE,C,0.10618729096989966,2.267857142857143,0.09372384937238494
R14,BS2DCE,D,0.2151793160967473,2.7157894736842105,0.15859766277128548
R14,BS2DCE,E,0.11916666666666667,1.7654320987654322,0.13511259382819016
R14,BS2DCE,F,0.14728033472803348,2.3466666666666667,0.12562814070351758
R14,BS2DCE,G,0.05480607082630692,1.3541666666666667,0.0810126582278481
R14,BS2DCE,H,0.13813559322033897,1.7717391304347827,0.15606446140797287
R14,BSDC91,A,0.06605351170568562,1.7555555555555555,0.07531380753138076
R14,BSDC91,B,0.029264214046822744,1.1290322580645162,0.05188284518828452
R14,BSDC91,C,0.06700167504187604,1.8604651162790697,0.07208717518860017
R14,BSDC91,D,0.1746031746031746,2.4022988505747125,0.1454849498327759
R14,BSDC91,E,0.10267111853088481,2.7954545454545454,0.07351712614870509
R14,BSDC91,F,0.10254237288135593,2.0166666666666666,0.10178117048346055
R14,BSDC91,G,0.09595959595959595,2.28,0.08424599831508003
R14,BSDC91,H,0.04865771812080537,1.1153846153846154,0.0873215785054576
R15,BS2DCE,A,0.09364548494983277,2.036363636363636,0.09205020920502092
R15,BS2DCE,B,0.05518394648829431,1.5,0.07364016736401674
R15,BS2DCE,C,0.03502919099249374,1.3125,0.05342237061769616
R15,BS2DCE,D,0.23121869782971619,3.9571428571428573,0.11695906432748537
R15,BS2DCE,E,0.1018363939899833,1.5844155844155845,0.1286549707602339
R15,BS2DCE,F,0.1369747899159664,1.2442748091603053,0.21951219512195122
R15,BS2DCE,G,0.1158072696534235,1.6506024096385543,0.1404399323181049
R15,BS2DCE,H,0.18946474086661003,2.0272727272727273,0.1870748299319728
R15,BSDC91,A,0.15397489539748954,2.3896103896103895,0.12814070351758794
R15,BSDC91,B,0.020050125313283207,1.2,0.033444816053511704
R15,BSDC91,C,0.052675585284280936,1.5365853658536586,0.06861924686192468
R15,BSDC91,D,0.13761467889908258,2.26027397260274,0.12186978297161936
R15,BSDC91,E,0.06694560669456066,1.5686274509803921,0.08542713567839195
R15,BSDC91,F,0.0802732707087959,2.088888888888889,0.07692307692307693
R15,BSDC91,G,0.029812606473594547,1.1290322580645162,0.05285592497868713
R15,BSDC91,H,0.0802732707087959,1.2207792207792207,0.13162393162393163
R16,BS2DCE,A,0.15288220551378445,2.7313432835820897,0.11204013377926421
R16,BS2DCE,B,0.18311036789297658,3.3692307692307693,0.1087866108786611
R16,BS2DCE,C,0.0895397489539749,1.9107142857142858,0.09380234505862646
R16,BS2DCE,D,0.1911519198664441,2.8625,0.13283208020050125
R16,BS2DCE,E,0.23185988323603002,2.278688524590164,0.2028380634390651
R16,BS2DCE,F,0.15371762740183792,2.7058823529411766,0.11371237458193979
R16,BS2DCE,G,0.027966101694915254,1.1,0.05089058524173028
R16,BS2DCE,H,0.1388653683319221,3.0943396226415096,0.08983050847457627
R16,BSDC91,A,0.10887772194304858,1.7105263157894737,0.12740989103101424
R16,BSDC91,B,0.08801341156747695,1.4788732394366197,0.11912751677852348
R16,BSDC91,C,0.013389121338912133,1.0,0.02680067001675042
R16,BSDC91,D,0.06113902847571189,1.280701754385965,0.09555741827326068
R16,BSDC91,E,0.07839866555462886,2.0434782608695654,0.07595993322203673
R16,BSDC91,F,0.0796979865771812,1.6379310344827587,0.09739714525608732
R16,BSDC91,G,0.006773920406435224,1.0,0.013559322033898305
R16,BSDC91,H,0.10234899328859061,3.210526315789474,0.06381192275398824
R17,BS2DCE,A,0.18416666666666667,2.0849056603773586,0.17597998331943285
R17,BS2DCE,B,0.16736401673640167,2.380952380952381,0.1407035175879397
R17,BS2DCE,C,0.13795986622073578,1.9411764705882353,0.14225941422594143
R17,BS2DCE,D,0.21452420701168615,2.5445544554455446,0.16791979949874686
R17,BS2DCE,E,0.050335570469798654,1.3636363636363635,0.07388748950461797
R17,BS2DCE,F,0.18235294117647058,1.4965517241379311,0.24390243902439024
R17,BS2DCE,G,0.19211409395973153,2.4361702127659575,0.15785054575986565
R17,BS2DCE,H,0.13624894869638352,1.9518072289156627,0.13973063973063973
R17,BSDC91,A,0.038397328881469114,1.0952380952380953,0.07017543859649122
R17,BSDC91,B,0.06313131313131314,1.3888888888888888,0.09098567818028644
R17,BSDC91,C,0.11586901763224182,1.6428571428571428,0.1403361344537815
R17,BSDC91,D,0.1451476793248945,2.388888888888889,0.12162162162162163
R17,BSDC91,E,0.003355704697986577,1.0,0.006717044500419815
R17,BSDC91,F,0.08695652173913043,2.04,0.08532423208191127
R17,BSDC91,G,0.06785411365564037,1.8604651162790697,0.0730050933786078
R17,BSDC91,H,0.07329401853411963,1.2253521126760563,0.11973018549747048
