step_k,added_x,added_y,added_z,cumulative_info_gain,expected_accuracy_improvement
1,923.260498046875,1534.9525146484375,-1537.3880615234375,0.17806196552973574,0.014728949140819125
2,-1175.5006103515625,1534.9525146484375,1072.9857177734375,0.34963069750482134,0.02871553376487157
3,923.260498046875,632.8609619140625,1072.9857177734375,0.5121792660179665,0.04178356765700453
4,-1175.5006103515625,933.5581665039062,-1537.3880615234375,0.6680701642486326,0.05415116227577088
5,923.260498046875,933.5581665039062,1072.9857177734375,0.8171829303007883,0.06583161896883616
