s,delta_c_mm,d_tag_mm,median_3d_mm,rmse_mm,vert_slope
0.935,-60.0,10.0,445.4841003417969,428.76149765924646,668.5177704451753
0.935,-60.0,15.0,435.916748046875,419.0029832829356,654.7702188635856
0.935,-60.0,20.0,426.4351806640625,409.3976329621362,641.0698554312178
0.935,-60.0,25.0,417.04180908203125,399.9461682526787,627.4208880166902
0.935,-60.0,30.0,408.0860900878906,390.6472193680636,613.8262616560862
0.935,-60.0,35.0,399.60955810546875,381.4979726355043,600.2882692294373
0.935,-60.0,40.0,391.1274719238281,372.4944840195624,586.8085280347651
0.935,-60.0,45.0,382.64166259765625,363.6316817880422,573.3878773385184
0.935,-60.0,50.0,374.1534729003906,354.90400330582355,560.0267438929412
0.935,-60.0,55.0,365.66485595703125,346.30545584786853,546.7250875646863
0.935,-60.0,60.0,357.17730712890625,337.82987351254184,533.4825069215374
0.935,-60.0,65.0,348.62469482421875,329.47110789491086,520.2984716168822
0.935,-60.0,70.0,339.3843994140625,321.2232479133476,507.1722185780875
0.935,-60.0,75.0,330.30731201171875,313.0805981492625,494.1028440943816
0.935,-60.0,80.0,321.3870849609375,305.0379458977194,481.08955058921657
0.935,-60.0,85.0,312.61761474609375,297.09057962177127,468.1315577669899
0.935,-60.0,90.0,303.99285888671875,289.2342530285789,455.2281925088286
0.935,-60.0,95.0,295.50750732421875,281.46520932879076,442.3787477756953
0.935,-60.0,100.0,287.1562194824219,273.78034934505433,429.5828911005277
0.935,-60.0,105.0,278.93450927734375,266.177102696682,416.8402597527082
0.935,-60.0,110.0,270.8380126953125,258.65337869917727,404.1507063418476
0.935,-60.0,115.0,262.40460205078125,251.20777008285393,391.5143379822132
0.935,-60.0,120.0,253.77288818359375,243.83927852173449,378.93132739012594
0.935,-60.0,125.0,245.74070739746094,236.5474318186524,366.4019749536631
0.935,-60.0,130.0,237.7809295654297,229.3324977652535,353.9270632725904
0.935,-60.0,135.0,229.8931121826172,222.1949805351147,341.50710233625296
0.935,-60.0,140.0,222.07656860351562,215.13610335959422,329.1430697559222
0.935,-50.0,0.0,445.4841003417969,428.7614612170735,668.5177518612924
0.935,-50.0,5.0,435.916748046875,419.0029832829356,654.7702145882264
0.935,-50.0,10.0,426.4351806640625,409.3976329621362,641.0698633400567
0.935,-50.0,15.0,417.04180908203125,399.9461682526787,627.4208880166902
0.935,-50.0,20.0,408.0860900878906,390.6472193680636,613.8262702891402
0.935,-50.0,25.0,399.60955810546875,381.4979726355043,600.2882692294373
0.935,-50.0,30.0,391.1274719238281,372.4944630460968,586.8085251491855
0.935,-50.0,35.0,382.64166259765625,363.6316817880422,573.3878773385184
0.935,-50.0,40.0,374.1534729003906,354.90400330582355,560.0267438929412
0.935,-50.0,45.0,365.66485595703125,346.30545584786853,546.7250875646863
0.935,-50.0,50.0,357.17730712890625,337.82987351254184,533.4825069215374
0.935,-50.0,55.0,348.62469482421875,329.4710723265398,520.2984435895696
0.935,-50.0,60.0,339.3843994140625,321.2232479133476,507.1722185780875
0.935,-50.0,65.0,330.30731201171875,313.0805981492625,494.10283916530295
0.935,-50.0,70.0,321.3870849609375,305.0379458977194,481.08955058921657
0.935,-50.0,75.0,312.61761474609375,297.09057962177127,468.13154721943334
0.935,-50.0,80.0,303.99285888671875,289.2342530285789,455.2281925088286
0.935,-50.0,85.0,295.50750732421875,281.46520932879076,442.3787496665131
0.935,-50.0,90.0,287.1562194824219,273.78034934505433,429.58287909006384
0.935,-50.0,95.0,278.93450927734375,266.177102696682,416.8402565487339
0.935,-50.0,100.0,270.8380126953125,258.65339380143456,404.1507279836946
0.935,-50.0,105.0,262.40460205078125,251.20777008285393,391.51433390013534
0.935,-50.0,110.0,253.77288818359375,243.83927051184762,378.93132141580986
0.935,-50.0,115.0,245.74070739746094,236.54744007545295,366.4019734604392
0.935,-50.0,120.0,237.7809295654297,229.3324977652535,353.92706848414394
0.935,-50.0,125.0,229.8931121826172,222.1949805351147,341.5071083091485
0.935,-50.0,130.0,222.07656860351562,215.13610335959422,329.1430697559222
0.935,-50.0,135.0,214.33074951171875,208.15749558627476,316.83595463454185
0.935,-50.0,140.0,206.6552734375,201.26136419777643,304.5868104161777
0.935,-40.0,0.0,426.4351806640625,409.3976329621362,641.0698633400567
0.935,-40.0,5.0,417.04180908203125,399.9461682526787,627.4208837413311
0.935,-40.0,10.0,408.0860900878906,390.6472193680636,613.8262702891402
0.935,-40.0,15.0,399.60955810546875,381.4979726355043,600.2882692294373
0.935,-40.0,20.0,391.1274719238281,372.4944630460968,586.8085251491855
0.935,-40.0,25.0,382.64166259765625,363.6316817880422,573.3878773385184
0.935,-40.0,30.0,374.1534729003906,354.90400330582355,560.0267438929412
0.935,-40.0,35.0,365.66485595703125,346.30545584786853,546.7250875646863
0.935,-40.0,40.0,357.17730712890625,337.82987351254184,533.4825069215374
0.935,-40.0,45.0,348.62469482421875,329.47110789491086,520.2984629601435
0.935,-40.0,50.0,339.3843994140625,321.2232479133476,507.1722185780875
0.935,-40.0,55.0,330.30731201171875,313.0805981492625,494.10283916530295
0.935,-40.0,60.0,321.3870849609375,305.037958703503,481.08955941442656
0.935,-40.0,65.0,312.61761474609375,297.09057962177127,468.13154721943334
0.935,-40.0,70.0,303.99285888671875,289.2342530285789,455.2281925088286
0.935,-40.0,75.0,295.50750732421875,281.46520932879076,442.3787496665131
0.935,-40.0,80.0,287.1562194824219,273.78034934505433,429.58287909006384
0.935,-40.0,85.0,278.93450927734375,266.177102696682,416.8402565487339
0.935,-40.0,90.0,270.8380126953125,258.65339380143456,404.1507279836946
0.935,-40.0,95.0,262.40460205078125,251.20777008285393,391.51433965550456
0.935,-40.0,100.0,253.77288818359375,243.83927051184762,378.9313233066277
0.935,-40.0,105.0,245.74070739746094,236.54745658905318,366.4019794361756
0.935,-40.0,110.0,237.7809295654297,229.3324977652535,353.9270625084076
0.935,-40.0,115.0,229.8931121826172,222.1949805351147,341.5071083091485
0.935,-40.0,120.0,222.07656860351562,215.13610335959422,329.1430697559222
0.935,-40.0,125.0,214.33079528808594,208.15749558627476,316.83597118300656
0.935,-40.0,130.0,206.6552734375,201.26136419777643,304.58682196437525
0.935,-40.0,135.0,199.04986572265625,194.45055806361162,292.39705344660854
0.935,-40.0,140.0,191.51419067382812,187.72835053275784,280.26790320871453
0.935,-30.0,0.0,408.0860900878906,390.6472193680636,613.826264466276
0.935,-30.0,5.0,399.60955810546875,381.4979726355043,600.2882591567004
0.935,-30.0,10.0,391.1274719238281,372.4944630460968,586.8085251491855
0.935,-30.0,15.0,382.64166259765625,363.6316817880422,573.387882890888
0.935,-30.0,20.0,374.1534729003906,354.90400330582355,560.0267438929412
0.935,-30.0,25.0,365.66485595703125,346.30545584786853,546.7250875646863
0.935,-30.0,30.0,357.17730712890625,337.82987351254184,533.4825069215374
0.935,-30.0,35.0,348.62469482421875,329.47110789491086,520.2984574077736
0.935,-30.0,40.0,339.3843994140625,321.2232479133476,507.1722214895195
0.935,-30.0,45.0,330.30731201171875,313.08057319562323,494.10282751957465
0.935,-30.0,50.0,321.3870849609375,305.037958703503,481.08955941442656
0.935,-30.0,55.0,312.6175537109375,297.09057962177127,468.1315496600239
0.935,-30.0,60.0,303.99285888671875,289.2342530285789,455.2281984353498
0.935,-30.0,65.0,295.50750732421875,281.46520932879076,442.37875256520186
0.935,-30.0,70.0,287.1562194824219,273.78034934505433,429.58287909006384
0.935,-30.0,75.0,278.93450927734375,266.177102696682,416.8402413110773
0.935,-30.0,80.0,270.8380126953125,258.65339380143456,404.15073214797195
0.935,-30.0,85.0,262.4045715332031,251.20777008285393,391.51433965550456
0.935,-30.0,90.0,253.7728271484375,243.8392544920731,378.9312895745918
0.935,-30.0,95.0,245.74070739746094,236.54745658905318,366.4019863766378
0.935,-30.0,100.0,237.7809295654297,229.3324977652535,353.92705682079065
0.935,-30.0,105.0,229.8931121826172,222.1949893252546,341.50711581703706
0.935,-30.0,110.0,222.07656860351562,215.13610335959422,329.14307871952684
0.935,-30.0,115.0,214.33079528808594,208.15749558627476,316.8359781234687
0.935,-30.0,120.0,206.6552734375,201.26136419777643,304.58682885408746
0.935,-30.0,125.0,199.04986572265625,194.45055806361162,292.39705344660854
0.935,-30.0,130.0,191.51419067382812,187.72835053275784,280.26791296324564
0.935,-30.0,135.0,183.78482055664062,181.09882704272272,268.20110121669865
0.935,-30.0,140.0,175.05517578125,174.56651669206212,256.1979560609895
0.935,-20.0,0.0,391.1274719238281,372.4944630460968,586.8085230115058
0.935,-20.0,5.0,382.64166259765625,363.6316817880422,573.3878847817058
0.935,-20.0,10.0,374.1534729003906,354.90400330582355,560.0267531900265
0.935,-20.0,15.0,365.66485595703125,346.30545584786853,546.7250875646863
0.935,-20.0,20.0,357.17730712890625,337.82987351254184,533.4825069215374
0.935,-20.0,25.0,348.62469482421875,329.4710723265398,520.2984380372001
0.935,-20.0,30.0,339.3843994140625,321.2232479133476,507.1722214895195
0.935,-20.0,35.0,330.30731201171875,313.08057319562323,494.10282751957465
0.935,-20.0,40.0,321.3870849609375,305.037958703503,481.08956516979595
0.935,-20.0,45.0,312.6175537109375,297.09057962177127,468.1315496600239
0.935,-20.0,50.0,303.9927978515625,289.2342530285789,455.22818928118505
0.935,-20.0,55.0,295.50750732421875,281.46520932879076,442.3787496875173
0.935,-20.0,60.0,287.1562194824219,273.78034934505433,429.58287909006384
0.935,-20.0,65.0,278.93450927734375,266.177102696682,416.8402413110773
0.935,-20.0,70.0,270.8380126953125,258.65340890369106,404.15073214797195
0.935,-20.0,75.0,262.4045715332031,251.20777008285393,391.51433390013534
0.935,-20.0,80.0,253.7728271484375,243.8392544920731,378.9312895745918
0.935,-20.0,85.0,245.74072265625,236.54745658905318,366.4019950096917
0.935,-20.0,90.0,237.7809295654297,229.3324892486889,353.92705040139
0.935,-20.0,95.0,229.8931121826172,222.1949893252546,341.50711770785483
0.935,-20.0,100.0,222.07656860351562,215.13608520248295,329.1430694224415
0.935,-20.0,105.0,214.33079528808594,208.15749558627476,316.8359781234687
0.935,-20.0,110.0,206.6552734375,201.26136419777643,304.58682885408746
0.935,-20.0,115.0,199.04986572265625,194.45055806361162,292.39705344660854
0.935,-20.0,120.0,191.51419067382812,187.72835053275784,280.2679091816101
0.935,-20.0,125.0,183.78482055664062,181.09882704272272,268.20110121669865
0.935,-20.0,130.0,175.05517578125,174.56651109784775,256.19794676390416
0.935,-20.0,135.0,166.3662872314453,168.13684902483453,244.26026507504338
0.935,-20.0,140.0,157.72210693359375,161.81587361295863,232.38962379875082
0.935,-10.0,0.0,374.1534729003906,354.90402531881773,560.0267675784498
0.935,-10.0,5.0,365.66485595703125,346.30545584786853,546.7250875646863
0.935,-10.0,10.0,357.17730712890625,337.82987351254184,533.4825069215374
0.935,-10.0,15.0,348.62469482421875,329.4710723265398,520.2984380372001
0.935,-10.0,20.0,339.3843994140625,321.2232479133476,507.1722214895195
0.935,-10.0,25.0,330.30731201171875,313.08057319562323,494.10282751957465
0.935,-10.0,30.0,321.3870849609375,305.037958703503,481.08956516979595
0.935,-10.0,35.0,312.6175537109375,297.09057962177127,468.1315496600239
0.935,-10.0,40.0,303.9927978515625,289.2342530285789,455.22818928118505
0.935,-10.0,45.0,295.50750732421875,281.46520932879076,442.3787496875173
0.935,-10.0,50.0,287.15618896484375,273.78034934505433,429.58286993589917
0.935,-10.0,55.0,278.9345703125,266.1770880213021,416.8402416400319
0.935,-10.0,60.0,270.8380126953125,258.65340890369106,404.15073214797195
0.935,-10.0,65.0,262.4045715332031,251.20777008285393,391.51433390013534
0.935,-10.0,70.0,253.7728271484375,243.8392544920731,378.9312895745918
0.935,-10.0,75.0,245.74072265625,236.54745658905318,366.4019950096917
0.935,-10.0,80.0,237.78097534179688,229.3324977652535,353.92707995933114
0.935,-10.0,85.0,229.8931121826172,222.1949893252546,341.5071292185935
0.935,-10.0,90.0,222.07656860351562,215.13610335959422,329.14307910772834
0.935,-10.0,95.0,214.33079528808594,208.15749558627476,316.8359781234687
0.935,-10.0,100.0,206.6552734375,201.26136419777643,304.58682885408746
0.935,-10.0,105.0,199.04986572265625,194.45054801928433,292.39705045874035
0.935,-10.0,110.0,191.51419067382812,187.72835053275784,280.2679091816101
0.935,-10.0,115.0,183.7847900390625,181.09882704272272,268.20110121669865
0.935,-10.0,120.0,175.05519104003906,174.56651109784775,256.19794676390416
0.935,-10.0,125.0,166.3662872314453,168.13684902483453,244.26026507504338
0.935,-10.0,130.0,157.72210693359375,161.81587361295863,232.38962379875082
0.935,-10.0,135.0,149.1266326904297,155.6106732863302,220.5878352596554
0.935,-10.0,140.0,140.5842742919922,149.5292025721899,208.85676331206554
0.935,0.0,0.0,357.17730712890625,337.82987351254184,533.4825069215374
0.935,0.0,5.0,348.62469482421875,329.4710723265398,520.2984380372001
0.935,0.0,10.0,339.3843994140625,321.2232479133476,507.1722214895195
0.935,0.0,15.0,330.30731201171875,313.08057319562323,494.10282751957465
0.935,0.0,20.0,321.3870849609375,305.037958703503,481.08956516979595
0.935,0.0,25.0,312.6175537109375,297.09057962177127,468.1315496600239
0.935,0.0,30.0,303.9927978515625,289.2342530285789,455.22818928118505
0.935,0.0,35.0,295.50750732421875,281.46520932879076,442.3787496875173
0.935,0.0,40.0,287.15618896484375,273.78034934505433,429.58286993589917
0.935,0.0,45.0,278.9345703125,266.177102696682,416.8402416400319
0.935,0.0,50.0,270.8380126953125,258.65340890369106,404.150740973182
0.935,0.0,55.0,262.4045104980469,251.20777008285393,391.5143159207606
0.935,0.0,60.0,253.7728271484375,243.8392544920731,378.9312895745918
0.935,0.0,65.0,245.74072265625,236.54745658905318,366.4019950096917
0.935,0.0,70.0,237.78097534179688,229.3324977652535,353.92707995933114
0.935,0.0,75.0,229.8929901123047,222.1949805351147,341.50710806745525
0.935,0.0,80.0,222.07656860351562,215.13610335959422,329.14307910772834
0.935,0.0,85.0,214.33079528808594,208.15749558627476,316.8359781234687
0.935,0.0,90.0,206.6552734375,201.2613836066174,304.5868313451627
0.935,0.0,95.0,199.04986572265625,194.45054801928433,292.39705045874035
0.935,0.0,100.0,191.51419067382812,187.72835053275784,280.267918866897
0.935,0.0,105.0,183.7847900390625,181.09882704272272,268.20110121669865
0.935,0.0,110.0,175.05519104003906,174.56651109784775,256.19794676390416
0.935,0.0,115.0,166.36634826660156,168.13684902483453,244.2602756506125
0.935,0.0,120.0,157.72210693359375,161.81587361295863,232.38962379875082
0.935,0.0,125.0,149.1266326904297,155.6106732863302,220.5878352596554
0.935,0.0,130.0,140.5842742919922,149.5292025721899,208.85676331206554
0.935,0.0,135.0,132.0999755859375,143.58049109079897,197.19824223338844
0.935,0.0,140.0,123.67936706542969,137.77474681295917,185.61413115908152
0.935,10.0,0.0,339.3843994140625,321.22323575280166,507.17220930809515
0.935,10.0,5.0,330.30731201171875,313.08057319562323,494.10282751957465
0.935,10.0,10.0,321.3870849609375,305.037958703503,481.08956516979595
0.935,10.0,15.0,312.6175537109375,297.09057962177127,468.1315496600239
0.935,10.0,20.0,303.9927978515625,289.2342530285789,455.22818928118505
0.935,10.0,25.0,295.50750732421875,281.46520932879076,442.3787496875173
0.935,10.0,30.0,287.15618896484375,273.78034934505433,429.5828684931095
0.935,10.0,35.0,278.9345703125,266.177102696682,416.8402416400319
0.935,10.0,40.0,270.8380126953125,258.65340890369106,404.150740973182
0.935,10.0,45.0,262.4045104980469,251.20777008285393,391.5143159207606
0.935,10.0,50.0,253.7728271484375,243.8392544920731,378.93128652054094
0.935,10.0,55.0,245.74072265625,236.54744007545295,366.4019904767451
0.935,10.0,60.0,237.78097534179688,229.3324977652535,353.92707995933114
0.935,10.0,65.0,229.8929901123047,222.1949805351147,341.50710806745525
0.935,10.0,70.0,222.07656860351562,215.13610335959422,329.14307910772834
0.935,10.0,75.0,214.33074951171875,208.15749558627476,316.8359582520549
0.935,10.0,80.0,206.6552734375,201.2613836066174,304.5868313451627
0.935,10.0,85.0,199.04986572265625,194.45055806361162,292.39706196947907
0.935,10.0,90.0,191.51419067382812,187.72836093675352,280.2679460947176
0.935,10.0,95.0,183.7847900390625,181.09882704272272,268.20110121669865
0.935,10.0,100.0,175.05519104003906,174.56651669206212,256.197964384535
0.935,10.0,105.0,166.36634826660156,168.13684902483453,244.260272043638
0.935,10.0,110.0,157.72210693359375,161.81586757793562,232.38961450290614
0.935,10.0,115.0,149.12669372558594,155.61066073497344,220.58781971666258
0.935,10.0,120.0,140.58432006835938,149.52920910310468,208.85678583910737
0.935,10.0,125.0,132.0999755859375,143.58049109079897,197.19824511896806
0.935,10.0,130.0,123.67936706542969,137.77474681295917,185.61413115908152
0.935,10.0,135.0,115.32794189453125,132.12349957757326,174.1062152248763
0.935,10.0,140.0,107.05314636230469,126.63979506976668,162.67637079576897
0.935,20.0,0.0,321.3870544433594,305.0379458977194,481.0895467582329
0.935,20.0,5.0,312.6175231933594,297.09057962177127,468.13157754688694
0.935,20.0,10.0,303.99273681640625,289.2342125121093,455.2281298840045
0.935,20.0,15.0,295.5074462890625,281.46519545052104,442.3787533689583
0.935,20.0,20.0,287.15625,273.780377880702,429.58292532866335
0.935,20.0,25.0,278.93450927734375,266.1770880213021,416.84023702588354
0.935,20.0,30.0,270.8380432128906,258.65337869917727,404.1507131485066
0.935,20.0,35.0,262.4045104980469,251.20777008285393,391.51432672151554
0.935,20.0,40.0,253.77293395996094,243.8392544920731,378.93130020433324
0.935,20.0,45.0,245.7407684326172,236.54745658905318,366.4020139391379
0.935,20.0,50.0,237.78097534179688,229.3324977652535,353.9270695326334
0.935,20.0,55.0,229.8929901123047,222.19495416469294,341.5070669134967
0.935,20.0,60.0,222.07650756835938,215.13610335959422,329.1430802983311
