layout,mean_gdop,p95_gdop,mean_vdop,worst_condition
V4_CV4,1.1543920598734674,1.1963193645810724,0.8187602177086726,3.455590132959622
V5_CV5,1.1676280635488634,1.2220800909320926,0.8383977597482687,3.8427196975596614
