capture_id,tag,anchor,acf_lag1,acf_lag5,acf_lag10,decay_halflife_frames
R01,BS2DCE,A,0.5279578222667373,-0.2083911962900463,0.13870502726840828,1.0851808175149686
R01,BS2DCE,B,0.3715272701746253,-0.1292544435396607,0.1536069460359835,0.7000546110528036
R01,BS2DCE,C,0.5355998732424037,-0.09626764179544332,0.0839965812496825,1.110158255298775
R01,BS2DCE,D,0.46958488824454503,-0.17009795555710647,-0.08298196035733221,0.9169751336500643
R01,BS2DCE,E,0.47491211962370317,-0.0848834474486068,-0.16867471090603714,0.930866828239273
R01,BS2DCE,F,0.5442098484260905,-0.06697253072602871,-0.21472555581447172,1.1392570515384042
R01,BS2DCE,G,0.32509188963104624,-0.02330942635907544,-0.1343509405773819,0.6168725002155341
R01,BS2DCE,H,0.6159927904062479,0.0940772993864395,0.02672393995823265,1.4305852241438965
R01,BSDC91,A,0.3089985933626862,-0.1278181196772594,0.15304160640659117,0.5902045552761499
R01,BSDC91,B,0.5917701589458102,-0.05983058898886491,0.08730951701798534,1.3211939444812677
R01,BSDC91,C,0.5085791118560198,-0.07473760874334139,-0.02946639476629939,1.025161685905627
R01,BSDC91,D,0.39979621491012424,-0.12103636040723162,-0.09231086713359007,0.7560503220798439
R01,BSDC91,E,0.24049743128020792,-0.02315880450030065,-0.02474838993187632,0.48640341692492517
R01,BSDC91,F,0.4242892035034589,-0.03756467070266231,-0.045514622948567014,0.8084857848343285
R01,BSDC91,G,0.3262176702353435,-0.13394741173305816,0.08768858735471755,0.6187762080327486
R01,BSDC91,H,0.3684569092107714,-0.10245453951778408,0.040805191140012166,0.6942360830205532
R02,BS2DCE,A,0.4358528608949219,-0.02656167332752093,-0.1463391555555585,0.8346639855533552
R02,BS2DCE,B,0.48692085018834913,0.1261760039966792,-0.03736120701481885,0.9631676818509556
R02,BS2DCE,C,0.5113590588500821,0.09242620262942049,0.021623640634267385,1.0334940575122942
R02,BS2DCE,D,0.49642831057650877,-0.17794937373175942,0.042863575560211316,0.9897631741458377
R02,BS2DCE,E,0.5211571095832163,-0.04777303499897798,-0.14142288780183238,1.0635924729980597
R02,BS2DCE,F,0.4792449107993658,-0.00897881997374176,0.015518720909757535,0.9423605337925677
R02,BS2DCE,G,0.4142358071122863,0.09351426600967831,0.06434033531353653,0.7864876220628468
R02,BS2DCE,H,0.15635134122586564,0.08128431370151969,-0.0745109918112527,0.37353343772425646
R02,BSDC91,A,0.4434399926082293,-0.08646790937254777,-0.09947564382753274,0.8523774295882277
R02,BSDC91,B,0.2354178130318835,0.09731915961292367,-0.03972791858222643,0.47922451322238857
R02,BSDC91,C,0.6911061741194671,0.06960926046730309,0.18394552932857589,1.8760996508433376
R02,BSDC91,D,0.47785494950398893,-0.1530195804894067,-0.14512264461562274,0.9386539578772247
