anchor_label,v5_x,v5_y,v5_z,opt_x,opt_y,opt_z,opt_delay,displacement_mm
A,-1102.7752685546875,251.71591186523438,-1687.3880615234375,-1030.712158203125,183.49420166015625,-1743.6854248046875,130.30479431152344,114.09069061279297
B,-1325.5006103515625,282.78802490234375,1014.2990112304688,-1393.2591552734375,345.8540954589844,987.91748046875,171.90573120117188,96.25245666503906
C,814.6630249023438,238.34869384765625,1222.9857177734375,841.7857055664062,329.0235900878906,1136.800048828125,143.06344604492188,128.00604248046875
D,1073.260498046875,261.3687438964844,-1408.226806640625,1104.247802734375,242.69061279296875,-1436.0177001953125,169.20498657226562,45.62257766723633
E,-1139.438232421875,1580.48291015625,-1561.6373291015625,-1088.0333251953125,1569.3858642578125,-1629.2142333984375,99.18513488769531,85.6285400390625
F,-1174.9783935546875,1658.5111083984375,1068.7080078125,-1189.6142578125,1625.25341796875,1072.551025390625,158.26072692871094,36.538352966308594
G,980.3242797851562,1608.835205078125,1195.4847412109375,961.8972778320312,1553.7265625,1312.551025390625,144.4342803955078,130.6944122314453
H,962.2842407226562,1662.7569580078125,-1524.9561767578125,899.1625366210938,1650.6077880859375,-1543.8489990234375,136.18052673339844,66.99918365478516
