strict8_capture_count,strict8_total_frames,all_available_total_frames_matching_captures,strict8_X_rms,strict8_X_p50,strict8_X_p75,strict8_X_p95,strict8_X_max,strict8_Y_rms,strict8_Y_p50,strict8_Y_p75,strict8_Y_p95,strict8_Y_max,strict8_Z_rms,strict8_Z_p50,strict8_Z_p75,strict8_Z_p95,strict8_Z_max,strict8_D3_rms,strict8_D3_p50,strict8_D3_p75,strict8_D3_p95,strict8_D3_max,allavail_X_rms,allavail_X_p50,allavail_X_p75,allavail_X_p95,allavail_X_max,allavail_Y_rms,allavail_Y_p50,allavail_Y_p75,allavail_Y_p95,allavail_Y_max,allavail_Z_rms,allavail_Z_p50,allavail_Z_p75,allavail_Z_p95,allavail_Z_max,allavail_D3_rms,allavail_D3_p50,allavail_D3_p75,allavail_D3_p95,allavail_D3_max,strict8_frame_retention_percent
23,4408,13817,24.312124128125692,23.427407360293394,24.554485054511815,32.31820022432564,36.732961914238714,16.559680806015788,14.75378781674473,16.783412041142206,20.34427937116896,32.16890804538816,39.666533702052135,37.36243918857414,42.07820949445619,55.290965458753554,76.96926450688377,49.3835630949667,44.48147289129895,50.564716941449504,66.99581469515877,91.15051735758931,27.632735260611174,25.975113058014927,27.543778625594868,41.53221277461281,46.00663615674844,17.441726004184762,16.258500416885887,18.455862630369705,21.91445821643251,30.347928375851996,43.96933431317365,37.86954842595105,48.48925710420566,67.8255015527524,71.07421186870806,54.78215242149316,49.248322877789434,58.62593015325001,81.64710266011102,88.19396564001775,31.902728522834188
