row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L12:I0:T6,S00,simulate_imu_prior,L12:I0,0.4050004929995339,,,,
R4:L12:I0:T6,S00,build_track_tensors,L12:I0,6.68593323299865,,,,
R4:L12:I0:T6,S00,torch_gpu,,3.8259218460007105,0,1,3.8259218460007105,3.8259218460007105
R4:L12:I0:T8,S00,torch_gpu,,1.4797409429993422,0,1,1.4797409429993422,1.4797409429993422
R4:L12:I1:T6,S00,simulate_imu_prior,L12:I1,0.31995982000080403,,,,
R4:L12:I1:T6,S00,build_track_tensors,L12:I1,7.0515921779988275,,,,
R4:L12:I1:T6,S00,torch_gpu,,3.6040274539991515,0,1,3.6040274539991515,3.6040274539991515
R4:L12:I1:T8,S00,torch_gpu,,3.087251863998972,0,1,3.087251863998972,3.087251863998972
R4:L12:I3:T6,S00,simulate_imu_prior,L12:I3,0.3198869750012818,,,,
R4:L12:I3:T6,S00,build_track_tensors,L12:I3,7.17790835300184,,,,
R4:L12:I3:T6,S00,torch_gpu,,3.38316480299909,0,1,3.38316480299909,3.38316480299909
R4:L12:I3:T8,S00,torch_gpu,,3.0821406039976864,0,1,3.0821406039976864,3.0821406039976864
R4:L12:I4:T6,S00,simulate_imu_prior,L12:I4,0.3138283529988257,,,,
R4:L12:I4:T6,S00,build_track_tensors,L12:I4,8.057428707001236,,,,
R4:L12:I4:T6,S00,torch_gpu,,3.9368973819982784,0,1,3.9368973819982784,3.9368973819982784
R4:L12:I4:T8,S00,torch_gpu,,3.1642424630008463,0,1,3.1642424630008463,3.1642424630008463
R4:L12:I7:T6,S00,simulate_imu_prior,L12:I7,0.3142903599982674,,,,
R4:L12:I7:T6,S00,build_track_tensors,L12:I7,7.347040536002169,,,,
R4:L12:I7:T6,S00,torch_gpu,,3.47230922000017,0,1,3.47230922000017,3.47230922000017
R4:L12:I7:T8,S00,torch_gpu,,3.1076267259995802,0,1,3.1076267259995802,3.1076267259995802
R4:L12:I8:T6,S00,simulate_imu_prior,L12:I8,0.3109238839970203,,,,
R4:L12:I8:T6,S00,build_track_tensors,L12:I8,7.965161325999361,,,,
R4:L12:I8:T6,S00,torch_gpu,,2.810613497000304,0,1,2.810613497000304,2.810613497000304
R4:L12:I8:T8,S00,torch_gpu,,2.8747517629999493,0,1,2.8747517629999493,2.8747517629999493
R4:L12:I1+I3+I7:T6,S00,simulate_imu_prior,L12:I1+I3+I7,0.31303715399917564,,,,
R4:L12:I1+I3+I7:T6,S00,build_track_tensors,L12:I1+I3+I7,7.955959089998942,,,,
R4:L12:I1+I3+I7:T6,S00,torch_gpu,,3.1626813009970647,0,1,3.1626813009970647,3.1626813009970647
R4:L12:I1+I3+I7:T8,S00,torch_gpu,,3.393717781000305,0,1,3.393717781000305,3.393717781000305
R4:L12:I1+I2+I3+I8:T6,S00,simulate_imu_prior,L12:I1+I2+I3+I8,0.3161140459997114,,,,
R4:L12:I1+I2+I3+I8:T6,S00,build_track_tensors,L12:I1+I2+I3+I8,7.6088004220000585,,,,
R4:L12:I1+I2+I3+I8:T6,S00,torch_gpu,,2.691420809002011,0,1,2.691420809002011,2.691420809002011
R4:L12:I1+I2+I3+I8:T8,S00,torch_gpu,,3.3580524569988484,0,1,3.3580524569988484,3.3580524569988484
R4:L13:I0:T6,S00,simulate_imu_prior,L13:I0,0.31030345499675605,,,,
R4:L13:I0:T6,S00,build_track_tensors,L13:I0,8.031182465998427,,,,
R4:L13:I0:T6,S00,torch_gpu,,1.4134966460005671,0,1,1.4134966460005671,1.4134966460005671
R4:L13:I0:T8,S00,torch_gpu,,3.4067806740022206,0,1,3.4067806740022206,3.4067806740022206
R4:L13:I1:T6,S00,simulate_imu_prior,L13:I1,0.3076181610013009,,,,
R4:L13:I1:T6,S00,build_track_tensors,L13:I1,7.903598681001313,,,,
R4:L13:I1:T6,S00,torch_gpu,,0.7230734039985691,0,1,0.7230734039985691,0.7230734039985691
R4:L13:I1:T8,S00,torch_gpu,,0.6770280210002966,0,1,0.6770280210002966,0.6770280210002966
R4:L13:I3:T6,S00,simulate_imu_prior,L13:I3,0.32012836600188166,,,,
R4:L13:I3:T6,S00,build_track_tensors,L13:I3,7.500204280000617,,,,
R4:L13:I3:T6,S00,torch_gpu,,0.7153248079994228,0,1,0.7153248079994228,0.7153248079994228
R4:L13:I3:T8,S00,torch_gpu,,0.6548161460013944,0,1,0.6548161460013944,0.6548161460013944
R4:L13:I4:T6,S00,simulate_imu_prior,L13:I4,0.3189848260008148,,,,
R4:L13:I4:T6,S00,build_track_tensors,L13:I4,8.178254128000845,,,,
R4:L13:I4:T6,S00,torch_gpu,,3.1623676189992693,0,1,3.1623676189992693,3.1623676189992693
