label,experiment_id,capture_id,tag,seed_id,b0_err3d_p50_mm,b0_err3d_p95_mm,b0_err3d_rmse_mm,fusion_err3d_p50_mm,fusion_err3d_p95_mm,fusion_err3d_rmse_mm,improvement_p95_mm,b0_jump_xz_p99_mm,b0_max_jump_xz_mm,b0_jump_xz_gt200_count,fusion_jump_xz_p99_mm,fusion_max_jump_xz_mm,fusion_jump_xz_gt200_count,b0_vertical_y_p95_mm,fusion_vertical_y_p95_mm
L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I5_T3,R01,BS2DCE,S00,122.44387286762633,595.4802850951193,237.79541278947428,91.12242939577249,188.44943064009163,111.16592936594105,407.0308544550276,425.7784876823406,506.5131539933668,178,102.24843159150781,115.89860110547943,0,545.1237261143797,175.4388061560544
L16 ICM-45686,X_A0_U4_P4_L16_I6_T4,R01,BS2DCE,S00,122.44387286762633,595.4802850951193,237.79541278947428,84.87718698123946,185.11360453423603,107.79793794632914,410.3666805608832,425.7784876823406,506.5131539933668,178,107.7970131462403,128.055355780525,0,545.1237261143797,175.10580724215913
L20 Xsens MTi-3,X_A0_U4_P4_L20_I3_T2,R01,BS2DCE,S00,122.44387286762633,595.4802850951193,237.79541278947428,85.78951538754899,169.43691081224833,100.56039399860393,426.0433742828709,425.7784876823406,506.5131539933668,178,119.4998262200705,151.7026808536333,0,545.1237261143797,159.2794705107558
