oracle_lower_bound_median_3d_mm,oracle_lower_bound_p95_3d_mm,oracle_lower_bound_rmse_3d_mm,recoverable_links,biased_unrecoverable_links,unstable_links,n_links,elapsed_s
44.59582912114855,106.10561575540451,57.515684944460766,75,26,9,192,5.762248992919922
