median_3d_mm,p95_3d_mm,rmse_3d_mm,median_vertical_mm,n_positions,fail_rate,loss,split_family,split,evidence_label,dtag_fit_mm
53.88483764657673,95.53003532378057,60.446454390109906,25.441340059400986,24,0.0,asymmetric,loo_position,ALL_LOO,HELD-OUT,50.311768262536894
63.03617417029314,148.1989277325236,83.61988558546871,60.85232747436737,24,0.0,huber,loo_position,ALL_LOO,HELD-OUT,50.311768262536894
93.16340516273203,213.34634226526882,118.14894281049213,71.29104551485125,24,0.0,l2,loo_position,ALL_LOO,HELD-OUT,50.311768262536894
59.93514696504103,134.080951931575,77.05383213522626,45.97750976691111,24,0.0,student_t,loo_position,ALL_LOO,HELD-OUT,50.311768262536894
