ok,position_id,x_mm,y_mm,z_mm,error_3d_mm,error_horiz_mm,error_vert_mm,signed_vertical_mm,n_ranges,notes,loss,split_family,split,evidence_label,dtag_fit_mm
True,ID02,-526.2646216709796,1058.624604021722,-223.93967336697568,61.548027147859976,39.78071336953649,46.964395978277935,-46.964395978277935,9555,`ftol` termination condition is satisfied.,huber,loo_position,ID02,HELD-OUT,51.24910706458937
True,ID03,-563.1059717625579,1724.2735498815082,-258.1624464118153,99.14853557838373,9.292655396667014,98.71209988150804,98.71209988150804,9515,`ftol` termination condition is satisfied.,huber,loo_position,ID03,HELD-OUT,50.74733943984202
True,ID04,-275.10732907260484,43.87117752948319,517.0777230223437,150.42306342849153,59.17982212960294,138.29261247051681,-138.29261247051681,9534,`ftol` termination condition is satisfied.,huber,loo_position,ID04,HELD-OUT,48.42962419902996
True,ID05,-185.4577306338292,1109.7235177700882,507.81333788285906,34.66025011366501,34.112627888719416,6.136901210511496,6.136901210511496,9495,`ftol` termination condition is satisfied.,huber,loo_position,ID05,HELD-OUT,49.14867523496154
True,ID06,-166.75210164986683,1791.186215459348,493.5144782825842,110.79462194960368,31.461986206006326,106.233665459348,106.233665459348,9520,`ftol` termination condition is satisfied.,huber,loo_position,ID06,HELD-OUT,48.407839775594226
True,ID07,296.4500299250865,88.01777831211713,49.33267926021375,135.59549212203888,55.876057290843285,123.54757668788288,-123.54757668788288,9498,`ftol` termination condition is satisfied.,huber,loo_position,ID07,HELD-OUT,50.71720308481039
True,ID08,431.83567839351196,1204.3728214256323,-103.72071696611654,88.4774015003126,51.29262470605851,72.09242142563221,72.09242142563221,9491,`ftol` termination condition is satisfied.,huber,loo_position,ID08,HELD-OUT,50.215719551366206
True,ID09,424.08115485404625,1522.9610735492076,-46.93392380799271,50.18409165514123,21.75334169165522,45.22427645079256,-45.22427645079256,9528,`ftol` termination condition is satisfied.,huber,loo_position,ID09,HELD-OUT,50.564544482997064
True,ID10,68.189261444938,176.26803760711377,-950.2520484138306,63.593413601548086,12.355027628333374,62.38169239288624,-62.38169239288624,9496,`ftol` termination condition is satisfied.,huber,loo_position,ID10,HELD-OUT,49.373440214212025
True,ID11,-89.4136652212363,1160.4628660058422,-967.0703256482058,38.461184572648904,27.42733101488496,26.963016005842064,26.963016005842064,9510,`ftol` termination condition is satisfied.,huber,loo_position,ID11,HELD-OUT,47.78848948865121
True,ID12,16.980387304869218,1668.6685075443957,-960.0966791497121,99.31267164213283,60.78418737834115,78.53845754439544,78.53845754439544,9504,`ftol` termination condition is satisfied.,huber,loo_position,ID12,HELD-OUT,49.564544482997064
True,ID13,-176.56425282507675,1079.5591788790475,-184.25017820819446,62.47893473903818,18.9418503992906,59.538421120952535,-59.538421120952535,9498,`ftol` termination condition is satisfied.,huber,loo_position,ID13,HELD-OUT,50.23701345675377
True,ID14,-172.13121843930725,1070.4615661722178,-161.9198931217016,75.12795994993918,42.18494681647913,62.16623382778221,-62.16623382778221,9510,`ftol` termination condition is satisfied.,huber,loo_position,ID14,HELD-OUT,50.983895496472144
True,ID15,-188.29591475885243,1081.750155168724,-202.60567855511835,55.0115429804284,21.806430443272355,50.504944831276134,-50.504944831276134,9554,`ftol` termination condition is satisfied.,huber,loo_position,ID15,HELD-OUT,51.16011910101756
True,ID16,-181.16878255791408,1118.5708982236592,-166.4639715894819,19.971351914275072,19.66470435089483,3.4863017763407242,-3.4863017763407242,9484,`ftol` termination condition is satisfied.,huber,loo_position,ID16,HELD-OUT,50.42217562192981
True,ID17,-139.49898885577343,169.4068304763119,-308.82174113336373,60.436353166974314,45.259298894778986,40.05182452368811,-40.05182452368811,9500,`ftol` termination condition is satisfied.,huber,loo_position,ID17,HELD-OUT,51.82248104281042
True,ID18,-316.09579114289005,231.01237931811607,-236.4168807420165,34.0966158963267,24.113366828720714,24.10652931811609,24.10652931811609,9505,`ftol` termination condition is satisfied.,huber,loo_position,ID18,HELD-OUT,51.90585012570719
True,ID19,-175.70829896227528,97.5900958857494,-67.35815350188416,118.72932310748925,48.502499995516935,108.37047411425061,-108.37047411425061,9485,`ftol` termination condition is satisfied.,huber,loo_position,ID19,HELD-OUT,50.97171282327909
True,ID20,-65.43920824141436,182.26247926637595,-214.87514645728564,25.760450295751593,15.86209866744305,20.297650733624067,-20.297650733624067,9505,`ftol` termination condition is satisfied.,huber,loo_position,ID20,HELD-OUT,51.899714364693196
True,ID21,-178.17394420438976,1595.4272923008587,-222.59972085989529,34.30690166966133,34.155736906638055,3.217007699141277,-3.217007699141277,9503,`ftol` termination condition is satisfied.,huber,loo_position,ID21,HELD-OUT,50.47908996563507
True,ID22,-212.2816642547721,1577.2595700117836,-234.533880624901,30.16081472995522,20.565972562408028,22.061629988216282,-22.061629988216282,9518,`ftol` termination condition is satisfied.,huber,loo_position,ID22,HELD-OUT,51.120862571047624
True,ID23,-200.13951526409875,1669.1108041299883,-239.1184945088617,77.58683345118948,34.59613915530449,69.4465541299885,69.4465541299885,9533,`ftol` termination condition is satisfied.,huber,loo_position,ID23,HELD-OUT,50.133059248560826
True,ID24,-219.98908212457135,1671.0804115312078,-240.39798783925158,72.94205838400774,14.437781379024717,71.4989115312078,71.4989115312078,9518,`ftol` termination condition is satisfied.,huber,loo_position,ID24,HELD-OUT,49.69492340168246
True,ID01,-461.98176139605306,50.70643036831308,-324.38303694450815,165.2038154937711,99.55637670200424,131.83637021576627,-131.83637021576627,9506,`ftol` termination condition is satisfied.,huber,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID04,-275.2436484318442,56.40918782095283,515.7021644815444,138.57717692248266,58.2186739336671,125.75460217904717,-125.75460217904717,9534,`ftol` termination condition is satisfied.,huber,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID07,294.7136387903329,94.3888555157945,46.17890509216777,130.71726849075216,57.93679530584492,117.17649948420551,-117.17649948420551,9498,`ftol` termination condition is satisfied.,huber,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID10,67.70951041268337,184.7100877821635,-948.14565125841,54.89460067077261,10.194713346405505,53.93964221783651,-53.93964221783651,9496,Both `ftol` and `xtol` termination conditions are satisfied.,huber,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID17,-137.00735485607288,173.0182717060565,-308.59629084548146,59.959291126315414,47.61528176710423,36.44038329394351,-36.44038329394351,9500,`ftol` termination condition is satisfied.,huber,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID18,-314.53926026105705,235.23925810230435,-235.628827447859,36.102085216511966,22.373612633827495,28.33340810230436,28.33340810230436,9505,`ftol` termination condition is satisfied.,huber,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID19,-174.57928295330973,103.53480190768727,-69.90487896753292,112.4365953384382,46.378335481121674,102.42576809231275,-102.42576809231275,9485,`ftol` termination condition is satisfied.,huber,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID20,-65.69762437663505,186.56840922838106,-215.25925487074682,22.258924684583707,15.483042171244662,15.991720771618958,-15.991720771618958,9505,`ftol` termination condition is satisfied.,huber,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID02,-526.2797699913378,1058.7379092118006,-224.03227672549318,61.40326233732483,39.69050160456824,46.85109078819937,-46.85109078819937,9555,`ftol` termination condition is satisfied.,huber,leave_height,MID,HELD-OUT,48.47908996563507
True,ID05,-185.57225526750616,1109.7811207045336,508.0975905128507,34.951931149400295,34.398628017270255,6.194504144956909,6.194504144956909,9495,`ftol` termination condition is satisfied.,huber,leave_height,MID,HELD-OUT,48.47908996563507
True,ID08,433.29274494342786,1200.2237328759459,-103.23703963692223,85.6435937643312,52.13951160663298,67.94333287594577,67.94333287594577,9491,`ftol` termination condition is satisfied.,huber,leave_height,MID,HELD-OUT,48.47908996563507
True,ID11,-88.91768094823283,1159.6009904590114,-966.6118080373832,37.409056524976165,26.7986562504135,26.101140459011276,26.101140459011276,9510,`ftol` termination condition is satisfied.,huber,leave_height,MID,HELD-OUT,48.47908996563507
True,ID13,-175.7169379859346,1079.0891469772862,-184.024022475949,63.15789413629329,19.695308008558104,60.008453022713866,-60.008453022713866,9498,`ftol` termination condition is satisfied.,huber,leave_height,MID,HELD-OUT,48.47908996563507
True,ID14,-173.48745114127772,1072.553509101455,-161.75809455414637,72.9993562048858,41.47270885009541,60.07429089854509,-60.07429089854509,9510,`ftol` termination condition is satisfied.,huber,leave_height,MID,HELD-OUT,48.47908996563507
True,ID15,-187.09933952810042,1080.4661323303621,-202.60614488645075,56.4576987068873,22.48053760457832,51.78896766963794,-51.78896766963794,9554,`ftol` termination condition is satisfied.,huber,leave_height,MID,HELD-OUT,48.47908996563507
True,ID16,-182.11978125788903,1120.5848237916398,-165.95769229676847,20.064332874661872,20.010236430544545,1.4723762083601741,-1.4723762083601741,9484,`ftol` termination condition is satisfied.,huber,leave_height,MID,HELD-OUT,48.47908996563507
True,ID03,-564.7678440852724,1730.053151895714,-258.2284541152956,105.06254465914324,10.937208290588401,104.49170189571396,104.49170189571396,9515,`ftol` termination condition is satisfied.,huber,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID06,-166.75837073383963,1792.6669593822592,493.6964059424138,112.2414101325265,31.555350734369814,107.71440938225919,107.71440938225919,9520,`ftol` termination condition is satisfied.,huber,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID09,423.6077975445848,1527.7675627726476,-46.170335829503976,46.00884538638316,21.9821820898782,40.41778722735262,-40.41778722735262,9528,`ftol` termination condition is satisfied.,huber,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID12,17.141272336824656,1671.622466623604,-960.8053530651072,101.78939363699489,60.99234943689322,81.49241662360373,81.49241662360373,9504,`ftol` termination condition is satisfied.,huber,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID21,-178.91130713059945,1600.0902385154916,-222.15489212787324,33.51627007753143,33.4850656520104,1.4459385154916617,1.4459385154916617,9503,`ftol` termination condition is satisfied.,huber,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID22,-213.65190725777595,1582.0751229996713,-234.5728686543616,25.80469180176929,19.19518030868783,17.24607700032857,-17.24607700032857,9518,`ftol` termination condition is satisfied.,huber,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID23,-200.79786483030196,1673.187048591371,-238.80483341275007,80.94809514159407,33.867273205046146,73.52279859137116,73.52279859137116,9533,`ftol` termination condition is satisfied.,huber,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID24,-220.57722862301506,1674.7299096424094,-240.13273661917597,76.48954465626842,14.260679154230546,75.14840964240943,75.14840964240943,9518,`ftol` termination condition is satisfied.,huber,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID07,296.36732388995574,88.32133671294493,49.18917217543905,135.35783426318878,55.97012821926455,123.24401828705508,-123.24401828705508,9498,`ftol` termination condition is satisfied.,huber,leave_quadrant,NE,HELD-OUT,50.899714364693196
True,ID08,431.2708602153294,1205.9995000639342,-103.90745601876576,89.62534562185373,50.97251086223247,73.71910006393409,73.71910006393409,9491,`ftol` termination condition is satisfied.,huber,leave_quadrant,NE,HELD-OUT,50.899714364693196
True,ID09,424.1355529752473,1522.394167381243,-47.02797452908847,50.683325598999865,21.724803523849598,45.79118261875715,-45.79118261875715,9528,`ftol` termination condition is satisfied.,huber,leave_quadrant,NE,HELD-OUT,50.899714364693196
True,ID04,-275.07320198021307,39.703320376514064,517.4848636438184,154.37225733924623,59.46266417400332,142.46046962348595,-142.46046962348595,9534,`ftol` termination condition is satisfied.,huber,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID05,-185.9131646061139,1109.9613548211378,508.99631960578137,35.87548385093525,35.304575533991404,6.374738261561106,6.374738261561106,9495,`ftol` termination condition is satisfied.,huber,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID06,-166.7810934946029,1795.4575756516936,494.0452359493146,114.9695663708285,31.727598352457782,110.50502565169359,110.50502565169359,9520,`ftol` termination condition is satisfied.,huber,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID13,-174.7372697763359,1078.6006486851816,-183.73602272700435,63.90709184386469,20.596972339463825,60.49695131481849,-60.49695131481849,9498,`ftol` termination condition is satisfied.,huber,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID14,-174.61422035100597,1074.3286725044607,-161.60780796475527,71.22610310419661,40.919060310184264,58.299127495539324,-58.299127495539324,9510,`ftol` termination condition is satisfied.,huber,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID15,-186.214814693605,1079.5062875124622,-202.59950722318158,57.545336562238134,23.000620452844977,52.74881248753786,-52.74881248753786,9554,`ftol` termination condition is satisfied.,huber,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID16,-183.12001447229113,1122.775799597364,-165.39197733771454,20.47445118997374,20.461836822467458,0.7185995973641184,0.7185995973641184,9484,Both `ftol` and `xtol` termination conditions are satisfied.,huber,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID19,-177.5121333183845,89.5137730601324,-64.44032818515285,127.08592362134641,50.90162536831145,116.44679693986762,-116.44679693986762,9485,`ftol` termination condition is satisfied.,huber,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID10,68.40584015403643,173.0186115821708,-951.0666529453941,66.94484391370982,13.197288428152598,65.63111841782921,-65.63111841782921,9496,`ftol` termination condition is satisfied.,huber,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID11,-89.73222820296373,1161.0135873320141,-967.3653467104807,39.1363273415351,27.832469811512023,27.51373733201399,27.51373733201399,9510,`ftol` termination condition is satisfied.,huber,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID12,17.17224331375317,1672.2176032010243,-960.9483293400997,102.29122284754938,61.03382571260012,82.0875532010241,82.0875532010241,9504,`ftol` termination condition is satisfied.,huber,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID20,-65.04531868268896,175.328734721468,-214.36245390592572,31.79879475905343,16.41994090466676,27.231395278532005,-27.231395278532005,9505,`ftol` termination condition is satisfied.,huber,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID01,-460.36262770362964,54.631511569329795,-322.46508827711517,163.60006000034062,101.99844006013163,127.91128901474954,-127.91128901474954,9506,`ftol` termination condition is satisfied.,huber,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID02,-526.5437072564192,1058.8428455576081,-223.41353437401662,61.615387568060626,40.14041641550787,46.7461544423918,-46.7461544423918,9555,`ftol` termination condition is satisfied.,huber,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID03,-558.9959813832469,1711.6286941879055,-258.0987764446397,86.23082356154892,5.308899132820057,86.06724418790532,86.06724418790532,9515,`ftol` termination condition is satisfied.,huber,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID17,-134.1855681389925,177.28682991814276,-308.4055195801905,59.68753382034754,50.2749974088265,32.171825081857264,-32.171825081857264,9500,`ftol` termination condition is satisfied.,huber,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID18,-312.68206952410765,240.1199149839939,-234.7932128902368,38.954688181654234,20.354203953211748,33.21406498399392,33.21406498399392,9505,`ftol` termination condition is satisfied.,huber,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID21,-176.28047006051958,1583.2209127265219,-223.68101818824087,39.091876139337906,35.92066125651992,15.423387273478056,-15.423387273478056,9503,`ftol` termination condition is satisfied.,huber,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID22,-209.38377684024746,1567.9948428884466,-234.08399574689997,39.148614763596804,23.479211827230138,31.326357111553307,-31.326357111553307,9518,Both `ftol` and `xtol` termination conditions are satisfied.,huber,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID23,-197.87353151880436,1656.6069258709074,-240.31214370718098,67.99357770356167,37.157210250381254,56.94267587090758,56.94267587090758,9533,`ftol` termination condition is satisfied.,huber,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID24,-217.64911522238123,1656.741432465403,-241.44201123791748,59.19313045570235,15.380793662758865,57.15993246540302,57.15993246540302,9518,`ftol` termination condition is satisfied.,huber,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID01,-463.48721427450613,34.62531970159728,-318.3715285414729,179.71235650182302,102.06346030200466,147.91748088248207,-147.91748088248207,9506,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID02,-524.1303242265006,1057.438070399355,-224.14341017199357,62.955306098594896,40.55685570358618,48.150929600644986,-48.150929600644986,9555,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID03,-545.9355784483276,1628.6013265571196,-244.73756886278562,14.418688166746954,14.09459892892892,3.0398765571194417,3.0398765571194417,9515,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID04,-280.21393549786666,74.16857912160546,521.2809803095716,122.68119086053342,58.20402922727706,107.99521087839454,-107.99521087839454,9534,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID05,-190.85378857139602,1095.941249833747,496.1490343415973,24.427629752788597,23.200376353992592,7.645366725829717,-7.645366725829717,9495,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID06,-164.18702507076935,1794.6052788375146,491.58447678559526,114.42961556833973,32.71721225294898,109.65272883751459,109.65272883751459,9520,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID07,291.5457012213588,90.52281541842441,41.98342555071286,135.8801465009313,61.74235033392601,121.0425395815756,-121.0425395815756,9498,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID08,419.3869487333028,1205.1930206209452,-100.09790718493497,82.99257810509462,39.6423734748106,72.91262062094506,72.91262062094506,9491,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID09,431.58579124004274,1498.879997527904,-54.118996946648075,73.42325290329282,24.24339468018858,69.30535247209627,-69.30535247209627,9528,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID10,66.59657157599632,182.0244497967547,-946.8333274864527,57.29113792799804,8.709312658806704,56.625280203245296,-56.625280203245296,9496,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID11,-87.06109654222054,1157.377442228152,-964.160438933289,34.02526101743289,24.240028397065526,23.877592228151798,23.877592228151798,9510,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID12,17.685326652489078,1668.3020509763048,-959.2275513192978,99.42770210840699,61.44107917280385,78.17200097630462,78.17200097630462,9504,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID13,-176.7969186811094,1079.4279178244478,-184.07820199451757,62.59382536612278,18.908093585373987,59.669682175552225,-59.669682175552225,9498,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID14,-171.6488150074498,1072.0320463752496,-161.03855135244993,74.40307895698494,43.17375129552545,60.59575362475039,-60.59575362475039,9510,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID15,-187.52066571577745,1084.0206254631546,-201.23882108044384,52.65880423066854,21.127828311454053,48.23447453684548,-48.23447453684548,9554,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID16,-181.59944544701557,1120.4151134886486,-164.9205975770778,21.175787428683506,21.112023235920052,1.6420865113514083,-1.6420865113514083,9484,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID17,-140.1349004957597,165.67057398074874,-306.24282713963,63.40981741867952,45.86293607829485,43.78808101925128,-43.78808101925128,9500,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID18,-316.58250164831225,230.07361807873122,-235.8826586668246,33.54965043966093,24.26589307801308,23.16776807873123,23.16776807873123,9505,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID19,-146.81369484609198,207.41273168173905,-70.27985721175072,60.54491783886173,60.527500382591434,1.4521616817390282,1.4521616817390282,9485,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID20,-70.34544440894268,230.03983816932885,-208.8186412187662,31.51444240061882,15.428082147514106,27.47970816932883,27.47970816932883,9505,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID21,-169.8888797333346,1578.337396245195,-226.87504337710465,46.79985208417424,42.164627532965035,20.306903754805035,-20.306903754805035,9503,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID22,-222.53326434471114,1556.2607778889228,-242.9941430948033,44.96147367579923,12.935770665694928,43.06042211107706,-43.06042211107706,9518,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID23,-208.54237668800803,1640.8870052906063,-234.18519649674866,48.14489198200883,24.871973588962934,41.22275529060653,41.22275529060653,9533,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID24,-215.3263598087227,1616.7422215072152,-227.45393152675345,17.454925289269273,3.1912464971818104,17.160721507215158,17.160721507215158,9518,`ftol` termination condition is satisfied.,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID01,-463.44399815495376,34.72452978845459,-318.31367788918703,179.67057651561657,102.1336129021459,147.81827079562476,-147.81827079562476,9506,`ftol` termination condition is satisfied.,student_t,loo_position,ID01,HELD-OUT,50.44501406224509
True,ID02,-524.2202226132337,1057.5413114852627,-224.0254272329309,62.91636700200415,40.61882402435675,48.047688514737274,-48.047688514737274,9555,`ftol` termination condition is satisfied.,student_t,loo_position,ID02,HELD-OUT,51.24910706458937
True,ID03,-545.6880768466962,1627.9947205183162,-244.70371582930002,14.471239670128076,14.265201441794737,2.4332705183160215,2.4332705183160215,9515,`ftol` termination condition is satisfied.,student_t,loo_position,ID03,HELD-OUT,50.74733943984202
True,ID04,-280.06282357768265,70.19530516693125,521.6740662083513,126.37133575295866,58.58987032050728,111.96848483306876,-111.96848483306876,9534,`ftol` termination condition is satisfied.,student_t,loo_position,ID04,HELD-OUT,48.42962419902996
True,ID05,-190.97676071082805,1096.1145435359422,496.66269955381205,24.877116174833244,23.728443562644884,7.472073023634493,-7.472073023634493,9495,`ftol` termination condition is satisfied.,student_t,loo_position,ID05,HELD-OUT,49.14867523496154
True,ID06,-164.0468983745129,1799.1995045068152,491.99641328903016,118.9265337234546,33.03261735608732,114.2469545068152,114.2469545068152,9520,`ftol` termination condition is satisfied.,student_t,loo_position,ID06,HELD-OUT,48.407839775594226
True,ID07,291.33069671349205,91.15836771055096,41.636087087119044,135.44147243368377,62.020560033611275,120.40698728944905,-120.40698728944905,9498,`ftol` termination condition is satisfied.,student_t,loo_position,ID07,HELD-OUT,50.71720308481039
True,ID08,419.482708758136,1204.6007248730655,-99.97844369042662,82.46338351765996,39.622976054745735,72.32032487306537,72.32032487306537,9491,`ftol` termination condition is satisfied.,student_t,loo_position,ID08,HELD-OUT,50.215719551366206
True,ID09,431.63953942423507,1498.5134389605014,-54.19314847183989,73.77765352462855,24.268641735875928,69.67191103949881,-69.67191103949881,9528,`ftol` termination condition is satisfied.,student_t,loo_position,ID09,HELD-OUT,50.564544482997064
True,ID10,66.67844429329121,180.44095634979644,-947.2464112013193,58.92035718259945,9.129466614455906,58.20877365020357,-58.20877365020357,9496,`ftol` termination condition is satisfied.,student_t,loo_position,ID10,HELD-OUT,49.373440214212025
True,ID11,-88.93235209569471,1160.5799634609393,-965.8630722852355,37.9260768720066,26.552867299860754,27.080113460939174,27.080113460939174,9510,`ftol` termination condition is satisfied.,student_t,loo_position,ID11,HELD-OUT,47.78848948865121
True,ID12,17.768189345408413,1669.576326479208,-959.5279892562071,100.49233770664989,61.53859838618872,79.44627647920788,79.44627647920788,9504,`ftol` termination condition is satisfied.,student_t,loo_position,ID12,HELD-OUT,49.564544482997064
True,ID13,-176.73685670849264,1079.399710173367,-184.0635915362316,62.6362916469613,18.95961448791584,59.697889826632945,-59.697889826632945,9498,`ftol` termination condition is satisfied.,student_t,loo_position,ID13,HELD-OUT,50.23701345675377
True,ID14,-171.314125744835,1071.5008423242614,-161.08691130579058,74.93625050186006,43.34670327240566,61.126957675738595,-61.126957675738595,9510,`ftol` termination condition is satisfied.,student_t,loo_position,ID14,HELD-OUT,50.983895496472144
True,ID15,-187.88124842821495,1084.4289528704194,-201.21833258969332,52.192369497176806,20.897442055656736,47.826147129580704,-47.826147129580704,9554,`ftol` termination condition is satisfied.,student_t,loo_position,ID15,HELD-OUT,51.16011910101756
True,ID16,-181.56457206456093,1120.3460766494763,-164.93969877188442,21.167834198112356,21.098560650387213,1.7111233505236214,-1.7111233505236214,9484,`ftol` termination condition is satisfied.,student_t,loo_position,ID16,HELD-OUT,50.42217562192981
True,ID17,-138.74827602871048,167.53731525015138,-306.0154829385492,63.12232485251504,47.191409900152365,41.92133974984864,-41.92133974984864,9500,`ftol` termination condition is satisfied.,student_t,loo_position,ID17,HELD-OUT,51.82248104281042
True,ID18,-315.65109773624937,232.4330378825277,-235.35408343414156,34.491214271974755,23.194968005267974,25.527187882527727,25.527187882527727,9505,`ftol` termination condition is satisfied.,student_t,loo_position,ID18,HELD-OUT,51.90585012570719
True,ID19,-146.10340022174262,208.40597054625712,-70.44469167029513,60.949936747482596,60.90086046757053,2.4454005462571047,2.4454005462571047,9485,`ftol` termination condition is satisfied.,student_t,loo_position,ID19,HELD-OUT,50.97171282327909
True,ID20,-70.5746342674934,232.259038172967,-208.7936815896547,33.409302115750705,15.302167205830013,29.69890817296698,29.69890817296698,9505,`ftol` termination condition is satisfied.,student_t,loo_position,ID20,HELD-OUT,51.899714364693196
True,ID21,-169.85765160551404,1578.1451608814543,-226.8924160339515,46.9116527566993,42.19583462575005,20.4991391185456,-20.4991391185456,9503,`ftol` termination condition is satisfied.,student_t,loo_position,ID21,HELD-OUT,50.47908996563507
True,ID22,-222.25322120215435,1555.1923275957583,-242.99371746056397,46.049263469014356,13.159684128765083,44.12887240424152,-44.12887240424152,9518,`ftol` termination condition is satisfied.,student_t,loo_position,ID22,HELD-OUT,51.120862571047624
True,ID23,-208.63279048814567,1641.217445495802,-234.13980982274657,48.37624610211262,24.770812078327506,41.55319549580213,41.55319549580213,9533,`ftol` termination condition is satisfied.,student_t,loo_position,ID23,HELD-OUT,50.133059248560826
True,ID24,-215.54296214715248,1617.7695027196219,-227.36903711118538,18.427178232249343,2.9592996931895312,18.188002719621863,18.188002719621863,9518,`ftol` termination condition is satisfied.,student_t,loo_position,ID24,HELD-OUT,49.69492340168246
True,ID01,-461.27137674118427,39.99417280321189,-315.59441975007917,177.36781407227738,105.54255154471895,142.54862778086746,-142.54862778086746,9506,`ftol` termination condition is satisfied.,student_t,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID04,-280.5737679814316,82.88749650065348,520.3315212233223,114.61468735933174,57.27778022504857,99.27629349934652,-99.27629349934652,9534,`ftol` termination condition is satisfied.,student_t,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID07,288.98604555890887,98.24050659113162,37.77432451159277,130.7233211857002,65.16184032796136,113.32484840886839,-113.32484840886839,9498,`ftol` termination condition is satisfied.,student_t,leave_height,LOW,HELD-OUT,54.698594248950855
