median_3d_mm,p95_3d_mm,rmse_3d_mm,median_vertical_mm,n_positions,fail_rate,estimator,layout,split_family,split,evidence_label,dtag_fit_mm
52.07543518781661,151.6885854238542,78.74932332922947,32.56301349353488,24,0.0,gaussian_exponential_mix,V4_CV4,all_data,ALL,TRANSDUCTIVE,0.40140902243259013
100.51120673414721,100.51120673414721,100.51120673414721,76.28053428348387,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID01,HELD-OUT,-0.5319888201453971
52.24790506026702,52.24790506026702,52.24790506026702,15.59487117735398,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID02,HELD-OUT,2.339971632408691
115.8846850405452,115.8846850405452,115.8846850405452,115.62568913713312,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID03,HELD-OUT,1.045947508709407
229.3985858337053,229.3985858337053,229.3985858337053,220.19058449174287,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID04,HELD-OUT,-1.9219876240094322
43.966069886775955,43.966069886775955,43.966069886775955,16.94489455407711,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID05,HELD-OUT,0.40140902243259013
161.14430506033676,161.14430506033676,161.14430506033676,160.02884813470087,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID06,HELD-OUT,-1.6982391052390078
56.34960542745289,56.34960542745289,56.34960542745289,34.965567330912194,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID07,HELD-OUT,1.4915215156714492
64.70258037819126,64.70258037819126,64.70258037819126,55.82965980437325,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID08,HELD-OUT,0.40140902243259013
33.77112471775683,33.77112471775683,33.77112471775683,28.979470467585543,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID09,HELD-OUT,0.40140902243259013
57.76798001871201,57.76798001871201,57.76798001871201,47.63592482431278,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID10,HELD-OUT,-2.600414073487098
30.898230183099763,30.898230183099763,30.898230183099763,12.948649493633866,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID11,HELD-OUT,-2.600414073487098
103.95136724466275,103.95136724466275,103.95136724466275,65.59728736930288,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID12,HELD-OUT,0.40140902243259013
37.32308489845622,37.32308489845622,37.32308489845622,27.70884339801796,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID13,HELD-OUT,1.4915215156714492
72.29478167265198,72.29478167265198,72.29478167265198,59.70288701706613,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID14,HELD-OUT,1.4915215156714492
32.25072801469654,32.25072801469654,32.25072801469654,25.314495507697302,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID15,HELD-OUT,1.4915215156714492
15.41259709667708,15.41259709667708,15.41259709667708,5.454112263088291,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID16,HELD-OUT,1.4915215156714492
20.789259718422695,20.789259718422695,20.789259718422695,1.0701898001281336,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID17,HELD-OUT,2.339971632408691
59.116560094860795,59.116560094860795,59.116560094860795,45.172213544315184,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID18,HELD-OUT,2.339971632408691
50.74278782292262,50.74278782292262,50.74278782292262,9.99650419518619,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID19,HELD-OUT,1.4915215156714492
66.4734469969854,66.4734469969854,66.4734469969854,58.52252081472977,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID20,HELD-OUT,1.4915215156714492
26.06007580085442,26.06007580085442,26.06007580085442,11.43990888395183,1,0.0,gaussian_exponential_mix,V4_CV4,loo_position,ID21,HELD-OUT,1.4915215156714492
