oracle_lower_bound_mm,best_b1_b2_heldout_mm,gate_condition,b3_status,b4_status,notes
44.59582912114855,51.471264986205654,oracle<45 AND best_B1_or_B2<50,GATE_SKIPPED,GATE_SKIPPED,B3/B4 run only when raw-frame held-out methods first prove sub-50 mm recoverability.
