median_3d_mm,p95_3d_mm,rmse_3d_mm,median_vertical_mm,n_positions,fail_rate,loss,split_family,split,evidence_label,dtag_fit_mm
91.84595636071131,213.45319063588022,117.93307331670638,70.77852692332465,24,0.0,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
139.72567972175204,139.72567972175204,139.72567972175204,110.06609999284814,1,0.0,l2,loo_position,ID01,HELD-OUT,50.44501406224509
56.56823066716466,56.56823066716466,56.56823066716466,35.26530539030796,1,0.0,l2,loo_position,ID02,HELD-OUT,51.24910706458937
213.71593550199657,213.71593550199657,213.71593550199657,210.0877122819395,1,0.0,l2,loo_position,ID03,HELD-OUT,50.74733943984202
211.25198059047824,211.25198059047824,211.25198059047824,200.1513727711593,1,0.0,l2,loo_position,ID04,HELD-OUT,48.42962419902996
133.7345987232209,133.7345987232209,133.7345987232209,72.47801986648733,1,0.0,l2,loo_position,ID05,HELD-OUT,49.14867523496154
72.43026631947541,72.43026631947541,72.43026631947541,67.78842523483718,1,0.0,l2,loo_position,ID06,HELD-OUT,48.407839775594226
132.07834558616662,132.07834558616662,132.07834558616662,125.60279003757203,1,0.0,l2,loo_position,ID07,HELD-OUT,50.71720308481039
118.68615208974096,118.68615208974096,118.68615208974096,69.67949204320371,1,0.0,l2,loo_position,ID08,HELD-OUT,50.215719551366206
48.12801399924549,48.12801399924549,48.12801399924549,41.35399984000901,1,0.0,l2,loo_position,ID09,HELD-OUT,50.564544482997064
96.40141378930215,96.40141378930215,96.40141378930215,89.42798673181281,1,0.0,l2,loo_position,ID10,HELD-OUT,49.373440214212025
21.327382292167414,21.327382292167414,21.327382292167414,6.476292316892113,1,0.0,l2,loo_position,ID11,HELD-OUT,47.78848948865121
89.9253965361619,89.9253965361619,89.9253965361619,77.0858332314026,1,0.0,l2,loo_position,ID12,HELD-OUT,49.564544482997064
60.04428747371139,60.04428747371139,60.04428747371139,56.943435100781016,1,0.0,l2,loo_position,ID13,HELD-OUT,50.23701345675377
75.2454177511416,75.2454177511416,75.2454177511416,70.10407116321517,1,0.0,l2,loo_position,ID14,HELD-OUT,50.983895496472144
61.635955643500985,61.635955643500985,61.635955643500985,59.63342909920675,1,0.0,l2,loo_position,ID15,HELD-OUT,51.16011910101756
29.013896054757595,29.013896054757595,29.013896054757595,26.609310894605187,1,0.0,l2,loo_position,ID16,HELD-OUT,50.42217562192981
39.89642781373903,39.89642781373903,39.89642781373903,25.266798071188248,1,0.0,l2,loo_position,ID17,HELD-OUT,51.82248104281042
44.811883554045934,44.811883554045934,44.811883554045934,11.598513511601993,1,0.0,l2,loo_position,ID18,HELD-OUT,51.90585012570719
223.89229507309665,223.89229507309665,223.89229507309665,221.28062067456096,1,0.0,l2,loo_position,ID19,HELD-OUT,50.97171282327909
134.8444317943877,134.8444317943877,134.8444317943877,129.21421519742103,1,0.0,l2,loo_position,ID20,HELD-OUT,51.899714364693196
65.01882583077729,65.01882583077729,65.01882583077729,62.601272494480554,1,0.0,l2,loo_position,ID21,HELD-OUT,50.47908996563507
103.80501410619692,103.80501410619692,103.80501410619692,76.67400561813884,1,0.0,l2,loo_position,ID22,HELD-OUT,51.120862571047624
119.09351454227614,119.09351454227614,119.09351454227614,100.93824507414388,1,0.0,l2,loo_position,ID23,HELD-OUT,50.133059248560826
179.37968675123557,179.37968675123557,179.37968675123557,159.86906332575813,1,0.0,l2,loo_position,ID24,HELD-OUT,49.69492340168246
128.68216180197038,212.61429795276712,137.46599943951787,111.6008410300728,8,0.0,l2,leave_height,LOW,HELD-OUT,54.698594248950855
59.625430428497324,129.4062920477759,78.68751309522678,57.0647648349983,8,0.0,l2,leave_height,MID,HELD-OUT,48.47908996563507
100.24476724373241,205.95452108959302,127.14326179803939,81.15948762890923,8,0.0,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
117.9728322736388,130.4468817555748,105.7755905082234,69.08859943704533,3,0.0,l2,leave_quadrant,NE,HELD-OUT,50.899714364693196
74.93816277409347,225.0271973878765,130.57155498110666,69.9927404205697,8,0.0,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
96.29090379718355,135.49116901022117,98.92584826161206,86.51825982656513,4,0.0,l2,leave_quadrant,SE,HELD-OUT,47.34681290290496
95.96240554958395,187.96965675152953,113.89102022475528,65.30563536847171,9,0.0,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
62.20025651541297,145.13833316055334,83.01269537801426,60.155555020115116,24,0.0,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
167.32577908765717,167.32577908765717,167.32577908765717,136.81156305138924,1,0.0,huber,loo_position,ID01,HELD-OUT,50.44501406224509
61.548027147859976,61.548027147859976,61.548027147859976,46.964395978277935,1,0.0,huber,loo_position,ID02,HELD-OUT,51.24910706458937
99.14853557838373,99.14853557838373,99.14853557838373,98.71209988150804,1,0.0,huber,loo_position,ID03,HELD-OUT,50.74733943984202
150.42306342849153,150.42306342849153,150.42306342849153,138.29261247051681,1,0.0,huber,loo_position,ID04,HELD-OUT,48.42962419902996
34.66025011366501,34.66025011366501,34.66025011366501,6.136901210511496,1,0.0,huber,loo_position,ID05,HELD-OUT,49.14867523496154
110.79462194960368,110.79462194960368,110.79462194960368,106.233665459348,1,0.0,huber,loo_position,ID06,HELD-OUT,48.407839775594226
135.59549212203888,135.59549212203888,135.59549212203888,123.54757668788288,1,0.0,huber,loo_position,ID07,HELD-OUT,50.71720308481039
88.4774015003126,88.4774015003126,88.4774015003126,72.09242142563221,1,0.0,huber,loo_position,ID08,HELD-OUT,50.215719551366206
50.18409165514123,50.18409165514123,50.18409165514123,45.22427645079256,1,0.0,huber,loo_position,ID09,HELD-OUT,50.564544482997064
63.593413601548086,63.593413601548086,63.593413601548086,62.38169239288624,1,0.0,huber,loo_position,ID10,HELD-OUT,49.373440214212025
38.461184572648904,38.461184572648904,38.461184572648904,26.963016005842064,1,0.0,huber,loo_position,ID11,HELD-OUT,47.78848948865121
99.31267164213283,99.31267164213283,99.31267164213283,78.53845754439544,1,0.0,huber,loo_position,ID12,HELD-OUT,49.564544482997064
62.47893473903818,62.47893473903818,62.47893473903818,59.538421120952535,1,0.0,huber,loo_position,ID13,HELD-OUT,50.23701345675377
75.12795994993918,75.12795994993918,75.12795994993918,62.16623382778221,1,0.0,huber,loo_position,ID14,HELD-OUT,50.983895496472144
55.0115429804284,55.0115429804284,55.0115429804284,50.504944831276134,1,0.0,huber,loo_position,ID15,HELD-OUT,51.16011910101756
19.971351914275072,19.971351914275072,19.971351914275072,3.4863017763407242,1,0.0,huber,loo_position,ID16,HELD-OUT,50.42217562192981
60.436353166974314,60.436353166974314,60.436353166974314,40.05182452368811,1,0.0,huber,loo_position,ID17,HELD-OUT,51.82248104281042
34.0966158963267,34.0966158963267,34.0966158963267,24.10652931811609,1,0.0,huber,loo_position,ID18,HELD-OUT,51.90585012570719
118.72932310748925,118.72932310748925,118.72932310748925,108.37047411425061,1,0.0,huber,loo_position,ID19,HELD-OUT,50.97171282327909
25.760450295751593,25.760450295751593,25.760450295751593,20.297650733624067,1,0.0,huber,loo_position,ID20,HELD-OUT,51.899714364693196
34.30690166966133,34.30690166966133,34.30690166966133,3.217007699141277,1,0.0,huber,loo_position,ID21,HELD-OUT,50.47908996563507
