median_3d_mm,p95_3d_mm,rmse_3d_mm,median_vertical_mm,n_positions,fail_rate,loss,split_family,split,evidence_label,dtag_fit_mm
30.16081472995522,30.16081472995522,30.16081472995522,22.061629988216282,1,0.0,huber,loo_position,ID22,HELD-OUT,51.120862571047624
77.58683345118948,77.58683345118948,77.58683345118948,69.4465541299885,1,0.0,huber,loo_position,ID23,HELD-OUT,50.133059248560826
72.94205838400774,72.94205838400774,72.94205838400774,71.4989115312078,1,0.0,huber,loo_position,ID24,HELD-OUT,49.69492340168246
86.1979432323768,155.88449199382012,102.85443654186496,78.18270515507463,8,0.0,huber,leave_height,LOW,HELD-OUT,54.698594248950855
58.930480522106066,81.2181106185253,57.69980023225745,49.320029228918656,8,0.0,huber,leave_height,MID,HELD-OUT,48.47908996563507
78.71881989893124,109.72880721684236,79.29898641946652,74.3356041168903,8,0.0,huber,leave_height,HIGH,HELD-OUT,47.71562910827763
89.62534562185373,130.78458539905526,98.18901053246209,73.71910006393409,3,0.0,huber,leave_quadrant,NE,HELD-OUT,50.899714364693196
67.56659747403066,144.82204053798128,91.77051569995254,59.398039405178906,8,0.0,huber,leave_quadrant,NW,HELD-OUT,46.40342784144201
53.04058562762246,96.98926600747343,66.12095330564694,46.5724278749216,4,0.0,huber,leave_quadrant,SE,HELD-OUT,47.34681290290496
59.68753382034754,132.6523654248239,77.64949888537116,46.7461544423918,9,0.0,huber,leave_quadrant,SW,HELD-OUT,57.954736600537714
58.918027883429886,133.90030315487158,76.26491743802252,45.96950530994813,24,0.0,student_t,all_data,ALL,TRANSDUCTIVE,50.36038839498738
179.67057651561657,179.67057651561657,179.67057651561657,147.81827079562476,1,0.0,student_t,loo_position,ID01,HELD-OUT,50.44501406224509
62.91636700200415,62.91636700200415,62.91636700200415,48.047688514737274,1,0.0,student_t,loo_position,ID02,HELD-OUT,51.24910706458937
14.471239670128076,14.471239670128076,14.471239670128076,2.4332705183160215,1,0.0,student_t,loo_position,ID03,HELD-OUT,50.74733943984202
126.37133575295866,126.37133575295866,126.37133575295866,111.96848483306876,1,0.0,student_t,loo_position,ID04,HELD-OUT,48.42962419902996
24.877116174833244,24.877116174833244,24.877116174833244,7.472073023634493,1,0.0,student_t,loo_position,ID05,HELD-OUT,49.14867523496154
118.9265337234546,118.9265337234546,118.9265337234546,114.2469545068152,1,0.0,student_t,loo_position,ID06,HELD-OUT,48.407839775594226
135.44147243368377,135.44147243368377,135.44147243368377,120.40698728944905,1,0.0,student_t,loo_position,ID07,HELD-OUT,50.71720308481039
82.46338351765996,82.46338351765996,82.46338351765996,72.32032487306537,1,0.0,student_t,loo_position,ID08,HELD-OUT,50.215719551366206
73.77765352462855,73.77765352462855,73.77765352462855,69.67191103949881,1,0.0,student_t,loo_position,ID09,HELD-OUT,50.564544482997064
58.92035718259945,58.92035718259945,58.92035718259945,58.20877365020357,1,0.0,student_t,loo_position,ID10,HELD-OUT,49.373440214212025
37.9260768720066,37.9260768720066,37.9260768720066,27.080113460939174,1,0.0,student_t,loo_position,ID11,HELD-OUT,47.78848948865121
100.49233770664989,100.49233770664989,100.49233770664989,79.44627647920788,1,0.0,student_t,loo_position,ID12,HELD-OUT,49.564544482997064
62.6362916469613,62.6362916469613,62.6362916469613,59.697889826632945,1,0.0,student_t,loo_position,ID13,HELD-OUT,50.23701345675377
74.93625050186006,74.93625050186006,74.93625050186006,61.126957675738595,1,0.0,student_t,loo_position,ID14,HELD-OUT,50.983895496472144
52.192369497176806,52.192369497176806,52.192369497176806,47.826147129580704,1,0.0,student_t,loo_position,ID15,HELD-OUT,51.16011910101756
21.167834198112356,21.167834198112356,21.167834198112356,1.7111233505236214,1,0.0,student_t,loo_position,ID16,HELD-OUT,50.42217562192981
63.12232485251504,63.12232485251504,63.12232485251504,41.92133974984864,1,0.0,student_t,loo_position,ID17,HELD-OUT,51.82248104281042
34.491214271974755,34.491214271974755,34.491214271974755,25.527187882527727,1,0.0,student_t,loo_position,ID18,HELD-OUT,51.90585012570719
60.949936747482596,60.949936747482596,60.949936747482596,2.4454005462571047,1,0.0,student_t,loo_position,ID19,HELD-OUT,50.97171282327909
33.409302115750705,33.409302115750705,33.409302115750705,29.69890817296698,1,0.0,student_t,loo_position,ID20,HELD-OUT,51.899714364693196
46.9116527566993,46.9116527566993,46.9116527566993,20.4991391185456,1,0.0,student_t,loo_position,ID21,HELD-OUT,50.47908996563507
46.049263469014356,46.049263469014356,46.049263469014356,44.12887240424152,1,0.0,student_t,loo_position,ID22,HELD-OUT,51.120862571047624
48.37624610211262,48.37624610211262,48.37624610211262,41.55319549580213,1,0.0,student_t,loo_position,ID23,HELD-OUT,50.133059248560826
18.427178232249343,18.427178232249343,18.427178232249343,18.188002719621863,1,0.0,student_t,loo_position,ID24,HELD-OUT,49.69492340168246
63.379581772073706,161.04224156197535,96.77752050095664,43.927656765368866,8,0.0,student_t,leave_height,LOW,HELD-OUT,54.698594248950855
58.39405329118983,74.96784034648066,55.2390213614003,48.766892739356535,8,0.0,student_t,leave_height,MID,HELD-OUT,48.47908996563507
47.71536271290337,114.38511456769203,67.8417683167828,42.21692739836931,8,0.0,student_t,leave_height,HIGH,HELD-OUT,47.71562910827763
84.9648976000483,130.19279355781686,101.70604231303129,75.1052503594874,3,0.0,student_t,leave_quadrant,NE,HELD-OUT,50.899714364693196
61.49073120487457,127.93363609454909,78.30484005484057,53.73288099402225,8,0.0,student_t,leave_quadrant,NW,HELD-OUT,46.40342784144201
50.45469050651295,97.32526043511221,64.9284327222704,44.56232548195628,4,0.0,student_t,leave_quadrant,SE,HELD-OUT,47.34681290290496
54.77401920199641,130.59285527447693,73.48862495001762,33.769407825557835,9,0.0,student_t,leave_quadrant,SW,HELD-OUT,57.954736600537714
53.50731036847772,95.29663918936596,59.930929125489506,24.088984437797833,24,0.0,asymmetric,all_data,ALL,TRANSDUCTIVE,50.36038839498738
84.77611272051475,84.77611272051475,84.77611272051475,7.3761344399428594,1,0.0,asymmetric,loo_position,ID01,HELD-OUT,50.44501406224509
82.20022963506393,82.20022963506393,82.20022963506393,65.91642378006668,1,0.0,asymmetric,loo_position,ID02,HELD-OUT,51.24910706458937
39.101784083354566,39.101784083354566,39.101784083354566,35.587445690369805,1,0.0,asymmetric,loo_position,ID03,HELD-OUT,50.74733943984202
114.5897867656338,114.5897867656338,114.5897867656338,96.45719281619319,1,0.0,asymmetric,loo_position,ID04,HELD-OUT,48.42962419902996
56.29486909016077,56.29486909016077,56.29486909016077,0.6827134985364864,1,0.0,asymmetric,loo_position,ID05,HELD-OUT,49.14867523496154
25.72495883859589,25.72495883859589,25.72495883859589,16.329452317570258,1,0.0,asymmetric,loo_position,ID06,HELD-OUT,48.407839775594226
56.65908373641599,56.65908373641599,56.65908373641599,14.09045965788161,1,0.0,asymmetric,loo_position,ID07,HELD-OUT,50.71720308481039
57.49457979249385,57.49457979249385,57.49457979249385,36.0391436462553,1,0.0,asymmetric,loo_position,ID08,HELD-OUT,50.215719551366206
61.245519765431375,61.245519765431375,61.245519765431375,55.84925207443416,1,0.0,asymmetric,loo_position,ID09,HELD-OUT,50.564544482997064
29.32774695987142,29.32774695987142,29.32774695987142,28.183913096833493,1,0.0,asymmetric,loo_position,ID10,HELD-OUT,49.373440214212025
23.307340570446645,23.307340570446645,23.307340570446645,8.053431028917203,1,0.0,asymmetric,loo_position,ID11,HELD-OUT,47.78848948865121
51.47480620299268,51.47480620299268,51.47480620299268,12.88156367894885,1,0.0,asymmetric,loo_position,ID12,HELD-OUT,49.564544482997064
80.25599094392548,80.25599094392548,80.25599094392548,73.58475892263391,1,0.0,asymmetric,loo_position,ID13,HELD-OUT,50.23701345675377
65.40888749698503,65.40888749698503,65.40888749698503,59.065925552107956,1,0.0,asymmetric,loo_position,ID14,HELD-OUT,50.983895496472144
97.42778637141575,97.42778637141575,97.42778637141575,90.46888482231475,1,0.0,asymmetric,loo_position,ID15,HELD-OUT,51.16011910101756
21.72406368646659,21.72406368646659,21.72406368646659,17.887815454228075,1,0.0,asymmetric,loo_position,ID16,HELD-OUT,50.42217562192981
68.17457817549632,68.17457817549632,68.17457817549632,65.9960892470711,1,0.0,asymmetric,loo_position,ID17,HELD-OUT,51.82248104281042
79.78730474821771,79.78730474821771,79.78730474821771,65.5899114974531,1,0.0,asymmetric,loo_position,ID18,HELD-OUT,51.90585012570719
46.72699244734919,46.72699244734919,46.72699244734919,13.685128355534744,1,0.0,asymmetric,loo_position,ID19,HELD-OUT,50.97171282327909
28.168671875369906,28.168671875369906,28.168671875369906,17.486437230392852,1,0.0,asymmetric,loo_position,ID20,HELD-OUT,51.899714364693196
45.16608638548742,45.16608638548742,45.16608638548742,39.17483948582935,1,0.0,asymmetric,loo_position,ID21,HELD-OUT,50.47908996563507
30.42788994083972,30.42788994083972,30.42788994083972,22.69876702196848,1,0.0,asymmetric,loo_position,ID22,HELD-OUT,51.120862571047624
39.756417697556905,39.756417697556905,39.756417697556905,2.1922176617481455,1,0.0,asymmetric,loo_position,ID23,HELD-OUT,50.133059248560826
41.420059439731574,41.420059439731574,41.420059439731574,15.348100866121285,1,0.0,asymmetric,loo_position,ID24,HELD-OUT,49.69492340168246
63.82290641184592,98.02955128582629,67.77534827109767,21.011871271513897,8,0.0,asymmetric,leave_height,LOW,HELD-OUT,54.698594248950855
61.37298650278909,91.07387768642008,65.19202738343935,46.88576085311388,8,0.0,asymmetric,leave_height,MID,HELD-OUT,48.47908996563507
42.48760176857411,55.5593050669062,42.50664681095871,17.792294548095583,8,0.0,asymmetric,leave_height,HIGH,HELD-OUT,47.71562910827763
57.27605197652751,61.21895938294064,58.55974256838557,36.273814850982944,3,0.0,asymmetric,leave_quadrant,NE,HELD-OUT,50.899714364693196
61.097906586863715,109.93842605190837,70.87629702278578,38.99528043634483,8,0.0,asymmetric,leave_quadrant,NW,HELD-OUT,46.40342784144201
28.645537270363118,48.71849325278858,34.9051217179073,13.316696277358275,4,0.0,asymmetric,leave_quadrant,SE,HELD-OUT,47.34681290290496
54.79392422924347,85.57760412405224,63.03545113855143,33.64500614589406,9,0.0,asymmetric,leave_quadrant,SW,HELD-OUT,57.954736600537714
