ok,x_mm,y_mm,z_mm,error_3d_mm,error_horiz_mm,error_vert_mm,signed_vertical_mm,n_anchors,notes,position_id,estimator,layout,split_family,split,evidence_label,dtag_fit_mm
True,-476.9111350786287,106.63137902900473,-376.38815270581426,100.37574654210819,65.67150501833575,75.91142155507461,-75.91142155507461,8,`ftol` termination condition is satisfied.,ID01,gaussian_exponential_mix,V4_CV4,all_data,ALL,TRANSDUCTIVE,0.40140902243259013
True,-522.0946267327505,1087.4175752967226,-215.5038412079664,52.43872432772339,49.18962424507927,18.171424703277353,-18.171424703277353,8,`ftol` termination condition is satisfied.,ID02,gaussian_exponential_mix,V4_CV4,all_data,ALL,TRANSDUCTIVE,0.40140902243259013
True,-560.8800082439832,1744.717272702878,-252.3605826449899,119.41894967400864,7.923096442914933,119.15582270287791,119.15582270287791,8,`ftol` termination condition is satisfied.,ID03,gaussian_exponential_mix,V4_CV4,all_data,ALL,TRANSDUCTIVE,0.40140902243259013
True,-258.4979433336637,-31.011344849319073,491.3861751250806,222.49423864178607,63.718506815231294,213.17513484931908,-213.17513484931908,8,`ftol` termination condition is satisfied.,ID04,gaussian_exponential_mix,V4_CV4,all_data,ALL,TRANSDUCTIVE,0.40140902243259013
True,-177.7675933243063,1120.5315111136538,513.6269518761028,43.966069886775955,40.56951872822841,16.94489455407711,16.94489455407711,8,`ftol` termination condition is satisfied.,ID05,gaussian_exponential_mix,V4_CV4,all_data,ALL,TRANSDUCTIVE,0.40140902243259013
True,-175.477421894641,1841.1692130159347,469.40709947878463,157.3832270267682,19.126796530657014,156.21666301593473,156.21666301593473,8,`ftol` termination condition is satisfied.,ID06,gaussian_exponential_mix,V4_CV4,all_data,ALL,TRANSDUCTIVE,0.40140902243259013
True,312.37348226225214,175.4187984805158,71.65331596382195,56.634252284581535,43.59891034896815,36.14655651948422,-36.14655651948422,8,`ftol` termination condition is satisfied.,ID07,gaussian_exponential_mix,V4_CV4,all_data,ALL,TRANSDUCTIVE,0.40140902243259013
True,406.98969914988925,1188.1100598043733,-100.54555114328922,64.70258037819126,32.70279794947597,55.82965980437325,55.82965980437325,8,`ftol` termination condition is satisfied.,ID08,gaussian_exponential_mix,V4_CV4,all_data,ALL,TRANSDUCTIVE,0.40140902243259013
True,419.0197934106127,1539.2058795324147,-48.41015260809613,33.77112471775683,17.340102540660588,28.979470467585543,-28.979470467585543,8,`ftol` termination condition is satisfied.,ID09,gaussian_exponential_mix,V4_CV4,all_data,ALL,TRANSDUCTIVE,0.40140902243259013
True,85.72940316823025,195.59789325293406,-962.4519236100413,53.39658176518436,31.586932375746787,43.05183674706595,-43.05183674706595,8,`ftol` termination condition is satisfied.,ID10,gaussian_exponential_mix,V4_CV4,all_data,ALL,TRANSDUCTIVE,0.40140902243259013
