position_id,anchor_label,n_frames,n_eff,half_kde_mode_diff_mm,recoverability_class,stable_under_20mm
ID01,A,1199,1120.455995614628,2.887518796992481,OTHER_BIASED,True
ID01,B,1199,1199.0,2.908909774436097,RECOVERABLE_LOS,True
ID01,C,1197,1197.0,17.679110275689254,OTHER_BIASED,True
ID01,D,1198,1073.5801346761857,0.47458646616541955,RECOVERABLE_LOS,True
ID01,E,1201,1201.0,1.8965538847119205,BIASED_UNRECOVERABLE,True
ID01,F,1192,1192.0,1.5555137844612545,RECOVERABLE_LOS,True
ID01,G,1141,1141.0,1.6743609022551027,RECOVERABLE_LOS,True
ID01,H,1179,1179.0,3.501253132832062,OTHER_BIASED,True
ID02,A,1200,1200.0,5.815325814536436,OTHER_BIASED,True
ID02,B,1201,1201.0,2.8871929824560993,OTHER_BIASED,True
ID02,C,1196,1196.0,4.0088847117790465,OTHER_BIASED,True
ID02,D,1201,1125.8691812289776,1.2886340852128342,BIASED_UNRECOVERABLE,True
ID02,E,1201,1168.356970690806,7.107030075187822,RECOVERABLE_LOS,True
ID02,F,1195,761.0812029100205,7.596315789473692,OTHER_BIASED,True
ID02,G,1174,1174.0,3.1575939849622046,OTHER_BIASED,True
ID02,H,1187,1097.1850893052438,14.678182957393346,RECOVERABLE_LOS,True
ID03,A,1200,1200.0,8.915137844611763,RECOVERABLE_LOS,True
ID03,B,1201,1122.8296088098127,2.5468295739347013,BIASED_UNRECOVERABLE,True
ID03,C,1198,1060.6677198737275,6.434736842105394,OTHER_BIASED,True
ID03,D,1201,1201.0,4.925426065163265,BIASED_UNRECOVERABLE,True
ID03,E,1198,1113.6449598115153,0.25498746867174304,OTHER_BIASED,True
ID03,F,1188,1188.0,1.7400877192985718,OTHER_BIASED,True
ID03,G,1156,1156.0,1.341478696741433,OTHER_BIASED,True
ID03,H,1173,1131.9614628820657,2.9881829573937466,RECOVERABLE_LOS,True
ID04,A,1199,1199.0,1.9646992481202687,RECOVERABLE_LOS,True
ID04,B,1200,1189.1083214644873,8.305651629072827,RECOVERABLE_LOS,True
ID04,C,1198,1139.9137900637754,3.1226566416041805,OTHER_BIASED,True
ID04,D,1201,1102.698434427098,3.3371052631578095,RECOVERABLE_LOS,True
