position_id,anchor_label,n_frames,n_eff,half_kde_mode_diff_mm,recoverability_class,stable_under_20mm
ID04,E,1200,1123.9359158210843,3.1803884711780483,RECOVERABLE_LOS,True
ID04,F,1178,1178.0,3.0661152882207716,BIASED_UNRECOVERABLE,True
ID04,G,1171,1171.0,1.8256641604011747,RECOVERABLE_LOS,True
ID04,H,1187,1187.0,5.949586466165783,BIASED_UNRECOVERABLE,True
ID05,A,1196,1037.5289841733427,6.359749373433715,BIASED_UNRECOVERABLE,True
ID05,B,1197,1197.0,5.208057644110113,OTHER_BIASED,True
ID05,C,1199,1067.4366433086636,7.511929824561321,RECOVERABLE_LOS,True
ID05,D,1200,894.3081805048033,8.563433583959977,RECOVERABLE_LOS,True
ID05,E,1200,1145.1058907249394,2.0779824561404894,RECOVERABLE_LOS,True
ID05,F,1189,1189.0,17.828809523809696,RECOVERABLE_LOS,True
ID05,G,1121,1121.0,1.0831954887219126,OTHER_BIASED,True
ID05,H,1193,610.2931812485815,2.9749248120301672,RECOVERABLE_LOS,True
ID06,A,1198,1078.0342325832896,29.71050125313286,UNSTABLE,False
ID06,B,1200,1123.5077583201812,6.031478696741715,OTHER_BIASED,True
ID06,C,1200,539.5805850440835,3.629523809523562,BIASED_UNRECOVERABLE,True
ID06,D,1200,1074.9901633110937,11.29438596491218,RECOVERABLE_LOS,True
ID06,E,1200,1200.0,11.993082706766927,OTHER_BIASED,True
ID06,F,1194,1194.0,2.0848120300749997,RECOVERABLE_LOS,True
ID06,G,1152,1152.0,0.5491854636591142,RECOVERABLE_LOS,True
ID06,H,1176,1176.0,2.786002506265959,RECOVERABLE_LOS,True
ID07,A,1201,1080.6006409988681,1.4011904761905498,OTHER_BIASED,True
ID07,B,1197,1197.0,0.9179072681704383,OTHER_BIASED,True
ID07,C,1200,1200.0,2.0721929824560448,OTHER_BIASED,True
ID07,D,1199,1065.7338234111373,5.21087719298248,RECOVERABLE_LOS,True
ID07,E,1201,580.1808889199432,0.9858646616539772,BIASED_UNRECOVERABLE,True
ID07,F,1193,1182.051648939602,24.487130325814633,UNSTABLE,False
ID07,G,1120,1120.0,5.749573934836917,BIASED_UNRECOVERABLE,True
ID07,H,1187,1187.0,4.951015037593606,RECOVERABLE_LOS,True
ID08,A,1198,1142.2694556798122,6.633909774436233,RECOVERABLE_LOS,True
ID08,B,1201,1103.4934220438574,15.361954887218417,BIASED_UNRECOVERABLE,True
ID08,C,1201,1108.0313572933344,1.6095989974935492,OTHER_BIASED,True
ID08,D,1200,1200.0,7.751403508771773,BIASED_UNRECOVERABLE,True
ID08,E,1201,1032.8536735669159,3.390451127819688,OTHER_BIASED,True
ID08,F,1188,1188.0,23.729874686716812,UNSTABLE,False
ID08,G,1131,1131.0,0.7130576441102221,RECOVERABLE_LOS,True
ID08,H,1171,786.5356975888226,2.0234962406009345,OTHER_BIASED,True
ID09,A,1194,1087.7502990944206,0.957142857143026,OTHER_BIASED,True
ID09,B,1199,1066.0777854755322,4.151077694235482,RECOVERABLE_LOS,True
ID09,C,1197,1044.590056081301,0.19477443609002876,OTHER_BIASED,True
ID09,D,1200,1010.4003796174766,5.470877192982243,BIASED_UNRECOVERABLE,True
ID09,E,1198,1198.0,19.29097744360888,OTHER_BIASED,True
ID09,F,1195,1195.0,4.753784461152918,RECOVERABLE_LOS,True
ID09,G,1161,1161.0,9.055914786967378,OTHER_BIASED,True
ID09,H,1184,1184.0,2.8137844611551373,RECOVERABLE_LOS,True
ID10,A,1200,1200.0,4.24795739348383,OTHER_BIASED,True
ID10,B,1201,1201.0,5.827531328320674,RECOVERABLE_LOS,True
ID10,C,1201,1201.0,6.817318295739369,RECOVERABLE_LOS,True
ID10,D,1199,1199.0,4.495037593984989,RECOVERABLE_LOS,True
ID10,E,1201,1201.0,4.328157894736705,RECOVERABLE_LOS,True
ID10,F,1173,1173.0,6.349360902255285,BIASED_UNRECOVERABLE,True
ID10,G,1139,1139.0,5.984686716792112,OTHER_BIASED,True
ID10,H,1182,1182.0,1.6957393483701253,RECOVERABLE_LOS,True
ID11,A,1201,1115.2048739007587,2.3641729323308027,RECOVERABLE_LOS,True
ID11,B,1199,1136.1211826916374,0.5875689223057634,OTHER_BIASED,True
ID11,C,1198,1198.0,8.7627568922303,BIASED_UNRECOVERABLE,True
ID11,D,1201,1201.0,10.940751879699292,RECOVERABLE_LOS,True
ID11,E,1201,1197.6987475658723,3.656892230576659,OTHER_BIASED,True
ID11,F,1194,1194.0,0.1522305764410703,RECOVERABLE_LOS,True
ID11,G,1137,1137.0,2.3411278195490013,RECOVERABLE_LOS,True
ID11,H,1179,1179.0,4.047117794486894,RECOVERABLE_LOS,True
ID12,A,1199,1139.4424002738933,4.2484711779447935,BIASED_UNRECOVERABLE,True
ID12,B,1201,1201.0,3.9902255639099167,OTHER_BIASED,True
ID12,C,1199,1199.0,0.08302005012546942,BIASED_UNRECOVERABLE,True
ID12,D,1201,1201.0,8.00937343358396,RECOVERABLE_LOS,True
ID12,E,1201,1117.1142467270147,0.3854636591479448,OTHER_BIASED,True
ID12,F,1190,1190.0,6.058997493734296,RECOVERABLE_LOS,True
ID12,G,1136,1136.0,6.032105263157973,OTHER_BIASED,True
ID12,H,1177,1121.077141779422,5.680989974937347,OTHER_BIASED,True
ID13,A,1199,1128.900790070461,1.3375689223057634,OTHER_BIASED,True
ID13,B,1199,1199.0,7.723533834586533,RECOVERABLE_LOS,True
ID13,C,1198,1104.382720713751,4.264185463659032,OTHER_BIASED,True
ID13,D,1199,1199.0,7.5820676691728295,RECOVERABLE_LOS,True
ID13,E,1195,1175.2492408698545,1.9083583959900352,RECOVERABLE_LOS,True
ID13,F,1192,1192.0,43.67218045112759,UNSTABLE,False
ID13,G,1137,1137.0,3.34531328320827,RECOVERABLE_LOS,True
ID13,H,1179,1156.9226118583756,6.849022556390992,OTHER_BIASED,True
ID14,A,1198,1157.7632199453942,4.74373433583969,RECOVERABLE_LOS,True
ID14,B,1199,1179.7686919510393,7.365338345864757,OTHER_BIASED,True
ID14,C,1196,967.8047013024484,3.8301879699247365,OTHER_BIASED,True
ID14,D,1200,1200.0,4.478696741854492,RECOVERABLE_LOS,True
ID14,E,1199,1199.0,3.89215538847111,OTHER_BIASED,True
ID14,F,1198,1198.0,0.8263909774436797,RECOVERABLE_LOS,True
ID14,G,1138,1138.0,1.9103759398497004,OTHER_BIASED,True
ID14,H,1182,1182.0,4.833458646616464,RECOVERABLE_LOS,True
ID15,A,1199,1199.0,8.336328320802068,OTHER_BIASED,True
ID15,B,1199,1199.0,16.67576441102733,RECOVERABLE_LOS,True
ID15,C,1200,1186.6667924760861,9.54401002506279,OTHER_BIASED,True
ID15,D,1201,1201.0,6.089799498746743,RECOVERABLE_LOS,True
ID15,E,1200,1087.21136717623,5.5135213032581305,OTHER_BIASED,True
ID15,F,1196,717.9365206689585,18.47651629072675,RECOVERABLE_LOS,True
ID15,G,1158,1158.0,0.023233082706838104,RECOVERABLE_LOS,True
ID15,H,1201,1201.0,10.660651629072618,OTHER_BIASED,True
ID16,A,1199,1199.0,0.03879699248136603,RECOVERABLE_LOS,True
ID16,B,1199,1124.1446360351986,7.589987468671779,OTHER_BIASED,True
ID16,C,1199,1199.0,0.633659147869821,OTHER_BIASED,True
ID16,D,1198,1198.0,6.600776942355878,RECOVERABLE_LOS,True
ID16,E,1199,1199.0,11.594285714285661,OTHER_BIASED,True
ID16,F,1176,1176.0,7.819461152882241,RECOVERABLE_LOS,True
ID16,G,1155,1155.0,1.3455639097744552,OTHER_BIASED,True
ID16,H,1159,1159.0,5.014360902255476,RECOVERABLE_LOS,True
ID17,A,1199,1199.0,7.528258145363452,OTHER_BIASED,True
ID17,B,1198,1158.875399194604,0.06137844611521359,OTHER_BIASED,True
ID17,C,1197,1196.0887947191522,12.0168671679196,OTHER_BIASED,True
ID17,D,1197,1197.0,6.53285714285721,OTHER_BIASED,True
ID17,E,1198,1198.0,12.051002506265831,BIASED_UNRECOVERABLE,True
ID17,F,1192,1192.0,21.932894736842172,UNSTABLE,False
ID17,G,1160,1160.0,1.4122180451131499,RECOVERABLE_LOS,True
ID17,H,1159,1159.0,5.053959899749771,OTHER_BIASED,True
ID18,A,1192,1192.0,4.335275689222954,OTHER_BIASED,True
ID18,B,1198,1198.0,0.9923057644109576,OTHER_BIASED,True
ID18,C,1195,1195.0,11.184348370927182,RECOVERABLE_LOS,True
ID18,D,1199,1199.0,6.395300751879631,RECOVERABLE_LOS,True
ID18,E,1199,1176.7316110581885,23.644949874686972,UNSTABLE,False
ID18,F,1192,1192.0,8.441666666666606,RECOVERABLE_LOS,True
ID18,G,1154,1154.0,4.410827067669288,OTHER_BIASED,True
ID18,H,1176,1176.0,8.055676691729332,RECOVERABLE_LOS,True
ID19,A,1195,1195.0,4.356729323308173,OTHER_BIASED,True
ID19,B,1198,1198.0,0.2909022556389118,OTHER_BIASED,True
ID19,C,1200,1200.0,1.2760902255638484,OTHER_BIASED,True
ID19,D,1199,1199.0,2.9697493734333875,RECOVERABLE_LOS,True
ID19,E,1199,1199.0,17.07098997493722,BIASED_UNRECOVERABLE,True
ID19,F,1190,1190.0,9.796140350877067,OTHER_BIASED,True
ID19,G,1143,1143.0,6.0555513784461255,BIASED_UNRECOVERABLE,True
ID19,H,1161,1161.0,10.830112781954995,OTHER_BIASED,True
ID20,A,1199,1199.0,9.204085213032613,OTHER_BIASED,True
ID20,B,1198,1106.4234868958802,3.3635338345864056,OTHER_BIASED,True
ID20,C,1199,1090.7497360853824,1.1273433583960468,OTHER_BIASED,True
ID20,D,1197,1197.0,6.320426065163019,OTHER_BIASED,True
ID20,E,1201,1201.0,7.5237343358394355,OTHER_BIASED,True
ID20,F,1184,1184.0,5.414436090225536,BIASED_UNRECOVERABLE,True
ID20,G,1157,1157.0,0.5418170426069082,OTHER_BIASED,True
ID20,H,1170,995.7293724178699,10.774135338346241,OTHER_BIASED,True
ID21,A,1198,1071.4322287032749,7.20320802005017,OTHER_BIASED,True
ID21,B,1200,1105.6656418325683,2.5643107769424205,RECOVERABLE_LOS,True
ID21,C,1200,1007.79321890391,2.559573934837317,OTHER_BIASED,True
ID21,D,1201,764.9163558349079,10.473796992481311,BIASED_UNRECOVERABLE,True
ID21,E,1200,1200.0,2.581929824561712,RECOVERABLE_LOS,True
ID21,F,1174,1166.2135555074308,29.446516290727004,UNSTABLE,False
ID21,G,1150,1150.0,0.007042606516279193,OTHER_BIASED,True
ID21,H,1180,1180.0,7.148558897243674,RECOVERABLE_LOS,True
ID22,A,1199,1155.2870982220586,10.266804511278224,BIASED_UNRECOVERABLE,True
ID22,B,1200,1200.0,4.2693233082704865,OTHER_BIASED,True
ID22,C,1196,1168.04353674727,4.008634085213089,OTHER_BIASED,True
ID22,D,1199,1128.486996706802,9.88076441102794,OTHER_BIASED,True
ID22,E,1200,1168.0579081713754,14.258947368421104,OTHER_BIASED,True
ID22,F,1194,1194.0,6.351729323308064,RECOVERABLE_LOS,True
ID22,G,1146,1146.0,2.995538847117814,RECOVERABLE_LOS,True
ID22,H,1184,1184.0,3.930676691728877,RECOVERABLE_LOS,True
ID23,A,1201,1189.3664334966763,2.023909774436106,OTHER_BIASED,True
ID23,B,1200,1197.2840223808323,6.4954385964911125,BIASED_UNRECOVERABLE,True
ID23,C,1196,912.4313715316616,4.353609022556611,OTHER_BIASED,True
ID23,D,1197,1101.7510523259928,9.329586466165438,OTHER_BIASED,True
ID23,E,1199,1167.2623262676634,24.11695488721807,UNSTABLE,False
ID23,F,1193,1193.0,9.886541353383336,RECOVERABLE_LOS,True
ID23,G,1159,1159.0,0.5869924812029694,RECOVERABLE_LOS,True
ID23,H,1188,1188.0,0.22765664160397137,RECOVERABLE_LOS,True
ID24,A,1197,1197.0,14.994310776942257,BIASED_UNRECOVERABLE,True
ID24,B,1197,1197.0,2.864962406014911,OTHER_BIASED,True
ID24,C,1199,1008.4337976683854,4.367030075188268,BIASED_UNRECOVERABLE,True
ID24,D,1201,1201.0,7.426892230575959,OTHER_BIASED,True
ID24,E,1201,1158.4143526618038,27.81298245614039,UNSTABLE,False
ID24,F,1188,1188.0,7.946378446115432,RECOVERABLE_LOS,True
ID24,G,1146,1146.0,1.2954887218045315,RECOVERABLE_LOS,True
ID24,H,1189,1108.165799831775,5.285714285714448,RECOVERABLE_LOS,True
