layout,estimator,split_family,split,evidence_label,median_3d_mm,p95_3d_mm,rmse_3d_mm,n_positions,fail_rate,dtag_fit_mm
V5_CV5,gaussian_exponential_mix,loo_position,ALL_LOO,HELD-OUT,51.471264986205654,159.17822636384537,77.27189452097305,24,0.0,14.422376425681826
V5_CV5,kde_lowest_mode,loo_position,ALL_LOO,HELD-OUT,64.49015095886575,146.69924529590742,86.02949676772178,24,0.0,44.97922305571885
V5_CV5,lower_core,loo_position,ALL_LOO,HELD-OUT,64.44022816014018,143.06879008943298,87.3607958642682,24,0.0,44.60457783542606
V5_CV5,lower_trim_10,loo_position,ALL_LOO,HELD-OUT,53.76001124147136,158.3912550665216,78.61096988598362,24,0.0,-2.897873873423149
V5_CV5,p10,loo_position,ALL_LOO,HELD-OUT,51.96649030695515,158.32178271722896,77.48339406240143,24,0.0,10.790761484672673
V5_CV5,p30,loo_position,ALL_LOO,HELD-OUT,58.836231203223434,154.472844475181,81.01810643583653,24,0.0,32.97030050028088
V5_CV5,p50,loo_position,ALL_LOO,HELD-OUT,68.73937669775012,155.75218481802918,86.46682249582713,24,0.0,49.525019933128505
V5_CV5,two_gaussian_mix,loo_position,ALL_LOO,HELD-OUT,65.32533316388822,146.0303946397662,84.31551876499988,24,0.0,41.90167953453726
