task,status,elapsed_s,error
B0,OK,6.5580549240112305,
B1,OK,4.3843982219696045,
B2,OK,7.828668117523193,
B3_B4,OK,0.0012364387512207031,
B5,OK,1.5575637817382812,
B6,OK,0.12077689170837402,
