sweep,conn_id,peer_name,tag_id,plan,pmode,quality_flag_percent,targets,statuses,qualities
23132,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23133,,BSF66F,,cal_static,4,93,"E,F,G,H","ok,ok,ok,ok","100,100,75,100"
23134,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23135,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,80,100"
23136,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23137,,BSF66F,,cal_static,4,87,"E,F,G,H","ok,ok,reject,reject","100,100,66,83"
23138,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23139,,BSF66F,,cal_static,4,89,"E,F,G,H","ok,ok,ok,ok","100,100,71,85"
23140,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23141,,BSF66F,,cal_static,4,90,"E,F,G,H","ok,ok,ok,ok","100,100,75,87"
23142,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23143,,BSF66F,,cal_static,4,91,"E,F,G,H","ok,ok,ok,ok","100,100,77,88"
23144,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23145,,BSF66F,,cal_static,4,92,"E,F,G,H","ok,ok,ok,ok","100,100,80,90"
23146,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23147,,BSF66F,,cal_static,4,92,"E,F,G,H","ok,ok,ok,ok","100,100,81,90"
23148,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23149,,BSF66F,,cal_static,4,93,"E,F,G,H","ok,ok,ok,ok","100,100,83,91"
23150,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23151,,BSF66F,,cal_static,4,94,"E,F,G,H","ok,ok,ok,ok","100,100,84,92"
23152,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23153,,BSF66F,,cal_static,4,94,"E,F,G,H","ok,ok,ok,ok","100,100,85,92"
23154,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
23155,,BSF66F,,cal_static,4,94,"E,F,G,H","ok,ok,ok,ok","100,100,86,93"
23156,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,timeout","100,100,100,93"
23157,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,87,93"
23158,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,100,93"
23159,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,88,94"
23160,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,100,94"
23161,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,88,94"
23162,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,100,94"
23163,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,89,94"
23164,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,100,94"
23165,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,90,95"
23166,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,100,95"
23167,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,90,95"
23168,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,100,95"
23169,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,90,95"
23170,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,100,100,95"
23171,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,91,95"
23172,,BSF66F,,cal_static,4,97,"A,B,C,D","ok,timeout,ok,ok","100,95,100,95"
23173,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,91,95"
23174,,BSF66F,,cal_static,4,97,"A,B,C,D","ok,ok,ok,ok","100,95,100,95"
23175,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,92,96"
23176,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,96,100,96"
23177,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,92,96"
23178,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,96,100,96"
23179,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,92,96"
23180,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,96,100,96"
23181,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,92,96"
23182,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,96,100,96"
23183,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,93,96"
23184,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,96,100,96"
23185,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,93,96"
23186,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,96,100,96"
23187,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,93,96"
23188,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,96,100,96"
23189,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,93,96"
23190,,BSF66F,,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,96,100,96"
23191,,BSF66F,,cal_static,4,98,"E,F,G,H","ok,ok,ok,ok","100,100,94,100"
23192,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
