L,P,I,T,stress_count,p50_mean,p95_mean,p95_worst,p95_std_across_stress,rmse_mean,horiz_xz_p95_mean,vertical_y_p95_mean,sameP_delta_p95_mean,sameP_improved_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short,robust_score,robust_rank
L0,P3,I8,T2,5,72.71899790559783,114.80586899922442,114.80586899922442,0.0,75.56342479813385,86.88394181597556,89.1957206915553,85.47076000492889,1.0,116.99626899625329,34.29296909504174,105.4595943271842,347.05221218085484,L0,X_A0_U4_P3_L0_I8_T2,149.43917229679838,11
L0,P1,I8,T2,5,71.67650939587432,112.41822879693991,112.41822879693991,0.0,74.38686185289268,84.07465963863918,89.11483538576613,67.16304657396338,1.0,119.38390919853782,31.349133511306007,103.99785745798879,375.9323153319848,L0,X_A0_U4_P1_L0_I8_T2,150.57352585107634,12
L0,P4,I3,T2,5,67.61642152599613,106.66452270886089,106.66452270886089,0.0,73.00329158806036,71.93478200649457,91.62932262402688,32.2217132341666,1.0,125.13761528661685,16.605011590650122,101.0798611831126,422.39628984632543,L0,X_A0_U4_P4_L0_I3_T2,151.10365652588743,13
L0,P2,I6,T2,5,75.94591754453856,114.86351519652116,114.86351519652116,0.0,79.93360673273187,88.54532457728372,91.66806189308406,76.48303545042955,1.0,116.93862279895654,19.544525639296353,101.17335718761302,369.40567055042317,L0,X_A0_U4_P2_L0_I6_T2,151.12099023083812,14
L0,P0,I6,T2,5,74.18823895218495,121.7242678726088,121.7242678726088,0.0,79.07429498330971,85.42626893114975,96.11965532901118,110.07787012286892,1.0,110.07787012286892,32.476869886907025,103.10931856818362,364.7584173774412,L0,X_A0_U4_P0_L0_I6_T2,152.27469188253218,15
L0,P4,I2,T2,5,67.9818319728933,108.30128218081191,108.30128218081191,0.0,73.56558447509559,73.17489279537361,92.62954827090087,30.584953762215576,1.0,123.50085581466581,17.053888405322056,102.05585655022267,417.68260181600306,L0,X_A0_U4_P4_L0_I2_T2,153.86887098607556,16
L0,P4,I7,T2,5,67.9818319728933,108.30128218081191,108.30128218081191,0.0,73.56558447509559,73.17489279537361,92.62954827090087,30.584953762215576,1.0,123.50085581466581,17.053888405322056,102.05585655022267,417.68260181600306,L0,X_A0_U4_P4_L0_I7_T2,153.86887098607556,17
L0,P3,I4,T2,5,73.43049642822683,117.44114151308236,117.44114151308236,0.0,76.34014544807948,89.20011084075566,90.70780593631127,82.83548749107095,1.0,114.36099648239538,35.90456466899914,106.9738014903883,340.99061809564694,L0,X_A0_U4_P3_L0_I4_T2,153.8827393934517,18
L0,P1,I4,T2,5,72.07487849717273,114.85378649821789,114.85378649821789,0.0,75.19017060801536,86.20904605562592,89.85700806290983,64.7274888726854,1.0,116.94835149725984,32.83307812370066,105.43297131111538,367.811570705598,L0,X_A0_U4_P1_L0_I4_T2,154.6856852510901,19
L0,P4,I1,T2,5,68.41300165978993,109.91147486841655,109.91147486841655,0.0,74.08354871167195,74.16327866802905,93.29989095397718,28.97476107461094,1.0,121.89066312706117,17.604492608132375,102.90504842735763,414.43771366019143,L0,X_A0_U4_P4_L0_I1_T2,156.57255806781325,20
L0,P2,I8,T2,5,77.42085813728885,118.22197811103247,118.22197811103247,0.0,81.69733764582006,90.94252257252856,93.51807797180606,73.12457253591826,1.0,113.58015988444524,21.212125114614082,103.76241993658441,356.8296251794529,L0,X_A0_U4_P2_L0_I8_T2,156.88289030640195,21
L0,P3,I3,T2,5,74.21426097772932,119.69742291944867,119.69742291944867,0.0,77.07068991961941,91.85434582953647,92.34582723915685,80.57920608470462,1.0,112.10471507602904,37.23101253087455,108.13424167965923,336.8129825608918,L0,X_A0_U4_P3_L0_I3_T2,157.66685567202842,22
L0,P1,I3,T2,5,72.51728993402912,116.86992097830289,116.86992097830289,0.0,76.46861262227502,88.6273377690323,91.01844175106308,62.71135439260038,1.0,114.93221701717482,34.16481518797704,106.73622505617232,361.75442268915094,L0,X_A0_U4_P1_L0_I3_T2,158.10698848098465,23
L0,P0,I8,T2,5,75.35684370075256,125.39600200732968,125.39600200732968,0.0,80.78712594459088,88.36093289708367,98.33689931396256,106.40613598814802,1.0,106.40613598814802,34.29296909504174,105.20635322686626,350.56964590540105,L0,X_A0_U4_P0_L0_I8_T2,158.464021696888,24
L0,P3,I2,T2,5,74.95289622813621,121.82121764180927,121.82121764180927,0.0,77.96003315941101,94.16570618377085,94.34029940512953,78.45541136234404,1.0,109.98092035366844,38.41168433394364,109.16183030655111,333.85011997402273,L0,X_A0_U4_P3_L0_I2_T2,161.21906552183916,25
L0,P3,I7,T2,5,74.95289622813621,121.82121764180927,121.82121764180927,0.0,77.96003315941101,94.16570618377085,94.34029940512953,78.45541136234404,1.0,109.98092035366844,38.41168433394364,109.16183030655111,333.85011997402273,L0,X_A0_U4_P3_L0_I7_T2,161.21906552183916,26
L0,P1,I2,T2,5,72.90900436911608,118.85863475515218,118.85863475515218,0.0,77.67325104833915,90.32523985902714,92.23121616917118,60.722640615751104,1.0,112.94350324032555,35.35944231851499,107.63688754894034,357.2136467562318,L0,X_A0_U4_P1_L0_I2_T2,161.42402989785873,27
L0,P1,I7,T2,5,72.90900436911608,118.85863475515218,118.85863475515218,0.0,77.67325104833915,90.32523985902714,92.23121616917118,60.722640615751104,1.0,112.94350324032555,35.35944231851499,107.63688754894034,357.2136467562318,L0,X_A0_U4_P1_L0_I7_T2,161.42402989785873,28
L0,P2,I4,T2,5,78.55939122101648,121.59988411951694,121.59988411951694,0.0,83.04651301579524,93.59877668243878,95.39721094852882,69.74666652743377,1.0,110.20225387596076,22.78957333066623,105.65738319118725,347.35450403216424,L0,X_A0_U4_P2_L0_I4_T2,162.5717844081675,29
L0,P0,I4,T2,5,76.0392274564069,128.238207622838,128.238207622838,0.0,82.36161243992507,91.5656517957314,100.13895084429666,103.56393037263975,1.0,103.56393037263975,35.92538469425719,106.74437017931355,339.8377477418165,L0,X_A0_U4_P0_L0_I4_T2,163.24225322456834,30
L0,P5,I5,T2,5,75.3308756372872,118.51114975832263,118.51114975832263,0.0,81.57426297189693,88.0247234205629,88.72828377206585,38.2259096748802,1.0,113.29098823715508,32.18779371315267,89.09709227254748,468.99349207878294,L0,X_A0_U4_P5_L0_I5_T2,163.7981385958976,31
L0,P1,I1,T2,5,73.19465129328859,120.9617070546183,120.9617070546183,0.0,78.80923943483145,92.54721128053615,93.24061176189285,58.619568316285,1.0,110.84043094085943,36.43133960542718,108.80924866530225,353.78126704174963,L0,X_A0_U4_P1_L0_I1_T2,164.9647997444588,32
L0,P3,I1,T2,5,75.39662428429853,124.04387257788213,124.04387257788213,0.0,79.11699085729512,96.11799016592941,95.54009088002817,76.23275642627118,1.0,107.7582654175956,39.369238452143804,110.7114587119609,331.6376533129248,L0,X_A0_U4_P3_L0_I1_T2,165.0077576803672,33
L1,P4,I5,T2,5,69.0673738730279,112.79668918452614,124.04556757814666,8.553071607778095,75.73898316032692,76.00167973023116,90.90366092629539,26.089546758501353,1.0,119.00544881095159,15.71042743381096,105.60247078129017,394.7148770388825,L1,X_A0_U4_P4_L1_I5_T2,165.53062176444564,34
L1,P3,I5,T2,5,75.73976917277608,122.12712195748456,135.68431891874934,8.44109398306168,81.43098955117745,94.76519668993117,93.82546141412031,78.14950704666875,1.0,109.67501603799315,34.29199466427009,113.24575821868447,323.2836796675324,L1,X_A0_U4_P3_L1_I5_T2,167.06612055018232,35
L0,P0,I3,T2,5,76.70298037752382,130.5864050597478,130.5864050597478,0.0,83.8126757785715,94.43473812283312,102.08401982455969,101.21573293572993,1.0,101.21573293572993,37.390827568140764,107.67822026049289,331.65798859810496,L0,X_A0_U4_P0_L0_I3_T2,167.139446635801,36
L0,P2,I3,T2,5,79.56020158488077,124.42672134212835,124.42672134212835,0.0,84.2931510808144,95.53469543572112,97.73081749955361,66.91982930482237,1.0,107.37541665334936,24.239384627522128,106.93805171377105,340.06006477897546,L0,X_A0_U4_P2_L0_I3_T2,167.28682424273336,37
L0,P5,I6,T2,5,76.13751149856682,121.21271962294625,121.21271962294625,0.0,82.79661310533365,90.01436142604382,90.75942870132599,35.52433981025658,1.0,110.58941837253147,34.25667166364951,89.73358008867234,431.5343299999164,L0,X_A0_U4_P5_L0_I6_T2,168.21612355171413,38
L1,P4,I6,T2,5,69.44014913157824,114.78558871092507,126.68442992909927,8.284460896543298,76.77635234994086,79.3659710698173,92.97269510135858,24.100647232102414,1.0,117.01654928455267,16.423661300653173,107.45236013188432,347.44472128689586,L1,X_A0_U4_P4_L1_I6_T2,169.21783139786683,39
L0,P0,I2,T2,5,77.39989798308378,132.16141702823893,132.16141702823893,0.0,85.15384147452902,96.82605053299268,103.80646742811459,99.64072096723879,1.0,99.64072096723879,38.705874363300325,108.67780540525703,325.3379959390736,L0,X_A0_U4_P0_L0_I2_T2,169.8094035571014,40
L0,P0,I7,T2,5,77.39989798308378,132.16141702823893,132.16141702823893,0.0,85.15384147452902,96.82605053299268,103.80646742811459,99.64072096723879,1.0,99.64072096723879,38.705874363300325,108.67780540525703,325.3379959390736,L0,X_A0_U4_P0_L0_I7_T2,169.8094035571014,41
L1,P1,I5,T2,5,74.30420599161717,120.98602695686039,134.28703436124587,8.299231728229678,80.52837791782085,91.88374013330332,94.18034848864062,58.595248414042906,1.0,110.81611103861735,31.39308500922411,110.4631286368829,351.23699843398856,L1,X_A0_U4_P1_L1_I5_T2,169.90714617531816,42
L1,P4,I3,T2,5,69.71267976192624,117.06020896359595,123.83877787537153,5.476807587308045,77.1479014204327,80.42354086404384,95.37038341517747,21.82602697943153,1.0,114.74192903188177,18.274858108123507,107.82113684821113,403.1478230494582,L1,X_A0_U4_P4_L1_I3_T2,171.12044500234978,43
L1,P0,I5,T2,5,78.10630446903235,129.8914362741291,142.7038817492185,7.720379157133989,85.1641554129487,96.47101344796499,101.37562517538306,101.91070172134863,1.0,101.91070172134863,34.32806352610121,112.48082110486398,328.47334333001373,L1,X_A0_U4_P0_L1_I5_T2,171.23224262174801,44
L0,P2,I2,T2,5,80.54016537831848,127.24337124415138,127.24337124415138,0.0,85.44627223225056,96.79564321906813,98.88282331386264,64.10317940279936,1.0,104.55876675132636,25.56416876804721,108.07352114033532,334.2997770757259,L0,X_A0_U4_P2_L0_I2_T2,171.9637844999548,45
L0,P2,I7,T2,5,80.54016537831848,127.24337124415138,127.24337124415138,0.0,85.44627223225056,96.79564321906813,98.88282331386264,64.10317940279936,1.0,104.55876675132636,25.56416876804721,108.07352114033532,334.2997770757259,L0,X_A0_U4_P2_L0_I7_T2,171.9637844999548,46
L1,P2,I5,T2,5,79.14507990327847,124.73764945528538,136.2637733256248,7.8854500332719315,84.14599664620751,96.19318337585025,95.68898664273114,66.60890119166535,1.0,107.06448854019234,21.342426213832987,109.84932060709578,326.8050592851647,L1,X_A0_U4_P2_L1_I5_T2,172.25514291240208,47
L0,P5,I8,T2,5,76.81446187723775,123.87078423102498,123.87078423102498,0.0,83.89133328620082,91.96546963547401,91.90558016492584,32.86627520217786,1.0,107.93135376445275,36.1216043010248,90.67478824638914,402.0838110539427,L0,X_A0_U4_P5_L0_I8_T2,172.61020814829766,48
L1,P4,I8,T2,5,70.88419720434145,117.62307457503725,127.6235617263851,7.637858543409071,77.61204649600236,79.12872851006702,92.87383890064741,21.263161367990243,1.0,114.17906342044049,16.969003797977503,108.32779204018013,387.85083646113833,L1,X_A0_U4_P4_L1_I8_T2,173.22469964330148,49
L0,P0,I1,T2,5,77.83859361485602,134.80754469890948,134.80754469890948,0.0,86.39718175513973,99.3479873320215,105.60742017649625,96.99459329656824,1.0,96.99459329656824,39.93573502396259,110.11169315403,320.3517632683783,L0,X_A0_U4_P0_L0_I1_T2,174.25829099249023,50
L1,P3,I6,T2,5,77.40397691138755,126.38615535966207,140.55635658914136,8.76015191410218,83.42160008778826,98.87130414437664,93.44985807494459,73.89047364449122,1.0,105.41598263581564,36.596021035173855,115.07206084379713,291.8795353438851,L1,X_A0_U4_P3_L1_I6_T2,174.36907088130832,51
L1,P4,I4,T2,5,70.40394645333083,118.2169293515888,129.94769194601923,7.626017679404975,78.04919459806807,79.65968648910078,94.85894333220355,20.669306591438666,0.96,113.5852086438889,17.682487693325644,108.62445663834816,397.4435155906573,L1,X_A0_U4_P4_L1_I4_T2,174.82496338058812,52
L0,P2,I1,T2,5,81.32328868747848,129.16606328227795,129.16606328227795,0.0,86.51456954413894,98.2665011525248,100.37172894924998,62.180487364672786,1.0,102.63607471319979,26.820251513891236,108.85484935029012,329.62240078164103,L0,X_A0_U4_P2_L0_I1_T2,175.15729099245056,53
L0,P5,I4,T2,5,77.65291666546507,126.1924423683669,126.1924423683669,0.0,84.87350396848595,93.87587093440169,93.66878133105345,30.544617064835933,1.0,105.60969562711082,37.79887109299395,91.22505902954936,380.05073101690186,L0,X_A0_U4_P5_L0_I4_T2,176.40740178551872,54
L1,P1,I6,T2,5,76.0293540806621,124.66913107728101,138.78597326089806,9.401194211929141,81.96566871242015,96.52442426989447,93.33832666933105,54.91214429362228,1.0,107.13300691819673,33.57909484431626,113.3251238879106,313.72942481979663,L1,X_A0_U4_P1_L1_I6_T2,176.51495422837633,55
L0,P4,I0,T2,5,71.03312988494923,122.22413061956668,122.22413061956668,0.0,78.80381271019573,81.77484151748078,99.87836509616824,16.66210532346082,1.0,109.57800737591106,21.283394187527165,107.44130374423125,414.34900684849026,L0,X_A0_U4_P4_L0_I0_T2,176.95324556718452,56
L1,P3,I8,T2,5,78.07393526194117,128.89011323113093,139.78999919171616,7.882268888675601,84.76600091781974,99.88398440268016,97.07434690313491,71.38651577302238,1.0,102.9120247643468,37.98889114895485,116.58072072823782,311.3290765475348,L1,X_A0_U4_P3_L1_I8_T2,177.45709211421166,57
L1,P3,I4,T2,5,78.2694810622411,128.86206091019008,141.54537117868554,7.649710918225436,85.43587213377107,100.36409079207145,97.2883669187352,71.41456809396325,1.0,102.94007708528765,39.37444565629859,117.2138416922533,315.7854152142469,L1,X_A0_U4_P3_L1_I4_T2,178.1313750530772,58
L0,P4,I5,T4,5,71.27551605192608,123.56468942623871,123.56468942623871,0.0,79.25440805454441,82.69009027565605,100.47464347253567,15.321546516788771,1.0,108.23744856923899,21.556034652566524,105.95873512980631,415.5488127603342,L0,X_A0_U4_P4_L0_I5_T4,178.87575436569603,59
L1,P3,I3,T2,5,78.1811601996418,130.38807238572264,139.05050372562445,5.749495675602803,84.42119900567752,101.90025739119275,99.21956673751406,69.88855661843067,1.0,101.41406560975508,40.4245074739718,118.60225098506729,320.5575793776894,L1,X_A0_U4_P3_L1_I3_T2,179.3739471828436,60
L0,P5,I3,T2,5,78.28379202128002,128.2241006406117,128.2241006406117,0.0,85.75680139289481,95.67069223219873,94.89983850745278,28.51295879259112,1.0,103.578037354866,39.10354649264653,91.6238779295351,364.7286813787468,L0,X_A0_U4_P5_L0_I3_T2,179.7178778561083,61
L1,P2,I6,T2,5,81.41497827407542,128.8193646646851,142.25006801427298,8.335544800693219,86.4659269557527,100.99504630737447,96.75607609071297,62.5271859822656,1.0,102.98277333079258,23.60675559121314,113.06601477754104,290.9471685446532,L1,X_A0_U4_P2_L1_I6_T2,179.9349941907454,62
L1,P0,I6,T2,5,79.69424818056616,134.7399270015161,149.17027452942747,8.674701575701741,86.56782642380868,101.20133411113954,103.18639342676992,97.06221099396161,1.0,97.06221099396161,36.73505548691461,116.29895835930782,290.4176939682069,L1,X_A0_U4_P0_L1_I6_T2,180.1288140922215,63
L1,P1,I8,T2,5,76.60509042570513,127.58404467070045,139.00559612157977,8.382559275008164,83.63073652741087,97.46305334519397,96.63348637621144,51.99723070020283,1.0,104.21809332477726,34.93038972270748,114.86484873287932,340.624243435884,L1,X_A0_U4_P1_L1_I8_T2,180.46642294813455,64
L0,P4,I6,T4,5,71.79410554083219,124.76886029379402,124.76886029379402,0.0,79.84489890811818,83.20696182833025,101.27345588395428,14.117375649233466,1.0,107.03327770168372,21.896079502276905,103.719895629413,417.13143019561846,L0,X_A0_U4_P4_L0_I6_T4,180.4666018287255,65
L1,P1,I4,T2,5,76.93514737710022,127.34132357241052,139.7904762149714,7.262002594757217,84.23734108287411,98.15746250597405,97.69929430325337,52.23995179849277,1.0,104.4608144230672,36.49612214902961,115.29785477865987,342.795864569057,L1,X_A0_U4_P1_L1_I4_T2,180.5026805148263,66
L1,P4,I7,T2,5,70.8272692313496,121.73879120538231,132.74240396290006,6.866027955096046,79.23043888687013,82.71033658547199,98.05088613594832,17.14744473764518,1.0,110.06334679009542,18.978939115795768,111.56662996066677,383.93856136986005,L1,X_A0_U4_P4_L1_I7_T2,180.64676590208606,67
L1,P1,I3,T2,5,76.60071065608182,128.15458121431115,138.14070593925896,6.683505334855217,83.3241269896026,99.73607778709079,98.21969242587274,51.426694156592134,1.0,103.64755678116657,37.708706341667835,115.65518273116399,349.3620906242211,L1,X_A0_U4_P1_L1_I3_T2,180.99543216357836,68
L1,P4,I1,T2,5,71.66436560095002,122.28001108432781,133.42167848505176,7.709374629885104,79.9701367423144,83.65199683417408,99.44998320673503,16.606224858699683,1.0,109.52212691114991,19.47320393913038,111.7936390214406,414.80854047500725,L1,X_A0_U4_P4_L1_I1_T2,181.5950881926371,69
L0,P4,I8,T4,5,72.12528659648854,126.01433533007287,126.01433533007287,0.0,80.34944497266973,83.76708772018313,101.56000832209764,12.871900612954619,1.0,105.78780266540484,22.17074107587021,102.2522290681301,418.4057712649692,L0,X_A0_U4_P4_L0_I8_T4,182.23921190257923,70
L1,P4,I2,T2,5,72.51836211317068,122.26843418584079,135.47022645354,8.884229313972243,80.00560597622228,83.22541776390044,98.52173155794745,16.617801757186697,1.0,109.53370380963693,19.072993891763232,113.06722643368713,379.6722708759206,L1,X_A0_U4_P4_L1_I2_T2,182.48864697033616,71
L0,P5,I2,T2,5,78.96422057882512,129.94727937179505,129.94727937179505,0.0,86.65262994226634,96.8687429784245,96.89320481318072,26.789780061407782,1.0,101.85485862368267,40.17289280872217,91.96585286699865,355.26853379913365,L0,X_A0_U4_P5_L0_I2_T2,182.52626006662118,72
L0,P5,I7,T2,5,78.96422057882512,129.94727937179505,129.94727937179505,0.0,86.65262994226634,96.8687429784245,96.89320481318072,26.789780061407782,1.0,101.85485862368267,40.17289280872217,91.96585286699865,355.26853379913365,L0,X_A0_U4_P5_L0_I7_T2,182.52626006662118,73
L1,P5,I5,T2,5,80.10574777305163,127.30317780219127,137.0321143511529,5.8069891682580295,87.6835287476784,95.61222106232093,96.52223900578431,29.43388163101156,1.0,104.49896019328646,35.877842821903684,98.55761962410088,344.6780822191722,L1,X_A0_U4_P5_L1_I5_T2,182.689590360957,74
L0,P4,I5,T3,5,72.12906559778384,126.40587845217601,126.40587845217601,0.0,80.54265257408306,84.14079722140127,101.538171721867,12.480357490851475,1.0,105.39625954330172,22.271082461017784,101.56955659425637,418.8498694845392,L0,X_A0_U4_P4_L0_I5_T3,182.76328002686319,75
L1,P4,I5,T4,5,72.77232759064289,126.05644433712727,127.3125060455289,0.9246673032027896,80.85580939065129,84.11738603164929,103.47528805659844,12.829791605900201,1.0,105.74569365835043,22.162678763147152,103.7680963140247,414.48686419978077,L1,X_A0_U4_P4_L1_I5_T4,182.97358799869102,76
L0,P4,I4,T4,5,72.52825590889532,127.01594475123292,127.01594475123292,0.0,80.78465724836462,84.53499688183156,101.84673193782373,11.870291191794564,1.0,104.7861932442448,22.3946650300299,100.97595165719426,419.36900714824577,L0,X_A0_U4_P4_L0_I4_T4,183.65034536479493,77
L1,P2,I8,T2,5,81.78316538412953,132.0773947133322,142.04477794951603,7.463817378094804,88.18086595452341,102.02643864487818,99.63362462297623,59.26915593361851,1.0,99.72474328214551,25.088242236404845,114.75328021249864,313.52168829926836,L1,X_A0_U4_P2_L1_I8_T2,184.18877004413298,78
L0,P4,I6,T3,5,72.80892179547163,127.74818991137798,127.74818991137798,0.0,81.02852975471518,84.91329921384268,102.26372519000739,11.138046031649509,1.0,104.05394808409974,22.513935444262586,100.34459016162498,419.82327942287503,L0,X_A0_U4_P4_L0_I6_T3,184.72723339669164,79
L0,P4,I3,T4,5,72.9980892750001,128.14668598150826,128.14668598150826,0.0,81.16330873656258,85.09079790955212,102.4345277757669,10.73954996151923,1.0,103.65545201396947,22.57882127764813,99.83798614590236,420.0466202664926,L0,X_A0_U4_P4_L0_I3_T4,185.28883650654166,80
L1,P4,I6,T4,5,73.47096670830861,127.51204864462997,129.64396406274778,1.2794191490285851,81.17476563687244,85.28033278836071,103.23471516545035,11.374187298397505,1.0,104.29008935084774,22.485675985352238,102.77661027916834,411.0212447937708,L1,X_A0_U4_P4_L1_I6_T4,185.46038078386758,81
L0,P5,I1,T2,5,79.47200251357904,131.8849601800605,131.8849601800605,0.0,87.60713603107345,97.62328558036512,98.19448152872124,24.85209925314234,1.0,99.91717781541723,41.500638212156815,92.24332449891344,350.7175414782857,L0,X_A0_U4_P5_L0_I1_T2,185.66817010463308,82
L1,P2,I4,T2,5,83.39197922303711,132.76202394351301,143.9408220200007,6.89670008482596,89.12913823958431,103.25899483684172,100.51262767645322,58.58452670343773,1.0,99.04011405196472,26.942205158748965,115.28565319197392,315.32721585391687,L1,X_A0_U4_P2_L1_I4_T2,185.7880279534499,83
L1,P0,I8,T2,5,80.71127615929609,139.07057391645418,149.52548421930666,7.934406420437277,89.05085946717813,102.19416227215387,105.32130603145079,92.73156407902356,1.0,92.73156407902356,38.23573784685051,117.32557520610571,310.9099945843067,L1,X_A0_U4_P0_L1_I8_T2,185.8204386543715,84
L1,P2,I3,T2,5,82.91779131887907,133.67294953082137,142.268461673985,5.488025060976227,89.29544198170416,103.94358727304605,101.1732263260162,57.673601116129376,1.0,98.12918846465637,28.44960783393474,115.73245074732888,319.36554759341635,L1,X_A0_U4_P2_L1_I3_T2,186.4083784497831,85
L19,P4,I5,T4,5,74.29510773314783,128.01626008107942,129.80213790094402,1.763951136419102,82.45955332375723,87.6929167361304,105.94256170965994,10.869975861948072,1.0,103.7858779143983,22.799259304493333,104.59634551359743,402.63628288760856,L19,X_A0_U4_P4_L19_I5_T4,186.41896620796243,86
L0,P4,I8,T3,5,73.41364308656776,129.03008931751296,129.03008931751296,0.0,81.44198702628722,85.51292363135448,102.76685872766095,9.856146625514526,1.0,102.77204867796476,22.70710103580973,99.00041001687038,420.4161453704437,L0,X_A0_U4_P4_L0_I8_T3,186.57664542479444,87
L0,P4,I2,T4,5,73.3574466832188,129.0860854427166,129.0860854427166,0.0,81.49534902527274,85.59111069324274,102.81296322420367,9.800150500310878,1.0,102.71605255276111,22.73150588996279,98.88759709406918,420.4747926755117,L0,X_A0_U4_P4_L0_I2_T4,186.64931728670007,88
L0,P4,I7,T4,5,73.3574466832188,129.0860854427166,129.0860854427166,0.0,81.49534902527274,85.59111069324274,102.81296322420367,9.800150500310878,1.0,102.71605255276111,22.73150588996279,98.88759709406918,420.4747926755117,L0,X_A0_U4_P4_L0_I7_T4,186.64931728670007,89
L1,P4,I8,T4,5,74.50787023569589,128.4467242323587,130.16706910614354,0.9953806166564828,82.28331810826658,86.34233572116446,104.11773485596696,10.439511710668786,1.0,103.355413763119,22.667223351046907,102.70335875099144,419.45558952712656,L1,X_A0_U4_P4_L1_I8_T4,186.80082430449045,90
L1,P4,I5,T3,5,73.52032203913753,128.69567567980835,129.84791543989306,0.7825324788305532,81.64691880236519,85.55179695234445,104.31481086180813,10.190560263219158,1.0,103.10646231566939,22.700010990089805,101.4632033980311,417.1300625074693,L1,X_A0_U4_P4_L1_I5_T3,186.8142865276708,91
L1,P0,I3,T2,5,80.51709389484978,140.39420952836156,146.91119556816335,4.535894000854476,89.39366664472469,105.23156095975575,108.74750131769176,91.40792846711618,1.0,91.40792846711618,41.41047563818836,119.11146963678225,311.9728901251514,L1,X_A0_U4_P0_L1_I3_T2,186.827866305957,92
L1,P0,I4,T2,5,81.99963934370663,139.56577717150742,150.8060456118693,6.649191540877686,89.7603529219009,103.66511694197592,108.8093643374845,92.23636082397029,1.0,92.23636082397029,39.98852866320877,117.54333359247096,308.73493633469957,L1,X_A0_U4_P0_L1_I4_T2,186.92030296853977,93
L0,P4,I4,T3,5,73.4567890683431,129.47177734930307,129.47177734930307,0.0,81.79759120412174,85.88540935449844,102.89336468380266,9.414458593724419,1.0,102.33036064617465,22.862462643653515,98.19369055364827,420.69418206797116,L0,X_A0_U4_P4_L0_I4_T3,187.16233835617527,94
