stress_id,L,P,I,T,n,p50_mean,p95_mean,p95_std,rmse_mean,horiz_xz_p95_mean,vertical_y_p95_mean,sameP_delta_p95_mean,sameP_improved_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short,stress_rank
ST0_nominal,L0,P4,I5,T2,5,64.99606944598852,99.05344053559087,0.0,70.20578424168157,66.61914415476056,84.01454425245839,39.83279540743662,1.0,132.74869745988684,13.913848359195924,96.92015888466054,469.42191441059583,L0,X_A0_U4_P4_L0_I5_T2,1
ST0_nominal,L1,P4,I5,T2,5,67.76265438658588,106.77033001955651,2.183146938345236,73.97958353927572,74.27861434787064,88.80842546620674,32.11590592347098,1.0,125.03180797592123,15.402787080917875,100.57553272716098,448.64888816554503,L1,X_A0_U4_P4_L1_I5_T2,7
ST0_nominal,L16,P4,I5,T2,5,68.36267037975645,112.31625370956513,5.0745308529920425,75.28368496445468,79.073808703922,91.14516005780168,26.569982233462373,1.0,119.4858842859126,16.893753714556418,111.67089179810776,374.5186840495829,L16 ICM-45686,X_A0_U4_P4_L16_I5_T2,16
ST0_nominal,L19,P4,I5,T2,5,70.16026097055126,118.95264962287733,4.005241943875743,79.21466626704391,84.45820211792251,90.46830287655726,19.933586320150145,1.0,112.84948837260038,16.661842641898847,107.691135508861,330.05903706304815,L19,X_A0_U4_P4_L19_I5_T2,40
ST0_nominal,L15,P4,I5,T2,5,73.16989341990838,119.81964465635922,3.7382522881167,79.85244533287397,82.73637802986434,96.571314703289,19.06659128666826,1.0,111.98249333911849,16.971359155986846,113.09160120509753,366.88462640139767,L15,X_A0_U4_P4_L15_I5_T2,42
ST0_nominal,L5,P4,I8,T2,5,73.10663899768109,121.48919805756495,2.105565482953071,80.96319329245617,86.77317602991587,99.47783537856348,17.397037885462527,1.0,110.31293993791276,18.2092350968912,118.60347286803426,370.8024719872317,L5,X_A0_U4_P4_L5_I8_T2,49
ST0_nominal,L14,P4,I5,T2,5,73.57353116366127,125.0771089457437,2.4697266560279454,80.4615511654014,87.64388609104454,97.13322001753824,13.809126997283773,1.0,106.725029049734,17.691819992340175,114.52118426979959,368.19179386204917,L14,X_A0_U4_P4_L14_I5_T2,77
ST0_nominal,L13,P4,I3,T2,5,75.2090355455661,127.96241530569166,6.523658082120665,82.57340566557863,89.16566375200254,103.34422047671994,10.923820637335828,1.0,103.83972268978607,20.65180457404553,118.83909033257741,405.22568324348885,L13,X_A0_U4_P4_L13_I3_T2,107
ST0_nominal,L18,P4,I3,T2,5,73.36389785632132,127.97976408466438,1.9366810134851349,83.43468474410923,87.07543311261168,104.20113865409743,10.906471858363094,1.0,103.82237391081333,21.732823603942457,117.63466902873097,384.3905567712201,L18,X_A0_U4_P4_L18_I3_T2,109
ST0_nominal,L12,P4,I5,T4,5,75.57462105486486,128.54118933093554,3.370525678097802,84.07158698542348,91.76864669912774,106.87487059472524,10.345046612091952,1.0,103.26094866454218,23.18276715864665,113.23938897436945,414.1361339738618,L12,X_A0_U4_P4_L12_I5_T4,119
ST0_nominal,L17,P4,I3,T2,5,76.23416003631417,129.61600659037774,4.102528266207946,84.38271267374289,91.64501305934526,107.66754170262956,9.27022935264974,1.0,102.18613140509997,21.83497538403102,118.63343982671498,388.65893320451266,L17,X_A0_U4_P4_L17_I3_T2,139
ST0_nominal,L2,P4,I3,T4,5,75.06127467760112,130.06771594659895,4.474293039925816,82.71086609960687,92.29612994872068,106.3066952139485,8.818519996428538,1.0,101.73442204887877,23.561155763194517,115.45414233632023,422.13343539680227,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I3_T4,151
ST0_nominal,L3,P4,I8,T4,5,74.50325813005614,130.68576962701573,5.093653248221687,82.57978256047335,93.67945807228448,106.59366340584361,8.200466316011767,0.8,101.116368368462,23.331902476385277,115.63805075092088,413.00460472878393,L3,X_A0_U4_P4_L3_I8_T4,174
ST0_nominal,L11,P4,I8,T4,5,76.67328843873284,131.4522041969328,4.632158765865145,86.63519604074062,90.61716902555459,109.572213348984,7.434031746094684,1.0,100.34993379854492,23.578859877027703,115.61705396285208,395.29967180874803,L11,X_A0_U4_P4_L11_I8_T4,202
ST0_nominal,L4,P4,I8,T3,5,77.01104066537565,131.7771609121631,3.200539659839276,85.66651237506716,93.68066537553894,110.94164307027775,7.1090750308643695,1.0,100.02497708331461,23.74697771432842,116.63804616400091,339.48822540252905,L4,X_A0_U4_P4_L4_I8_T3,224
ST0_nominal,L10,P4,I5,T4,5,76.28047577334215,132.57508633740767,1.9390338358131578,85.45627602591415,92.93720675493215,106.90065962363244,6.311149605619812,1.0,99.22705165807005,23.646210803116514,115.57610885133658,394.99256612238344,L10,X_A0_U4_P4_L10_I5_T4,264
ST0_nominal,L7,P4,I5,T3,5,78.12496059623679,133.062695450909,2.2358528273841225,86.23529200134445,96.96568646359167,109.03683529469427,5.823540492118502,1.0,98.73944254456873,23.80150894008141,117.37103857268644,389.9067809368118,L7,X_A0_U4_P4_L7_I5_T3,303
