experiment_id,deployability,description,capture_id,tag,n_samples,availability_fraction,effective_update_rate_hz,err3d_p50_mm,err3d_p95_mm,err3d_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p95_mm,err_vertical_y_p50_mm,err_vertical_y_p95_mm,max_gap_s,turn_center_abs_error_3d_mm,turn_center_abs_error_xz_mm,turn_center_abs_error_y_mm,fused_radius_mm,opti_radius_mm,nominal_radius_mm,radius_error_mm,radius_error_abs_mm,circle_thickness_rms_mm,circle_thickness_p95_mm,A,U,P,L,I,T,kind
X_A0_U4_P0_T1,uwb_only_control,A0/U4/P0/T1 pure UWB control.,R01,BS2DCE,1201,1.0,9.670244657189972,122.44387286762633,595.4802850951193,237.79541278947428,81.37866712846248,233.37983256769883,74.28207389014119,545.1237261143797,0.2472799999999893,42.94405785498899,16.31204664172617,39.725423086617866,474.04272089903816,426.45493419491,440.0,47.58778670412818,47.58778670412818,76.39110951114701,179.80284859490394,A0,U4,P0,B0,I0,T1,uwb_only
X_A0_U4_P0_T1,uwb_only_control,A0/U4/P0/T1 pure UWB control.,R01,BSDC91,1200,1.0,9.75562167699062,98.17622406386265,304.25507185810864,148.9811343766482,63.58174671147525,173.19136610724595,61.49006814236873,245.42108568462734,0.229810999999998,56.30099524602509,22.65948698767219,51.539787690176354,604.2651690081119,553.4977558404732,560.0,50.767413167638665,50.767413167638665,49.711873746628314,101.23254369264929,A0,U4,P0,B0,I0,T1,uwb_only
X_A0_U4_P0_T1,uwb_only_control,A0/U4/P0/T1 pure UWB control.,R02,BS2DCE,1201,1.0,10.185685038246906,123.19353943187785,336.26272848775994,182.9068489794698,83.91818006117069,202.56801536700763,71.26980848771245,304.71362866611753,0.2527329999999921,26.5417806714927,25.694484299960468,6.652788721484285,467.8513687188747,411.3821226550922,440.0,56.46924606378252,56.46924606378252,66.11642920462752,133.54720793388276,A0,U4,P0,B0,I0,T1,uwb_only
X_A0_U4_P0_T1,uwb_only_control,A0/U4/P0/T1 pure UWB control.,R02,BSDC91,1200,1.0,9.564252649297773,104.61068203841941,225.64721168527757,132.63115184938476,64.7351506628271,136.72909844754912,70.41239683729816,200.84557267621923,0.21061200000000468,55.39560152589607,10.19627764804358,54.44913764734815,575.6464153651309,533.9870329923972,560.0,41.65938237273372,41.65938237273372,59.20789417064541,109.38104936231181,A0,U4,P0,B0,I0,T1,uwb_only
X_A0_U4_P0_T1,uwb_only_control,A0/U4/P0/T1 pure UWB control.,R03,BS2DCE,1050,1.0,9.709869110964398,131.7493780327302,310.8326703379214,170.44564323136206,82.1568604649323,205.31437900237745,81.6336908553576,254.05854526100092,0.21259900000000087,67.24298372776025,64.27838311075419,19.746096456741498,482.1093272534669,410.241275797954,440.0,71.8680514555129,71.8680514555129,56.50101153834942,120.60610139069021,A0,U4,P0,B0,I0,T1,uwb_only
X_A0_U4_P0_T1,uwb_only_control,A0/U4/P0/T1 pure UWB control.,R03,BSDC91,1200,1.0,9.619824534400529,92.81429899887313,225.32846866485008,121.07104124220697,62.36344263362394,154.05959744809323,60.552795442985484,177.6217370263746,0.22298299999999927,61.51065330897201,34.23483868151811,51.10319257098308,570.8034527473486,532.4057597268549,560.0,38.39769302049376,38.39769302049376,50.92650055034141,96.84968945513873,A0,U4,P0,B0,I0,T1,uwb_only
X_A0_U4_P0_T1,uwb_only_control,A0/U4/P0/T1 pure UWB control.,R04,BS2DCE,1200,1.0,9.648877353119858,123.94235545012985,326.61429251530615,167.3198647038622,81.63130105573819,209.38451284317193,76.97719156506821,271.48230962971314,0.22420100000000076,67.57477070999677,64.05383483713207,21.52802543583698,473.8930500492602,410.8979625820037,440.0,62.995087467256496,62.995087467256496,59.64889798738662,112.01569484137713,A0,U4,P0,B0,I0,T1,uwb_only
X_A0_U4_P0_T1,uwb_only_control,A0/U4/P0/T1 pure UWB control.,R04,BSDC91,1200,1.0,10.10243872870947,90.91127239327773,216.15981068919183,123.97927520726385,62.643848296748786,172.17993731011617,52.32238887412393,162.61705111098334,0.2215089999999975,54.52411314469613,49.72876398273572,22.35909092438669,585.7799062607759,533.4026523194126,560.0,52.37725394136328,52.37725394136328,60.779968292404845,118.8324372499477,A0,U4,P0,B0,I0,T1,uwb_only
X_A0_U4_P0_T1,uwb_only_control,A0/U4/P0/T1 pure UWB control.,R05,BS2DCE,1200,1.0,9.883473843386287,132.22805429241018,334.88371378802753,184.0546906733597,94.51774104894531,269.7521518972738,72.40026358543219,248.53676740876065,0.24221000000000004,81.76589302909753,81.76584224403493,0.09113160491187955,489.43366967289,412.072896874072,440.0,77.360772798818,77.360772798818,83.17127926064754,156.0035351642812,A0,U4,P0,B0,I0,T1,uwb_only
X_A0_U4_P0_T1,uwb_only_control,A0/U4/P0/T1 pure UWB control.,R05,BSDC91,1201,1.0,10.079629069650302,102.78225385039497,189.85922999319786,115.78088814620898,77.66755733376723,155.83839113575797,48.75642754622436,134.79476383785675,0.20794599999999974,50.96143744284207,40.233608054142636,31.27818551620817,599.750718219652,534.7991719953401,560.0,64.95154622431187,64.95154622431187,44.78574879017737,88.08517423501678,A0,U4,P0,B0,I0,T1,uwb_only
