phase_bin_deg,n_samples,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,abs_radius_mean_mm,abs_radius_rmse_mm,abs_radius_p50_mm,abs_radius_p90_mm,abs_radius_p95_mm,abs_radius_max_mm
0-90,9669,113.8017257950418,130.31851398923604,104.98893220971812,179.97199529097546,207.30836910843587,786.4252267057129,69.0046703676079,81.17180798096601,61.0588134374663,123.28427240971206,144.56277983244073,388.5143663118711,78.59612932823971,101.95122695418576,67.27804010860825,151.69671182068586,180.78188804211752,697.262555435718,59.34403618743923,73.55754333348185,52.09042550719994,119.11791876194033,140.4774002849711,376.99261693670496
180-270,10729,117.42709291678496,132.85705811626954,108.96538197649126,186.71618143606935,219.7055469439723,739.8788472400023,71.14661083146108,83.33609000404455,63.067040907866094,128.4679178937583,154.0625390086603,384.8533625717624,82.27466253501636,103.47025656751609,72.64637137724287,157.09252226115385,185.98606849300407,707.7945763171988,63.54923376967049,80.78373383292812,53.53580515721785,127.45237777629123,155.89405474275023,406.70317489148493
270-360,9644,104.96405067501257,117.10096891842126,98.05169488379957,170.7324491792533,195.6766610324928,622.7698931750433,67.55341210085221,78.20317431895876,60.46749221664715,119.30450012923873,138.94923416780134,589.3011263896656,69.10295317148426,87.16019990839631,58.52432032764449,141.27415857941367,166.1729722988025,444.4458996161426,55.96638260612654,70.70893746243507,46.810013593794025,115.94365794558189,138.27347235873734,401.68393547392475
90-180,10619,112.33514790590894,125.30890951532999,105.33284873487936,178.48310114968436,208.00314900231643,698.2187398434378,68.00080326355942,80.00184135410507,60.49433318664451,121.03096699552425,145.42947240868347,424.93386939665567,78.02475051011717,96.44702268019351,68.5472899671214,150.15121705799615,177.46104459489928,646.096456801421,65.23680307996715,81.81579686104628,55.93114323271203,131.79573018810618,156.4048424970259,476.2064923378036
