row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L7:I0:T6,simulate_imu_prior,0.5956728660094086,,,,
R4:L7:I0:T6,cpu_golden,20.560549622998224,,,,
R4:L7:I0:T6,torch_gpu,2.2608166159916436,0,1,2.2608166159916436,2.2608166159916436
R4:L7:I0:T8,simulate_imu_prior,0.6092356379958801,,,,
R4:L7:I0:T8,cpu_golden,20.30364659600309,,,,
R4:L7:I0:T8,torch_gpu,2.215135944992653,0,1,2.215135944992653,2.215135944992653
R4:L7:I1:T6,simulate_imu_prior,0.5737210100051016,,,,
R4:L7:I1:T6,cpu_golden,20.40375484699325,,,,
R4:L7:I1:T6,torch_gpu,2.099485459009884,0,1,2.099485459009884,2.099485459009884
R4:L7:I1:T8,simulate_imu_prior,0.5500736279936973,,,,
R4:L7:I1:T8,cpu_golden,20.154292645995156,,,,
R4:L7:I1:T8,torch_gpu,2.104710499988869,0,1,2.104710499988869,2.104710499988869
