chunk_id,stage,rows,row_count,max_tracks,max_frames,estimated_cost,status,attempts,gpu_device,message,started_utc,child_run_id,wall_time_s,log_path,finished_utc
agreement_0000,agreement,"['R2:L0:I0:T6', 'R2:L2:I3:T6']",2,2,200,2,done,1,cuda:0,ok,2026-06-06T22:01:53.279370+00:00,phase4_GPU_RAW_ALLL_5090D_20260606T220152Z_agreement_0000_cuda0,6.647107107000011,runs/phase4_algorithm_factory/phase4_GPU_RAW_ALLL_5090D_20260606T220152Z/logs/agreement_0000_cuda0.log,2026-06-06T22:01:59.927811+00:00
agreement_0001,agreement,"['R4:L8:I1+I2+I3+I8:T8', 'R4:L14:I1+I2+I3+I8:T8']",2,2,200,2,done,1,cuda:0,ok,2026-06-06T22:01:53.280516+00:00,phase4_GPU_RAW_ALLL_5090D_20260606T220152Z_agreement_0001_cuda0,6.647319537000044,runs/phase4_algorithm_factory/phase4_GPU_RAW_ALLL_5090D_20260606T220152Z/logs/agreement_0001_cuda0.log,2026-06-06T22:01:59.932682+00:00
partial_raw_0000,partial_raw,"['R2:L0:I0:T6', 'R2:L0:I0:T8', 'R2:L0:I1:T6', 'R2:L0:I1:T8', 'R2:L0:I3:T6', 'R2:L0:I3:T8', 'R2:L0:I4:T6', 'R2:L0:I4:T8']",8,0,0,64,done,1,cuda:0,ok,2026-06-06T22:01:53.283729+00:00,phase4_GPU_RAW_ALLL_5090D_20260606T220152Z_partial_raw_0000_cuda0,141.269167456,runs/phase4_algorithm_factory/phase4_GPU_RAW_ALLL_5090D_20260606T220152Z/logs/partial_raw_0000_cuda0.log,2026-06-06T22:04:14.553616+00:00
partial_raw_0001,partial_raw,"['R2:L0:I7:T6', 'R2:L0:I7:T8', 'R2:L0:I8:T6', 'R2:L0:I8:T8', 'R2:L0:I1+I3+I7:T6', 'R2:L0:I1+I3+I7:T8', 'R2:L0:I1+I2+I3+I8:T6', 'R2:L0:I1+I2+I3+I8:T8']",8,0,0,64,done,1,cuda:0,ok,2026-06-06T22:01:53.284279+00:00,phase4_GPU_RAW_ALLL_5090D_20260606T220152Z_partial_raw_0001_cuda0,140.718938858,runs/phase4_algorithm_factory/phase4_GPU_RAW_ALLL_5090D_20260606T220152Z/logs/partial_raw_0001_cuda0.log,2026-06-06T22:04:14.003908+00:00
partial_raw_0002,partial_raw,"['R2:L1:I0:T6', 'R2:L1:I0:T8', 'R2:L1:I1:T6', 'R2:L1:I1:T8', 'R2:L1:I3:T6', 'R2:L1:I3:T8', 'R2:L1:I4:T6', 'R2:L1:I4:T8']",8,0,0,64,done,1,cuda:0,ok,2026-06-06T22:01:53.284810+00:00,phase4_GPU_RAW_ALLL_5090D_20260606T220152Z_partial_raw_0002_cuda0,142.693966112,runs/phase4_algorithm_factory/phase4_GPU_RAW_ALLL_5090D_20260606T220152Z/logs/partial_raw_0002_cuda0.log,2026-06-06T22:04:15.979386+00:00
partial_raw_0003,partial_raw,"['R2:L1:I7:T6', 'R2:L1:I7:T8', 'R2:L1:I8:T6', 'R2:L1:I8:T8', 'R2:L1:I1+I3+I7:T6', 'R2:L1:I1+I3+I7:T8', 'R2:L1:I1+I2+I3+I8:T6', 'R2:L1:I1+I2+I3+I8:T8']",8,0,0,64,done,1,cuda:0,ok,2026-06-06T22:01:53.285285+00:00,phase4_GPU_RAW_ALLL_5090D_20260606T220152Z_partial_raw_0003_cuda0,184.67141405900009,runs/phase4_algorithm_factory/phase4_GPU_RAW_ALLL_5090D_20260606T220152Z/logs/partial_raw_0003_cuda0.log,2026-06-06T22:04:57.957312+00:00
partial_raw_0004,partial_raw,"['R2:L2:I0:T6', 'R2:L2:I0:T8', 'R2:L2:I1:T6', 'R2:L2:I1:T8', 'R2:L2:I3:T6', 'R2:L2:I3:T8', 'R2:L2:I4:T6', 'R2:L2:I4:T8']",8,0,0,64,done,1,cuda:0,ok,2026-06-06T22:01:53.285778+00:00,phase4_GPU_RAW_ALLL_5090D_20260606T220152Z_partial_raw_0004_cuda0,182.67037596,runs/phase4_algorithm_factory/phase4_GPU_RAW_ALLL_5090D_20260606T220152Z/logs/partial_raw_0004_cuda0.log,2026-06-06T22:04:55.956766+00:00
partial_raw_0005,partial_raw,"['R2:L2:I7:T6', 'R2:L2:I7:T8', 'R2:L2:I8:T6', 'R2:L2:I8:T8', 'R2:L2:I1+I3+I7:T6', 'R2:L2:I1+I3+I7:T8', 'R2:L2:I1+I2+I3+I8:T6', 'R2:L2:I1+I2+I3+I8:T8']",8,0,0,64,done,1,cuda:0,ok,2026-06-06T22:01:53.286261+00:00,phase4_GPU_RAW_ALLL_5090D_20260606T220152Z_partial_raw_0005_cuda0,184.99951672499992,runs/phase4_algorithm_factory/phase4_GPU_RAW_ALLL_5090D_20260606T220152Z/logs/partial_raw_0005_cuda0.log,2026-06-06T22:04:58.286550+00:00
partial_raw_0006,partial_raw,"['R2:L3:I0:T6', 'R2:L3:I0:T8', 'R2:L3:I1:T6', 'R2:L3:I1:T8', 'R2:L3:I3:T6', 'R2:L3:I3:T8', 'R2:L3:I4:T6', 'R2:L3:I4:T8']",8,0,0,64,done,1,cuda:0,ok,2026-06-06T22:01:53.286901+00:00,phase4_GPU_RAW_ALLL_5090D_20260606T220152Z_partial_raw_0006_cuda0,181.87053590999994,runs/phase4_algorithm_factory/phase4_GPU_RAW_ALLL_5090D_20260606T220152Z/logs/partial_raw_0006_cuda0.log,2026-06-06T22:04:55.158034+00:00
partial_raw_0007,partial_raw,"['R2:L3:I7:T6', 'R2:L3:I7:T8', 'R2:L3:I8:T6', 'R2:L3:I8:T8', 'R2:L3:I1+I3+I7:T6', 'R2:L3:I1+I3+I7:T8', 'R2:L3:I1+I2+I3+I8:T6', 'R2:L3:I1+I2+I3+I8:T8']",8,0,0,64,done,1,cuda:0,ok,2026-06-06T22:01:53.287375+00:00,phase4_GPU_RAW_ALLL_5090D_20260606T220152Z_partial_raw_0007_cuda0,141.82867819199998,runs/phase4_algorithm_factory/phase4_GPU_RAW_ALLL_5090D_20260606T220152Z/logs/partial_raw_0007_cuda0.log,2026-06-06T22:04:15.116687+00:00
