row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s,chunk_id,gpu_device,child_run_id
R2:L0:I0:T6,S01,simulate_imu_prior,L0:I0,0.173604064999381,,,,,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0000_cuda0
R2:L0:I0:T6,S01,build_track_tensors,L0:I0,0.5220031869994273,,,,,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0000_cuda0
R2:L0:I0:T6,S01,cpu_golden,,0.1673970539995934,,,,,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0000_cuda0
R2:L0:I0:T6,S01,torch_gpu,,0.81678325699977,0.0,1.0,0.81678325699977,0.81678325699977,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S01,simulate_imu_prior,L2:I3,0.7336584739996397,,,,,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S01,build_track_tensors,L2:I3,0.0847327130004487,,,,,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S01,cpu_golden,,0.3756368950007527,,,,,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S01,torch_gpu,,0.3361288480000439,0.0,1.0,0.3361288480000439,0.3361288480000439,agreement_0000,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0000_cuda0
R4:L8:I1+I2+I3+I8:T8,S01,simulate_imu_prior,L8:I1+I2+I3+I8,0.6697161969996159,,,,,agreement_0001,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S01,build_track_tensors,L8:I1+I2+I3+I8,0.4356423500003075,,,,,agreement_0001,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S01,cpu_golden,,0.1668873399994481,,,,,agreement_0001,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S01,torch_gpu,,0.579835570000796,0.0,1.0,0.579835570000796,0.579835570000796,agreement_0001,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0001_cuda0
R4:L14:I1+I2+I3+I8:T8,S01,simulate_imu_prior,L14:I1+I2+I3+I8,0.5934153150001293,,,,,agreement_0001,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0001_cuda0
R4:L14:I1+I2+I3+I8:T8,S01,build_track_tensors,L14:I1+I2+I3+I8,0.0893527190000895,,,,,agreement_0001,cuda:0,phase4_BALANCE_CUDA_R1_S01_5090D_20260606T221157Z_agreement_0001_cuda0
