file,rows
l1_inter_anchor_distribution.csv,28
l2_anchor_positions.csv,192
l2_anchor_solver_results.csv,24
l3_master_comparison.csv,25
l3_per_position_errors.csv,600
l3_tag_results.csv,25
l4_anchor_displacement.csv,8
l4_geometry_comparison.csv,8
l5_bootstrap_paired.csv,5000
l5_bootstrap_summary.csv,1
output_row_counts.csv,14
raw_inter_anchor_inventory.csv,28
stage_status.csv,30
verification.csv,6
