position_id,error_3d_mm,d_tag_train_mm,range_method,e_setting,layout_label
ID02,51.147512637556886,33.99327075289531,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID03,43.93550636260422,33.512652911067875,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID04,171.49821493225357,30.449100433714058,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID05,32.54253460327355,31.03075468295649,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID06,197.31820987234894,31.03075468295649,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID07,77.03250140310607,33.512652911067875,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID08,81.52642812443936,32.46508384481579,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID09,65.79548116577374,32.46508384481579,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID10,72.23961568257798,31.03075468295649,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID11,91.00131658489327,30.449100433714058,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID12,130.86169485817874,31.444925351138274,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID13,42.63911752554129,31.444925351138274,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID14,56.69440735663169,32.46508384481579,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID15,24.65522332682099,33.512652911067875,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID16,51.11349769983758,32.46508384481579,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID17,109.44395697326452,33.99327075289531,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID18,31.333924812935614,33.99327075289531,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID19,45.05941863938184,33.56473490541825,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID20,44.70465835036866,33.99327075289531,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID21,25.981281866711555,33.512652911067875,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID22,15.20407477471594,33.99327075289531,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID23,40.1088521639636,33.512652911067875,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID24,31.449791117153314,32.46508384481579,lower_trim_5,E0_e_reg20,lower_trim_5__E0_e_reg20
ID01,156.57383714443583,32.553481256799714,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID02,49.385780058430576,33.749730729396454,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID03,46.123899087312864,33.3834587753743,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID04,164.89460988168526,30.97377547383725,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID05,30.88479392856583,32.207247310597296,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID06,197.4862258613243,32.207247310597296,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID07,79.85478703062128,33.3834587753743,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID08,82.60442906270771,33.00391048939909,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID09,64.99976615187346,33.00391048939909,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID10,68.51468548365,32.207247310597296,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID11,90.15744929043571,30.97377547383725,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID12,129.14396139189364,32.553481256799714,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID13,43.15090942137053,32.553481256799714,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID14,58.74369944866173,33.00391048939909,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID15,25.60589048753642,33.00391048939909,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID16,49.194451647873976,33.00391048939909,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID17,109.64424455163952,33.749730729396454,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID18,31.27056906730833,33.749730729396454,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID19,44.87521732549084,33.749730729396454,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID20,42.81234755811368,33.749730729396454,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID21,23.43862473943375,33.52114807920722,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID22,16.401075740901252,33.749730729396454,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID23,40.701283096931704,33.3834587753743,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID24,33.21259692840596,33.00391048939909,lower_trim_5,E1_e_reg5,lower_trim_5__E1_e_reg5
ID01,156.63869783939515,32.65676172084058,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID02,49.200898465343364,33.70823721759088,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID03,46.37326546930933,33.314214933981944,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID04,164.82066449772387,30.880948670137187,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID05,30.81837385375212,32.14223156938762,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID06,197.75843791455227,32.14223156938762,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID07,80.10087023933238,33.314214933981944,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID08,82.73719106283428,33.08591109753935,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID09,64.99852923965045,33.08591109753935,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID10,68.51394534067178,32.14223156938762,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID11,90.30723645430731,30.880948670137187,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID12,129.00080463995434,32.65676172084058,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID13,43.16696008309999,32.65676172084058,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID14,58.939859835067544,33.08591109753935,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID15,25.585798308852826,33.08591109753935,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID16,48.9923800845242,33.08591109753935,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID17,109.66536871537711,33.70823721759088,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID18,31.219415219878503,33.70823721759088,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID19,44.779544965137994,33.70823721759088,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID20,42.67190826366002,33.70823721759088,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID21,23.21730750578623,33.56368434182595,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID22,16.475610491090332,33.70823721759088,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID23,40.85432767894028,33.314214933981944,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID24,33.28847215901318,33.08591109753935,lower_trim_5,E2_e_zero,lower_trim_5__E2_e_zero
ID01,158.00889176618472,28.647472229702743,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID02,49.63576080750665,29.986572858302594,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID03,43.49890092824646,29.506949409807135,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID04,172.8556883354146,27.04554302896861,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID05,32.29015403030889,28.006359639563534,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID06,195.82698672216762,28.006359639563534,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID07,79.16554473406032,29.506949409807135,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID08,78.1289909934928,28.912873837342346,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID09,64.1941300324853,28.912873837342346,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID10,69.67919715575397,28.006359639563534,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID11,88.96686178002065,27.04554302896861,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID12,129.03217352279503,28.647472229702743,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID13,41.23743317084424,28.647472229702743,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID14,58.23596155552428,28.912873837342346,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID15,26.257607542677913,29.506949409807135,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID16,49.29568272168963,28.912873837342346,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID17,106.9635467875953,29.986572858302594,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID18,31.685813691248324,29.506949409807135,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID19,42.85366641085287,29.63958793225231,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID20,42.34093773909072,29.986572858302594,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID21,26.37122707707777,29.506949409807135,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID22,16.940907055976346,29.986572858302594,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID23,42.97534558463083,29.506949409807135,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID24,30.04460320760602,28.912873837342346,lower_trim_10,E0_e_reg20,lower_trim_10__E0_e_reg20
ID01,157.31551100049958,28.604513711978676,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID02,48.34791456860549,30.265342271437902,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID03,44.81984241631869,30.1469463131943,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID04,167.12447917495152,27.36934784107241,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID05,31.253215162098975,27.871960049006702,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID06,198.53032705296383,27.871960049006702,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID07,81.99762568374575,30.1469463131943,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID08,79.62028372592799,29.52406154517284,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID09,63.48521674033476,29.52406154517284,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID10,68.37789949267228,27.871960049006702,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID11,88.43017217293895,27.36934784107241,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID12,128.96221066407008,28.604513711978676,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID13,41.67080778328214,29.159400872954357,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID14,60.47308117205102,29.52406154517284,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID15,26.706074863201795,29.52406154517284,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID16,47.43056570125629,29.52406154517284,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID17,107.69907642250952,30.265342271437902,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID18,32.0922504101888,30.1469463131943,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID19,42.99841348007153,30.265342271437902,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID20,40.89754711082576,30.265342271437902,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID21,23.88763515046874,30.265342271437902,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID22,18.623913497112788,30.1469463131943,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID23,41.73787365018002,30.1469463131943,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID24,31.69557837365631,29.52406154517284,lower_trim_10,E1_e_reg5,lower_trim_10__E1_e_reg5
ID01,157.2741263190173,28.526168696186005,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID02,48.184548055126974,30.217088558456794,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID03,45.20664172165442,30.012701064899602,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID04,166.5899443425549,27.42343137349542,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID05,31.18441491943516,27.843271460670962,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID06,198.74117962158365,27.843271460670962,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID07,82.18859957422772,30.012701064899602,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID08,79.43254572356108,29.430247399930522,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID09,63.26748028970857,29.430247399930522,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID10,68.2806001318735,27.843271460670962,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID11,88.36487103151893,27.42343137349542,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID12,129.02576433852943,28.526168696186005,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID13,41.6068693208404,29.008846685331832,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID14,60.4696839962559,29.430247399930522,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID15,26.882137556396685,29.430247399930522,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID16,47.444112857043095,29.430247399930522,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID17,107.6745897772099,30.217088558456794,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID18,32.00650189106406,30.012701064899602,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID19,42.940090101868215,30.217088558456794,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID20,40.690927665093795,30.217088558456794,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID21,23.69211464980598,30.217088558456794,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID22,18.664385239225176,30.012701064899602,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID23,42.04363732440623,30.012701064899602,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID24,32.03977581118996,29.430247399930522,lower_trim_10,E2_e_zero,lower_trim_10__E2_e_zero
ID01,158.95277459045369,24.156951457977797,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID02,48.294857085601166,25.380758460318596,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID03,42.61923209453634,24.881511080641765,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID04,173.7046913017291,22.85679406652305,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID05,32.51893988701241,23.56252137538398,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID06,195.41959051031276,23.56252137538398,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID07,81.88879110822177,24.881511080641765,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID08,74.17874573951852,24.342413851849194,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID09,62.17281522296924,24.342413851849194,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID10,67.74040619816182,23.56252137538398,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID11,86.52062233896369,22.85679406652305,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID12,128.275303149537,24.156951457977797,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID13,39.59784365253772,24.881511080641765,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID14,59.71229436304103,24.342413851849194,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID15,28.82003973149003,24.69699294714279,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID16,47.47932981261732,24.342413851849194,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID17,103.74437889323688,25.380758460318596,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID18,32.95740605677965,24.881511080641765,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID19,40.63214943366705,25.026179365025,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID20,39.80997057962527,25.380758460318596,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID21,27.411911703471798,24.881511080641765,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID22,19.293702834883163,24.881511080641765,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID23,45.54268978794739,24.881511080641765,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID24,28.1199377621641,24.342413851849194,lower_trim_20,E0_e_reg20,lower_trim_20__E0_e_reg20
ID01,158.22313571451997,23.96867657141066,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID02,46.8463269397003,25.476364403536934,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID03,45.29289399043341,24.94177126988506,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID04,167.1082128717647,23.581114359983196,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID05,31.473950364100737,23.79015313940659,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID06,197.65285858618284,23.79015313940659,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID07,84.55645983338104,24.94177126988506,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID08,74.60225431294859,24.2398079146003,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID09,60.7102305374771,24.2398079146003,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID10,65.8734781459161,23.79015313940659,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID11,85.37078188085052,23.581114359983196,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID12,128.5510635878789,23.96867657141066,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID13,39.47277126708247,24.2398079146003,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID14,61.08238564866012,24.2398079146003,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID15,30.131618139472266,24.2398079146003,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID16,46.077806174244905,24.671968727521985,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID17,104.61091187946803,25.476364403536934,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID18,32.94455734568666,24.94177126988506,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID19,40.4714069079665,25.476364403536934,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID20,38.27260064825685,25.476364403536934,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID21,24.915970379248318,24.94177126988506,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID22,20.79529371187671,24.94177126988506,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID23,45.46933719258241,24.94177126988506,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID24,30.751579541430438,24.2398079146003,lower_trim_20,E1_e_reg5,lower_trim_20__E1_e_reg5
ID01,158.186149650293,24.030222685130482,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID02,46.703154202436785,25.454776243696372,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID03,45.65973183854062,24.83575333307654,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID04,166.58775087576632,23.63880086804393,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID05,31.36212604470525,23.876513489767675,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID06,197.66414201344156,23.876513489767675,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID07,84.75971944989834,24.83575333307654,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID08,74.59442001620042,24.253236872346136,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID09,60.609920723300796,24.253236872346136,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID10,65.56456868047131,23.876513489767675,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID11,85.30364724081399,23.63880086804393,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID12,128.42606077909096,24.030222685130482,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID13,39.47273428169632,24.253236872346136,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID14,61.223208047366725,24.253236872346136,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID15,30.181835252074993,24.253236872346136,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID16,46.04714879857167,24.612739145860886,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID17,104.61354862426853,25.454776243696372,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID18,32.885403379415955,24.83575333307654,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID19,40.43530198263643,25.454776243696372,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID20,38.072116416619814,25.454776243696372,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID21,24.71237886649661,24.83575333307654,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID22,20.809172807699287,24.83575333307654,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID23,45.677476727994126,24.83575333307654,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID24,30.948780434674163,24.253236872346136,lower_trim_20,E2_e_zero,lower_trim_20__E2_e_zero
ID01,159.5124893217138,20.713227616248496,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID02,47.56762048535334,21.95882905412352,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID03,41.638479626191,21.84682385371326,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID04,173.95519770550007,19.728260670980255,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID05,33.29234422414018,19.840902066227223,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID06,196.27358397661698,19.840902066227223,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID07,83.8872474414137,21.84682385371326,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID08,72.3763732178925,21.66053217179362,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID09,61.34503484898378,21.66053217179362,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID10,67.4916237244682,19.840902066227223,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID11,84.87038623473087,19.728260670980255,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID12,128.1148382073332,20.713227616248496,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID13,38.476811967282146,21.84682385371326,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID14,61.30163365227821,21.66053217179362,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID15,30.23050030362918,21.84682385371326,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID16,45.49007547502304,21.66053217179362,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID17,100.55548269055109,21.95882905412352,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID18,33.87417784361433,21.84682385371326,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID19,39.27118420892477,21.7075934671837,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID20,38.19465685628608,21.95882905412352,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID21,28.481187851132066,21.84682385371326,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID22,21.127800552166224,21.84682385371326,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID23,46.78191304751346,21.84682385371326,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID24,25.730347579639453,21.66053217179362,lower_trim_30,E0_e_reg20,lower_trim_30__E0_e_reg20
ID01,158.8624630641696,21.50269850120339,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID02,45.88208761675141,21.685389152111654,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID03,45.17323847259969,21.599757629600518,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID04,166.56203285032672,20.937017098405455,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID05,31.692394288717075,21.31451936353774,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID06,196.4428901258472,21.31451936353774,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID07,86.53582951612766,21.599757629600518,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID08,73.02038167290243,21.555042729356543,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID09,59.87812626682606,21.555042729356543,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID10,63.45917993061629,21.31451936353774,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID11,82.95639135818918,20.937017098405455,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID12,127.22521128896355,21.50269850120339,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID13,38.45886728354514,21.599757629600518,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID14,62.76797733453148,21.560833248720016,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID15,31.40918295710169,21.555042729356543,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID16,44.67560327586874,21.599757629600518,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID17,100.74793971098663,21.685389152111654,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID18,33.65284354150654,21.599757629600518,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID19,38.791428870175245,21.67959863274818,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID20,36.38996336673979,21.685389152111654,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID21,25.904133923956454,21.599757629600518,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID22,22.263323572144106,21.555042729356543,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
