status,old_median_mm,new_median_mm,mean_improvement_mm,median_improvement_mm,ci95_low_mm,ci95_high_mm,p_new_wins
ok,44.48515490444803,43.17167990138442,0.512975143373608,0.4331795437799073,-3.6499739553660646,3.99654224030148,0.6592
