row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L8:I1+I2+I3+I8:T8,simulate_imu_prior,0.5301882599887904,,,,
R4:L8:I1+I2+I3+I8:T8,cpu_golden,0.18550369500007946,,,,
R4:L8:I1+I2+I3+I8:T8,torch_gpu,0.4751331050065346,0,1,0.4751331050065346,0.4751331050065346
R4:L14:I1+I2+I3+I8:T8,simulate_imu_prior,0.514871484003379,,,,
R4:L14:I1+I2+I3+I8:T8,cpu_golden,0.20334744299179874,,,,
R4:L14:I1+I2+I3+I8:T8,torch_gpu,0.38572055600525346,0,1,0.38572055600525346,0.38572055600525346
