row_spec,seed_id,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L0:I0:T6,S01,simulate_imu_prior,0.16658959499909543,,,,
R2:L0:I0:T6,S01,cpu_golden,0.20063424701220356,,,,
R2:L0:I0:T6,S01,torch_gpu,0.7004518229805399,0,1,0.7004518229805399,0.7004518229805399
R2:L2:I3:T6,S01,simulate_imu_prior,0.811880679015303,,,,
R2:L2:I3:T6,S01,cpu_golden,0.1914905649900902,,,,
R2:L2:I3:T6,S01,torch_gpu,0.3074855399900116,0,1,0.3074855399900116,0.3074855399900116
