row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s,chunk_id,gpu_device,child_run_id
R2:L0:I0:T6,S00,simulate_imu_prior,L0:I0,0.2447280100000171,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R2:L0:I0:T6,S00,build_track_tensors,L0:I0,0.6431713290000118,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R2:L0:I0:T6,S00,cpu_golden,,0.2649937109999882,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R2:L0:I0:T6,S00,torch_gpu,,0.4474932699999954,0.0,1.0,0.4474932699999954,0.4474932699999954,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,simulate_imu_prior,L2:I3,0.5312007890000245,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,build_track_tensors,L2:I3,0.092639642999984,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,cpu_golden,,0.3479692429999943,,,,,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,torch_gpu,,0.1578637249999985,0.0,1.0,0.1578637249999985,0.1578637249999985,agreement_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0000_cuda0
R4:L8:I1+I2+I3+I8:T8,S00,simulate_imu_prior,L8:I1+I2+I3+I8,1.0674081779999938,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S00,build_track_tensors,L8:I1+I2+I3+I8,0.2460461149999844,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S00,cpu_golden,,0.1434927100000038,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S00,torch_gpu,,0.4329467129999784,0.0,1.0,0.4329467129999784,0.4329467129999784,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
R4:L14:I1+I2+I3+I8:T8,S00,simulate_imu_prior,L14:I1+I2+I3+I8,0.5684866740000132,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
R4:L14:I1+I2+I3+I8:T8,S00,build_track_tensors,L14:I1+I2+I3+I8,0.0959421640000073,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
R4:L14:I1+I2+I3+I8:T8,S00,cpu_golden,,0.3895399269999871,,,,,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
R4:L14:I1+I2+I3+I8:T8,S00,torch_gpu,,0.1693574550000107,0.0,1.0,0.1693574550000107,0.1693574550000107,agreement_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_agreement_0001_cuda0
R2:L0:I0:T6,S00,load_imu_prior_cache,L0:I0,0.0053149189999999,,,,,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I0:T6,S00,build_track_tensors,L0:I0,13.075543716,,,,,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I0:T6,S00,torch_gpu,,2.0075949319999893,0.0,1.0,2.0075949319999893,2.0075949319999893,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I0:T8,S00,torch_gpu,,7.868011525000014,0.0,1.0,7.868011525000014,7.868011525000014,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I1:T6,S00,simulate_imu_prior,L0:I1,0.0898235639999995,,,,,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I1:T6,S00,build_track_tensors,L0:I1,10.370884095000008,,,,,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I1:T6,S00,torch_gpu,,13.768642233999998,0.0,1.0,13.768642233999998,13.768642233999998,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I1:T8,S00,torch_gpu,,4.739086658000019,0.0,1.0,4.739086658000019,4.739086658000019,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I3:T6,S00,simulate_imu_prior,L0:I3,0.109332280000018,,,,,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I3:T6,S00,build_track_tensors,L0:I3,12.861760790000003,,,,,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I3:T6,S00,torch_gpu,,14.662521489,0.0,1.0,14.662521489,14.662521489,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I3:T8,S00,torch_gpu,,13.568888883999987,0.0,1.0,13.568888883999987,13.568888883999987,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I4:T6,S00,simulate_imu_prior,L0:I4,0.1053155090000075,,,,,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I4:T6,S00,build_track_tensors,L0:I4,14.033663430000018,,,,,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I4:T6,S00,torch_gpu,,13.593592870999998,0.0,1.0,13.593592870999998,13.593592870999998,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I4:T8,S00,torch_gpu,,15.160397951999984,0.0,1.0,15.160397951999984,15.160397951999984,partial_raw_0000,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0000_cuda0
R2:L0:I7:T6,S00,simulate_imu_prior,L0:I7,0.2134829969999998,,,,,partial_raw_0001,cuda:0,phase4_5090D_maxfeed_10min_20260606T214953Z_partial_raw_0001_cuda0
